8.25,9.5833,16.458,21.146,34.667,48.021,63.063,75.229,83.25,83.813,72.625,55.813,38.208,30.604,25.083,21,21.688,31.396,39.333,34.104,27,18,13.146,8.6042,24.375,48.896,71.125,82.083,85.771,81.875,55.188,35.333,27.854,22.063,18.771,20.125,15.063,14.979,16.896,14.563,12.417,17.896,18.417,26.896,30.271,43.583,69,78.438,78.917,69.146,48.292,33.021,7.4583,10.146,21.938,44,100.75,123.73,145.71,142.71,132.02,115.06,45.771,33.667,24.521,20.188,9.1667,9.9375,16.083,16.917,29.667,36.125,56.604,136.44,183.27,193.98,182.52,152,78.938,34.583,33.146,30.667,29.979,28.25,19.833,7.7083,7.8542,32.625,72.854,103.56,119.94,118.06,102.9,68.479,27.813,23.083,15.208,13.813,14.708,20.771,21,17.083,11.313,20.729,42.313,63.063,77.771,86,85,65.229,57.188,44.792,44.167,43.25,40.479,37.313,40.667,41.375,54.125,57.146,59.896,58.604,60.354,61.563,51.854,44.583,32.375,2.3125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0625,0.0625,0.10417,0.125,0.20833,0.27083,0.35417,0.41667,0.5,0.5,0.41667,0.33333,0.22917,0.20833,0.1875,0.14583,0.14583,0.22917,0.27083,0.20833,0.16667,0.10417,0.083333,0.0625,0.1875,0.29167,0.375,0.41667,0.4375,0.47917,0.35417,0.22917,0.1875,0.14583,0.125,0.14583,0.10417,0.10417,0.125,0.10417,0.083333,0.125,0.125,0.1875,0.1875,0.27083,0.45833,0.4375,0.39583,0.35417,0.27083,0.22917,0.0625,0.083333,0.16667,0.3125,0.6875,0.6875,0.75,0.72917,0.75,0.79167,0.29167,0.22917,0.16667,0.14583,0.0625,0.0625,0.10417,0.10417,0.1875,0.20833,0.35417,0.83333,0.95833,0.9375,0.9375,0.91667,0.52083,0.20833,0.20833,0.1875,0.1875,0.1875,0.14583,0.0625,0.0625,0.22917,0.47917,0.5625,0.58333,0.58333,0.58333,0.47917,0.1875,0.16667,0.10417,0.083333,0.083333,0.125,0.125,0.10417,0.083333,0.16667,0.27083,0.33333,0.39583,0.4375,0.47917,0.375,0.35417,0.27083,0.27083,0.27083,0.25,0.22917,0.25,0.25,0.33333,0.33333,0.33333,0.3125,0.33333,0.35417,0.29167,0.27083,0.22917,0.020833
6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.0208,6.75,6.75,6.75,25.521,24.083,21.333,18.75,16.333,6.75,6.75,6.75,6.75,6.75,6.75,6.75,16.333,14.083,12,11.021,10.083,9.1875,9.1875,8.3333,7.5208,7.5208,7.5208,6.75,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,8.3333,9.1875,9.1875,10.083,11.021,12,14.083,14.083,16.333,9.1875,5.3333,5.3333,2.5208,2.0833,1.3333,1.3333,0.75,0.33333,0.1875,0.083333,0.083333,0.020833,0.020833,0.020833,0,0,0,0,0,0,0,0.020833,0.083333,0.1875,0.52083,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333,9.1875,10.083,9.1875,8.3333,8.3333,7.5208,7.5208,7.5208,8.3333,9.1875,9.1875,8.3333,8.3333,8.3333,7.5208,7.5208,7.5208,7.5208,18.75,15.188,14.083,12,11.021,10.083,9.1875,8.3333,8.3333,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,8.3333,8.3333,8.3333,9.1875,10.083,11.021,33.333
15.188,15.188,13.021,12,8.3333,6.0208,3.5208,2.0833,0.33333,0.083333,0.020833,0.020833,0.083333,0.33333,1.0208,2.5208,3.5208,4.6875,6.0208,8.3333,10.083,13.021,14.083,15.188,2.5208,1.3333,0.75,0.52083,0.52083,0.33333,0.33333,0.33333,0.1875,0.1875,0.1875,0.083333,0.083333,0.083333,0.020833,0.020833,0.083333,0.083333,0.083333,0.083333,0.1875,0.1875,0.33333,0.52083,0.75,1.0208,1.6875,2.5208,4.6875,0.083333,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.083333,0.020833,0.020833,0.020833,0.020833,0.020833,40.333,40.333,38.521,38.521,11.021,11.021,1.6875,0.1875,0.083333,0.083333,0.020833,0.020833,0.020833,0.020833,0,0.020833,0.020833,0.020833,0.1875,12,11.021,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.1875,12,12,11.021,11.021,12,13.021,2.0833,1.3333,0.75,0.52083,0.33333,0.1875,0.1875,0.083333,0.020833,0.020833,0,0,0,0,0,0,0,0.020833,0.020833,0.083333,0.083333,0.1875,0.1875,0.33333,0
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0,0,0.1,0.1,0.3,0.1,0,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
20,20,21,22,24,25,27,29,32,34,36,38,41,40,37,34,32,27,25,24,23,21,21,20,33,34,34,34,33,33,33,32,32,31,33,31,35,35,37,36,33,33,33,32,32,34,33,33,33,33,33,32,31,34,31,29,31,31,29,29,28,27,19,20,25,22,3,3,3,3,12,13,17,24,24,24,25,26,23,34,35,33,33,33,29,23,24,32,34,34,34,34,34,35,35,35,27,23,23,23,23,22,22,35,34,35,34,34,34,34,33,36,34,35,35,36,35,35,32,32,32,0,0,0,0,0,0,0
0.11024,0.06697,0.59712,0.65091,0.68958,0.60383,0.50676,0.59744,0.72526,0.62011,0.77696,0.83479,0.66105,0.51412,0.33638,0.40576,0.44386,0.36144,0.37684,0.4576,0.67462,0.47011,0.45306,0.26869,0.25853,0.5093,0.72116,0.61713,0.49841,0.6011,0.60089,0.4713,0.47429,0.32089,0.35267,0.44973,0.26785,0.26898,0.36334,0.2587,0.061332,0.35169,0.28827,0.46679,0.44404,0.59775,0.65892,0.45616,0.55825,0.76026,0.49574,0.35373,0.15356,0.10809,0.26091,0.46911,0.62915,0.51303,0.75051,0.60304,0.36817,0.49418,0.54849,0.48978,0.44172,0.42913,0.37577,0.29536,0.65544,0.62302,0.59336,0.57586,0.77407,0.56929,0.56215,0.4328,0.43573,0.54694,0.63099,0.6152,0.63559,0.59138,0.50876,0.51402,0.45069,0.1478,0.17472,0.41261,0.64868,0.47414,0.50573,0.41956,0.38758,0.54399,0.44937,0.35056,0.55766,0.47488,0.5487,0.75753,0.71528,0.48457,0.27606,0.09704,0.45303,0.66446,0.60661,0.56954,0.66053,0.56967,0.70864,0.71875,0.75176,0.73855,0.73804,0.65257,0.77348,0.67089,0.72228,0.58748,0.68248,0.66307,0.74955,0.79311,0.55483,0.45987,0.26403,0
0.012399,-0.013144,0.010368,0.010507,-0.00034536,0.013947,0.016767,0.010125,0.0024998,0.00079312,0.0042323,0.0012521,0.0074653,0.0042562,0.002282,0.0042337,0.00038917,-0.0047624,0.0078673,0.0061563,0.0029539,-0.0022152,0.001557,-0.010002,0.0080909,0.013028,0.02115,0.032068,0.023648,0.0028782,0.0018395,-0.0018923,0.0035019,-0.0075497,0.00070703,0.003767,0.015602,0.017101,0.013508,0.028437,0,0.0034247,-0.0084839,0.01047,0.0042125,0.0081428,-0.0058701,0.0074146,0.0284,0.019005,0.015284,0.010142,0.012034,-0.0054909,0.0069645,-0.0040526,-0.020516,0.0099715,0.026681,0.031685,0.032377,-0.021671,-0.0035261,0.0050741,0.0067064,-0.0053888,0.0028138,-0.011819,-0.0021423,-0.0028648,-0.0091093,0.0034874,-0.002322,-0.0083515,0.021876,0.048733,0.034352,-0.0045701,-0.0164,0.0027444,0.000999,0.0017977,-0.0034286,-0.0044448,-0.0081014,-0.0069389,0.014496,-0.0097918,-0.0073336,0.0024691,0.04325,0.038208,0.0020737,-0.013381,0.0014927,0.00042472,-0.0049405,-0.0026392,0.012641,0.0068076,0.0094874,0.005481,0.00052344,0.01871,0.020333,0.012321,0.021984,0.022448,0.0044644,-0.00049882,-0.0050938,-0.0026081,-0.003094,-0.0058266,-0.0079702,-0.010327,-0.0095132,-0.0086204,-0.012292,0.007696,0.013664,0.010996,0.0097843,0.0071221,0.0032507,0.0084375,0.0093873,0
0.03125,0.03125,0.035715,0.048237,0.036743,0.052328,0.057589,0.048036,0.038043,0.039729,0.034902,0.031698,0.040746,0.032492,0.03114,0.043969,0.037526,0.037104,0.037777,0.048502,0.034563,0.026054,0.029118,0.03125,0.037602,0.045458,0.057608,0.09234,0.086963,0.042042,0.031047,0.044326,0.029221,0.030861,0.055797,0.031467,0.040303,0.051602,0.03194,0.063905,0.023915,0.035574,0.035669,0.032464,0.036756,0.037565,0.031079,0.054205,0.079249,0.051193,0.046743,0.04644,0.03125,0.028862,0.032109,0.038208,0.060346,0.074159,0.068049,0.093295,0.12404,0.057456,0.038853,0.034669,0.048464,0.03674,0.03125,0.03125,0.035401,0.034476,0.0499,0.044026,0.033308,0.055392,0.078418,0.19676,0.13683,0.04853,0.053297,0.038792,0.037416,0.038136,0.036564,0.043925,0.034247,0.03125,0.03125,0.044398,0.034741,0.048177,0.14026,0.12884,0.044779,0.048349,0.044221,0.034068,0.035959,0.024761,0.036751,0.033611,0.037966,0.027176,0.023952,0.063933,0.055584,0.046695,0.058783,0.080314,0.034446,0.04163,0.035199,0.034025,0.038909,0.039843,0.041614,0.046597,0.042773,0.043575,0.046477,0.062648,0.043617,0.042076,0.042725,0.040218,0.038497,0.045906,0.047097,0
