6.0784,23.275,40.51,50.392,60.686,190.75,224.49,223.16,231.2,220.78,115.75,58.667,45.941,33.176,23.314,22.627,24.118,32.549,35.667,39.863,42.922,55.961,89.804,85.961,70.863,58.098,39.431,5.3922,9.1961,30.882,65.078,83.255,93.137,92.118,63.275,43.941,32.804,28.961,25.745,25.059,21.137,15.176,10.176,13.608,12.863,17.647,17.961,22.392,30.686,38.824,45.078,80.961,72.529,56.941,42.98,22.314,5.9608,21.745,34.02,57.961,119.14,119.43,125.51,121.1,56.118,8.9412,2.7255,20.549,86.667,111.94,117.02,114.78,78.608,23.137,17.784,9.8824,10.51,7.4902,8.1765,12.059,11.431,22.647,27.922,34.353,43.333,92.569,111.98,104.29,79.588,48.549,5.549,15.431,28.333,96.353,119.43,128.57,127.8,104.33,54.176,40.569,39.098,34.353,29.647,25.549,10.902,16.98,12.039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039216,0.13725,0.19608,0.23529,0.29412,0.90196,0.96078,0.96078,0.98039,0.98039,0.60784,0.29412,0.23529,0.17647,0.11765,0.11765,0.11765,0.15686,0.17647,0.19608,0.19608,0.27451,0.45098,0.39216,0.33333,0.27451,0.21569,0.039216,0.058824,0.15686,0.31373,0.37255,0.39216,0.43137,0.31373,0.21569,0.15686,0.13725,0.13725,0.13725,0.11765,0.078431,0.058824,0.078431,0.078431,0.098039,0.098039,0.11765,0.15686,0.19608,0.21569,0.41176,0.37255,0.31373,0.23529,0.13725,0.039216,0.11765,0.17647,0.31373,0.52941,0.52941,0.54902,0.56863,0.35294,0.058824,0.019608,0.13725,0.45098,0.5098,0.52941,0.52941,0.41176,0.11765,0.098039,0.058824,0.058824,0.039216,0.039216,0.058824,0.058824,0.11765,0.13725,0.17647,0.23529,0.5098,0.52941,0.4902,0.39216,0.29412,0.039216,0.078431,0.15686,0.5098,0.54902,0.58824,0.58824,0.5098,0.27451,0.19608,0.19608,0.17647,0.15686,0.13725,0.058824,0.098039,0.078431
43.314,0.31373,0.17647,0.078431,0.078431,0.078431,0.019608,0.019608,0.019608,0,0,0.17647,0.17647,0.17647,0.17647,0.078431,0.078431,0.078431,0.078431,0.078431,0.17647,0.31373,0.31373,0.4902,0.70588,0.96078,1.5882,1.9608,5.6667,4.4118,1.9608,1.2549,1.2549,0.96078,0.70588,0.70588,0.70588,0.4902,0.4902,0.31373,0.31373,0.31373,0.31373,0.31373,0.31373,0.4902,0.4902,0.4902,0.4902,0.70588,0.70588,1.2549,1.9608,2.3725,3.3137,4.4118,16.49,0.4902,0.31373,0.31373,0.31373,0.31373,0.17647,0.078431,0.078431,15.373,16.49,1.2549,1.2549,0.70588,0.4902,0.4902,0.31373,0.96078,0.96078,0.70588,0.4902,0.4902,0.4902,0.31373,0.31373,0.31373,0.31373,0.31373,0.31373,0.4902,0.4902,0.96078,1.9608,3.3137,0.70588,0.4902,0.4902,0.17647,0.17647,0.078431,0.078431,0.17647,0.31373,0.4902,0.4902,0.70588,0.70588,0.96078,0.96078,0.70588,0.70588
0.078431,0.019608,0,0,0.019608,0.019608,0.019608,0.019608,0,0.019608,0.019608,0,0,0.019608,7.8431,8.6471,8.6471,8.6471,8.6471,9.4902,10.373,10.373,11.294,13.255,15.373,17.647,18.843,22.667,18.843,15.373,12.255,11.294,10.373,9.4902,8.6471,8.6471,7.8431,7.8431,7.0784,7.0784,7.0784,7.0784,37.961,7.8431,7.0784,7.0784,7.8431,7.8431,8.6471,8.6471,9.4902,9.4902,9.4902,11.294,13.255,16.49,7.8431,7.0784,7.0784,7.8431,7.8431,7.8431,7.8431,7.8431,7.8431,7.8431,0,7.8431,7.8431,7.0784,7.0784,7.0784,7.0784,7.0784,7.0784,7.8431,36.255,37.961,37.961,37.961,37.961,7.0784,7.0784,7.0784,7.0784,7.0784,7.0784,7.0784,8.6471,9.4902,36.255,34.588,9.4902,7.8431,7.8431,7.0784,7.0784,6.3529,6.3529,6.3529,6.3529,6.3529,7.0784,7.0784,32.961,31.373,32.961
0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.6,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1
49,30,28,24,19,26,26,26,27,26,27,28,30,26,18,13,13,14,15,14,15,17,16,16,15,15,15,14,19,20,19,18,19,19,19,19,21,20,20,17,15,13,6,12,13,21,21,19,16,19,17,19,20,20,20,19,31,23,17,16,18,18,18,17,16,30,30,21,20,20,19,19,17,20,22,15,7,7,7,6,6,15,14,15,16,19,19,20,21,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02773,0.69277,0.65407,0.40209,0.65803,0.50928,0.34629,0.38254,0.35972,0.36533,0.82741,0.72707,0.68839,0.68079,0.5509,0.63411,0.54818,0.70112,0.83041,0.88277,0.49857,0.70897,0.62651,0.40975,0.54175,0.52852,0.64246,0.069324,0.19738,0.43775,0.56358,0.51879,0.3301,0.56915,0.73567,0.68505,0.47966,0.62448,0.64357,0.67714,0.68685,0.70252,0.21569,0.48415,0.24438,0.38896,0.40551,0.61366,0.74774,0.74579,0.61645,0.59388,0.58947,0.63637,0.67014,0.50764,0,0.59853,0.80701,0.79594,0.34705,0.36152,0.45653,0.41238,0.5053,0.38273,0,0.20525,0.53544,0.43156,0.45902,0.36225,0.56428,0.61852,0.51048,0.45607,0.7149,0.72097,0.31889,0.63446,0.42614,0.47945,0.48014,0.62492,0.54511,0.58575,0.53045,0.53271,0.62569,0.30172,0.18024,0.5556,0.57185,0.57843,0.46748,0.41309,0.43094,0.5918,0.63971,0.56742,0.58102,0.53095,0.49115,0.56721,0.51779,0.55136,0.20905
0,-0.021906,0.015247,0.015864,0.0061463,0.0091077,0.036046,0.037341,0.072326,0.021661,0.00089639,0.0076882,0.0085471,-0.0098316,0.0052075,0.002166,-0.012496,0.002604,0.0085255,0.011726,-0.0017113,0.01756,0.004645,0.01673,0.015729,0.020381,-0.002509,0,-0.0046875,-0.0026318,0.019272,0.035981,0.017507,0.0033721,0.014849,0.0013657,0.00044878,0.013043,0.0059672,-0.0058745,-0.004702,-0.00099098,0,0.00050536,0.0029472,-0.00053501,0.022685,0.011303,0.0053358,0.0052678,0.0086258,0.013058,0.0049803,-0.0036571,0.0046208,-0.0057585,0,-0.013233,0.0052275,-0.0042526,0.0093289,0.01625,0.037845,0.019317,-0.031332,-0.0018406,0,-0.010518,0.011112,0.0082218,0.02482,0.012233,0.00050696,-0.0081162,-0.024037,-0.0060116,-0.0063663,0,0,0.012668,0.0059044,-0.002299,0.0018831,0.0093652,-0.0035425,-0.007881,0.025424,0.021893,0.016259,-0.0077366,0,0.0091337,0.016761,0.0086872,0.017081,0.032049,0.018314,0.0087055,0.01008,0.0093465,0.015049,0.011993,0.0090441,-0.0046209,-0.0069784,0.0070105,-0.0053807
0.019608,0.058354,0.058512,0.058279,0.034651,0.056161,0.15388,0.14096,0.41101,0.12369,0.027438,0.032478,0.032841,0.029555,0.033291,0.032262,0.032376,0.028649,0.029426,0.036767,0.031015,0.046706,0.048384,0.054763,0.058374,0.06791,0.036109,0.019608,0.029412,0.045769,0.059603,0.12429,0.053984,0.033318,0.04141,0.027668,0.02368,0.051816,0.039544,0.029403,0.036029,0.022172,0.029412,0.022298,0.023642,0.035068,0.055189,0.032357,0.026784,0.034724,0.036762,0.046706,0.033998,0.039346,0.027609,0.024438,0,0.031439,0.029922,0.024571,0.051562,0.063681,0.15249,0.068377,0.091683,0.029412,0,0.031864,0.051864,0.051888,0.09972,0.061411,0.034525,0.03652,0.055176,0.029412,0.029412,0.019608,0.019608,0.029412,0.029412,0.035471,0.030833,0.038031,0.041749,0.041709,0.075998,0.076434,0.048003,0.043637,0.019608,0.031653,0.043154,0.042915,0.057945,0.12433,0.084424,0.043422,0.042392,0.032779,0.045836,0.041323,0.033371,0.031386,0.029412,0.03714,0.034503
