13.404,19.231,54.981,101.98,124.96,136.69,130.35,106.94,52.5,33.192,30.327,30.615,33.404,28.577,14.538,8.6731,5.2885,22.827,39.019,94.077,117.71,128.06,117.04,76.654,26.75,23.462,17.942,14.615,19.077,21.038,23.865,20.865,18.75,2.7885,10.846,45.058,65.038,79.192,88.808,77.385,50.173,34.231,29.462,27.673,21.788,17.404,15,20.519,24.981,29.212,29.154,26.558,24.75,28.75,33.923,45.077,63.596,83.404,80.673,62.962,39.635,14.135,12.808,49.077,101.58,119.6,118.69,99.115,35.635,15.192,14.615,11.365,10.308,9.9038,10.769,10.788,16.462,17.038,27.115,94.788,119.81,126.75,115.19,77.462,10.385,34.096,151.98,201.15,212.63,192.29,127.75,47.25,33.346,28.654,29.308,32.308,30.442,25.346,27.75,32.731,34.654,38.212,48.365,71.327,88.308,81.596,60.673,32.5,15.077,48.962,71.577,85.192,89.038,77.827,64.712,53.346,48.692,42.365,41.423,38.769,39.731,35.692,34.385,38.481,50.769,59.75,50.442,48,36.077,7.9808,2.6731,21.865,37.327,58.442,69.558,67.596,52.538,40.462,39.423,35.192,29.808,32.75,30.269,75.308,105.08,106.31,107.35,89.885,29.404,23.846,21.115,3.0577,5.4231,16.981,42.442,102.31,121.73,127.33,122.71,70.846,21.596,16.846,13.808,14.25,11.192,14.192,9.7885,14.519,23.019,44.173,89.385,125.81,132.96,131.04,127.83,111.81,61.192,22.808,11.577
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076923,0.096154,0.30769,0.5,0.53846,0.57692,0.59615,0.57692,0.26923,0.15385,0.15385,0.15385,0.17308,0.15385,0.076923,0.057692,0.038462,0.13462,0.21154,0.51923,0.51923,0.55769,0.53846,0.44231,0.15385,0.13462,0.096154,0.076923,0.096154,0.096154,0.11538,0.096154,0.096154,0.019231,0.076923,0.23077,0.28846,0.34615,0.40385,0.38462,0.25,0.17308,0.15385,0.15385,0.11538,0.096154,0.076923,0.11538,0.13462,0.15385,0.15385,0.13462,0.13462,0.15385,0.17308,0.23077,0.32692,0.38462,0.36538,0.30769,0.21154,0.096154,0.076923,0.30769,0.5,0.51923,0.53846,0.5,0.19231,0.076923,0.076923,0.057692,0.057692,0.057692,0.057692,0.057692,0.096154,0.096154,0.15385,0.51923,0.53846,0.53846,0.53846,0.46154,0.057692,0.21154,0.82692,0.90385,0.90385,0.90385,0.71154,0.25,0.19231,0.15385,0.15385,0.19231,0.19231,0.15385,0.15385,0.17308,0.17308,0.19231,0.25,0.36538,0.40385,0.36538,0.28846,0.19231,0.096154,0.25,0.32692,0.36538,0.40385,0.38462,0.32692,0.26923,0.25,0.21154,0.21154,0.19231,0.21154,0.19231,0.17308,0.19231,0.26923,0.30769,0.25,0.23077,0.19231,0.057692,0.019231,0.11538,0.19231,0.28846,0.32692,0.34615,0.26923,0.21154,0.21154,0.19231,0.17308,0.19231,0.17308,0.44231,0.5,0.5,0.5,0.5,0.15385,0.11538,0.11538,0.019231,0.038462,0.096154,0.25,0.51923,0.51923,0.53846,0.55769,0.40385,0.11538,0.096154,0.076923,0.076923,0.057692,0.076923,0.057692,0.096154,0.13462,0.25,0.48077,0.55769,0.55769,0.55769,0.55769,0.53846,0.34615,0.11538,0.076923
0.48077,0.30769,0.17308,0.17308,0.076923,0.019231,0,0,0.019231,0.69231,0.69231,0.48077,0.30769,0.30769,0.48077,0.69231,0.69231,0.48077,0.48077,0.30769,0.30769,0.17308,0.17308,0.30769,0.94231,0.94231,0.69231,0.48077,0.30769,0.30769,0.30769,0.30769,0.30769,0.69231,4.9231,2.7692,2.3269,1.5577,1.2308,0.94231,0.94231,0.94231,0.69231,0.48077,0.48077,0.48077,0.48077,0.30769,0.30769,0.17308,0.30769,0.30769,0.30769,0.48077,0.69231,0.94231,0.94231,1.2308,1.5577,1.9231,3.7692,4.9231,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.48077,15.077,15.077,16.173,16.173,15.077,15.077,15.077,0.48077,0.48077,0.48077,0.48077,0.30769,0.30769,0.30769,0.30769,16.173,0.69231,0.48077,0.30769,0.30769,0.30769,0.30769,0.69231,0.69231,0.48077,0.48077,0.48077,0.48077,0.48077,0.48077,0.48077,0.48077,0.48077,0.69231,0.94231,0.94231,1.2308,1.9231,3.25,7.6923,3.7692,2.7692,2.3269,1.9231,1.5577,1.2308,0.94231,0.69231,0.69231,0.69231,0.69231,0.48077,0.48077,0.69231,0.69231,0.69231,0.69231,0.94231,1.2308,1.9231,2.7692,13,12.019,2.7692,1.9231,1.5577,1.2308,1.2308,0.94231,0.94231,0.69231,0.69231,0.69231,0.69231,0.69231,0.69231,0.94231,1.2308,1.5577,1.9231,16.173,16.173,19.692,0.69231,0.48077,0.48077,0.48077,0.69231,0.69231,0.69231,0.69231,16.173,17.308,18.481,18.481,18.481,17.308,17.308,0.94231,0.94231,0.94231,0.69231,0.69231,0.69231,0.69231,0.69231,0.69231,0.69231,16.173,18.481
35.558,35.558,10.173,10.173,9.3077,8.4808,8.4808,7.6923,7.6923,7.6923,7.6923,8.4808,9.3077,10.173,35.558,35.558,8.4808,7.6923,7.6923,8.4808,8.4808,7.6923,8.4808,7.6923,7.6923,7.6923,8.4808,35.558,35.558,35.558,33.923,35.558,35.558,0,19.692,15.077,13,12.019,10.173,10.173,9.3077,8.4808,8.4808,7.6923,7.6923,7.6923,7.6923,6.9423,6.9423,6.9423,6.9423,7.6923,7.6923,7.6923,8.4808,9.3077,10.173,11.077,11.077,13,14.019,18.481,37.231,13,9.3077,8.4808,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,8.4808,8.4808,8.4808,9.3077,10.173,11.077,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,0.019231,0.019231,0.019231,0.019231,0.019231,0,0,0.019231,6.9423,6.9423,6.9423,6.9423,7.6923,7.6923,7.6923,8.4808,9.3077,9.3077,10.173,11.077,12.019,14.019,16.173,14.019,12.019,10.173,9.3077,8.4808,7.6923,6.9423,6.2308,6.2308,6.2308,6.2308,6.2308,6.2308,6.2308,6.2308,6.2308,6.2308,6.9423,7.6923,8.4808,9.3077,10.173,0,8.4808,6.9423,6.2308,6.2308,5.5577,6.2308,6.2308,6.2308,6.9423,6.9423,7.6923,8.4808,8.4808,7.6923,6.9423,6.2308,5.5577,5.5577,5.5577,5.5577,0,37.231,33.923,22.231,7.6923,6.9423,6.2308,5.5577,5.5577,5.5577,5.5577,5.5577,5.5577,6.2308,6.2308,6.9423,7.6923,8.4808,8.4808,6.2308,5.5577,5.5577,5.5577,5.5577,6.2308,5.5577,5.5577,5.5577
0.1,0.1,0.2,0.1,0.1,0.1,0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.1,0.3,0.2,0.1,0.1,0.1,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1
8,7,17,17,17,17,16,16,16,22,22,19,17,15,8,8,19,18,17,18,18,18,18,19,20,21,17,8,7,7,8,7,7,7,19,19,19,19,19,19,19,20,19,19,19,21,19,19,17,16,19,17,17,19,20,19,18,19,19,19,20,19,7,15,18,18,19,19,19,31,31,31,31,30,30,30,20,16,15,19,19,19,19,17,31,20,28,28,28,28,32,30,28,17,17,14,14,14,17,18,16,15,17,18,18,18,18,19,23,21,21,21,21,21,21,22,21,22,22,22,20,19,21,20,19,17,18,18,20,23,27,29,26,24,23,24,22,24,23,21,19,16,14,19,20,21,22,23,27,33,33,33,8,8,12,19,20,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41614,0.54681,0.70423,0.54795,0.44294,0.43247,0.42146,0.8022,0.69604,0.52793,0.59933,0.52816,0.70619,0.65689,0.53732,0.12512,0.067991,0.47844,0.63224,0.59906,0.30452,0.52712,0.39879,0.57099,0.60355,0.5985,0.3439,0.70291,0.6379,0.41943,0.69032,0.37066,0.45325,0,0.056614,0.42885,0.50561,0.46621,0.51025,0.7137,0.58353,0.49738,0.56396,0.51953,0.43944,0.51476,0.13416,0.41235,0.50035,0.66724,0.74601,0.56676,0.61912,0.59295,0.52021,0.65628,0.7015,0.38856,0.60047,0.57185,0.39498,0.07929,0.4525,0.58122,0.4821,0.35596,0.46084,0.45756,0.48261,0.47458,0.77355,0.63403,0.68918,0.55247,0.48282,0.49442,0.36116,0.55493,0.69397,0.59607,0.42105,0.35166,0.39373,0.43112,0.44063,0.27411,0.54463,0.40954,0.25954,0.4291,0.72001,0.63641,0.61913,0.68646,0.53787,0.48853,0.45851,0.37597,0.45589,0.75058,0.62617,0.68957,0.70709,0.70631,0.53142,0.5249,0.56558,0.38237,0.25089,0.54793,0.68443,0.44441,0.50426,0.73777,0.7553,0.74036,0.7346,0.79449,0.76643,0.57957,0.77119,0.7077,0.48991,0.60225,0.65903,0.56063,0.5029,0.65641,0.57672,0.086716,0,0.65709,0.86936,0.67706,0.6064,0.78073,0.73889,0.62806,0.59704,0.55359,0.4332,0.24461,0.4713,0.41017,0.45653,0.51484,0.39388,0.63466,0.8433,0.61846,0.74956,0,0.027196,0.66584,0.67194,0.51451,0.38511,0.31675,0.30352,0.58871,0.46241,0.41567,0.64521,0.67889,0.62404,0.81127,0.37945,0.17678,0.59832,0.46276,0.64728,0.34667,0.31438,0.43927,0.42206,0.52695,0.68974,0.62441,0.29895
-0.019512,-0.00083893,-0.012334,0.0028808,0.040611,0.045375,0.017377,-0.0062129,0.0010514,-0.0040943,0.0028967,-1.2759e-05,-0.00080816,-0.01242,-0.0028892,-0.0018052,0,0.00031647,-0.0024643,-0.01077,0.0090412,0.049045,0.011674,-0.012422,-0.0069475,0.00048918,-0.018951,0.0022555,-0.0062721,-0.013643,0.022982,-0.0064453,0.0020322,0,0.010444,0.014628,0.026003,0.026234,0.028278,0.0030233,0.0093093,-0.0011418,0.0074263,-7.2518e-05,-0.012592,0.0077689,-0.00078487,-0.0030192,0.0073107,0.0013996,0.0064803,-0.0015676,0.00026889,0.0063645,0.002596,0.006484,0.0039099,0.006709,0.027893,0.018883,0.0096531,0,0.011168,-0.023988,0.016481,0.034171,0.027845,0.0034368,-0.0084053,-0.0033319,0.0014896,-0.013373,-0.0054466,0.011768,-0.0037101,0.010852,-0.025509,-0.0085055,-0.0076854,-0.00497,0.043958,0.03656,0.018087,-0.004495,0.0073423,0.0064498,-0.0078502,0.019878,0.027267,0.0085207,-0.010611,-0.0050716,-0.011122,0.011268,-0.00096363,-0.003351,-0.0066697,-0.0038301,-0.013441,0.0062648,0.010832,0.011613,0.0071473,0.0069726,0.027255,0.025377,0.02021,0.0067154,0.0024994,0.0079098,0.022534,0.031762,0.007303,0.0074405,0.0011104,0.0076616,0.0061876,0.0038209,0.0016713,-0.0020525,0.0020792,0.0056252,-0.00081043,0.008391,0.001711,-0.0046841,0.014093,0.01308,0.007098,-0.0025973,0,0.011658,0.0048561,0.0098318,0.019309,0.0053951,0.00071213,0.001688,0.00067169,0.0043424,-0.0045894,-0.0019506,-0.0048232,0.00063806,0.0065801,0.0053491,0.016438,-0.007492,0.003276,0.015172,0.0029193,0,0,0.0045705,-0.016833,0.0078538,0.040929,0.041992,0.011701,-0.00017368,0.014294,0.0019377,-0.0063218,0.00046151,-0.0090448,-0.001071,0.012972,0.016193,-0.0068176,-0.011753,-0.0040229,0.014015,0.036244,0.046229,0.038366,0.0058894,-0.0091614,0.012939,-0.0070929
0.042434,0.037219,0.038119,0.033955,0.13882,0.15423,0.09632,0.029026,0.032351,0.029945,0.043626,0.028695,0.041535,0.050748,0.032076,0.028846,0.019231,0.031294,0.030171,0.046029,0.067453,0.17403,0.082648,0.048037,0.038317,0.028801,0.048118,0.02228,0.037045,0.043426,0.064621,0.033397,0.034966,0,0.038462,0.045643,0.071817,0.077506,0.099737,0.029665,0.037313,0.034458,0.026855,0.024571,0.029409,0.043974,0.020274,0.034168,0.033292,0.030467,0.026263,0.025217,0.042624,0.032459,0.026964,0.036948,0.030092,0.043662,0.080924,0.047102,0.041414,0.029362,0.033343,0.061021,0.059962,0.13838,0.077504,0.048718,0.035806,0.024956,0.034852,0.028846,0.028846,0.028846,0.028846,0.028846,0.058172,0.030132,0.035147,0.039611,0.17716,0.12014,0.066423,0.040803,0.028846,0.026221,0.039533,0.095058,0.11027,0.044953,0.040794,0.043336,0.040099,0.03533,0.02249,0.031298,0.030694,0.03569,0.041329,0.02791,0.046011,0.044166,0.034411,0.030382,0.085524,0.074404,0.053621,0.042996,0.036287,0.043917,0.058146,0.089799,0.035642,0.033161,0.029882,0.033729,0.028597,0.032823,0.03519,0.040024,0.027334,0.027616,0.02776,0.035083,0.029647,0.038537,0.047901,0.035328,0.035087,0.028846,0,0.037131,0.023921,0.04361,0.052113,0.032826,0.032865,0.03474,0.03255,0.032334,0.032062,0.036075,0.037372,0.036886,0.060408,0.033394,0.065491,0.042631,0.024306,0.042463,0.032748,0,0.019231,0.024238,0.039399,0.037209,0.15821,0.17189,0.074008,0.032584,0.05407,0.029148,0.036245,0.03764,0.028846,0.023292,0.028846,0.051107,0.034508,0.046695,0.031147,0.056795,0.15146,0.19473,0.15334,0.045678,0.0418,0.032896,0.028715
