4.2059,20.824,27.941,56.235,77.176,116.15,188.41,201.41,204.29,205.88,200.94,92.647,35.706,19.441,16.441,18.471,33.794,26.471,38.382,51.529,61.853,84.794,193.03,193.35,182.91,176.03,147.53,33.324,21.882,15.912,14,12,16.765,11.912,11.235,23.029,42.706,55.471,68.412,174.03,182.29,182.74,148.5,28.118,38.706,82.382,111.44,136.71,147.47,120.18,108.59,77.5,70.176,62,55.971,62.294,69.353,67.412,63.941,58.147,51.941,72.059,63.147,57.735,20.265,36.176,76.235,174.97,198.97,194.29,197.24,172.41,56.029,42.382,21.706,17.853,17.088,21.971,19.294,29.676,41.059,41.706,59.882,84.412,173.09,178.29,165.21,144.74,103.53,15.059,23.176,82.471,172.38,188.94,197.29,190.71,102,49.353,48.5,52.735,51.676,38.353,28.765,19.382
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029412,0.11765,0.14706,0.29412,0.35294,0.58824,0.85294,0.88235,0.88235,0.88235,0.91176,0.5,0.17647,0.11765,0.088235,0.088235,0.17647,0.11765,0.17647,0.23529,0.29412,0.41176,0.85294,0.82353,0.79412,0.76471,0.76471,0.17647,0.11765,0.088235,0.088235,0.058824,0.088235,0.058824,0.058824,0.11765,0.20588,0.26471,0.32353,0.82353,0.79412,0.79412,0.73529,0.17647,0.23529,0.38235,0.5,0.61765,0.67647,0.55882,0.52941,0.38235,0.35294,0.29412,0.26471,0.32353,0.35294,0.32353,0.32353,0.29412,0.26471,0.35294,0.32353,0.29412,0.11765,0.20588,0.38235,0.85294,0.88235,0.85294,0.85294,0.85294,0.29412,0.23529,0.11765,0.088235,0.088235,0.11765,0.088235,0.14706,0.20588,0.20588,0.29412,0.41176,0.85294,0.79412,0.73529,0.67647,0.58824,0.088235,0.11765,0.44118,0.79412,0.85294,0.88235,0.91176,0.52941,0.23529,0.23529,0.26471,0.26471,0.20588,0.14706,0.11765
23.059,19.882,18.382,0.26471,0.26471,0.26471,0.11765,0.029412,0.029412,0.029412,0,0.029412,0.73529,0.47059,0.26471,0.26471,0.11765,0.11765,0.11765,0.11765,0.11765,0.11765,0.11765,0.26471,0.47059,0.73529,0.73529,1.0588,1.4412,23.059,0.73529,0.47059,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.47059,0.73529,1.0588,3.5588,7.5294,4.2353,2.9412,1.8824,1.4412,1.0588,0.73529,0.47059,0.47059,0.47059,0.47059,0.47059,0.26471,0.26471,0.26471,0.47059,0.73529,0.73529,1.0588,1.4412,2.3824,1.0588,0.73529,0.73529,0.47059,0.47059,0.47059,0.47059,0.73529,0.73529,1.0588,1.0588,1.0588,0.73529,0.73529,0.47059,0.47059,0.47059,0.73529,0.73529,0.73529,1.0588,1.8824,2.9412,4.9706,1.4412,1.0588,0.73529,0.47059,0.26471,0.26471,0.11765,0.11765,1.0588,1.0588,1.0588,1.0588,1.0588,1.0588,1.4412
0,0.47059,0.47059,0.47059,0.26471,0.47059,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.47059,0.47059,23.059,23.059,2.3824,23.059,0.47059,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.47059,23.059,23.059,24.735,24.735,21.441,0.26471,0.11765,0.26471,0.26471,0.26471,0.11765,0.11765,5.7647,2.9412,2.3824,1.4412,0.73529,0.47059,0.47059,0.26471,0.26471,0.11765,0.11765,0.11765,0.11765,0.11765,0.11765,0.11765,0.11765,0.26471,0.26471,0.26471,0.47059,11.765,0.029412,0,0,0,0.029412,0.029412,0.029412,0.029412,0.029412,0.11765,18.382,18.382,18.382,19.882,18.382,0.029412,0.029412,0,0,0,0.029412,0.029412,0.029412,0.029412,16.941,16.941,1.4412,0.26471,0.11765,0.029412,0.029412,0,0.029412,0.029412,0.029412,0.029412,0.26471,15.559,15.559
0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0,0.3,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1
29,29,28,17,18,16,17,17,17,17,16,14,18,18,5,5,11,5,13,14,15,16,17,18,18,19,19,19,25,30,14,6,5,5,5,6,13,17,17,18,18,19,19,16,21,19,19,19,19,19,19,19,20,21,20,19,18,17,17,18,17,15,17,16,12,19,19,20,20,19,19,19,18,17,14,8,8,8,7,7,14,14,18,19,20,20,21,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.90971,0.90366,0.99642,1.1528,1.3205,0.73059,0.62492,0.68166,0.52954,0.62242,1.0608,0.65574,0.53826,1.0088,0.72662,1.036,0.43093,0.66519,1.0265,1.1223,1.1616,0.6208,0.5611,0.66511,0.63671,0.71144,0.84354,1.0651,0.98971,0.32264,0.12478,0.87694,0.31196,0.7903,0.77867,0.8355,0.88567,0.99344,0.81339,0.51199,0.66802,0.87185,0.26677,0.56004,0.73418,0.80513,0.79983,0.77629,0.72737,1.0006,0.8814,0.6808,0.72586,0.8842,0.93401,0.98714,0.72011,0.6802,0.78982,0.76368,0.68276,0.81814,0.71964,0.83548,0.99909,0.87361,0.68549,0.62357,0.48922,0.54707,0.86079,0.7513,0.82269,0.8526,0.93395,1.3181,1.2592,0.62346,1.2613,0.80581,0.73232,0.8602,1.0514,0.67165,0.46047,0.58589,0.64988,0.50853,0.79702,0.51112,0.98471,0.58118,0.55542,0.50717,0.66478,1.043,0.79726,0.98185,0.93238,1.0122,0.85778,0.84161,0.75651
0,0.0029956,-0.0086477,0.0030509,0.033574,0.0058323,0.03133,0.054141,0.042174,0.057386,0.021542,-0.0065733,0.017601,0.025759,0.019532,0.0078428,-0.013197,-0.025915,0.013208,0.010906,0.016098,0.015853,0.048589,0.068258,0.064054,0.070012,0.0057131,-0.013392,-0.017057,0.0058177,-0.016043,0,0.013454,0,0,0.029291,0.0083251,0.025102,0.020852,0.015065,0.019126,0.036702,0.015252,0.013019,-0.0040989,0.027499,0.048913,0.040089,0.032631,0.024242,0.01768,0.01925,0.021479,-0.0037096,0.013226,0.012496,0.0056703,-0.015373,0.014151,-0.0066634,-0.0047808,-0.0080923,0.017317,0.022115,-0.0060824,-0.010542,0.022961,0.019485,0.057217,0.025696,0.067115,-0.0041474,0.015474,-0.016366,0,-0.020797,0.020506,0.0015085,0.0082866,0.012966,-0.015998,0.022232,0.023804,0.021208,0.017659,0.032528,0.035535,0.050067,0.015857,-0.0052657,0.0015013,-0.0065204,0.019631,0.040005,0.039607,3.3749e-05,0.0058536,0.021109,0.029816,0.023427,0.0023432,-0.0017446,0.009392,-0.0012371
0,0.0539,0.035998,0.057979,0.082996,0.038105,0.097106,0.20166,0.13533,0.24939,0.10523,0.044245,0.073338,0.061903,0.044118,0.044118,0.048771,0.061183,0.069709,0.050462,0.064192,0.05184,0.17828,0.2677,0.22606,0.29634,0.057878,0.056455,0.054974,0.044118,0.044118,0.029412,0.044118,0.029412,0.029412,0.064763,0.078426,0.073792,0.072434,0.076713,0.072355,0.12083,0.074055,0.065408,0.038619,0.085885,0.14287,0.1244,0.10863,0.081818,0.056963,0.076201,0.077435,0.047924,0.083542,0.05118,0.058576,0.06307,0.072805,0.058641,0.049708,0.071924,0.057884,0.08378,0.047095,0.04498,0.071786,0.096123,0.20435,0.096292,0.31847,0.063375,0.058943,0.078168,0.0588,0.044118,0.044118,0.037109,0.044118,0.038418,0.061118,0.089515,0.077035,0.062783,0.076687,0.13825,0.1582,0.18357,0.08187,0.044118,0.037256,0.055457,0.070287,0.14994,0.1908,0.052381,0.049213,0.086312,0.084967,0.067999,0.04427,0.046077,0.038517,0.034645
