24.039,42.824,56.608,100.59,123.22,135.94,132.57,108.51,36.608,26.471,26.235,23,24.353,29.176,27.588,17.294,19.49,48.412,63.647,77.431,79.275,72.608,53.784,45.02,38.137,36.725,33.608,36.078,44.784,92.471,119.88,128.31,114.41,85.098,19.961,20.255,19.078,13.51,12.863,24.961,35.451,100.75,157.92,165.96,163.9,141.59,46.098,28.412,14.451,14.843,11.294,11.314,11.941,25.745,40.196,49.667,123.35,191.27,201.45,191.57,165.96,46.471,24.804,17.882,20.294,11.49,15.451,19.529,23.569,36.588,53.275,60.392,81.902,147.18,154.43,156.63,146.14,82.784,20.196,8.3725,43.941,56.902,63.98,58.373,57.549,50.235,46.412,50.176,46.863,50.392,54.216,62.941,78.157,85.843,77.804,49.98,19.98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13725,0.21569,0.27451,0.52941,0.54902,0.56863,0.56863,0.54902,0.19608,0.13725,0.13725,0.11765,0.11765,0.13725,0.13725,0.098039,0.11765,0.2549,0.29412,0.35294,0.37255,0.37255,0.29412,0.23529,0.19608,0.19608,0.17647,0.19608,0.23529,0.4902,0.52941,0.54902,0.5098,0.47059,0.098039,0.098039,0.098039,0.078431,0.078431,0.13725,0.19608,0.54902,0.7451,0.72549,0.7451,0.78431,0.2549,0.15686,0.078431,0.078431,0.058824,0.058824,0.058824,0.13725,0.21569,0.2549,0.68627,0.86275,0.84314,0.82353,0.82353,0.27451,0.13725,0.098039,0.11765,0.058824,0.078431,0.098039,0.11765,0.19608,0.27451,0.29412,0.41176,0.7451,0.68627,0.68627,0.70588,0.4902,0.11765,0.058824,0.23529,0.29412,0.31373,0.29412,0.29412,0.2549,0.23529,0.2549,0.23529,0.2549,0.27451,0.31373,0.37255,0.39216,0.37255,0.2549,0.11765
9.4902,9.4902,8.6471,8.6471,8.6471,7.8431,7.8431,8.6471,10.373,10.373,10.373,9.4902,8.6471,7.8431,7.8431,8.6471,32.961,13.255,12.255,11.294,10.373,10.373,9.4902,9.4902,9.4902,9.4902,9.4902,9.4902,8.6471,8.6471,9.4902,9.4902,11.294,13.255,39.706,39.706,37.961,37.961,11.294,10.373,10.373,8.6471,0,0,2.8235,1.9608,1.2549,0.96078,0.70588,0.4902,0.4902,0.4902,0.4902,0.4902,0.4902,0.4902,0.70588,0.70588,0.96078,1.2549,1.2549,0.70588,0.4902,0.4902,0.17647,0.17647,0.078431,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.078431,0.17647,0.17647,0.31373,0.70588,37.961,14.294,12.255,11.294,10.373,9.4902,9.4902,9.4902,8.6471,9.4902,9.4902,9.4902,9.4902,9.4902,9.4902,10.373,12.255,29.824
0.078431,0.019608,0.019608,0.019608,0.078431,0.078431,0.078431,0.078431,0.078431,0.078431,0.078431,0.17647,11.294,11.294,11.294,12.255,0.31373,0.078431,0.078431,0.019608,0.019608,0.019608,0.019608,0.019608,0.078431,0.078431,0.17647,0.31373,0.31373,0.31373,0.078431,0.019608,0.019608,0.019608,0.019608,0.019608,0.078431,0.17647,0.078431,0.019608,0.019608,0.078431,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,32.961,34.588,36.255,36.255,36.255,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,39.706,39.706,39.706,37.961,0.019608,0,0,0,0.019608,0.019608,0.019608,0,0,0,0.17647,0.078431,0.019608,0.019608,0,0,0,0.019608,0,0.019608,0,0.019608,0.019608,0.078431,0.078431,0.17647,0.31373,0.70588
0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1
35,36,35,36,36,35,35,36,36,35,35,29,25,24,24,24,45,40,39,39,38,38,38,39,38,38,36,34,33,34,36,37,38,39,48,48,47,47,37,38,39,36,31,32,32,31,25,29,9,8,7,7,7,25,27,25,27,29,29,30,30,25,31,32,20,5,5,4,5,18,22,23,25,28,30,31,31,33,42,47,39,36,35,35,36,37,36,37,38,0,0,0,0,0,0,0,0
0.37724,0.66391,0.73925,0.78411,0.37167,0.45637,0.44764,0.48484,0.67741,0.62586,0.65429,0.81109,0.70304,0.79566,0.72177,0.41144,0.36381,0.62389,0.50525,0.68985,0.65626,0.65922,0.71527,0.66726,0.54443,0.58569,0.49236,0.57106,0.59358,0.62196,0.3787,0.55582,0.37394,0.51699,0.8719,0.69346,0.63136,0.33405,0.33082,0.69097,0.70156,0.54654,0.60298,0.54387,0.4024,0.58852,0.62304,0.55573,0.55167,0.61765,0.51431,0.67365,0.61414,0.61901,0.58498,0.5898,0.67604,0.41735,0.3831,0.30072,0.28961,0.62112,0.52938,0.34872,0.46578,0.42161,0.51256,0.77475,0.80766,0.7393,0.67265,0.68862,0.74811,0.61348,0.41566,0.48363,0.46095,0.5262,0.45542,0.079244,0.53373,0.67688,0.62583,0.67911,0.70529,0.70636,0.71102,0.75572,0.6467,0.65388,0.7294,0.68625,0.67017,0.58294,0.7287,0.61186,0.31481
0.015758,0.0089906,0.010189,-0.0023503,-0.0013623,0.055737,0.047667,-0.0095957,0.0067607,0.0051741,-0.014873,0.0004572,0.005916,0.012887,0.011802,0.013148,0.0038471,0.0052232,0.017335,0.022272,0.022254,0.002643,-0.003048,0.0030008,0.0069931,0.0013215,-0.0027009,0.0096516,0.0054675,-0.0063263,0.018742,0.043957,0.024674,-0.01065,0.013073,0.0077648,0.0058064,0.0053084,0.0019516,-0.0021334,-0.0024435,-0.016139,0.02634,0.034262,0.032916,-0.0049729,-0.0010378,0.0039368,0.0044318,-4.9349e-05,-0.0053655,-0.013852,-0.013295,-0.005124,-0.0038263,0.012711,-0.0085158,0.027249,0.055981,0.036507,-0.0097675,-0.01703,0.0032421,-0.0010361,-0.0075105,-0.00055829,0.00068445,0.0070112,0.0062306,-0.0034222,0.0054637,0.0067417,0.005999,0.00080571,0.032068,0.030751,0.016991,-0.01032,0.0075182,0.0057804,0.0054821,0.0075556,0.013132,4.4726e-05,0.006062,0.0042445,0.0057146,0.0040311,0.0048855,0.0037371,0.0034301,0.0038073,0.01657,0.012928,0.015519,0.0053108,0.005554
0.058889,0.037754,0.031868,0.030097,0.033545,0.21395,0.17488,0.04442,0.028397,0.044211,0.044412,0.030948,0.029252,0.037956,0.035723,0.042633,0.025326,0.034091,0.047392,0.05548,0.058814,0.030624,0.031112,0.035395,0.037807,0.030146,0.026576,0.034881,0.036574,0.036528,0.071242,0.14018,0.09289,0.051116,0.036712,0.023246,0.042322,0.032046,0.038132,0.027471,0.027374,0.0571,0.078218,0.10667,0.12773,0.032995,0.03553,0.035031,0.02612,0.019779,0.029412,0.029412,0.029412,0.044654,0.029248,0.039644,0.035495,0.13125,0.22767,0.15544,0.062019,0.050065,0.039003,0.035788,0.027028,0.029412,0.020555,0.025663,0.033669,0.030555,0.035712,0.035317,0.032183,0.037495,0.095661,0.09815,0.08407,0.040861,0.041443,0.029412,0.030801,0.037218,0.053494,0.028975,0.02891,0.031521,0.039778,0.036524,0.037966,0.042148,0.035843,0.037467,0.052907,0.045482,0.04253,0.037376,0.031128
19.964,9.4091,6.5048,4.6429,2.1084,1.0621,1.4575,3.9557,12.418,15.536,15.964,17,13.714,10.607,13.5,26.2,25.524,9.2967,4.825,3.7485,4.2211,6.0105,9.0167,9.7949,11,12.309,12.911,12.909,9.9487,5.1046,2.0397,1.468,2.265,5.9333,17.133,16.133,20.133,33.1,36.4,18.286,13.491,4.931,2.2078,1.3812,1.7962,3.6329,10.593,16.417,28.3,26.3,31.5,31.333,26,16.857,11.439,8.5934,4.181,1.4798,0.73044,1.041,2.4873,11.429,18.571,24.2,23.571,29.833,23.2,18.6,15.619,12.436,8.1238,6.2083,5.0996,2.9474,1.6651,1.4873,2.5931,6.6246,23.81,56.333,10.5,7.6917,6.0074,7.0667,7.4167,8.2747,8.8846,8.3077,8.5897,8.1868,7.6667,6.3971,4.5211,3.4381,4.6158,8.4176,24.333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
