9.6667,28.855,45.855,57.348,62.348,61.681,45.391,33.565,33.043,30.29,24.565,20.478,20.449,16.623,17.319,18.145,17.377,17.913,26.058,28.71,26.71,52.261,128.25,139.17,144.06,150.38,85.986,17.014,8.4058,20.319,75.275,86.275,91.667,90.899,83.928,39.377,16.638,14.391,13.971,11.261,9.6232,8.0435,7.7391,6,15.536,17.261,26.565,78.609,85.159,82.957,78.087,33.145,5.6812,1.8696,7.3623,13.043,27.072,47.768,98.696,107.14,106.61,100.55,72.855,21.942,7.6667,10.609,33.362,44.188,54.217,62.174,64.377,46.449,40.551,35.754,30.333,24.87,25.058,19.377,15.217,16.493,17.797,19.188,17.783,20,27.449,45.783,127.2,150.55,152.67,151.28,106.19,9.4348,12.203,22.261,34.71,48.435,59.783,63.841,50.435,33.681,29.493,22.261,19.942,18.333,13.435,14.609,13.058,15.725,14.739,12.232,9.8551,13.841,17.246,24.362,33.841,37.87,52.928,51.957,41.855,29.841,12.029,11.507,18.435,34.681,81.145,97.014,103.65,104.12,79.826,9.8696,7.3913,1.8841,9.8986,19.348,68.014,77.696,81.739,88.855,85.507,36.159,26.58,25.232,25.42,26.971,29.333,23.681,5.8261
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072464,0.15942,0.23188,0.27536,0.28986,0.31884,0.24638,0.17391,0.17391,0.15942,0.13043,0.11594,0.11594,0.086957,0.10145,0.10145,0.10145,0.10145,0.14493,0.15942,0.14493,0.31884,0.68116,0.68116,0.68116,0.71014,0.53623,0.11594,0.057971,0.11594,0.3913,0.4058,0.42029,0.42029,0.42029,0.24638,0.086957,0.072464,0.072464,0.057971,0.057971,0.043478,0.043478,0.028986,0.086957,0.10145,0.15942,0.43478,0.42029,0.42029,0.4058,0.23188,0.043478,0.014493,0.043478,0.072464,0.15942,0.26087,0.49275,0.50725,0.52174,0.49275,0.42029,0.14493,0.043478,0.072464,0.17391,0.23188,0.27536,0.30435,0.33333,0.24638,0.2029,0.18841,0.15942,0.13043,0.13043,0.10145,0.086957,0.086957,0.10145,0.11594,0.10145,0.11594,0.15942,0.24638,0.69565,0.73913,0.73913,0.71014,0.6087,0.072464,0.086957,0.11594,0.17391,0.24638,0.28986,0.31884,0.26087,0.17391,0.15942,0.11594,0.11594,0.10145,0.072464,0.086957,0.072464,0.10145,0.086957,0.072464,0.057971,0.086957,0.10145,0.13043,0.18841,0.23188,0.30435,0.27536,0.23188,0.17391,0.086957,0.072464,0.10145,0.2029,0.46377,0.50725,0.52174,0.49275,0.46377,0.057971,0.043478,0.014493,0.057971,0.13043,0.3913,0.3913,0.42029,0.44928,0.44928,0.2029,0.14493,0.13043,0.13043,0.14493,0.15942,0.14493,0.043478
14.841,12.188,9.7971,9.058,9.058,8.3478,7.0145,7.0145,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,6.3913,6.3913,6.3913,7.0145,6.3913,5.2319,5.2319,7.0145,6.3913,5.7971,5.7971,5.7971,5.7971,5.7971,6.3913,6.3913,28.058,29.348,29.348,29.348,29.348,29.348,29.348,29.348,6.3913,6.3913,6.3913,5.7971,5.7971,5.7971,6.3913,7.0145,29.348,32.014,30.667,7.6667,0.23188,0.13043,0.13043,0.13043,0.13043,0.23188,0.23188,0.36232,30.667,18.783,13.928,12.188,11.362,10.565,9.7971,8.3478,8.3478,8.3478,7.6667,7.0145,7.0145,7.0145,7.0145,7.0145,6.3913,6.3913,6.3913,0.13043,0.057971,0.014493,0.014493,0,0,0.014493,0.014493,0.13043,15.783,14.841,13.043,10.565,10.565,9.058,8.3478,7.6667,7.6667,7.6667,7.0145,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,8.3478,7.6667,7.6667,7.6667,7.6667,7.6667,8.3478,9.058,9.7971,10.565,13.043,14.841,8.3478,7.6667,0.36232,0.36232,0.23188,0.23188,0.36232,0.36232,30.667,32.014,33.391,7.6667,7.0145,7.0145,7.0145,6.3913,5.7971,5.7971,5.7971,7.6667,7.6667,7.6667,7.6667,7.6667,7.6667,7.6667
14.841,12.188,10.565,9.058,8.3478,7.6667,7.6667,7.0145,6.3913,6.3913,6.3913,5.7971,5.7971,6.3913,6.3913,6.3913,6.3913,6.3913,0.057971,0.014493,0.014493,0.014493,0.014493,0,0.014493,0.014493,0.014493,0,28.058,15.783,7.0145,6.3913,5.7971,5.7971,5.2319,5.2319,5.2319,5.2319,5.2319,5.7971,5.7971,6.3913,6.3913,7.0145,7.0145,7.6667,7.6667,5.2319,5.7971,5.7971,5.7971,6.3913,6.3913,0,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.2319,5.2319,5.7971,11.362,9.7971,8.3478,7.0145,6.3913,5.7971,5.7971,5.2319,4.6957,4.6957,4.6957,4.6957,4.6957,5.2319,5.2319,5.2319,5.2319,5.7971,6.3913,7.0145,5.2319,4.6957,4.6957,4.6957,5.2319,5.2319,5.7971,13.043,12.188,10.565,9.058,7.0145,7.0145,6.3913,6.3913,5.2319,5.2319,5.2319,5.2319,5.2319,4.6957,4.6957,4.6957,4.6957,4.6957,5.2319,5.2319,5.7971,6.3913,6.3913,7.0145,7.6667,8.3478,9.7971,10.565,12.188,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,0,25.565,6.3913,5.7971,5.7971,5.2319,4.6957,4.6957,4.6957,4.1884,4.6957,4.6957,4.6957,4.6957,4.6957,26.797
0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.4,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.4,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0,0,0.1,0.4,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
35,35,35,35,36,36,35,36,35,36,33,38,38,35,33,33,33,33,39,40,39,47,45,46,45,44,43,55,24,26,34,35,35,35,36,37,48,48,48,48,48,47,47,47,35,33,32,36,35,35,36,36,47,48,48,39,24,25,30,30,30,31,31,33,48,39,38,38,38,38,38,38,39,41,40,40,40,42,40,40,38,36,34,27,23,27,26,26,26,26,26,23,37,37,37,36,38,37,37,36,39,39,37,34,34,37,34,35,37,45,43,41,38,35,36,36,36,36,36,37,37,40,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23561,0.41793,0.49529,0.44286,0.38228,0.48506,0.51733,0.43806,0.54735,0.56183,0.55396,0.64924,0.56641,0.45549,0.50909,0.53867,0.55526,0.56304,0.64719,0.49124,0.46573,0.44077,0.37871,0.28249,0.28289,0.23811,0.54111,0.43449,0.30561,0.59533,0.34115,0.32613,0.35414,0.32291,0.35618,0.56564,0.67173,0.4586,0.54799,0.44534,0.57107,0.31386,0.60402,0.20496,0.41629,0.52438,0.44563,0.40817,0.45326,0.50515,0.44122,0.38082,0.3055,0,0.63592,0.4276,0.44763,0.4948,0.33558,0.31526,0.35988,0.25684,0.46012,0.46993,0.48249,0.27813,0.37943,0.46165,0.34112,0.22893,0.35971,0.48174,0.33706,0.57386,0.52743,0.43851,0.56128,0.3998,0.36595,0.40306,0.4936,0.57571,0.45721,0.44897,0.46629,0.42356,0.38004,0.31042,0.33787,0.14984,0.44298,0.17343,0.20713,0.22479,0.47602,0.4409,0.33991,0.19572,0.41549,0.40965,0.44244,0.30282,0.49826,0.32382,0.34488,0.58984,0.36426,0.47547,0.37623,0.56106,0.50524,0.54284,0.38079,0.40423,0.41478,0.4552,0.45561,0.37358,0.34333,0.27131,0.34573,0.29083,0.43355,0.37807,0.42257,0.28751,0.29543,0.13,0.38881,0.5242,0.29595,0,0.20712,0.52943,0.33575,0.27602,0.29116,0.31031,0.2112,0.4089,0.47511,0.42999,0.46981,0.46964,0.50213,0.49935,0.090507
-0.010481,0.00089675,0.0095253,0.025782,0.023284,0.0053842,0.011423,0.0044719,0.011344,0.007331,0.011156,-0.00095522,0.0027622,-0.00027038,0.0021838,0.0010296,-0.0056222,0.005651,-0.002201,0.0022059,0.0080565,-0.0088753,0.01374,0.028955,0.012056,0.020638,-0.010411,-0.0050607,0.0018739,0.0050862,0.025449,0.034684,0.026353,0.044122,0.015238,-0.0095753,0.0080431,-0.00046007,0.0048365,0.012981,0,-0.0036175,0.010009,0,-0.0035453,0.0032545,0.0040998,0.0035337,0.01629,0.010387,0.014531,-0.017888,-0.010222,0,-0.010248,-0.012395,-0.011035,0.0049436,0.016402,0.02437,0.024697,0.016484,0.0002676,-0.0085095,0.0099885,0.0050149,0.019749,0.014512,0.024233,0.0031673,0.016618,0.011041,0.010767,0.012065,0.011661,0.018963,0.010885,-0.0036463,-0.0056965,-0.0061395,0.0070642,0.0011847,0.0024634,-0.0012194,-0.0014322,0.0035207,0.0021122,0.025977,0.029985,0.0024481,0.0056004,-0.0011897,-0.00077704,0.0025412,0.016739,0.01693,0.031253,0.012169,0.011187,0.012441,0.013565,-0.00021983,0.0024222,-0.0033703,0.021305,0.00095293,0.0028681,-0.0014208,-0.0046392,-0.0044796,0.0076145,-0.0066839,-0.0070295,0.0055566,0.0089175,-0.0013539,0.0012555,0.0094732,0.0024474,0.0081813,-0.014316,-0.0078828,0.0044921,0.0080054,0.0060211,0.01683,0.024519,0.0087909,-0.0027743,0.0091056,0.0080543,0,-0.0040754,-0.01057,0.0041755,0.012215,0.013175,0.021087,0.00028473,-0.0023931,0.0092664,0.0034349,0.0076015,0.0079514,0.011113,-0.0094465,-0.0076522
0.027487,0.037263,0.029297,0.07816,0.071869,0.028181,0.033645,0.022054,0.034901,0.025011,0.034022,0.022706,0.020402,0.026974,0.017484,0.026119,0.022142,0.021442,0.022964,0.029139,0.046378,0.029619,0.040878,0.12223,0.077575,0.11507,0.028621,0.019662,0.018872,0.019212,0.090894,0.13494,0.091733,0.20687,0.090022,0.032114,0.021831,0.022028,0.018011,0.030855,0.01652,0.021739,0.021739,0.014493,0.024061,0.024966,0.021974,0.029361,0.057374,0.039323,0.048731,0.045512,0.021739,0,0.021739,0.037395,0.030447,0.027134,0.061029,0.10416,0.096592,0.070755,0.024914,0.028201,0.021739,0.024761,0.048066,0.041454,0.08657,0.051076,0.05963,0.035441,0.027428,0.034345,0.037122,0.055081,0.034299,0.023553,0.025233,0.025148,0.029239,0.016049,0.027651,0.026622,0.032019,0.025181,0.033154,0.12434,0.13368,0.051813,0.028986,0.024578,0.018186,0.030805,0.057282,0.047092,0.11513,0.068864,0.028588,0.032005,0.033547,0.023511,0.0313,0.017512,0.046536,0.016166,0.028427,0.019542,0.025555,0.017931,0.024332,0.024761,0.024925,0.041545,0.03527,0.023467,0.021194,0.039359,0.040377,0.034333,0.039021,0.025803,0.018548,0.026113,0.02943,0.064461,0.078778,0.044969,0.033234,0.02681,0.021739,0,0.019793,0.024104,0.034684,0.048308,0.062496,0.076853,0.033382,0.022566,0.036036,0.023647,0.030036,0.036716,0.03813,0.032085,0.021739
