4.9808,10.346,53.385,74.788,85.019,95.827,143.29,169.63,171.56,192.27,204.19,194.88,158.67,51.712,42.481,31.808,21.538,22.423,40.192,70.654,91.942,105.58,112.81,119.65,98.096,83.981,72.269,65.115,50.423,30.481,25.038,24.538,25.712,27.942,29.519,31.654,31.173,36.019,38.846,45.462,52.808,67.558,96.596,93.75,80.288,65.788,31.346,9.9231,26.558,37.096,39.904,92.5,117.4,126.06,125.35,125.9,97.865,41.115,34.481,25.038,21.865,15,16.442,19.308,19.769,37.808,47.942,51.231,92.942,120.25,121.08,114.6,98.615,39.423,18.635,15.808,9.5385,8.3846,15.058,20.231,50.885,108.46,128.19,132.85,133.35,116.71,48.596,45.058,48.096,51,51.904,53.385,49.404,19.038
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038462,0.076923,0.28846,0.38462,0.44231,0.48077,0.71154,0.80769,0.82692,0.90385,0.90385,0.88462,0.88462,0.26923,0.23077,0.17308,0.11538,0.11538,0.23077,0.34615,0.44231,0.48077,0.51923,0.57692,0.5,0.42308,0.36538,0.32692,0.26923,0.17308,0.13462,0.13462,0.13462,0.15385,0.15385,0.15385,0.15385,0.19231,0.19231,0.23077,0.26923,0.34615,0.46154,0.42308,0.36538,0.30769,0.17308,0.057692,0.15385,0.19231,0.21154,0.48077,0.55769,0.57692,0.57692,0.59615,0.53846,0.23077,0.19231,0.13462,0.13462,0.076923,0.076923,0.096154,0.096154,0.19231,0.23077,0.25,0.5,0.55769,0.53846,0.51923,0.5,0.23077,0.096154,0.076923,0.057692,0.057692,0.076923,0.096154,0.30769,0.53846,0.57692,0.59615,0.63462,0.63462,0.23077,0.21154,0.23077,0.25,0.25,0.26923,0.25,0.11538
16.173,10.173,8.4808,7.6923,8.4808,4.9231,3.25,1.2308,1.2308,0.30769,0.30769,0.48077,0.30769,0.30769,0.17308,0.17308,0.076923,0.019231,0.019231,0.019231,0,0,0,0,0,0,0,0,0.019231,0.17308,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,8.4808,9.3077,9.3077,10.173,11.077,13,15.077,42.481,9.3077,8.4808,7.6923,6.9423,6.9423,6.2308,6.2308,5.5577,6.2308,7.6923,7.6923,7.6923,6.9423,6.2308,6.2308,6.2308,6.2308,6.2308,5.5577,5.5577,6.2308,6.2308,6.9423,7.6923,8.4808,19.692,33.923,35.558,37.231,7.6923,7.6923,6.9423,6.2308,5.5577,4.9231,4.9231,4.3269,4.3269,6.9423,6.9423,6.2308,5.5577,5.5577,5.5577,6.2308,32.327
8.4808,0.17308,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0,0.019231,37.231,38.942,3.7692,2.3269,1.5577,1.2308,0.69231,0.48077,0.30769,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.30769,0.30769,0.48077,0.69231,0.69231,0.94231,1.5577,1.9231,4.3269,0.076923,0.019231,0.076923,0.17308,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.48077,0.48077,0.48077,17.308,17.308,16.173,16.173,0.48077,0.30769,0.48077,0.48077,0.48077,0.48077,0.48077,0.48077,0.48077,0.48077,0.48077,0.48077,16.173,15.077,15.077,1.5577,0.94231,0.69231,0.48077,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.48077,0.48077,0.48077
0.1,0.3,0.3,0.2,0.2,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
31,32,33,33,35,35,32,30,30,28,28,29,28,21,28,25,6,5,20,25,27,27,29,29,28,27,25,24,24,30,37,37,37,38,38,38,38,37,35,35,35,35,35,35,34,35,33,49,42,38,34,33,34,34,34,33,34,33,31,33,32,21,21,21,21,31,31,29,32,33,34,34,35,41,45,46,46,22,23,22,31,32,0,0,0,0,0,0,0,0,0,0,0,0
0.040795,0.11158,0.70533,0.55049,0.61557,0.55163,0.65583,0.55709,0.33376,0.42597,0.39811,0.27705,0.50519,0.55779,0.63249,0.58652,0.66846,0.70791,0.58115,0.5581,0.50874,0.4884,0.3839,0.47987,0.63544,0.59183,0.55738,0.5736,0.51289,0.62901,0.63859,0.59281,0.506,0.61332,0.35242,0.24622,0.28243,0.56214,0.51001,0.71946,0.60873,0.51884,0.49073,0.47086,0.61924,0.43612,0.50161,0.63286,0.78473,0.37624,0.53944,0.61114,0.37722,0.34237,0.34077,0.42663,0.56613,0.57159,0.4694,0.4738,0.57627,0.52946,0.44339,0.53767,0.15951,0.64341,0.68342,0.60332,0.72453,0.36235,0.32259,0.30091,0.49358,0.60145,0.52462,0.41912,0.090881,0.20016,0.64767,0.37552,0.73201,0.34526,0.41882,0.32291,0.40258,0.60375,0.60849,0.50705,0.5286,0.5088,0.52322,0.5201,0.42027,0.33684
0,-0.0081846,0.0081529,0.0080031,0.0034732,4.6651e-05,0.0064374,0.024366,0.012344,0.024719,0.030042,0.0056192,-0.00017519,0.009155,0.012293,-0.0093505,0.01433,0.013965,-0.0084689,0.019524,0.015359,0.025764,0.018021,0.01648,0.0048399,0.015062,0.015492,0.015863,0.0018845,0.0014782,0.012745,-0.001572,0.0019453,0.005413,0.0020536,0.0050281,0.015694,0.017767,0.020977,0.010461,0.010221,0.0091188,0.016464,0.033004,0.027901,0.027523,-0.0042738,0.01049,-0.0024907,0.0062546,0.0096596,0.0066497,0.04908,0.019334,0.03128,0.042013,0.0016388,0.0059306,0.0064333,0.036668,-0.020177,0.0059587,-0.0010986,0.011759,-0.0093113,0.0098119,0.017821,0.024175,0.0036972,0.031176,0.02838,0.033307,0.011773,-0.00056309,0.00055359,0.0021021,0.01091,-0.010154,0.017556,5.9602e-05,-0.011011,0.0037182,0.046477,0.023264,0.054923,-0.0045558,0.019132,0.0078763,0.01517,0.024406,0.013222,0.019116,0.0054182,0.024739
0.019231,0.031929,0.030863,0.043391,0.04277,0.033828,0.040045,0.073195,0.056117,0.097483,0.12618,0.058877,0.051056,0.043742,0.036743,0.041965,0.034365,0.040058,0.038699,0.054395,0.065529,0.094578,0.083275,0.075722,0.038295,0.050162,0.043063,0.0519,0.060151,0.033459,0.036384,0.035346,0.039712,0.031771,0.026829,0.037645,0.057263,0.040903,0.058111,0.037118,0.036073,0.048589,0.081662,0.1033,0.077594,0.095249,0.029021,0.028846,0.022891,0.044959,0.038966,0.041507,0.20383,0.076371,0.12744,0.15782,0.036811,0.031552,0.044675,0.094005,0.060441,0.038727,0.024282,0.040811,0.03938,0.037346,0.045767,0.065377,0.028792,0.11001,0.10867,0.12494,0.063912,0.02912,0.031423,0.028541,0.028846,0.028846,0.041977,0.028936,0.033079,0.037546,0.17471,0.095488,0.21587,0.039645,0.06411,0.035504,0.050736,0.06816,0.047591,0.067011,0.037405,0.060907
