17.404,47.923,138.67,169.33,182.08,183.4,157.48,83.212,16.077,13.346,14.808,8.7885,11.365,12.365,13.519,18.25,27.731,30.154,51.846,91.904,100.13,101.92,92.654,68.192,14.962,8.3269,33.635,51.231,62.596,64.808,60.615,37.058,26.75,28.038,25.712,25.25,24.135,43.481,87.288,100.08,103.56,97.404,80.154,41.115,19.5,15.577,10.077,4.3462,10.615,19.577,74.827,97.538,102.38,104.62,91.654,44.846,18.923,16.365,15.308,12.75,11.788,8.4808,8.3269,15.846,19.5,28.712,81.692,98.5,103.44,99.173,86.712,40.788,7.6923,4.8846,17.308,29.731,95.269,122.31,132.27,132.94,84.058,25.846,20.712,16.558,8.8269,10.981,11.865,12.596,24.423,30.942,36.712,60.308,126.44,157.15,159.25,148.87,110.31,54.635,23.154,22.846,19.635,15.423,25.846,57.615,74.615,89.385,90.212,80.538,75.865,71.038,63.538,54.327,51.077,43,40.981,40.596,47.135,56.385,64.327,68.346,72.404,65.154,53.077,30.327,2.3462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13462,0.30769,0.86538,0.88462,0.90385,0.90385,0.90385,0.61538,0.11538,0.096154,0.11538,0.057692,0.076923,0.076923,0.076923,0.11538,0.17308,0.17308,0.32692,0.53846,0.51923,0.51923,0.5,0.44231,0.096154,0.057692,0.23077,0.28846,0.34615,0.36538,0.38462,0.23077,0.17308,0.19231,0.17308,0.17308,0.15385,0.28846,0.53846,0.53846,0.55769,0.53846,0.51923,0.28846,0.11538,0.096154,0.076923,0.038462,0.076923,0.13462,0.48077,0.53846,0.53846,0.55769,0.53846,0.30769,0.11538,0.096154,0.096154,0.076923,0.076923,0.057692,0.057692,0.11538,0.13462,0.19231,0.53846,0.53846,0.53846,0.53846,0.53846,0.30769,0.057692,0.038462,0.11538,0.19231,0.61538,0.69231,0.75,0.78846,0.59615,0.17308,0.13462,0.11538,0.057692,0.076923,0.076923,0.076923,0.17308,0.21154,0.23077,0.40385,0.80769,0.86538,0.84615,0.82692,0.71154,0.40385,0.15385,0.15385,0.13462,0.096154,0.17308,0.36538,0.44231,0.53846,0.55769,0.48077,0.44231,0.42308,0.38462,0.32692,0.32692,0.28846,0.28846,0.26923,0.30769,0.36538,0.40385,0.42308,0.46154,0.40385,0.32692,0.23077,0.019231
0.17308,0.076923,0.076923,0.076923,0.019231,0.019231,0.019231,0.076923,9.3077,9.3077,8.4808,8.4808,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,8.4808,8.4808,9.3077,12.019,37.231,38.942,12.019,11.077,10.173,9.3077,8.4808,8.4808,8.4808,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,8.4808,9.3077,10.173,37.231,37.231,37.231,7.6923,6.9423,6.9423,7.6923,7.6923,7.6923,7.6923,8.4808,8.4808,35.558,37.231,37.231,37.231,37.231,37.231,37.231,8.4808,8.4808,8.4808,8.4808,8.4808,8.4808,8.4808,8.4808,8.4808,38.942,12.019,11.077,10.173,5.5577,3.25,2.3269,1.5577,1.2308,0.94231,0.69231,0.48077,0.48077,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.48077,0.48077,0.69231,0.94231,0.94231,0.69231,0.48077,0.17308,0.076923,0.019231,0.019231,0,0,0,0,0,0,0,0,0.019231,0.019231,0.076923,0.17308,2.7692,1.9231,1.2308,0.94231,0.48077,0.30769,0.30769,0.30769,0.30769,0.48077
0.48077,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,15.077,15.077,15.077,15.077,0.48077,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.30769,0.17308,0.30769,0.69231,0.48077,0.30769,0.17308,0.17308,0.30769,0.30769,0.48077,0.48077,0.69231,0.69231,0.69231,0.30769,0.30769,0.17308,0.17308,0.076923,0.076923,0.076923,0.17308,0.30769,17.308,16.173,13,0.94231,0.30769,0.30769,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.30769,0.30769,0.48077,0.48077,0.69231,0.94231,0.69231,0.17308,0.17308,0.17308,0.17308,0.17308,0.30769,0.30769,0.30769,0.17308,0.17308,0.17308,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.17308,37.231,37.231,37.231,37.231,0.17308,0.17308,0.17308,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,40.692,2.3269,1.2308,0.69231,0.30769,0.30769,0.17308,0.076923,0.019231,0.019231,0.019231,0,0,0.019231,0.019231,0.019231,0.076923,0.076923,0.076923,0.076923,0.30769,0.69231,0.94231,0
0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.5,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.5,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.1
18,20,26,26,25,25,25,24,36,38,35,23,23,23,23,27,31,31,34,35,35,35,36,37,47,47,38,37,37,37,37,36,36,34,33,33,33,33,35,35,35,36,36,36,48,47,47,22,22,23,33,35,35,35,36,36,47,47,47,47,47,46,46,34,32,34,36,36,36,36,36,33,47,37,37,35,34,32,31,30,27,23,26,21,7,7,7,7,23,22,21,29,29,28,29,29,28,24,23,22,18,4,19,27,29,30,29,28,27,27,26,26,30,30,29,32,29,0,0,0,0,0,0,0,0
0.18064,0.52962,0.45398,0.31045,0.38568,0.36149,0.30208,0.38751,0.46532,0.25635,0.26914,0.26251,0.56053,0.55656,0.50083,0.71568,0.54493,0.45557,0.65667,0.49819,0.33516,0.46298,0.47602,0.39893,0.61578,0.18278,0.32013,0.57705,0.70304,0.55021,0.64592,0.55157,0.45601,0.54693,0.48184,0.40378,0.44026,0.56323,0.4535,0.35226,0.54763,0.42964,0.5544,0.6517,0.6635,0.60539,0.26133,0.027196,0.34934,0.44312,0.39081,0.45411,0.3461,0.4357,0.35357,0.61255,0.68511,0.66872,0.64522,0.54492,0.52674,0.45345,0.33658,0.25532,0.34193,0.4223,0.40127,0.25361,0.30597,0.30407,0.3391,0.42713,0.24045,0.21757,0.38172,0.6099,0.40248,0.39457,0.45669,0.44884,0.53633,0.46294,0.44459,0.52886,0.30949,0.57056,0.5251,0.4032,0.43561,0.48674,0.52841,0.6169,0.48673,0.37103,0.49334,0.58922,0.51217,0.3557,0.28263,0.33356,0.53264,0.54369,0.60516,0.50201,0.51023,0.44762,0.47709,0.64056,0.69813,0.65867,0.66508,0.64133,0.61126,0.50076,0.36069,0.30752,0.45025,0.50908,0.41026,0.49436,0.60149,0.5991,0.44631,0.30434,0
-0.0010694,0.0029957,-0.0065143,0.017547,0.04784,0.052196,0.013008,-0.020557,-0.0027613,-0.0056627,0.00030364,-0.0058625,0.0021639,-0.0013263,-0.0012727,0.001077,0.00022081,-0.0071602,-0.0040534,0.0047413,0.02158,0.02711,0.019327,-0.0077039,0.006512,-0.0012375,0.019975,0.014484,0.011969,0.0032964,-0.0059871,-0.0064245,-0.01282,-0.008749,-0.0080632,-0.0090644,-0.0088395,-0.0082903,-0.0040374,-0.0014427,0.023734,0.0077742,-0.0041741,-0.018286,0.009331,0.012778,-0.0024423,0,0.0011483,0.0032194,-0.005768,0.02813,0.041049,0.042471,-0.0024566,-0.017126,0.0032471,0.0066794,0.006617,0.007494,0.0044373,0.0084077,-0.0006726,-0.015506,0.0080471,0.0011735,-0.0079877,0.0043348,0.031614,0.048493,0.0094275,-0.01653,0.012723,0,-0.0017261,-0.00046089,-0.012971,0.017796,0.01775,0.0086164,-0.010567,0.0006933,0.0013921,-0.010611,-0.0043227,-0.00020396,-0.0013167,-0.0052991,-0.0018125,-0.0046221,-0.00094066,-0.0054112,-0.0022248,0.028441,0.015317,0.0060787,0.0014498,-0.013825,-0.0046211,-0.0096036,-0.0019792,0.016127,-0.0041641,-0.0053934,0.00064555,0.011377,-0.0095273,-0.0040975,-0.0029276,-0.0042047,-0.0048299,0.0029547,-0.00073004,-0.0052195,-0.0045345,0.00042863,-0.0056997,-0.0085459,-0.0056763,0.00022358,-0.01015,-0.0069762,0.0029667,-0.013,0
0.044412,0.034027,0.044658,0.097661,0.19285,0.20873,0.088808,0.072268,0.029945,0.038889,0.031399,0.028846,0.022117,0.021107,0.021246,0.030052,0.035474,0.042078,0.035872,0.046801,0.092145,0.099289,0.068827,0.06466,0.029692,0.028846,0.052709,0.041294,0.036692,0.04712,0.039395,0.041707,0.04622,0.032013,0.031281,0.036597,0.03841,0.038336,0.034395,0.037537,0.071083,0.059638,0.044919,0.04684,0.035597,0.042962,0.022581,0.019231,0.021426,0.031731,0.051244,0.097165,0.16792,0.15292,0.062965,0.048434,0.026675,0.023059,0.023624,0.028899,0.025029,0.028846,0.028846,0.057434,0.031261,0.038764,0.03986,0.049999,0.13024,0.20872,0.068744,0.04618,0.028846,0.019231,0.024636,0.037486,0.048494,0.067909,0.071426,0.050859,0.034246,0.037273,0.044544,0.029019,0.028846,0.021777,0.029265,0.026176,0.031341,0.032675,0.03268,0.033394,0.049424,0.12394,0.058165,0.031822,0.030877,0.04468,0.029959,0.037736,0.026388,0.046182,0.030451,0.042691,0.035365,0.043148,0.048846,0.04273,0.038267,0.042865,0.04394,0.043168,0.029472,0.031529,0.038228,0.028852,0.043844,0.033753,0.037592,0.042906,0.048382,0.04126,0.034052,0.051495,0
