28.194,50.839,120,176.61,178.65,172.94,165.65,97.194,44.032,33,26.419,17.065,22.226,24.839,25.484,24.839,40.258,47.129,57.839,104.61,179.45,179.71,180.61,173,106.77,11.806,79.065,123.26,136.87,147.29,138.87,99.839,90.613,75.581,60.419,56.355,48.194,50.516,45.129,41.355,48.839,52.613,57.097,67.677,61.71,71.516,95.258,143.71,176.32,164.39,150.52,127.87,93.065,68.161,24.484,75.581,173.23,186.06,204.16,212.55,195.03,97.129,40.806,33.452,30.968,18,24.194,20.097,24.355,32.161,30.839,56.161,190.94,206.13,210.74,195.97,173.13,39.935,28.613,74.484,91.355,87,98.516,91.387,85.935,84.871,75.194,75.323,86.839,92.935,120.61,124.16,136.13,124.87,99,32.548
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16129,0.29032,0.64516,0.87097,0.90323,0.83871,0.83871,0.54839,0.22581,0.19355,0.16129,0.096774,0.12903,0.12903,0.12903,0.12903,0.22581,0.25806,0.29032,0.51613,0.87097,0.87097,0.87097,0.83871,0.6129,0.064516,0.45161,0.58065,0.64516,0.70968,0.70968,0.48387,0.45161,0.35484,0.29032,0.29032,0.25806,0.25806,0.22581,0.22581,0.25806,0.25806,0.29032,0.32258,0.29032,0.35484,0.45161,0.70968,0.77419,0.74194,0.67742,0.58065,0.41935,0.35484,0.12903,0.3871,0.80645,0.83871,0.90323,0.93548,0.93548,0.54839,0.19355,0.16129,0.16129,0.096774,0.12903,0.096774,0.12903,0.16129,0.16129,0.29032,0.93548,0.93548,0.93548,0.90323,0.90323,0.22581,0.16129,0.3871,0.45161,0.45161,0.48387,0.45161,0.41935,0.45161,0.3871,0.3871,0.41935,0.45161,0.58065,0.58065,0.67742,0.6129,0.48387,0.19355
0.51613,0.29032,0.29032,0.29032,0.12903,0.032258,0.032258,0.29032,1.1613,0.80645,0.51613,0.29032,0.12903,0.12903,0.12903,0.12903,0.12903,0.12903,0.12903,0.12903,0.29032,0.29032,0.29032,0.51613,2.6129,25.29,2.0645,1.5806,1.1613,0.80645,0.80645,0.51613,0.29032,0.29032,0.29032,0.12903,0.12903,0.12903,0.12903,0.032258,0.032258,0.032258,0.032258,0.032258,0.12903,0.12903,0.29032,0.29032,0.51613,0.80645,0.80645,1.5806,2.6129,3.2258,0,0,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,18.581,20.161,20.161,21.806,20.161,20.161,18.581,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.29032,17.065,1.1613,0.80645,0.51613,0.51613,0.12903,0.12903,0.032258,0.032258,0.12903,0.032258,0.12903,0.12903,0.12903,0.12903,0.12903,0.29032,1.5806
0,0,0,0.032258,0.032258,0.032258,0.032258,0,0,0,0.032258,20.161,20.161,20.161,20.161,20.161,0.032258,0.032258,0.032258,0,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,2.6129,1.1613,0.80645,0.51613,0.51613,0.51613,0.29032,0.12903,0.12903,0.032258,0.032258,0,0,0,0,0,0.032258,0.032258,0.032258,0.12903,0.12903,0.12903,0.29032,0.29032,0.80645,1.1613,2.6129,3.2258,23.516,8.2581,0.80645,0.51613,0.12903,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.12903,0.12903,0.29032,0.29032,0.80645,1.1613,1.1613,0.032258,0.032258,0.032258,0.12903,0.12903,0.29032,0.29032,0.12903,0.032258,0.032258,0,0,0,0,0,0.032258,0.032258,0.032258,0.032258,0.12903,0.12903,0.29032,0.80645,1.1613
0.2,0.3,0.4,0.1,0.1,0.3,0.2,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2
16,14,17,17,17,17,17,18,23,22,20,5,5,5,5,5,15,14,13,15,17,17,17,18,20,30,16,17,17,17,17,16,15,17,17,18,17,20,19,18,17,17,15,16,18,17,17,17,17,17,16,17,16,16,3,8,14,15,16,16,16,17,28,28,28,28,28,27,27,12,12,13,16,16,16,16,16,17,26,18,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0675,1.1485,0.86646,0.57804,0.74726,0.94907,0.82466,0.81532,0.95002,0.74004,0.34397,0.68455,0.89333,0.80084,0.73583,0.63568,0.8051,1.1222,0.75407,1.2172,0.4536,0.60515,0.96331,0.8362,0.69632,0.27372,0.76037,0.63085,0.85349,0.84399,0.91486,0.75334,1.1037,0.82255,0.71414,0.70829,0.81511,0.85238,0.95356,0.80805,0.90844,0.98411,0.83295,0.94719,0.84552,1.0817,0.96031,1.16,0.67613,0.87556,0.92365,1.0109,0.97109,0.79494,0.93655,0.63929,0.87702,0.60609,0.68937,0.80365,0.56255,0.86218,1.0295,1.1002,1.0618,0.69411,1.3462,0.31661,1.1593,0.73191,0.373,0.83188,0.68784,0.53918,0.58808,0.43955,0.83494,0.63825,0.9762,0.61073,0.80684,0.57602,0.66332,0.88719,0.92509,1.0047,1.0169,1.0465,1.2281,1.046,0.72011,0.8851,0.95352,0.81959,0.9668,0.36577
-0.029991,-0.017865,-0.0012539,0.010082,0.018806,0.028236,0.013218,-0.0065366,0.0075105,-0.015047,0.00078891,-0.016111,-0.011882,-0.015336,0.014913,0.019275,-0.00044014,-0.0097465,-0.00096947,0.017696,0.008589,0.02619,0.024957,0.031353,-0.0044844,0,-0.00043202,0.028717,0.029578,0.027048,-0.013686,0.012071,0.015037,0.032664,0.01764,0.0015784,0.002872,0.0025224,0.00030711,0.00049822,0.023252,0.017772,0.025297,0.014582,0.011711,0.020914,0.025263,0.015748,0.02914,0.048903,0.037,0.046464,0.049624,0.012098,0.012828,0.011849,0.036294,0.02315,0.032092,0.051137,0.0027943,-0.015633,0.0048209,0.016884,-0.00092376,-0.0027482,-0.0053808,-0.02281,-0.007781,0.0138,0.0060301,0.028437,0.002306,0.056436,0.084792,0.042731,-0.001387,0.01867,-0.019424,0.017266,0.0054101,-0.042161,0.013053,0.0063264,0.016972,0.0076085,0.004445,0.019796,0.022312,0.016782,0.0044138,0.04401,0.016816,0.017725,0.023501,-0.035505
0.08127,0.066705,0.062591,0.11028,0.081607,0.10552,0.079359,0.066786,0.084876,0.050385,0.044529,0.048387,0.048294,0.066158,0.051367,0.056589,0.067201,0.06663,0.069323,0.051331,0.098806,0.14298,0.091769,0.10852,0.066973,0.032258,0.06319,0.14245,0.10278,0.093439,0.084693,0.060357,0.066868,0.09645,0.067233,0.063613,0.072107,0.051111,0.072374,0.055511,0.073286,0.046995,0.083259,0.061314,0.09031,0.063216,0.083978,0.053362,0.12516,0.17554,0.13832,0.12281,0.13616,0.072823,0.048912,0.061012,0.13055,0.10545,0.11487,0.21446,0.074201,0.071201,0.05298,0.069447,0.045897,0.048387,0.039891,0.048387,0.045803,0.063726,0.066615,0.10024,0.080002,0.20403,0.34725,0.15573,0.05529,0.075795,0.06406,0.064639,0.084946,0.1547,0.093736,0.086191,0.065791,0.061715,0.058185,0.063164,0.06922,0.068474,0.071068,0.15116,0.075549,0.10291,0.089487,0.096637
