12.212,17.308,23.731,66.769,113.29,123.46,130.96,133.73,124.4,61.404,44.885,40.115,38.654,35.077,35.615,30.288,7.5192,7.0962,31.519,100.87,116.29,118.83,126.21,127.17,101.56,41.731,33.269,35.885,24.404,13.962,15.635,14.269,20.269,24.269,27.962,59.231,129.15,132.4,132.98,132.06,75.538,13.365,15.769,30.423,37.365,52.538,112.54,118.62,119.29,120,78.981,25.577,19.231,23.865,12.308,8.8462,6.4615,9.7308,19.154,30.423,27.981,37.173,82.327,112.19,104.96,97.731,96.596,53.462,21.923,19.404,28.115,21.25,12.288,9.8846,12.615,11,23.173,33.635,35.577,53.846,102.44,101.23,94.654,87.038,43.212,9.0962,15,20.269,43.135,127.33,178.44,179.19,185.67,181.13,112.02,53.654,43.885,39.308,35.75,29.058,23.5,27.019,24.077,32.365,31.154,32.288,32.154,42.077,51.558,74.135,92.538,77.115,70.712,59.865,26.596,31.654,63.135,67.75,81.365,89.288,70.192,73,59.865,49.231,48.308,40.692,41.635,42.615,43.577,45,43.673,54.25,58.135,52.731,44.154,32.404,11.288,14.808,34.288,47.481,87.75,103.25,108.88,113.67,109.17,44.462,21.846,21.404,11.577,9.0192,10.231,10.231,14.154,28,36.75,44.327,55.846,96.038,92.135,85.212,57.192,27.712,16.25,11.577,14.923,60.231,104.1,107.54,111.6,115.21,69.365,55.962,50.519,45.558,48.212,50.846,17.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076923,0.096154,0.13462,0.36538,0.53846,0.57692,0.59615,0.63462,0.63462,0.32692,0.23077,0.21154,0.21154,0.19231,0.19231,0.19231,0.057692,0.057692,0.19231,0.51923,0.55769,0.57692,0.59615,0.59615,0.57692,0.25,0.19231,0.21154,0.15385,0.076923,0.096154,0.076923,0.11538,0.13462,0.15385,0.32692,0.61538,0.61538,0.61538,0.61538,0.44231,0.096154,0.096154,0.17308,0.19231,0.30769,0.55769,0.57692,0.59615,0.59615,0.48077,0.15385,0.11538,0.13462,0.076923,0.057692,0.038462,0.057692,0.11538,0.17308,0.17308,0.21154,0.48077,0.55769,0.53846,0.5,0.5,0.30769,0.13462,0.13462,0.17308,0.13462,0.076923,0.057692,0.076923,0.057692,0.13462,0.19231,0.19231,0.30769,0.55769,0.55769,0.5,0.48077,0.26923,0.076923,0.076923,0.11538,0.25,0.71154,0.92308,0.96154,0.96154,0.92308,0.65385,0.28846,0.25,0.25,0.21154,0.17308,0.13462,0.15385,0.13462,0.19231,0.17308,0.19231,0.19231,0.23077,0.28846,0.42308,0.46154,0.42308,0.38462,0.30769,0.17308,0.21154,0.32692,0.36538,0.46154,0.48077,0.38462,0.40385,0.32692,0.26923,0.26923,0.23077,0.25,0.23077,0.23077,0.25,0.23077,0.30769,0.32692,0.28846,0.23077,0.19231,0.076923,0.096154,0.21154,0.26923,0.5,0.55769,0.57692,0.59615,0.59615,0.28846,0.13462,0.13462,0.076923,0.057692,0.057692,0.057692,0.076923,0.15385,0.21154,0.25,0.30769,0.51923,0.48077,0.44231,0.32692,0.15385,0.096154,0.076923,0.076923,0.36538,0.55769,0.57692,0.59615,0.63462,0.36538,0.28846,0.26923,0.25,0.26923,0.28846,0.13462
9.3077,8.4808,8.4808,7.6923,7.6923,6.9423,6.9423,6.2308,6.2308,6.2308,8.4808,9.3077,9.3077,9.3077,9.3077,9.3077,10.173,8.4808,6.9423,6.9423,6.9423,6.9423,6.9423,6.9423,6.9423,6.9423,6.2308,6.2308,1.9231,37.231,35.558,35.558,6.9423,6.9423,6.9423,6.9423,6.9423,6.2308,6.2308,6.2308,6.2308,7.6923,40.692,9.3077,9.3077,8.4808,8.4808,7.6923,6.9423,6.9423,6.9423,10.173,10.173,9.3077,8.4808,8.4808,8.4808,7.6923,6.9423,6.9423,6.9423,6.9423,7.6923,7.6923,7.6923,9.3077,10.173,10.173,10.173,9.3077,4.3269,4.3269,4.9231,7.6923,6.9423,7.6923,7.6923,7.6923,6.9423,6.9423,7.6923,7.6923,9.3077,10.173,15.077,37.231,0.076923,0.076923,0.019231,0.019231,0,0,0,0.019231,0.076923,4.3269,4.3269,3.7692,3.7692,4.3269,7.6923,7.6923,7.6923,6.9423,7.6923,7.6923,8.4808,8.4808,8.4808,9.3077,9.3077,10.173,11.077,13,14.019,15.077,13,12.019,10.173,8.4808,7.6923,6.2308,6.2308,6.9423,6.9423,6.9423,6.9423,6.9423,6.9423,6.9423,6.9423,6.2308,6.2308,6.9423,7.6923,8.4808,11.077,40.692,9.3077,8.4808,8.4808,8.4808,7.6923,6.9423,6.9423,6.9423,11.077,9.3077,8.4808,8.4808,8.4808,8.4808,7.6923,6.9423,6.9423,6.9423,7.6923,7.6923,8.4808,11.077,13,32.327,37.231,8.4808,8.4808,7.6923,6.9423,6.9423,6.2308,4.9231,5.5577,8.4808,8.4808,8.4808,7.6923,6.2308,8.4808
13,13,1.2308,0.48077,0.30769,0.17308,0.076923,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.076923,0.076923,0.17308,0.30769,15.077,3.7692,0.69231,0.30769,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.17308,0.30769,0.30769,0.48077,0.69231,0.94231,1.2308,0.076923,0.019231,0.076923,0.076923,0.076923,0.17308,0.48077,0.019231,0.076923,0.076923,0.17308,0.076923,0.076923,0.076923,0.076923,0.17308,0.17308,0.17308,0.076923,0.30769,15.077,16.173,16.173,0.30769,0.17308,0.17308,0.17308,0.17308,0.17308,0.30769,0.30769,0.17308,0.30769,0.30769,0.17308,0.076923,0.17308,16.173,16.173,16.173,16.173,0.17308,0.076923,0.17308,0.17308,0.17308,0.17308,0.30769,0.30769,0.30769,0.30769,40.692,0,0,0,0.076923,0.076923,0.076923,0.17308,0.17308,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.17308,0.17308,0.30769,0.48077,0.69231,0.94231,1.2308,1.9231,2.7692,2.3269,1.5577,1.2308,0.48077,0.48077,0.48077,0.30769,0.30769,0.17308,0.17308,0.076923,0.076923,0.17308,0.17308,0.17308,0.30769,0.30769,0.48077,0.69231,1.2308,1.9231,11.077,0.019231,0,0.019231,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.30769,15.077,15.077,15.077,15.077,0.17308,0.076923,0.076923,0.17308,0.076923,0.17308,0.17308,0.17308,0.17308,0.17308,14.019,14.019,0.48077,0.30769,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.17308,0.019231,0.019231,0.076923
0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.4,0.1,0,0,0.1,0.5,0.3,0.3,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
25,24,30,35,35,35,35,35,35,35,38,39,39,38,38,38,32,23,27,33,34,35,35,35,35,39,38,36,32,47,46,46,33,31,30,36,36,35,35,35,32,41,49,38,38,35,36,36,35,35,35,39,40,41,29,23,23,22,26,33,31,32,35,35,35,36,37,37,37,40,36,32,21,22,22,22,33,36,33,33,35,35,36,36,41,47,5,13,14,24,26,26,26,26,27,38,38,37,36,36,37,36,37,35,37,36,36,36,35,35,35,35,35,35,35,35,35,35,36,35,34,33,33,37,36,39,38,37,37,36,35,32,31,31,30,29,27,49,40,37,36,36,36,35,35,37,42,38,29,23,23,23,23,32,34,33,33,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.67415,0.61733,0.67415,0.65744,0.28148,0.37101,0.40886,0.46432,0.52184,0.67456,0.7067,0.65871,0.70706,0.56644,0.49784,0.45248,0.19643,0.10176,0.94596,0.44278,0.40285,0.49033,0.51819,0.35948,0.72339,0.84577,0.70844,0.64239,0.82118,0.64311,0.50122,0.70893,0.58402,0.78311,0.5911,0.58112,0.37327,0.48098,0.34388,0.44688,0.59171,0.45468,0.76863,0.67532,0.57742,0.7172,0.43223,0.41773,0.43657,0.39063,0.53905,0.70319,0.56168,0.7076,0.67372,0.75008,0,0.56799,0.8401,0.6589,0.64222,0.6669,0.60763,0.35945,0.52109,0.41919,0.32609,0.70747,0.36512,0.42212,0.60761,0.43591,0.55099,0.66904,0.77609,0.37504,0.51845,0.72163,0.5133,0.74583,0.43919,0.51259,0.43781,0.48187,0.59195,0.087951,0.56418,0.78744,0.78633,0.65846,0.52588,0.56222,0.49887,0.52103,0.73798,0.63628,0.78031,0.48436,0.40109,0.65726,0.47534,0.67913,0.44542,0.59564,0.40051,0.68181,0.643,0.58642,0.51512,0.64476,0.44526,0.52051,0.53717,0.48584,0.56666,0.58236,0.54248,0.4855,0.59049,0.57144,0.48194,0.64953,0.64272,0.61102,0.58925,0.45776,0.7097,0.64813,0.58306,0.60022,0.44007,0.57631,0.64628,0.55022,0.3955,0.58303,0.5953,0.2875,0.59195,0.62827,0.39573,0.41155,0.46891,0.56028,0.4581,0.62939,0.62824,0.59304,0.82199,0.75008,0.50527,0.41126,0.47807,0.5977,0.66579,0.65108,0.69894,0.47984,0.51559,0.5025,0.52457,0.67777,0.62255,0.53766,0.23761,0.53564,0.4956,0.49859,0.52545,0.6238,0.4903,0.48203,0.49901,0.53732,0.46341,0.50721,0.16802
0.0091649,0.0010724,0.013371,0.013728,0.011956,0.036861,0.032742,0.030616,0.012461,0.0041563,0.014361,0.017014,0.010698,0.0017473,0.013156,-0.00089223,-0.01229,0.011446,-0.0048023,0.026459,0.022161,0.019358,0.021597,0.032582,-0.002294,-0.0065837,0.0017113,0.0010973,-0.007045,-0.010447,0.0011218,0.004326,0.019281,0.0023818,-0.0088274,-0.0039164,0.031659,0.029174,0.017253,0.040913,-0.00035054,-0.0087994,0.0027857,0.015243,-0.0038531,0.0054863,0.041247,0.028116,0.021407,0.029552,0.0014814,-0.0035283,0.0034287,0.0089496,-0.0088684,0.00060368,0,-0.0019873,0.0059387,0.0022804,0.0010164,0.010369,-0.001546,0.035259,0.011809,0.013237,0.0089827,0.0040633,-0.0017613,-0.0069011,0.00050548,0.00076325,-0.0040647,-0.012085,0.0055076,0.00060368,-0.005776,0.016137,0.017383,0.0076361,0.017401,0.011755,0.018294,0.0065655,0.0018404,-0.0033949,0.0052081,0.012952,-0.0039185,0.0079101,0.014593,0.0057583,0.013086,0.016853,-0.0076265,0.012852,-0.0045885,-0.0081914,-0.014192,-0.0080817,0.021822,0.013216,-0.0039781,0.017752,0.0016257,0.006397,0.010257,0.01188,0.011044,0.0069198,0.028247,0.005289,0.0076304,0.0073103,-0.0064108,-0.0091113,0.032036,0.02337,0.014225,0.024667,0.014483,0.010374,0.016414,0.015589,0.024676,0.018278,0.0053671,0.0035797,0.023955,0.0074089,0.01078,0.0070832,0.019307,0.011349,0.0032681,-0.0065359,7.0087e-05,0.0052605,0.0058666,0.00035687,0.011545,0.0017187,0.0081512,0.020192,0.0053167,-0.0046833,0.0035022,0.0061598,4.2084e-05,-0.0126,-0.010966,-0.013465,-0.0001243,0.0055816,0.014057,0.01309,0.008504,0.02663,0.020659,0.017439,0.010817,0.0070637,0.0017567,0.0058527,0.0049442,-0.0065841,0.011903,0.010867,0.022068,0.018588,0.016399,0.019966,0.0091928,0.020725,0.014667,0.012866,-0.003426
0.031877,0.044484,0.034918,0.043564,0.053002,0.15981,0.16359,0.11997,0.047457,0.031195,0.06118,0.050576,0.039638,0.030716,0.050484,0.029771,0.028846,0.028846,0.025453,0.087657,0.083368,0.078496,0.085614,0.12736,0.039384,0.028048,0.046801,0.026926,0.026615,0.033447,0.039628,0.02548,0.059564,0.032157,0.040928,0.028287,0.14848,0.11899,0.075721,0.18141,0.036316,0.037999,0.025502,0.046415,0.035168,0.039624,0.17393,0.1122,0.066463,0.10494,0.032542,0.029111,0.029821,0.039667,0.033741,0.028846,0,0.028846,0.025806,0.032745,0.025796,0.039302,0.037381,0.17057,0.045641,0.055802,0.063381,0.027884,0.057081,0.03536,0.024548,0.026266,0.031468,0.028846,0.026866,0.028846,0.03353,0.038159,0.057087,0.028486,0.073562,0.045126,0.063281,0.060674,0.036671,0.03625,0.028921,0.033083,0.029893,0.039142,0.060392,0.035999,0.055748,0.057645,0.036799,0.057271,0.03467,0.04458,0.049965,0.038104,0.06031,0.040759,0.027686,0.047089,0.023688,0.029041,0.03378,0.047294,0.039278,0.039225,0.097054,0.033452,0.043734,0.037577,0.034845,0.043751,0.094095,0.095778,0.042827,0.07386,0.06119,0.038062,0.047137,0.045384,0.067431,0.051295,0.032807,0.035105,0.077143,0.039963,0.055214,0.035545,0.050756,0.043184,0.052568,0.034921,0.019564,0.034171,0.036561,0.043796,0.043209,0.036204,0.054436,0.065858,0.040915,0.028221,0.027898,0.035263,0.019301,0.028846,0.028846,0.028846,0.019438,0.034411,0.035982,0.037461,0.034595,0.09308,0.068704,0.055635,0.03347,0.039126,0.027471,0.038606,0.0279,0.044327,0.044823,0.048131,0.069691,0.049613,0.063801,0.060358,0.035317,0.058432,0.050452,0.04484,0.033362
