5.5745,14.426,23.319,48.468,99.511,124.26,133.17,131.17,104.17,58.298,43.723,42.723,46.489,50.468,43.234,25.532,8.6809,39.021,57.787,67.021,66.915,54.277,40.957,38.447,32.66,28.723,31.064,37.894,57.043,104.38,125.43,126.36,111.17,77.213,20.064,23.021,18.617,13.596,22.468,78.106,110.55,129.34,125.79,104.91,37.064,23,18.702,7.0638,10.617,14.745,15.553,18.468,21.298,25.319,37.681,54.638,106.98,122.43,118.53,87.34,45.149,14.085,8.9362,13.723,21.872,62.404,103.3,129.81,140.6,124.62,79.936,48.957,43.553,43.957,46.213,43.702,30.447,17.362,2.7872,15.021,45.936,72.149,88.468,93.085,85.936,53.66,38.468,33.979,29.681,28.596,24.936,23.489,19.915,19.979,20.426,20.936,27.404,32.468,38.298,42.745,48.745,64.638,86.064,80.702,61.574,40.191,17.553,2.7234,5.6596,21.936,37.872,71.106,123,158.3,181.83,179.23,155.15,51.511,31.255,22.17,21.191,17.106,13.851,14.851,15.298,27.489,32.532,46.191,127.85,185,206.26,193.83,156.89,43.34,34,32.702,35.149,46,46.17,34.787,8.6383
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042553,0.085106,0.12766,0.29787,0.55319,0.57447,0.59574,0.6383,0.59574,0.31915,0.23404,0.23404,0.25532,0.2766,0.25532,0.17021,0.06383,0.23404,0.29787,0.34043,0.38298,0.31915,0.23404,0.23404,0.19149,0.17021,0.19149,0.23404,0.34043,0.57447,0.57447,0.57447,0.57447,0.48936,0.10638,0.12766,0.10638,0.085106,0.14894,0.51064,0.57447,0.59574,0.59574,0.59574,0.23404,0.14894,0.12766,0.042553,0.06383,0.085106,0.085106,0.10638,0.12766,0.14894,0.21277,0.29787,0.59574,0.57447,0.57447,0.48936,0.29787,0.085106,0.06383,0.085106,0.12766,0.38298,0.55319,0.61702,0.65957,0.65957,0.44681,0.25532,0.23404,0.23404,0.25532,0.23404,0.17021,0.10638,0.021277,0.10638,0.25532,0.3617,0.42553,0.46809,0.48936,0.29787,0.21277,0.19149,0.17021,0.17021,0.14894,0.14894,0.12766,0.12766,0.12766,0.12766,0.17021,0.19149,0.21277,0.23404,0.25532,0.3617,0.46809,0.40426,0.31915,0.23404,0.12766,0.021277,0.042553,0.14894,0.23404,0.42553,0.68085,0.76596,0.82979,0.87234,0.89362,0.31915,0.19149,0.12766,0.12766,0.10638,0.085106,0.085106,0.085106,0.17021,0.19149,0.25532,0.78723,0.91489,0.91489,0.93617,0.89362,0.23404,0.19149,0.19149,0.19149,0.25532,0.25532,0.21277,0.06383
7.6809,6.8936,5.4468,5.4468,5.4468,5.4468,4.7872,4.1702,4.1702,4.7872,6.8936,6.8936,6.8936,6.1489,6.1489,6.8936,27.574,10.298,8.5106,7.6809,6.8936,6.8936,6.1489,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,6.1489,6.1489,6.8936,8.5106,34.043,32.362,32.362,32.362,7.6809,6.8936,6.8936,6.1489,6.1489,6.1489,6.8936,8.5106,7.6809,7.6809,6.8936,6.1489,6.1489,5.4468,5.4468,6.1489,6.1489,6.1489,6.1489,6.8936,6.8936,10.298,20.447,35.766,37.532,7.6809,6.8936,6.1489,5.4468,5.4468,4.7872,4.7872,4.7872,6.8936,7.6809,7.6809,7.6809,7.6809,7.6809,7.6809,8.5106,19.149,14.383,11.255,10.298,9.383,8.5106,7.6809,7.6809,7.6809,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,7.6809,8.5106,8.5106,9.383,10.298,13.298,14.383,16.681,16.681,9.383,8.5106,7.6809,6.8936,4.1702,2.1277,1.0426,0.53191,0.34043,0.19149,0.085106,0.085106,0.021277,0.021277,0,0,0,0,0,0,0,0.021277,0.085106,0.085106,0.34043,8.5106,8.5106,8.5106,8.5106,7.6809,7.6809,7.6809,10.298
14.383,13.298,13.298,1.3617,0.53191,0.34043,0.34043,0.19149,0.19149,0.085106,0.085106,0.085106,0.021277,0.021277,0.085106,0.085106,1.3617,0.34043,0.19149,0.19149,0.085106,0.085106,0.19149,0.19149,0.34043,0.34043,0.53191,0.53191,0.53191,0.34043,0.19149,0.19149,0.085106,0.085106,0.085106,0.085106,0.19149,0.34043,0.19149,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,14.383,14.383,14.383,14.383,14.383,13.298,0.19149,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,12.255,0.34043,0.19149,0.085106,0.085106,0.021277,0.021277,0,0.021277,0.021277,0,0,0.021277,0.085106,0.34043,0,3.0638,1.7234,1.0426,0.53191,0.34043,0.34043,0.19149,0.19149,0.085106,0.085106,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.085106,0.085106,0.19149,0.19149,0.34043,0.76596,1.0426,2.1277,3.0638,0,6.8936,0.021277,0,0,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,39.34,39.34,39.34,10.298,10.298,10.298,0.34043,0.19149,0.085106,0.021277,0.021277,0.021277,0.021277,0,0,0,0,0.021277,0.085106
0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.4,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0,0,0,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
21,21,20,28,30,30,30,30,30,30,33,33,34,33,32,30,38,36,35,34,34,33,32,30,29,29,29,29,29,30,31,31,32,33,43,43,42,42,31,32,32,32,32,32,31,34,33,21,20,20,20,19,20,27,30,30,32,32,32,34,39,44,44,22,25,31,31,31,31,31,31,33,34,34,35,34,33,26,21,33,33,32,33,33,32,32,32,33,32,35,34,34,33,33,33,33,33,34,32,33,33,32,33,32,33,32,32,29,26,32,34,32,31,29,27,26,26,21,23,25,24,20,3,3,3,11,12,12,22,23,0,0,0,0,0,0,0,0,0,0,0
0.12036,0.36954,0.78829,0.82287,0.58672,0.51942,0.45628,0.57112,0.77602,0.75227,0.70231,0.71271,0.75745,0.7171,0.49353,0.32883,0.076714,0.46245,0.65876,0.60264,0.69914,0.74998,0.68562,0.68046,0.54267,0.58432,0.62665,0.67888,0.6399,0.63295,0.45219,0.52567,0.43689,0.52251,0.74644,0.87163,0.6161,0.44643,0.30025,0.59344,0.40889,0.57417,0.47299,0.38321,0.496,0.40924,0.30441,0.3009,0.21312,0.54116,0.52732,0.67795,0.7079,0.59688,0.62913,0.71735,0.6392,0.38724,0.62871,0.59808,0.59403,0.51108,0.26574,0.51399,0.75867,0.80958,0.64013,0.62048,0.55851,0.62612,0.76385,0.77313,0.79265,0.79341,0.84051,0.72541,0.53566,0.47846,0,0.23712,0.5536,0.67359,0.64405,0.5005,0.71109,0.6811,0.60178,0.61224,0.63463,0.56155,0.40311,0.46513,0.4412,0.47016,0.40481,0.36158,0.51768,0.6151,0.62201,0.72135,0.68965,0.6861,0.46445,0.66141,0.69553,0.38429,0.15446,0,0,0.38665,0.44251,0.71808,0.63409,0.51031,0.59182,0.40111,0.39649,0.61926,0.51459,0.38243,0.50637,0.30329,0.67515,0.74731,0.79084,0.79837,0.72812,0.80225,0.75474,0.47136,0.44233,0.54361,0.4827,0.64006,0.63153,0.67003,0.62169,0.79624,0.7218,0.49108,0.17844
0,0.021663,0.011207,-0.018178,-0.01671,0.046304,0.044927,0.0075022,-0.0073298,0.00046507,0.0060413,0.0056067,0.0057286,0.0082918,-0.0067704,0.0029311,0.010007,0.0010696,0.012711,0.015811,-0.0017444,-0.0089683,-0.0075221,-0.0040042,0.0011915,-0.00086843,-0.014754,-0.015902,-0.013899,-0.0049717,0.029352,0.039229,0.020472,-0.026895,0.0077278,0.005459,0.001255,-0.0060158,-0.0093322,-0.018765,-0.0064189,0.051948,0.050333,-0.0020036,-0.010769,-0.0085255,-0.0064414,0,0.012391,0.00833,-0.0074048,0.0062858,0.00356,-0.0035599,0.00079653,0.0024332,-0.0072135,0.034098,0.021607,0.0048582,-0.022447,0.0012461,-0.011234,-0.012667,-0.0018172,-0.025689,0.0087061,0.017427,0.028379,-0.010013,0.00033766,0.004377,0.006706,0.0060459,0.001494,0.0045129,-0.011847,0.0044339,0,0.0085978,0.0065208,0.015949,0.025292,0.026309,-0.0067561,0.0054309,0.0062689,-0.00089325,0.00016993,0.0021888,0.0029234,0.0053248,0.0090493,0,0.0026558,0.014737,0.0037425,0.0046132,0.0043887,0.0069207,0.0058498,0.00276,0.019023,0.016937,0.0098476,0.013718,0.01283,0,0,-0.01018,-0.0015968,-0.0052369,-0.0088649,0.014771,0.030059,0.02839,-0.015894,-0.0020473,0.0032429,-0.010538,0.0038281,-0.013897,0.00077132,0.00034019,0.00047848,-0.01814,-0.0070542,-0.0030927,-0.021646,0.002049,0.039278,0.028731,-0.018531,0.00032036,0.0099571,0.003792,0.0064696,0.0044778,0.0093876,0.0054927,-0.014805
0.021277,0.047033,0.040863,0.045505,0.068383,0.18643,0.15109,0.074265,0.035827,0.034325,0.035738,0.038138,0.03685,0.035571,0.036055,0.03932,0.031915,0.036518,0.052809,0.046621,0.047369,0.040799,0.040611,0.033972,0.032077,0.034147,0.044523,0.05499,0.059061,0.046536,0.099188,0.13723,0.08636,0.092436,0.039736,0.029814,0.027601,0.042435,0.049763,0.051068,0.071252,0.17442,0.17382,0.082614,0.050044,0.044618,0.040179,0.021277,0.031915,0.032843,0.040094,0.047807,0.036572,0.034188,0.040937,0.033196,0.037069,0.1487,0.073946,0.045541,0.055159,0.035363,0.031915,0.039604,0.040921,0.069454,0.057392,0.061173,0.11066,0.041491,0.037216,0.032094,0.037942,0.03859,0.037974,0.043167,0.047785,0.04623,0,0.024873,0.041978,0.053287,0.080582,0.10125,0.036634,0.036617,0.030094,0.037165,0.040467,0.037662,0.039795,0.033441,0.043996,0.024098,0.025437,0.052977,0.026262,0.036194,0.040367,0.030878,0.043461,0.034631,0.07392,0.05847,0.046423,0.053794,0.060159,0,0,0.032057,0.037544,0.03648,0.042504,0.068622,0.10335,0.11544,0.055807,0.034132,0.035169,0.040964,0.036689,0.048328,0.025511,0.023536,0.023525,0.049805,0.047208,0.03606,0.059985,0.064399,0.15407,0.11249,0.076337,0.035796,0.035831,0.035502,0.036797,0.030892,0.037825,0.04026,0.031915
