3.9444,18.958,25.083,47.083,115.74,135.35,139.24,141.35,105.35,60.931,30.056,25.819,20.847,15.069,15.444,19.306,19.431,19.708,18.25,21.736,21.625,32.236,57.292,56.167,51,35.653,12.389,5.8333,20.361,53.736,90.403,99.667,100.68,82.292,33.264,7.9722,7.8889,11.403,35.569,49.389,57.375,55.097,48.264,40.208,31.736,28.417,25.542,20.708,22.5,20.847,21.083,23.278,27.542,32.264,35.042,33.153,26.333,15.111,6.3611,21.611,34.458,47.375,54.833,58.792,49.611,37.819,32.347,27.764,23.569,13.903,15.917,16.889,14.792,12.778,14.042,13.875,16.972,19.639,34.903,107.76,133.81,143.19,150.61,125.6,30.847,13.403,5.8333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027778,0.125,0.13889,0.27778,0.63889,0.69444,0.69444,0.69444,0.56944,0.36111,0.15278,0.13889,0.125,0.083333,0.083333,0.11111,0.11111,0.11111,0.097222,0.125,0.125,0.19444,0.31944,0.27778,0.26389,0.19444,0.083333,0.041667,0.125,0.31944,0.47222,0.48611,0.47222,0.44444,0.22222,0.041667,0.055556,0.083333,0.19444,0.25,0.29167,0.27778,0.25,0.20833,0.16667,0.15278,0.13889,0.11111,0.125,0.11111,0.11111,0.125,0.15278,0.18056,0.18056,0.18056,0.15278,0.083333,0.041667,0.13889,0.18056,0.23611,0.26389,0.29167,0.26389,0.19444,0.16667,0.13889,0.125,0.069444,0.083333,0.097222,0.083333,0.069444,0.083333,0.083333,0.11111,0.125,0.19444,0.61111,0.68056,0.70833,0.70833,0.70833,0.18056,0.069444,0.041667
66.125,7.3472,7.3472,8,6.7222,6.7222,6.7222,6.7222,7.3472,8.6806,8.6806,8,8,8,7.3472,7.3472,7.3472,7.3472,7.3472,7.3472,8,8,8.6806,10.125,10.125,11.681,16.056,8,0.88889,0.34722,0.34722,0.5,0.5,0.5,6.7222,32,32,18,13.347,10.889,10.125,9.3889,8.6806,8,8,7.3472,7.3472,7.3472,7.3472,7.3472,7.3472,7.3472,7.3472,7.3472,8,8,8.6806,10.125,11.681,15.125,14.222,13.347,11.681,10.889,10.125,9.3889,8.6806,8,8,30.681,8,7.3472,7.3472,7.3472,6.7222,6.7222,0.055556,0.013889,0.013889,0.013889,0.013889,0,0.013889,0.013889,15.125,29.389,32
0.013889,0.013889,0.013889,0,0,0,0,0,0.013889,0,0,0,0.013889,5.5556,5.5556,5.5556,5.5556,6.125,6.7222,6.7222,7.3472,8,8,8.6806,9.3889,11.681,14.222,6.7222,6.125,6.125,6.125,6.125,6.125,6.7222,6.125,6.125,5.5556,12.5,10.125,9.3889,8,7.3472,7.3472,6.7222,6.125,6.125,6.125,6.125,5.5556,5.5556,5.5556,6.125,6.125,6.125,6.125,6.7222,7.3472,21.125,22.222,11.681,10.125,8,8,7.3472,6.7222,6.125,6.125,6.125,5.5556,5.5556,5.5556,5.5556,5.5556,5.5556,6.125,6.7222,6.7222,7.3472,8,6.125,5.5556,5.5556,5.5556,5.5556,5.5556,6.125,6.125
0.1,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.1,0.1,0.1,0.3,0.1,0.1
71,41,40,42,46,48,48,48,50,56,53,49,47,39,34,35,35,35,33,34,33,34,37,38,37,37,38,34,26,28,32,32,33,33,36,50,51,40,39,38,38,38,38,39,41,39,40,41,42,41,41,39,37,36,36,36,36,31,31,39,39,40,39,39,40,41,41,40,42,50,46,43,42,45,37,33,29,0,0,0,0,0,0,0,0,0,0
0.2357,0.40647,0.43882,0.41012,0.41969,0.37798,0.40342,0.32522,0.48481,0.55513,0.4473,0.36527,0.42194,0.32028,0.36342,0.50694,0.4462,0.49529,0.33108,0.44393,0.33391,0.28177,0.40792,0.20839,0.40048,0.38956,0.1278,0.22352,0.31044,0.41767,0.37855,0.38993,0.33829,0.34637,0.31577,0.21352,0.20538,0.14995,0.37333,0.32,0.24061,0.45562,0.46431,0.46282,0.43129,0.51986,0.4887,0.48118,0.49549,0.30663,0.3856,0.47658,0.49364,0.50462,0.37694,0.44331,0.40207,0.46061,0.14187,0.40122,0.43803,0.48779,0.42256,0.36155,0.49392,0.57454,0.49252,0.45983,0.48696,0.27453,0.51863,0.48847,0.53768,0.54211,0.469,0.45191,0.30272,0.33452,0.34633,0.3645,0.36845,0.38689,0.25111,0.36118,0.61326,0.42831,0.18215
0,-0.016032,0.0093053,-0.0013797,0.0049391,0.0092239,0.013106,0.012796,0.0049265,-0.0060839,-0.006343,-0.0091146,0.0023701,0.0025796,0.0030403,0.0056528,-0.0013611,-0.0032538,0.0083032,0.0021378,0.0080017,0.007444,-0.0042361,0.014644,0.01446,0.0060037,0.014313,-0.0071621,0.0034372,-0.001357,0.0072755,0.017781,0.013909,0.0097627,-0.00963,-0.0094019,0,-0.0052139,0.010687,0.00091003,0.020924,0.012035,0.0074266,0.0068029,0.0084116,0.005933,-0.0015356,0.0022657,0.0040937,0.012393,0.012544,0.0075459,0.0022619,0.0025682,0.0092829,0.011647,-0.0021373,0.0051286,0.0088765,-0.0039291,0.010346,0.0015741,0.013771,0.010163,0.0022905,0.0071857,0.0045795,0.0088427,0.0014276,0.020377,0.012392,-0.0040048,-0.0029529,-0.0038038,-0.0039932,0.0077519,-0.0061065,0.0020897,0.0037269,0.00083793,0.0066587,0.009952,0.0082484,-0.00078595,-0.0067369,0.0051529,-0.0038006
0.013889,0.050045,0.0288,0.030166,0.029078,0.041546,0.043448,0.056689,0.027027,0.022612,0.02955,0.027374,0.0202,0.027017,0.038781,0.026341,0.031585,0.024398,0.040338,0.021287,0.034101,0.031143,0.033428,0.049731,0.041882,0.033802,0.03927,0.020833,0.024734,0.027863,0.037429,0.056762,0.045064,0.037036,0.033324,0.020833,0.027109,0.023083,0.035471,0.027125,0.081242,0.039289,0.030873,0.026415,0.035752,0.025095,0.02677,0.020566,0.019338,0.036735,0.042545,0.028476,0.02476,0.023053,0.030865,0.035476,0.033138,0.018959,0.020833,0.021015,0.032494,0.023728,0.044041,0.043307,0.026197,0.022444,0.025631,0.031108,0.018641,0.044504,0.03676,0.01923,0.023699,0.025239,0.028722,0.02122,0.023982,0.024636,0.028108,0.026187,0.028437,0.039157,0.040969,0.031902,0.024801,0.019331,0.020833
