8.4328,13.821,41.269,70.358,84.761,91.567,88.254,75.94,39.209,28.254,25.806,26.119,29.851,27.224,20.433,13.851,22.433,37.851,50.881,59.791,60.731,56,46.209,41.97,30.851,26.224,25.388,21.418,21.06,20.746,21.91,25.731,31.97,34.746,35.343,30.91,24.597,15.403,5.4925,19.299,46.343,71.119,84.045,85.388,78.716,63.806,23.627,12.493,9.6716,6.2239,6.3134,7.2388,11.134,13.791,18.851,21.672,32.537,66.104,77.97,83.104,76.09,63.896,45.687,14.672,12.493,8.7463,8.6269,9.1791,9.6119,11.851,12.254,20.627,24.164,34.776,62.299,73.821,74.03,67.478,50.866,12.806,1.7015,3.5075,10.239,22.448,41.269,108.75,137.27,147.76,139.13,114.81,51.06,31.881,26.388,24.716,15.09,15.567,16.179,18.791,21.418,25.866,30.597,34.746,46.313,56.94,58.119,52.328,42.164,29.776,12.806,9.3284,28.388,42.552,46.194,49.015,50.478,47.866,44.194,47.507,43.657,44.119,48.194,50.358,50.642,48.567,38.552,21,3.3881,9.0597,14.313,28.075,68.522,92.657,102.15,102.96,94.567,61.612,27.104,20.821,15.761,8.5821,8.6866,9.2985,11.627,61.612,78.358,96.881,101.55,94.269,82.179,39.701,32.03,28.701,21.463,11.343,6.0299,5.6716,5.5373,15.343,17.851,56.582,72.06,83.448,84.269,73.582,57.91,14,3.6418,3.5522,18.343,46.746,71.761,83.582,83.06,73.537,58.672,25.94,19.582,19.657,20.134,20.716,21.254,19.015,17.433,16.597,11.299,5.6119
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.059701,0.089552,0.28358,0.40299,0.41791,0.44776,0.46269,0.46269,0.23881,0.16418,0.14925,0.14925,0.1791,0.16418,0.13433,0.10448,0.16418,0.22388,0.26866,0.31343,0.34328,0.32836,0.26866,0.26866,0.19403,0.16418,0.16418,0.13433,0.13433,0.13433,0.14925,0.1791,0.20896,0.20896,0.20896,0.1791,0.16418,0.1194,0.044776,0.13433,0.31343,0.40299,0.41791,0.41791,0.43284,0.43284,0.16418,0.089552,0.074627,0.044776,0.044776,0.044776,0.074627,0.089552,0.1194,0.13433,0.20896,0.40299,0.40299,0.40299,0.38806,0.37313,0.34328,0.10448,0.089552,0.059701,0.059701,0.059701,0.059701,0.074627,0.074627,0.13433,0.14925,0.22388,0.38806,0.38806,0.37313,0.37313,0.34328,0.10448,0.014925,0.029851,0.074627,0.14925,0.28358,0.70149,0.70149,0.71642,0.71642,0.71642,0.32836,0.20896,0.1791,0.1791,0.10448,0.10448,0.10448,0.1194,0.13433,0.16418,0.19403,0.20896,0.28358,0.32836,0.31343,0.26866,0.23881,0.19403,0.10448,0.074627,0.19403,0.26866,0.26866,0.28358,0.29851,0.28358,0.25373,0.28358,0.25373,0.26866,0.29851,0.31343,0.29851,0.28358,0.23881,0.14925,0.029851,0.074627,0.10448,0.19403,0.43284,0.49254,0.50746,0.56716,0.59701,0.44776,0.19403,0.14925,0.1194,0.059701,0.059701,0.059701,0.074627,0.44776,0.46269,0.49254,0.50746,0.52239,0.53731,0.23881,0.1791,0.1791,0.14925,0.089552,0.044776,0.044776,0.044776,0.1194,0.1194,0.38806,0.40299,0.40299,0.41791,0.41791,0.41791,0.10448,0.029851,0.029851,0.13433,0.32836,0.41791,0.41791,0.40299,0.40299,0.40299,0.1791,0.13433,0.13433,0.13433,0.13433,0.13433,0.1194,0.10448,0.10448,0.074627,0.044776
6.5821,5.9701,5.9701,5.3881,4.8358,4.3134,4.3134,4.3134,4.8358,6.5821,6.5821,6.5821,5.9701,5.9701,5.9701,6.5821,12.552,10.881,9.3284,7.8955,7.2239,5.9701,5.9701,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.9701,5.9701,5.9701,6.5821,7.2239,8.597,28.896,7.2239,6.5821,5.9701,5.3881,5.3881,5.3881,5.3881,6.5821,7.2239,6.5821,6.5821,5.9701,5.9701,5.3881,5.3881,5.3881,5.3881,5.9701,5.9701,5.9701,5.9701,6.5821,7.2239,7.2239,7.2239,6.5821,6.5821,5.9701,5.9701,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,5.9701,5.9701,6.5821,7.2239,8.597,16.254,30.224,61.134,6.5821,5.3881,5.3881,5.3881,5.3881,4.8358,4.8358,4.8358,5.3881,6.5821,6.5821,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.9701,5.9701,6.5821,6.5821,7.8955,8.597,9.3284,12.552,25.09,7.8955,6.5821,6.5821,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,4.8358,5.3881,5.3881,5.3881,5.9701,6.5821,8.597,22.701,8.597,7.8955,7.2239,5.3881,3.3582,2.9254,1.806,1.209,0.73134,0.53731,0.37313,0.23881,0.13433,0.13433,0.059701,0.059701,0.014925,0.014925,0.014925,0,0,0,0,0.014925,0.014925,0.059701,0.13433,27.597,27.597,26.328,5.9701,5.9701,5.9701,5.9701,5.9701,5.3881,5.3881,5.3881,5.9701,30.224,31.582,6.5821,6.5821,5.9701,5.9701,5.9701,5.9701,5.9701,6.5821,7.2239,6.5821,6.5821,5.9701,5.9701,5.3881,5.3881,5.3881,5.9701,6.5821
26.328,25.09,7.8955,6.5821,6.5821,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.9701,6.5821,10.881,9.3284,8.597,7.8955,7.2239,7.2239,6.5821,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,6.5821,6.5821,7.2239,7.8955,8.597,9.3284,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,5.3881,5.3881,5.3881,5.9701,5.9701,27.597,28.896,28.896,27.597,6.5821,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,6.5821,27.597,27.597,27.597,27.597,27.597,6.5821,6.5821,6.5821,6.5821,6.5821,6.5821,5.9701,5.9701,5.9701,0,0.014925,0.014925,0.014925,0.014925,0.014925,0.014925,0.014925,0.014925,0.014925,0,0,0,0,0.014925,5.9701,5.9701,6.5821,6.5821,6.5821,6.5821,7.2239,7.8955,8.597,9.3284,10.09,10.881,12.552,14.343,6.5821,6.5821,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.9701,5.9701,6.5821,7.2239,7.2239,7.8955,8.597,10.09,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,4.8358,4.8358,4.8358,4.8358,4.8358,4.8358,53.731,53.731,55.537,27.597,7.2239,6.5821,5.9701,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.9701,6.5821,6.5821,7.2239,7.2239,7.2239,6.5821,5.9701,5.9701,5.9701,5.9701,5.3881,5.9701,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,5.9701,5.9701,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.9701,25.09,25.09,26.328,27.597
0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.2,0.2,0.7,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1
24,24,33,33,33,33,33,33,33,36,35,35,35,34,33,33,35,35,35,34,34,33,34,34,35,35,35,36,36,36,35,33,32,32,31,31,32,32,46,36,35,34,34,34,34,34,34,35,32,23,22,22,22,26,31,30,35,34,34,34,35,35,35,34,31,29,23,23,23,22,22,30,30,31,34,34,34,35,36,42,46,66,40,36,38,43,43,43,43,43,43,46,47,43,35,29,29,28,30,31,31,31,32,33,32,33,33,32,33,44,35,34,34,32,31,31,33,34,34,33,35,35,34,34,34,38,41,35,32,34,34,32,32,31,30,24,22,24,22,6,6,5,8,28,29,29,28,28,28,23,22,22,26,32,45,45,44,33,33,34,34,34,34,34,34,36,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16276,0.50205,0.37493,0.3298,0.3553,0.43839,0.39037,0.43053,0.52716,0.43116,0.41693,0.43011,0.53631,0.46647,0.3408,0.20114,0.19668,0.37481,0.40747,0.46068,0.45899,0.54197,0.45135,0.51879,0.53534,0.52192,0.51829,0.50543,0.48022,0.4391,0.40177,0.40212,0.30944,0.30173,0.48061,0.45518,0.38644,0.19296,0.1304,0.2746,0.45399,0.34724,0.34534,0.27742,0.3157,0.35152,0.31615,0.18873,0.12335,0.23314,0.43489,0.2499,0.45668,0.45271,0.39621,0.47451,0.52156,0.36297,0.30123,0.47982,0.36501,0.2241,0.2968,0.28422,0.29622,0.25722,0.38315,0.37589,0.39451,0.48861,0.50663,0.52828,0.51084,0.51662,0.41408,0.35675,0.33912,0.32911,0.19778,0.2114,0,0.073877,0.062793,0.35926,0.4943,0.3483,0.2584,0.3099,0.30617,0.45484,0.49832,0.42931,0.32102,0.27031,0.39005,0.40601,0.37516,0.49873,0.49124,0.5112,0.52187,0.49534,0.53027,0.39126,0.42908,0.46311,0.45763,0.36057,0.10081,0.14738,0.3252,0.41464,0.53898,0.53483,0.49138,0.55692,0.5398,0.56314,0.48775,0.50892,0.52192,0.45788,0.49046,0.51188,0.40947,0.29027,0.073877,0.15887,0.27209,0.41184,0.32242,0.34701,0.29591,0.35432,0.32771,0.29102,0.28005,0.2684,0.34138,0.35932,0.35873,0.32935,0.46213,0.30045,0.27349,0.48323,0.48917,0.40573,0.4665,0.55369,0.39677,0.41063,0.3221,0.29576,0.19422,0.19479,0.11202,0.19313,0.2969,0.36239,0.29623,0.28587,0.32657,0.27083,0.33622,0.25504,0.042215,0.084431,0.24458,0.40842,0.33158,0.41472,0.34461,0.315,0.41792,0.37639,0.33003,0.37299,0.39002,0.42608,0.51057,0.58868,0.53318,0.50368,0.27654,0.070535
0.016571,0.003546,-0.023854,0.0064546,0.028536,0.032442,0.011999,-0.0071899,-6.4259e-05,0.0069446,-0.00021171,0.0028212,0.005126,0.0049115,0.0022596,0.00953,0.0042268,0.0096163,0.014644,0.020995,0.0049888,0.0033419,-0.0041927,-0.0066169,-0.0052962,-0.0079015,-0.01117,-0.0087124,-0.0094947,-0.00904,-0.0087694,-0.01006,-0.0011014,0.0097042,0.0061166,0.0018494,0.00079975,-0.0047468,0.0068006,-0.0010807,-0.0094442,-0.0015405,0.029955,0.030505,0.017981,-0.011418,0.00043305,-0.0039735,0.0023786,0.01036,0.0062071,-0.010554,0.00088458,-0.0025417,-0.008083,-0.0023613,-0.0052006,-0.010458,0.027497,0.026559,0.028562,0.010009,-0.016301,-0.0012168,0.00040657,0.0044547,0.0008965,-0.00039422,0.0037628,0.0034763,0.0091205,-0.0044453,-0.0027191,-0.005655,-0.0086655,0.019127,0.025451,0.026828,0.0023489,-0.016132,0,0,0.0060235,-0.0056577,-0.00765,-0.017627,0.0045337,0.043865,0.013188,-0.011328,-0.0077158,-0.0066439,-0.0047665,-0.0029845,-0.0035086,-0.0074711,-0.0039748,-0.0087038,-0.01091,-0.0082047,-0.0053591,-0.0044292,-0.0034229,-0.0061813,0.018319,0.016869,0.0095771,0.0058869,0.0093004,0.0094898,-0.0045726,0.0074894,0.003203,0.004577,0.0031238,-0.0025061,0.00053198,0.00021537,-0.0015833,-0.0010049,-0.0048337,-0.0045289,0.0017536,0.004198,0.00098532,0.0049189,0,-0.0022964,0.0017456,-0.0063834,-0.013698,0.014887,0.014821,0.019704,0.0053682,-0.0080165,0.0037622,0.0018685,-0.0070591,0.0062321,0.0056604,0.0047177,0.0018203,-0.025418,0.0093097,0.02124,0.02219,0.013323,-0.012004,0.0021443,-0.00101,0.0028804,0.0049392,-0.0097782,-0.0014011,0.002772,0.0012153,-0.0012784,0.0010702,-0.011993,0.00030144,0.029695,0.031894,-0.0046555,-0.0088348,-0.0012827,0,0,0.0028416,-0.010175,0.0038298,0.028558,0.026556,0.0048978,-0.005304,0.0027805,0.00075851,-0.0018805,-0.0014926,-0.0050703,-0.0083212,0.00030133,0.0036527,0.0039395,0.0044993,0.0084674
0.034289,0.019213,0.059888,0.053305,0.092157,0.10276,0.058236,0.030516,0.022164,0.038448,0.035459,0.036269,0.026243,0.024767,0.021241,0.033923,0.027997,0.033087,0.042133,0.0601,0.032367,0.026364,0.034413,0.031559,0.029875,0.032282,0.031243,0.024517,0.023902,0.02502,0.025037,0.0295,0.041643,0.027971,0.028873,0.02928,0.028928,0.025843,0.022388,0.023595,0.028946,0.033452,0.1056,0.1057,0.097016,0.037872,0.023397,0.026913,0.020518,0.022388,0.022388,0.022388,0.020591,0.021878,0.026494,0.029966,0.029616,0.033002,0.10631,0.081259,0.092699,0.049102,0.041934,0.024322,0.020726,0.030148,0.016144,0.023739,0.029185,0.025733,0.033111,0.025698,0.026077,0.028183,0.04107,0.063348,0.07593,0.081258,0.035998,0.044187,0,0.014925,0.030848,0.024725,0.029027,0.054839,0.059339,0.19736,0.081907,0.046866,0.036103,0.036532,0.044744,0.02872,0.029529,0.025191,0.024048,0.041013,0.038245,0.033293,0.028736,0.028383,0.030213,0.031623,0.05542,0.048455,0.032092,0.028736,0.032354,0.030201,0.032116,0.029132,0.027092,0.026444,0.032728,0.029712,0.032214,0.029048,0.028286,0.028414,0.030191,0.032605,0.035562,0.03006,0.023248,0.027228,0.014925,0.019124,0.030934,0.029837,0.053852,0.068603,0.06821,0.067596,0.028569,0.030467,0.024472,0.028978,0.024413,0.02824,0.023507,0.024137,0.023756,0.094396,0.063109,0.061066,0.062259,0.056895,0.038877,0.026523,0.02816,0.022454,0.027679,0.022417,0.022388,0.022388,0.022388,0.018774,0.034663,0.035951,0.057185,0.11583,0.11709,0.041778,0.030078,0.020935,0.014925,0.014925,0.030349,0.038156,0.061686,0.090675,0.090654,0.045111,0.024978,0.024649,0.023903,0.030967,0.032638,0.028526,0.025252,0.02176,0.023793,0.023676,0.022113,0.022388
