18.226,27.677,49,63.516,171.26,189.68,194.48,193.32,178.81,47.387,16.71,38.968,30.935,19.419,16.839,22.161,25.871,42.903,55.161,66.581,140.65,194.48,179.94,181.29,171.19,149.74,27.516,27.516,24.323,28,18.355,17.226,32.29,31.387,31.806,40.516,45.71,125.13,192.94,195.26,186.9,175.35,149.35,36.484,14.129,19.935,72.742,112.06,125.48,135.87,127.03,89.742,68.129,49.29,49.032,41.065,34.194,27.548,34.452,34.194,33.677,42.097,44.032,43.581,60.806,69.452,98.387,160.74,159.84,137.9,133.97,99.677,60.419,39.032,49.806,123.03,186.61,204.55,210.52,198.03,72.387,24.968,28.129,17,19.806,18.581,29.613,32.032,43.032,62.742,83.742,136.19,199.55,198.48,191.23,185.58,170.39,51.806,29.903,18.516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.096774,0.16129,0.25806,0.32258,0.93548,0.96774,0.93548,0.93548,0.93548,0.25806,0.096774,0.22581,0.16129,0.096774,0.096774,0.12903,0.12903,0.22581,0.29032,0.35484,0.80645,0.96774,0.93548,0.93548,0.83871,0.80645,0.16129,0.16129,0.12903,0.16129,0.096774,0.096774,0.19355,0.19355,0.19355,0.22581,0.25806,0.64516,0.93548,0.93548,0.87097,0.83871,0.77419,0.22581,0.096774,0.12903,0.3871,0.54839,0.6129,0.67742,0.67742,0.45161,0.35484,0.25806,0.25806,0.22581,0.19355,0.16129,0.19355,0.19355,0.19355,0.22581,0.22581,0.22581,0.32258,0.35484,0.48387,0.80645,0.74194,0.64516,0.6129,0.48387,0.3871,0.19355,0.25806,0.67742,0.93548,0.93548,0.96774,0.93548,0.41935,0.12903,0.16129,0.096774,0.096774,0.096774,0.16129,0.16129,0.22581,0.32258,0.41935,0.67742,0.93548,0.93548,0.90323,0.87097,0.87097,0.29032,0.16129,0.096774
23.516,0.80645,0.51613,0.29032,0.032258,0,0,0,0,0,21.806,0.29032,0.29032,0.12903,0.12903,0.032258,0.032258,0,0,0.032258,0.032258,0,0.032258,0.032258,0.29032,0.51613,0.51613,0.29032,0.29032,0.12903,0.12903,0.12903,0.032258,0.032258,0.12903,0.12903,0.12903,0.12903,0.032258,0.032258,0.12903,0.29032,1.1613,4.6452,23.516,5.4516,2.6129,1.5806,1.1613,0.80645,0.29032,0.29032,0.29032,0.12903,0.12903,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.12903,0.12903,0.29032,0.29032,0.29032,0.51613,0.80645,1.1613,2.0645,3.2258,0.51613,0.29032,0.12903,0.032258,0.032258,0,0.032258,0.032258,0.80645,0.51613,0.29032,0.12903,0.12903,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.12903,0.29032,3.9032,20.161,21.806
0.032258,0.032258,0,0.032258,0.032258,0.032258,0.12903,0.12903,0.12903,0.12903,0.12903,0.032258,0.032258,21.806,21.806,21.806,21.806,0.12903,0.12903,0.032258,0.032258,0.032258,0.032258,0.032258,0.12903,0.12903,0.12903,0.12903,0.12903,0.12903,21.806,21.806,9.3226,9.3226,0.29032,0.12903,0.12903,0.032258,0.032258,0.032258,0.12903,0.12903,0.032258,0.032258,0.032258,6.3226,2.6129,1.5806,1.1613,0.80645,0.51613,0.51613,0.29032,0.29032,0.12903,0.12903,0.12903,0.12903,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.032258,0.12903,0.12903,0.29032,0.51613,1.1613,1.1613,2.0645,2.6129,0,0,0.032258,0.032258,0.032258,0.032258,0.032258,0.12903,0.12903,0.032258,0.12903,21.806,21.806,20.161,20.161,0.12903,0.12903,0.12903,0.12903,0.032258,0.032258,0.12903,0.12903,0.032258,0.032258,0.032258,0.12903
0.1,0.2,0.2,0.2,0.1,0,0,0,0,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0,0.1,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
29,24,20,15,16,16,15,15,15,13,28,18,19,4,4,4,4,10,12,14,15,16,16,16,17,17,19,14,17,14,4,4,7,7,12,15,14,15,16,16,16,17,19,25,29,16,16,16,16,16,15,15,15,13,16,14,16,13,16,16,16,18,18,21,18,17,17,16,16,16,16,16,17,18,18,15,16,16,16,16,14,18,20,13,4,4,4,4,11,12,14,15,0,0,0,0,0,0,0,0
1.5014,1.181,0.94873,0.73394,0.77845,0.8282,0.67436,0.54042,0.65945,0.89095,0.45315,1.2309,0.8684,0.57915,1.1039,0.70839,0.41268,0.98056,1.1549,0.86127,1.0052,0.78173,0.87098,0.90423,0.65834,0.79397,0.33259,0.93621,0.75445,0.94395,0.66293,0.80257,0.81618,0.70598,0.69506,0.80664,0.8892,0.67701,0.61627,0.70484,0.71312,0.71923,0.63312,0.90185,0.42183,0.34793,1.2234,1.1159,0.57643,0.60363,1.0162,0.70633,0.82734,0.86454,1.0618,1.0271,1.0237,0.87496,0.83573,0.91936,0.87204,0.98248,1.1207,0.91087,0.92476,0.93249,1.0885,0.97465,0.68677,0.65434,0.7689,0.6708,0.47836,0.69983,0.83516,0.91595,0.95134,0.55881,0.79033,0.78917,0.95987,0.31441,0.89093,1.2268,0.74776,0.11175,1.0233,0.84907,0.65154,0.60431,0.8999,0.91008,0.63419,0.91885,0.83668,0.69156,0.72088,0.62449,1.1289,0.55624
-0.022514,-0.010313,0.028054,0.0046351,-0.014124,0.01409,0.006018,0.0060677,-0.0060865,0.0104,0.0055742,-0.01031,-0.017663,-0.018971,0.020187,0.0070929,-0.0026151,0.01789,0.019772,0.021531,-0.0073384,0.020409,0.016852,-0.0038717,0.026997,0.025274,0.012895,-0.016884,0.0094568,-0.010123,-0.0047745,-0.011429,0.00024459,0.0037274,0.013728,0.020193,0.0049299,0.025299,0.023479,0.033645,0.037216,0.051153,0.016173,-0.006012,-0.021467,0,0.0024862,0.028168,0.03269,0.0038495,0.0044165,0.019593,0.028108,0.013884,0.016285,0.0077432,0.0083142,0.010077,-0.031311,0.0052139,0.0009852,0.026719,0.019525,-0.013629,-0.00076829,0.018751,0.0111,0.012449,0.032834,0.027752,0.050442,-0.0077548,0.0081471,-0.0064448,-0.010741,-0.031568,0.02811,0.021179,0.033344,0.044524,-0.009337,0.022527,0.018614,0.017197,0.0083456,-0.02281,0.0096958,-0.020144,0.019988,0.017806,0.033254,0.017058,0.032342,0.021044,0.020533,0.017876,0.033723,-0.0064061,0.014845,-0.011028
0.048387,0.050281,0.097722,0.073691,0.070551,0.089955,0.059311,0.092886,0.05561,0.084549,0.048387,0.048631,0.048025,0.048387,0.048387,0.04185,0.044086,0.056887,0.053181,0.085136,0.060116,0.087676,0.083285,0.081233,0.12111,0.078616,0.056294,0.059803,0.065097,0.041019,0.048387,0.048387,0.050776,0.043759,0.060691,0.081159,0.061314,0.093659,0.12401,0.12151,0.11377,0.23533,0.081834,0.04701,0.048387,0.040839,0.05784,0.08712,0.11371,0.076204,0.066184,0.076198,0.09883,0.060354,0.073335,0.080463,0.052594,0.065623,0.078296,0.051536,0.036147,0.080386,0.055552,0.053784,0.061773,0.075919,0.070048,0.047951,0.10142,0.094796,0.16658,0.070953,0.06268,0.08073,0.067982,0.1024,0.083263,0.090889,0.10251,0.17469,0.057469,0.062511,0.073648,0.048387,0.048387,0.048387,0.039307,0.07081,0.075094,0.067529,0.12996,0.0554,0.16965,0.086616,0.071163,0.083106,0.11377,0.061619,0.045296,0.048387
