2.8163,12.224,23.245,38.857,51.49,168.67,192.82,189.73,188.02,184.02,107.78,49.837,39.327,39.286,33.633,24.184,17.878,23.02,27.143,29.551,34.714,43.367,53.714,72.918,73.327,61.531,54.531,36.673,17.143,30.306,43.878,99.367,104.45,106,105.67,76.612,22.367,23.204,19.571,14.592,15,21.143,26.286,27.388,26.082,7.8776,18.898,43.102,58.184,59.551,60.633,47.755,52.755,48.286,43.51,38.755,33.592,38.061,36.449,40.02,38.367,41.837,45.143,54.041,52.082,45.612,40.061,28.796,18.653,9.102,8.3878,17.388,18.02,20.082,16.612,20.245,19.469,19.143,19.612,23.286,26,25.388,25.735,25.653,23.918,27.735,31.633,24.878
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020408,0.081633,0.14286,0.22449,0.28571,0.97959,0.97959,1,0.97959,1,0.63265,0.30612,0.2449,0.22449,0.20408,0.14286,0.10204,0.14286,0.16327,0.16327,0.18367,0.22449,0.28571,0.42857,0.40816,0.38776,0.30612,0.22449,0.12245,0.18367,0.2449,0.59184,0.55102,0.57143,0.57143,0.46939,0.14286,0.14286,0.12245,0.081633,0.081633,0.12245,0.14286,0.14286,0.14286,0.061224,0.14286,0.2449,0.34694,0.34694,0.36735,0.28571,0.32653,0.28571,0.26531,0.22449,0.20408,0.22449,0.22449,0.2449,0.22449,0.2449,0.26531,0.30612,0.28571,0.26531,0.22449,0.18367,0.10204,0.061224,0.061224,0.10204,0.10204,0.12245,0.10204,0.12245,0.12245,0.12245,0.12245,0.14286,0.14286,0.14286,0.14286,0.14286,0.14286,0.16327,0.16327,0.16327
43.184,39.51,0.18367,0.081633,0.081633,0.020408,0.020408,0,0,0,0,0.32653,0.18367,0.081633,0.081633,0.081633,0.081633,0.020408,0.020408,0.081633,0.081633,0.081633,0.081633,0.081633,0.32653,0.5102,0.73469,1.3061,0.5102,0.18367,0.18367,0.081633,0.081633,0.081633,0.081633,0.081633,0.73469,0.5102,0.32653,0.18367,0.18367,0.081633,0.020408,0.020408,0.020408,0.081633,4.5918,2.0408,1.3061,1,0.73469,0.5102,0.32653,0.18367,0.18367,0.18367,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.18367,0.18367,0.18367,0.32653,0.5102,1.3061,10.796,11.755,2.9388,2.4694,2.4694,2.0408,2.4694,2.4694,2.0408,2.0408,2.4694,2.0408,2.0408,2.0408,2.0408,2.0408,2.0408,2.0408,2.0408,2.0408
0,0.020408,0.020408,0.020408,0,0,0,0,0,0,0,0,0,0,0,0,7.3673,8.1633,8.1633,8.1633,9,9.8776,9.8776,10.796,11.755,12.755,16,18.367,5.898,6.6122,6.6122,6.6122,7.3673,7.3673,7.3673,7.3673,7.3673,6.6122,8.1633,36,36,34.306,34.306,34.306,34.306,39.51,14.878,14.878,9.8776,9.8776,9,8.1633,7.3673,7.3673,7.3673,6.6122,6.6122,6.6122,6.6122,6.6122,6.6122,6.6122,6.6122,6.6122,7.3673,8.1633,9,8.1633,9,9.8776,23.592,22.224,22.224,22.224,20.898,20.898,20.898,20.898,20.898,20.898,20.898,20.898,20.898,20.898,20.898,19.612,19.612,19.612
0.1,0.1,0.2,0.2,0.2,0.1,0.1,0,0.1,0,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
47,47,29,21,26,26,26,25,25,25,25,26,26,25,25,24,14,11,13,14,13,13,14,14,15,15,14,14,23,14,16,17,17,17,17,17,20,20,14,6,6,6,5,5,5,4,19,17,17,17,16,17,18,18,18,19,18,18,18,17,16,16,16,16,15,16,15,21,26,26,14,14,14,14,15,15,14,14,15,14,14,14,14,0,0,0,0,0
0,0.4819,0.50345,0.48428,0.67725,0.63086,0.28535,0.49151,0.41001,0.43916,0.58361,0.63903,0.59687,0.67025,0.63363,0.63317,0.80856,0.71228,0.71796,0.65869,0.67671,0.5984,0.53049,0.71834,0.4337,0.47741,0.37487,0.34505,0.56909,0.65306,0.50777,0.60026,0.46687,0.47517,0.39295,0.59889,0.52744,0.59707,0.53365,0.94223,0.31677,0.37401,0.64072,0.61074,0.80493,0.36297,0.20055,0.45384,0.54167,0.5081,0.72464,0.70172,0.65924,0.57132,0.61224,0.62864,0.45474,0.55436,0.54481,0.72877,0.65874,0.47423,0.45989,0.57604,0.66272,0.54605,0.40068,0.54559,0.70613,0.31374,0.3341,0.38952,0.44211,0.56704,0.67785,0.60522,0.51983,0.61166,0.34037,0.57627,0.49725,0.53031,0.61995,0.77639,0.56629,0.41084,0.46522,0.3378
0,0.0072991,0.012302,-0.0072049,0.0083881,0.0055079,0.007674,0.024495,0.0085125,0.0047414,0.0073011,0.0035859,0.0084641,-0.0055226,0.0020992,-4.4468e-05,0.015166,0.0044837,-0.0038862,0.018007,0.0154,0.022909,0.016935,0.0080039,0.01369,0.001825,0.0078523,0.02149,-0.0092531,0.001796,0.0042906,-0.00084472,0.010136,0.02072,0.030834,0.003137,0.0090413,-0.0020298,-0.0070261,0.022569,0.020491,0.011233,0.034183,0.01461,0.0088134,-0.0074008,0.0069095,0.021179,0.009718,0.0066034,0.0024204,0.0037521,-0.0061669,0.0090039,0.00012273,0.0055602,0.010198,0.0043363,0.0040916,0.0078707,0.015424,0.015077,0.013238,0.0099242,0.015132,0.01237,0.0093541,0.0030487,0.018641,0.013815,-0.0086139,0.018041,-0.014429,-0.0046401,0.0067951,0.019218,0.014435,0.0047276,-0.030979,-0.002527,-0.0052667,0.019457,0.026909,0.007657,0.011793,0.028929,0.0016286,0.0013945
0,0.031687,0.062588,0.041958,0.035143,0.036803,0.066794,0.099118,0.089375,0.046324,0.038752,0.035334,0.04215,0.042845,0.030452,0.026635,0.042374,0.028985,0.047462,0.048307,0.049392,0.065761,0.051886,0.03641,0.05407,0.043215,0.050212,0.085012,0.031455,0.028416,0.04454,0.041963,0.06323,0.074451,0.12153,0.042244,0.033766,0.030042,0.033874,0.046788,0.045106,0.044837,0.089868,0.044643,0.035186,0.030612,0.031717,0.070724,0.044382,0.051701,0.034993,0.034385,0.051022,0.053231,0.048859,0.034747,0.044351,0.067526,0.058697,0.0291,0.049075,0.054554,0.06624,0.064249,0.046854,0.051871,0.038764,0.038736,0.053415,0.030612,0.030612,0.055424,0.0371,0.033741,0.02885,0.045605,0.040449,0.040494,0.075801,0.040922,0.035173,0.048887,0.08121,0.0337,0.038799,0.079146,0.033503,0.072157
