8.4706,35.216,53.49,69.235,83.843,78.49,39.176,24.333,27.02,26.471,25.275,23.588,23.216,26.765,27.49,24.412,21.941,29.196,32.196,44.529,85.098,169.24,187.82,200.35,185.27,57.039,11.725,21.961,38.608,42.569,38.569,41.745,46.569,39.451,33.824,38.843,32.961,35.216,33.49,35.412,36.627,37.941,39.961,36.922,36.941,41.902,52,56.804,62.039,69.863,80.039,71.431,56.333,29.549,20.765,88.686,106.16,102.45,104.51,92.176,23.078,13.725,9.451,6.549,2.5098,5.2941,10.824,13.922,14.529,17.706,27.392,45.373,97.157,106.8,103.47,87.725,42.627,21.137,51.275,67.235,79.255,84.078,78.706,56.392,42.471,41.294,33.157,29,30.569,27.451,31.333,33.294,38.667,44.725,55.039,49.137,43.98,30.706,16.392
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.058824,0.19608,0.31373,0.35294,0.41176,0.45098,0.21569,0.15686,0.17647,0.15686,0.13725,0.13725,0.13725,0.15686,0.15686,0.13725,0.11765,0.17647,0.19608,0.27451,0.52941,0.92157,0.96078,1,0.96078,0.39216,0.078431,0.13725,0.23529,0.27451,0.2549,0.2549,0.27451,0.23529,0.19608,0.23529,0.17647,0.19608,0.19608,0.21569,0.21569,0.21569,0.23529,0.21569,0.21569,0.2549,0.31373,0.31373,0.35294,0.41176,0.41176,0.37255,0.31373,0.19608,0.13725,0.54902,0.54902,0.54902,0.58824,0.56863,0.13725,0.098039,0.058824,0.039216,0.019608,0.039216,0.058824,0.078431,0.078431,0.098039,0.15686,0.2549,0.54902,0.52941,0.5098,0.4902,0.29412,0.13725,0.29412,0.35294,0.41176,0.45098,0.43137,0.31373,0.23529,0.23529,0.19608,0.17647,0.19608,0.15686,0.17647,0.19608,0.21569,0.2549,0.31373,0.27451,0.23529,0.17647,0.098039
25.412,20.078,16.49,15.373,14.294,13.255,12.255,12.255,11.294,10.373,9.4902,9.4902,9.4902,8.6471,8.6471,9.4902,9.4902,0.078431,0.078431,0.019608,0.019608,0,0,0,0.019608,3.8431,41.49,20.078,17.647,15.373,14.294,2.8235,1.9608,1.5882,1.2549,0.96078,0.96078,0.96078,0.96078,0.96078,0.96078,0.96078,0.96078,0.96078,0.96078,0.70588,0.17647,0.078431,0.078431,0.078431,13.255,14.294,15.373,17.647,9.4902,9.4902,9.4902,8.6471,7.8431,8.6471,11.294,11.294,10.373,10.373,11.294,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,9.4902,10.373,11.294,21.353,20.078,15.373,13.255,12.255,11.294,10.373,10.373,9.4902,8.6471,8.6471,8.6471,7.8431,7.8431,7.8431,7.8431,8.6471,8.6471,8.6471,9.4902,10.373,11.294,12.255
2.8235,1.5882,0.70588,0.4902,0.17647,0.078431,0.078431,0.078431,0.019608,0.019608,0.019608,0.019608,0,0,0,0.019608,0.078431,0.078431,0.17647,0.17647,0.019608,0,0,0,0.019608,0.019608,0.019608,2.8235,0.70588,0.70588,0.4902,0.31373,0.17647,0.078431,0.078431,0.078431,0.078431,0.019608,0.019608,0,0,0,0,0,0,0,0.019608,0.078431,0.078431,0.31373,0.31373,0.4902,0.96078,1.9608,0.078431,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,12.255,13.255,0,15.373,14.294,13.255,13.255,12.255,0.078431,0.078431,0.078431,0.078431,0.078431,0.078431,0.078431,2.8235,1.2549,0.96078,0.4902,0.31373,0.31373,0.17647,0.078431,0.078431,0.078431,0.019608,0,0.019608,0.019608,0.078431,0.078431,0.078431,0.078431,0.17647,0.31373,0.4902,8.6471
0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.8,0.2,0.1,0,0.1,0.3,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1
38,38,38,38,38,38,39,42,40,39,38,38,42,39,39,38,36,28,23,24,24,25,26,26,26,39,49,36,37,37,36,29,25,26,22,21,20,21,21,24,24,24,23,24,24,27,24,24,27,33,37,37,37,36,32,37,37,36,36,36,39,40,25,25,25,23,23,24,24,24,31,34,36,36,37,37,41,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31126,0.58256,0.64171,0.5449,0.46568,0.65488,0.36222,0.49354,0.28658,0.6155,0.477,0.535,0.69087,0.80388,0.81594,0.57294,0.48057,0.66226,0.44047,0.52564,0.64145,0.54639,0.60459,0.56838,0.39022,0.5048,0.51043,0.54797,0.54981,0.53877,0.54735,0.42645,0.56957,0.51447,0.43318,0.59016,0.68,0.78307,0.59951,0.63542,0.76364,0.63078,0.61296,0.49018,0.41549,0.65613,0.58533,0.64519,0.60606,0.65486,0.45533,0.61659,0.61307,0.44503,0.38866,0.38395,0.41075,0.56584,0.49506,0.47513,0.44128,0.18394,0.75949,0.055459,0,0.13865,0.50716,0.66213,0.3352,0.64058,0.54851,0.52498,0.53236,0.42424,0.4867,0.59313,0.29481,0.36332,0.59762,0.56985,0.49128,0.45908,0.51848,0.60471,0.7354,0.6657,0.68546,0.75369,0.61815,0.71115,0.73609,0.86397,0.69646,0.64921,0.7163,0.61632,0.68505,0.73372,0.34142
0.01167,0.015337,-0.00019539,0.00038077,0.027766,0.0054494,-0.0029514,-0.0082417,0.0063189,0.00026321,0.010942,0.015148,-0.0041808,0.00070744,0.0047549,0.0078849,0.011249,-0.0030044,0.0024892,-0.015375,-0.0051522,0.011228,0.020328,0.022998,0.0057754,-0.023078,0.0070076,-0.005627,0.00054985,-0.01194,-0.010012,0.0061967,0.0021185,-0.0039924,0.029013,0.0058492,0.012476,-0.003392,0.003184,0.00011761,-0.00344,-0.00060273,0.0027927,-0.0015236,0.001993,0.0015004,0.0048178,0.0088912,0.0077888,-0.0022893,0.020031,0.0082235,0.0093741,-0.0018538,-0.0062506,-0.0095746,0.016045,0.0069905,-0.0027238,-0.016574,-0.0043704,-0.0003585,-0.0076563,0,0,0,0.0067032,0.016891,0.015321,0.0088625,-0.0019449,0.01469,0.0022676,0.015252,0.019184,0.0058083,-0.014073,-0.0027632,0.013831,0.025099,0.032719,0.0036759,0.016752,0.0017937,0.0082625,0.0061328,-0.0023583,0.00027343,-0.0059615,0.003038,0.0033697,0.0043511,0.0099679,0.0066473,0.0090097,0.0093798,0.013376,0.0090601,0.016444
0.029412,0.048952,0.037544,0.049206,0.090648,0.042659,0.04779,0.041065,0.036828,0.033321,0.034088,0.046794,0.033372,0.027374,0.027624,0.038781,0.059041,0.029291,0.055092,0.052373,0.040541,0.04772,0.059771,0.077325,0.054681,0.067378,0.028933,0.030705,0.038863,0.045422,0.036938,0.061538,0.035831,0.028575,0.089983,0.04089,0.045796,0.027412,0.026763,0.030078,0.031692,0.031294,0.037885,0.029178,0.032099,0.033062,0.030625,0.039113,0.036888,0.035304,0.090019,0.043965,0.043544,0.038513,0.03516,0.053467,0.066483,0.038577,0.047352,0.06823,0.038584,0.026589,0.029412,0.019608,0,0.019608,0.029412,0.042332,0.041681,0.026565,0.024576,0.060067,0.048313,0.062811,0.097811,0.037922,0.046902,0.028067,0.044424,0.073382,0.10971,0.031432,0.062271,0.036767,0.040944,0.033597,0.027587,0.026989,0.037829,0.037521,0.031252,0.026542,0.043924,0.037827,0.035094,0.037406,0.041568,0.029169,0.049459
