12.6,22.4,52.88,70.96,81.2,86.16,82.96,64.54,50.08,42.96,36.02,31.56,27.56,26.96,27.1,29.88,33.5,37.06,37.06,30.9,14.14,2.56,11.02,33.04,76.5,158.9,189.42,198.22,175.34,140.12,37.18,22.8,18.96,13.2,8.4,11.32,12.44,12.58,24.3,32.08,54.8,96.9,111.86,108.4,88.28,63.06,18.72,7.28,2.4,17.42,30.3,52,56.5,63.32,58.6,44.26,34.72,32.78,27.18,30.18,33.58,55.66,94.1,112.6,111.32,95.88,63.72,15.72,10.92,16.04,27.38,95.22,122.86,138.4,130.02,106.86,33.62,4.94,23.24,51.28,90.64,107,115.58,116.4,102.7,74.46,36.88,28.96,28.4,28.7,23.68,21.66,25.38,26.14,23.1,14.72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.14,0.32,0.38,0.4,0.44,0.48,0.38,0.28,0.24,0.2,0.18,0.16,0.16,0.16,0.18,0.2,0.22,0.22,0.2,0.1,0.02,0.08,0.22,0.5,0.94,0.94,0.94,0.94,0.94,0.26,0.16,0.14,0.1,0.06,0.08,0.08,0.08,0.16,0.2,0.34,0.54,0.54,0.52,0.5,0.44,0.14,0.06,0.02,0.12,0.18,0.3,0.3,0.36,0.36,0.28,0.22,0.22,0.18,0.2,0.22,0.36,0.56,0.56,0.54,0.54,0.44,0.1,0.08,0.12,0.18,0.62,0.66,0.66,0.66,0.68,0.26,0.04,0.16,0.34,0.56,0.54,0.54,0.56,0.56,0.46,0.22,0.18,0.18,0.18,0.14,0.12,0.14,0.14,0.14,0.1
19.22,18,11.52,9.68,9.68,8.82,8,7.22,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,6.48,7.22,8,9.68,0.08,0,0,0,0,0,0,0,0.08,8,8,8,8,7.22,7.22,7.22,7.22,7.22,8,8,8,8.82,9.68,11.52,32,38.72,32,27.38,13.52,11.52,11.52,10.58,9.68,8.82,8.82,8,8,8,8,8,8,8,8.82,9.68,12.5,36.98,38.72,9.68,8.82,0.5,0.5,0.5,0.5,0.5,0.72,44.18,10.58,9.68,9.68,9.68,9.68,8.82,8.82,8.82,9.68,10.58,9.68,9.68,9.68,8.82,8.82,8.82,8.82,9.68
3.92,3.38,2,1.62,1.28,0.98,0.72,0.72,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.72,0.72,0.98,2,0,0.5,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.32,14.58,14.58,14.58,14.58,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.08,0.18,0,0.98,0.5,0.18,0.18,0.08,0.08,0.08,0.18,0.18,0.32,0.32,0.32,0.32,0.08,0.08,0.08,0.02,0.02,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.02,0.08,0.02,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0.02,10.58,9.68,9.68,9.68,10.58
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0,0,0,0,0,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.5,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1
34,34,33,32,33,33,33,32,33,33,34,33,34,34,34,33,32,31,31,30,26,23,14,22,26,24,24,24,24,24,26,36,35,31,22,22,22,22,31,32,34,34,34,35,35,36,45,46,41,41,40,38,38,38,37,36,37,35,35,34,35,35,35,35,35,36,37,46,47,36,34,31,30,30,30,31,27,49,37,37,37,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0
0.14629,0.33526,0.59502,0.68029,0.52843,0.55335,0.60242,0.74941,0.73102,0.63383,0.58137,0.56356,0.55103,0.6087,0.52893,0.54185,0.59705,0.64152,0.60665,0.48325,0.33574,0,0.14271,0.46397,0.5529,0.49869,0.39426,0.37241,0.36396,0.42971,0.49166,0.44401,0.28375,0.24698,0.34699,0.51653,0.58481,0.64029,0.51873,0.55563,0.69305,0.45225,0.44889,0.46891,0.32676,0.3673,0.36873,0.046188,0,0.29077,0.4993,0.66957,0.59998,0.62534,0.55203,0.55644,0.47124,0.43763,0.39686,0.43312,0.48508,0.62116,0.58015,0.52011,0.45569,0.49804,0.5119,0.40998,0.23409,0.17739,0.39248,0.47852,0.47168,0.49728,0.39003,0.36697,0.15629,0.042426,0.32911,0.61218,0.62652,0.40503,0.38855,0.52993,0.52843,0.652,0.56301,0.57969,0.55837,0.61295,0.76859,0.6936,0.7415,0.68573,0.58424,0.209
-0.0079713,-0.0027012,-0.0044745,0.0063899,0.017985,0.0088487,-0.0045601,-0.0052106,-0.010798,-0.0068193,0.00063804,-0.0018537,-0.01202,-0.0075756,-0.0043262,-0.0010137,0.0060931,0.004363,0.0006604,-0.00033475,-0.0010908,0,-0.017663,-0.0027956,-0.015477,-0.015767,0.017133,0.052489,0.015038,-0.022852,-0.017416,-0.0078588,-0.0062832,-0.013892,0.013931,-0.0016517,-0.0039906,-0.0045943,-0.0094347,0.0019393,-0.0029434,-0.01407,0.034099,0.038899,0.012879,-0.017696,-0.0057501,-0.014142,0,0.0047133,0.0024035,0.0018345,0.010967,0.0090637,-0.01077,-0.0092325,0.00027001,-0.0047991,-0.0079903,-0.0032116,0.0022274,-0.010649,0.0002584,0.027137,0.029447,0.0087607,-0.023826,0.0068531,0.022654,0.0034191,0.003343,-0.012315,0.01291,0.029801,0.025903,0.0090025,-0.010293,0,0.0060073,-0.007539,-0.010244,0.001507,0.02239,0.026568,-0.0063564,-0.010579,-0.0021688,0.0077476,0.00058013,-0.0099133,-0.00077432,0.0061949,0.0061188,0.0077305,0.0095509,0.0015437
0.023447,0.041414,0.03479,0.04769,0.064865,0.057967,0.038711,0.036172,0.044505,0.036224,0.044617,0.058357,0.059688,0.056885,0.057196,0.033225,0.036899,0.040656,0.036316,0.033683,0.038112,0,0.042273,0.036146,0.045986,0.058416,0.10423,0.22157,0.088659,0.083762,0.049348,0.035562,0.031065,0.041933,0.03,0.02253,0.027411,0.029618,0.033461,0.030889,0.034202,0.047078,0.10899,0.12458,0.080525,0.068138,0.024499,0.03,0,0.051577,0.030677,0.031999,0.042146,0.044144,0.049757,0.052627,0.054396,0.040161,0.041116,0.030591,0.029783,0.037747,0.038332,0.093159,0.10311,0.059491,0.070416,0.023895,0.046303,0.033587,0.027995,0.051589,0.068909,0.091382,0.082681,0.046361,0.068902,0.02,0.037982,0.031487,0.043481,0.046679,0.082601,0.098097,0.050155,0.043805,0.032886,0.041361,0.045147,0.044167,0.03371,0.041883,0.03419,0.032708,0.032506,0.040817
