7.375,24.725,25.275,18.975,30.325,53.65,51.25,89.6,117.2,128.13,138.65,150.9,167.78,160.95,179.72,184.82,193.7,179.2,157.32,142.47,130.47,114.85,109.5,101.13,58.975,47.625,32.45,12.375,16.575,24.35,43.6,71.5,116.38,153.6,157.1,136.6,132.15,38.625,24.025,24.8,21.575,7.15,10.8,48.5,67.65,87.075,122,112.78,56.25,65.125,57.275,45.65,46.15,40.875,42.45,47.125,50.175,52.475,63.325,68.225,58.45,44.05,34.35,18.325,73.15,99.3,113.33,121.83,88,76.5,59.425,49.85,46.75,51.025,52.175,45.15,50.25,56.1,51.1,62.375,56.45,56.975,49.625,45.925,32.85,6.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.125,0.125,0.1,0.175,0.275,0.275,0.475,0.6,0.65,0.675,0.8,0.85,0.8,0.875,0.875,0.875,0.8,0.7,0.625,0.575,0.5,0.5,0.475,0.275,0.25,0.175,0.075,0.1,0.125,0.25,0.375,0.675,0.775,0.8,0.7,0.7,0.25,0.125,0.125,0.125,0.05,0.075,0.275,0.35,0.5,0.625,0.65,0.325,0.375,0.3,0.25,0.25,0.225,0.225,0.25,0.275,0.275,0.325,0.35,0.3,0.225,0.2,0.125,0.375,0.475,0.525,0.6,0.475,0.4,0.325,0.275,0.25,0.275,0.3,0.25,0.275,0.3,0.275,0.325,0.3,0.3,0.275,0.25,0.175,0.05
1.225,0.4,0.4,0.625,0.625,0.4,0.625,0.625,0.625,0.625,0.4,0.4,0.1,0.025,0.025,0.025,0.025,0,0,0.025,0,0,0,0.025,0.1,0.225,0.225,0.4,22.5,22.5,1.225,0.9,0.9,0.9,0.625,0.625,0.4,3.025,22.5,24.025,24.025,2.025,2.5,4.225,3.6,1.6,0.4,0.225,0.225,0.4,0.4,0.625,0.625,0.9,0.625,0.4,0.4,0.625,0.4,0.4,0.4,1.225,1.225,7.225,4.225,3.025,2.5,1.6,1.225,1.225,0.9,0.9,0.9,0.625,0.625,0.625,0.625,0.625,0.625,0.9,1.225,1.225,1.6,2.025,3.025,4.225
24.025,24.025,24.025,24.025,16.9,15.625,13.225,6.4,2.5,1.6,1.6,0.225,0,0.225,0.4,0.4,0.4,1.6,3.6,4.9,7.225,10,10,10,13.225,14.4,18.225,27.225,0.9,0.625,0,0,0,0,0,0.9,0.625,0.9,0.625,0.4,0.4,21.025,7.225,0.9,1.225,2.5,1.6,1.225,1.225,0.9,0.9,0.9,0.9,0.625,0.9,0.9,0.9,0.9,0.9,1.225,2.025,2.025,2.5,7.225,3.6,2.5,2.025,1.6,1.225,1.225,0.9,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.9,1.225,1.6,1.6,2.025,2.5,3.025,4.225
0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.1,0.1,0.1,0,0,0.1,0,0,0,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.3,0.6,0.2,0.2,0.2,0.3,0.6,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
9,7,7,8,9,10,12,15,18,19,19,21,22,20,19,19,19,17,15,14,12,11,11,11,9,10,8,6,33,33,27,26,22,22,22,20,21,26,33,34,34,11,19,24,22,19,19,20,22,20,20,22,22,24,23,22,20,21,20,19,17,20,19,20,21,21,21,21,21,21,22,24,24,22,22,22,22,21,20,17,0,0,0,0,0,0
0.58336,0.75112,0.51338,0.52017,0.90505,0.82783,0.69492,0.6594,0.75924,0.87725,0.78091,0.74441,0.75217,0.93859,0.88891,0.95781,0.73237,0.65964,0.72987,0.79436,0.6388,0.44115,0.78241,0.71947,0.77293,0.92062,0.9436,0.68511,0.58537,0.81957,0.77345,0.87468,0.89966,0.76167,0.81411,0.71141,0.66591,0.75721,0.83355,0.52518,0.61558,0.45962,0.30414,0.62413,0.77692,0.71462,0.70045,0.64227,0.68568,0.60012,0.64513,0.6263,0.72046,0.89417,0.52306,0.63642,0.77058,0.70212,0.70296,0.73442,0.71014,0.69538,0.5593,0.28647,0.72213,0.52556,0.38081,0.54948,0.77054,0.73465,0.69656,0.88854,0.75203,0.66936,0.64477,0.57989,0.75937,0.67689,0.64205,0.72302,0.87411,0.77844,0.59344,0.6585,0.7304,0.070711
0,0.016137,0.014609,-0.018153,-0.0039487,0.026377,0.0073567,0.0041136,0.0077739,0.008497,0.01528,0.0053777,0.007312,0.015445,0.0067463,0.013454,0.024775,0.033037,0.037561,0.037624,0.042628,0.029302,0.043154,0.033533,0.020199,-0.00072421,-0.003356,-0.014528,0.022063,0.0263,-0.0057433,0.00097251,-0.019855,0.01603,0.0033027,0.015202,0.01042,-0.04077,0.012299,-0.0085397,-0.0085621,0,0.017142,-0.00726,0.0085159,-0.010044,0.015604,-0.010057,-0.0026964,-0.00036545,0.005201,0.019016,0.017887,0.0075094,-0.0080737,0.012138,0.006996,0.011738,0.017121,0.021877,0.012764,0.034632,0.0049048,-0.0014981,0.011011,0.022641,0.024747,0.013687,0.015829,0.014256,-0.0035623,0.0055095,0.0034271,0.017129,-0.0035805,0.015138,0.0059805,0.0063576,0.015486,0.0082948,0.0055563,0.016667,0.0060456,-0.0047608,0.01089,0
0.025,0.052209,0.051946,0.052543,0.040624,0.066694,0.044761,0.049031,0.065341,0.050272,0.06558,0.050064,0.050478,0.048781,0.040569,0.046283,0.087519,0.10614,0.11506,0.10426,0.13036,0.11387,0.13415,0.11213,0.061334,0.034407,0.040276,0.0375,0.054377,0.066734,0.040665,0.044038,0.058554,0.075159,0.046547,0.062876,0.057432,0.10928,0.054978,0.046453,0.049102,0.025,0.0375,0.062668,0.051372,0.058547,0.071887,0.06214,0.047445,0.050145,0.050994,0.062646,0.056891,0.037922,0.042165,0.041743,0.035442,0.046709,0.055398,0.073155,0.064868,0.11112,0.058565,0.042611,0.046226,0.091577,0.081845,0.062588,0.059942,0.052174,0.041742,0.039913,0.050736,0.060793,0.041218,0.061092,0.052016,0.053101,0.065577,0.059763,0.048987,0.056586,0.064424,0.049614,0.040269,0.025
71.667,19.067,17.6,26.1,20.429,9.9848,11.439,6.6368,4.7733,4.2877,3.5423,4.0227,3.2924,3.2614,2.7556,2.4317,1.8683,1.8788,2.0862,2.08,2.3406,2.4095,3.4286,4.2105,6.7576,11.727,17.393,45,35.7,20.067,14.655,8.0417,5.8995,3.5504,3.553,4.1281,4.5665,18.273,20.933,18.867,27.467,74.667,55.5,13.106,8.2286,7.7,4.6,6.037,11.703,10.167,9.859,13.164,12.8,14.667,13.267,12.091,12.091,10.697,8.5934,8.0095,9.2564,11.844,18.5,36.133,7.4917,4.5947,3.5584,4.1567,6.9737,7.5,10.308,12.288,12.364,11.576,12.474,13.527,12.045,10.462,11.53,9.011,10.282,10.013,12.424,12.964,16.821,83.333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
