9.697,16.485,18.939,28.758,104.33,123.39,131.03,140.21,105.7,57.848,50.212,46.909,44.091,36.182,31.455,37.576,23.485,24.152,48.091,66.333,82.03,101.45,98.515,70.939,61.606,46.394,38.97,37.182,29.545,29.606,30.091,30,30.424,34.212,34.515,34.545,38.97,45.697,54.879,70.939,105.64,102.58,85.97,68.03,54.727,33.515,3.0303,11.606,48,98.758,108.7,109.09,114.39,49.152,27.636,24.455,21.606,20.03,16.03,12.455,12.545,12.455,28.182,32.879,110.39,140.03,153.85,148.85,129.67,69.394,14.879,7.5455,39.364,62.697,78.121,77.606,69.424,59.242,50.758,48.061,60.727,57.909,60.242,67.879,82.091,83.091,83.091,64.333,26.939,6.6061
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.090909,0.12121,0.12121,0.21212,0.75758,0.84848,0.87879,0.93939,0.78788,0.39394,0.33333,0.33333,0.33333,0.27273,0.24242,0.30303,0.21212,0.21212,0.33333,0.42424,0.54545,0.66667,0.66667,0.45455,0.42424,0.33333,0.27273,0.27273,0.21212,0.21212,0.21212,0.21212,0.21212,0.24242,0.24242,0.24242,0.27273,0.30303,0.36364,0.48485,0.72727,0.66667,0.57576,0.48485,0.39394,0.27273,0.030303,0.090909,0.39394,0.75758,0.81818,0.81818,0.87879,0.39394,0.21212,0.18182,0.15152,0.15152,0.12121,0.090909,0.090909,0.090909,0.24242,0.24242,0.90909,0.87879,0.90909,0.90909,0.90909,0.57576,0.12121,0.060606,0.33333,0.42424,0.51515,0.51515,0.48485,0.42424,0.36364,0.36364,0.45455,0.39394,0.42424,0.48485,0.54545,0.51515,0.54545,0.45455,0.21212,0.060606
0.75758,0.48485,0.48485,0.27273,0.27273,0.12121,0.030303,0,0,0.27273,0.48485,0.48485,0.48485,0.48485,0.27273,0.27273,0.48485,5.1212,3.6667,3.0303,1.9394,1.0909,1.0909,0.75758,0.48485,0.48485,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.12121,0.12121,0.27273,0.27273,0.48485,0.48485,0.75758,0.75758,1.0909,1.4848,2.4545,3.0303,5.1212,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.12121,0.27273,17.455,18.939,20.485,20.485,20.485,20.485,20.485,18.939,0.12121,0.12121,0.12121,0.12121,0.030303,0.030303,0.030303,0.12121,18.939,20.485,1.9394,1.0909,0.75758,0.48485,0.48485,0.27273,0.27273,0.27273,0.12121,0.12121,0.12121,0.27273,0.12121,0.27273,0.48485,0.75758,1.9394,13.364
18.939,18.939,18.939,1.4848,0.75758,0.27273,0.27273,0.12121,0.12121,0.030303,0.030303,0.030303,0,0,0.12121,0.12121,0.27273,5.1212,3.6667,2.4545,1.4848,0.75758,0.75758,0.75758,0.48485,0.27273,0.27273,0.12121,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.12121,0.12121,0.12121,0.12121,0.27273,0.27273,0.48485,0.75758,1.4848,1.9394,3.0303,3.6667,0,22.091,3.0303,0.75758,0.27273,0.27273,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.27273,0.48485,0.48485,0.75758,0.75758,1.0909,0.030303,0.12121,0.12121,0.12121,0.12121,0.27273,0.48485,0.75758,0.48485,0.27273,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.030303,0.12121,0.12121,0.12121,0.27273,0.48485,0.48485,0.75758,1.4848,3.0303
0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1
7,7,7,12,16,17,16,16,16,19,19,19,21,25,20,18,16,17,17,18,18,18,18,17,17,18,16,19,19,20,20,20,20,18,17,18,19,20,18,18,18,18,17,18,17,18,4,5,11,16,17,17,17,21,28,29,29,29,29,28,28,27,16,13,18,17,17,17,17,17,28,28,19,18,17,15,15,14,16,16,0,0,0,0,0,0,0,0,0,0
0.30353,0.67533,0.72911,0.94974,0.57239,0.50494,0.58812,0.57804,0.73794,0.90765,0.70954,0.64469,0.6145,0.66598,0.60319,0.62935,0.28519,0.15494,0.59814,0.57331,0.63769,0.62682,0.67098,0.68275,0.75661,0.85009,0.84529,0.8915,0.65362,0.8686,0.71227,0.66387,0.70197,0.90496,0.83193,0.7389,0.83202,0.86866,0.70483,0.84557,0.68843,0.63124,0.57691,0.49716,0.46064,0.38134,0,0.35898,0.69089,0.44886,0.42613,0.57021,0.60525,0.69786,0.50789,0.733,0.81498,0.91699,0.68182,0.63492,0.54545,0.56122,0.5509,0.83429,0.77339,0.3858,0.49215,0.42117,0.58611,0.52568,0.49322,0.10714,0.33014,0.6947,0.82787,0.69416,0.75699,0.67974,0.46596,0.54757,0.78528,0.73032,0.72921,0.80593,0.76733,0.7431,0.70579,0.7672,0.6015,0.042855
-0.017648,0.0053109,0.00054732,-0.0023427,0.0009594,0.013819,0.0010396,0.011889,-0.009293,0.0064487,0.024045,0.016796,-0.012668,-0.00047134,-0.0065606,-0.014417,0.0087323,-0.0044176,0.03092,0.016293,0.032805,0.030661,0.0090862,0.018924,0.009742,-1.2007e-05,0.00084333,0.0043356,-0.014595,0.0028881,0.009647,0.00059977,0.0078347,0.016706,0.015686,0.0074274,0.003239,0.017235,0.0098265,0.0046972,0.014258,0.012753,0.021856,0.037739,0.039663,0.023464,0,0.021256,-0.0086487,0.0091609,0.01615,-0.022172,-0.023289,-0.010382,0.0056276,0.013645,0.0015065,-0.0035926,0.0077086,0.012528,0,-0.0029971,-0.00054591,-0.0092296,-0.044466,-0.019422,0.069131,0.035871,0.014651,-0.016484,0.0030644,0,-0.016653,0.01686,0.017613,0.016265,0.011374,0.010916,0.0016089,0.024275,0.0093897,0.018752,0.010936,0.0032495,0.012611,0.012424,0.021988,-0.0042039,0.0065959,0
0.045455,0.048153,0.031308,0.040337,0.065164,0.09953,0.06763,0.094409,0.07515,0.057316,0.06063,0.067506,0.079371,0.053428,0.078833,0.072952,0.04398,0.073623,0.093035,0.070639,0.089009,0.11035,0.056093,0.061049,0.055253,0.05149,0.053361,0.048628,0.048625,0.047737,0.055637,0.045996,0.048154,0.048419,0.058332,0.065435,0.053225,0.070967,0.062741,0.055101,0.054912,0.075185,0.078773,0.10812,0.1182,0.093232,0,0.045455,0.043429,0.057222,0.0811,0.091477,0.10618,0.042743,0.059972,0.05261,0.058743,0.052678,0.043608,0.045455,0.045455,0.045455,0.033606,0.056641,0.12706,0.081309,0.26777,0.16179,0.067369,0.064839,0.042808,0.030303,0.092983,0.062552,0.059498,0.071034,0.061451,0.051561,0.088271,0.085211,0.040326,0.067149,0.069265,0.053417,0.066497,0.086728,0.07417,0.051362,0.053763,0.030303
