7.08,44.22,65.92,75.86,79.34,89.64,81.72,70.68,65.52,52.36,45.94,43.16,39.3,35.16,36.14,31.58,36.04,43.36,54.54,55,44.06,38.98,19.04,7.98,19.46,28.58,93.84,141.62,154.54,166.8,172.56,102.18,45.72,32.18,21.12,17.26,7.6,9.96,13.58,13.42,20.18,29.14,39.7,124.54,181.52,168.34,173.2,139.9,64.72,39,28.16,11.44,2.32,5.38,28.22,42.46,100.32,117.96,115.54,118.5,85.14,15.76,15.7,16.5,17.64,18.48,25.66,26.86,24.52,20.48,9.78,12.68,43.52,62.1,76.86,85.28,88.04,68.12,61.4,53.42,49.46,44.5,38.4,36,36.58,36.28,40.84,54.04,56.58,57.64,53.38,47.76,44.32,26.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.26,0.34,0.38,0.4,0.48,0.46,0.38,0.36,0.3,0.26,0.24,0.22,0.2,0.22,0.18,0.2,0.24,0.3,0.3,0.24,0.22,0.12,0.06,0.12,0.16,0.58,0.74,0.78,0.84,0.86,0.56,0.26,0.18,0.12,0.1,0.04,0.06,0.08,0.08,0.12,0.16,0.22,0.7,0.96,0.9,0.9,0.78,0.38,0.22,0.18,0.08,0.02,0.04,0.16,0.22,0.58,0.58,0.58,0.58,0.54,0.1,0.1,0.1,0.1,0.1,0.14,0.16,0.14,0.12,0.08,0.1,0.24,0.32,0.4,0.44,0.48,0.36,0.34,0.3,0.28,0.26,0.22,0.2,0.2,0.2,0.22,0.3,0.3,0.3,0.28,0.26,0.24,0.18
21.78,16.82,13.52,12.5,12.5,9.68,9.68,8.82,8,8,8,7.22,7.22,7.22,7.22,8,8,7.22,8,8.82,9.68,10.58,13.52,9.68,8.82,8,8,2.88,2,0.98,0.72,0.32,0.18,0.18,0.08,0.02,0.02,0.02,0,0,0,0,0,0,0,0.08,0.08,0.18,0.18,8.82,8.82,8.82,8.82,10.58,8.82,8.82,8,8,8,7.22,7.22,10.58,9.68,8.82,8,8,7.22,6.48,6.48,6.48,8,19.22,15.68,13.52,11.52,10.58,9.68,8.82,8,8,8,7.22,7.22,7.22,7.22,7.22,7.22,8,8,8,8,9.68,10.58,12.5
3.92,1.28,0.98,0.72,0.5,0.32,0.18,0.08,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.32,0.5,0.72,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.08,44.18,42.32,42.32,42.32,12.5,12.5,11.52,0.32,0.08,0.02,0.02,0.02,0.02,0,0.02,0.08,0,0.08,0.02,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.18,12.5,12.5,11.52,11.52,12.5,13.52,13.52,3.92,2,1.28,0.72,0.5,0.32,0.18,0.18,0.18,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.18,0.32,0.5,0.5,0.72
0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0,0,0.1,0.1,0.1,0.2,0,0.2,0.2,0.4,0.5,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
35,36,35,35,36,35,35,35,34,36,36,35,36,36,35,37,34,32,32,34,33,33,36,32,36,35,35,31,30,29,28,23,23,24,26,21,3,3,3,3,10,11,13,26,25,26,26,25,25,38,37,29,22,36,33,35,35,35,35,34,34,38,33,28,23,23,23,23,22,22,23,34,35,35,35,35,35,35,34,33,35,34,34,35,35,0,0,0,0,0,0,0,0,0
0.072111,0.57957,0.51424,0.38828,0.38346,0.58539,0.70411,0.67617,0.74704,0.60893,0.61016,0.67051,0.61834,0.59276,0.70337,0.6817,0.48706,0.58561,0.40456,0.63542,0.52282,0.65286,0.62593,0.37363,0.6459,0.70427,0.6847,0.428,0.41219,0.48021,0.41502,0.64359,0.81885,0.53803,0.71844,0.62363,0.16971,0.35043,0.85219,0.60693,0.495,0.56694,0.67417,0.5908,0.48101,0.51306,0.47735,0.57101,0.77161,0.6071,0.57325,0.4128,0,0.66468,0.61801,0.50239,0.58782,0.32432,0.45674,0.33522,0.49945,0.4562,0.67201,0.8066,0.76806,0.41938,0.77388,0.66663,0.60116,0.46522,0.21626,0.20756,0.64132,0.50255,0.49444,0.46756,0.65467,0.51342,0.66321,0.7387,0.78875,0.61475,0.44139,0.34072,0.40127,0.39035,0.50984,0.66915,0.66042,0.71506,0.78879,0.5875,0.61368,0.36685
-0.0094066,0.018017,0.02777,0.016218,0.025836,0.022725,0.0053951,0.019143,0.0099234,0.0088973,0.012453,0.0074025,0.0096776,0.0091062,0.0077192,0.015705,0.015132,0.0031314,0.015905,0.020815,0.011383,0.01295,0.0062096,-0.0057482,0.0055133,0.0088711,0.0010403,0.02193,0.02896,0.041255,0.037193,0.017053,0.0070478,0.0099716,0.010818,0.01059,0,-0.0020902,0.00021393,0.00047071,-0.0062703,-0.0045454,0.0080103,0.010564,0.026051,0.013185,0.011985,0.012493,0.0035536,0.014239,-0.0047953,0.01878,0,0,0.0052081,0.015066,0.0027913,0.020503,0.036203,0.01409,0.0017909,0.0068394,-0.00091777,0.00032622,0.0040493,0.0035624,0.012577,0.01155,0.018182,0.027193,-0.0031169,-0.0026384,0.020722,0.018236,0.024001,0.036351,0.0097142,0.02806,0.012002,0.011755,0.00099983,0.0074743,0.00060259,-0.0025413,0.0009641,-0.0068448,0.017122,0.0088078,0.022763,0.023932,0.024322,0.014451,0.017165,-0.00025073
0.03,0.048095,0.10373,0.065561,0.09094,0.069299,0.040257,0.054321,0.036997,0.032734,0.039036,0.03726,0.038211,0.037162,0.031311,0.04608,0.049272,0.038578,0.065393,0.061628,0.036142,0.04129,0.0301,0.03,0.039388,0.036912,0.032179,0.07078,0.10245,0.16657,0.18125,0.05089,0.032709,0.048057,0.045528,0.045086,0.02,0.03,0.020649,0.033611,0.031216,0.044129,0.038096,0.046614,0.094499,0.055795,0.059083,0.044762,0.032074,0.054582,0.033073,0.043997,0,0.02,0.04497,0.043892,0.041358,0.1024,0.17993,0.065509,0.046443,0.024496,0.027015,0.028355,0.033727,0.043489,0.03754,0.039518,0.047063,0.068322,0.028924,0.037693,0.065095,0.05869,0.093288,0.11349,0.041882,0.094016,0.046722,0.041591,0.032011,0.050367,0.032409,0.032721,0.030509,0.049098,0.057412,0.045248,0.063337,0.06091,0.060195,0.043246,0.053826,0.042671
