9.697,16.788,19.455,19.697,28.879,37.152,59.879,84.97,106.15,82.606,87.273,92.394,85.909,83.97,88.848,109.42,123.79,127.33,130.42,118.09,128.15,104.36,90.333,63.667,48.667,31.061,25.485,23.97,23.545,16.091,21.394,8.4242,27.727,53.212,52.091,56.879,82.394,183.52,199.61,207.73,198.18,185.3,84.485,47.515,48.909,40.303,27.879,9.3636,46.03,85.182,116.42,122.06,100.39,84.788,73.606,72.303,67.909,77.939,81.545,86.545,96.545,130.27,133.73,111.88,82.636,48.303,22.061,8.5455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060606,0.090909,0.090909,0.090909,0.15152,0.18182,0.30303,0.42424,0.54545,0.42424,0.42424,0.48485,0.42424,0.39394,0.42424,0.51515,0.54545,0.57576,0.63636,0.57576,0.60606,0.48485,0.42424,0.30303,0.24242,0.15152,0.12121,0.12121,0.12121,0.090909,0.15152,0.060606,0.15152,0.27273,0.27273,0.27273,0.42424,0.87879,0.87879,0.90909,0.90909,0.87879,0.42424,0.24242,0.27273,0.21212,0.15152,0.060606,0.24242,0.42424,0.54545,0.57576,0.48485,0.42424,0.36364,0.36364,0.33333,0.39394,0.42424,0.42424,0.48485,0.63636,0.63636,0.54545,0.42424,0.24242,0.12121,0.060606
27.273,25.485,25.485,25.485,23.758,20.485,14.667,9.8182,5.9394,3.6667,3.0303,1.4848,0.27273,0.27273,0.12121,0.12121,0.12121,0.12121,0.27273,2.4545,4.3636,7.7576,9.8182,13.364,16.03,20.485,22.091,22.091,23.758,23.758,0.48485,0.48485,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.12121,0.030303,0.030303,0.12121,0.12121,0.12121,0.030303,0.030303,0.12121,0.12121,0.75758,0.48485,0.27273,0.12121,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0,0.030303,0.030303,0.030303,0.12121,0.27273,9.8182,12.121,14.667
0.030303,0.030303,0.030303,0.030303,0,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,5.1212,5.1212,5.1212,5.1212,5.1212,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.12121,0.12121,0.12121,0.12121,0.12121,0.030303,0.12121,17.455,22.091,0.12121,0.030303,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.27273,0.27273,25.485,12.121,1.0909,0.27273,0.27273,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.27273,0.48485,0.48485,0.75758,1.0909,1.4848,2.4545,2.4545
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1
32,31,31,31,31,30,28,26,24,20,19,17,11,11,11,11,12,13,15,20,23,25,26,27,28,29,30,30,31,30,7,6,15,16,15,15,13,16,17,17,17,17,16,17,15,11,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81424,0.70047,0.15152,0.58,1.0129,0.62916,0.79255,0.88543,0.94104,1.1818,0.95778,1.0999,0.69007,0.78816,0.88824,0.9917,0.45951,0.68428,1.0458,0.96267,0.72571,0.8133,0.87233,0.6145,0.77812,1.0112,0.33414,0.78725,1.3936,0.85495,0.17591,0.08571,0.70157,1.1929,0.88478,0.9209,1.1655,0.90025,0.59131,0.76561,0.71754,0.66532,0.73547,0.68778,1.0659,1.0208,0.74874,0.19285,0.92744,0.86073,0.72245,0.62561,0.98526,0.92602,0.82133,0.77126,0.75989,1.2091,1.0874,1.0397,1.055,0.97556,0.77473,0.77842,0.89319,0.79957,0.89995,0.08571
0,0.021247,0,-0.015037,0.0087543,0.0071344,0.029118,0.027624,0.015989,0.012691,0.032819,0.016313,0.023575,0.058535,0.056207,0.024938,0.014729,0.047803,0.020573,0.023618,0.025744,0.045103,0.050964,0.0013659,0.031247,0.039512,0.0051385,0.020112,0.01556,-0.0077341,0.010474,0,-0.027647,0.0035607,0.01534,0.0091996,0.010525,0.027698,0.071697,0.07624,0.055859,0.023389,0.01058,-0.0032702,-0.0036241,0.022569,-0.010538,0,0.022547,0.037332,0.0092831,0.013343,0.03104,0.013888,0.019238,0.016289,-0.0005418,0.015357,0.013869,0.02444,0.018412,0.018037,0.048195,0.025508,0.022945,0.019202,0.015178,0
0.030303,0.045455,0.045455,0.045455,0.041007,0.052243,0.10342,0.083334,0.057151,0.054955,0.082777,0.051972,0.070099,0.18688,0.15482,0.083113,0.092599,0.18205,0.058775,0.068899,0.11246,0.12399,0.15714,0.064701,0.077524,0.089857,0.046741,0.058155,0.060975,0.045455,0.057002,0.030303,0.078895,0.044274,0.061289,0.052938,0.053019,0.091621,0.31213,0.27797,0.19484,0.10739,0.059411,0.055905,0.046852,0.059117,0.046636,0.030303,0.05923,0.10146,0.055458,0.073371,0.076526,0.061354,0.068525,0.082487,0.063029,0.055502,0.046647,0.083502,0.059635,0.067669,0.15095,0.097297,0.069791,0.061733,0.050775,0.030303
