6.5769,9.5385,13.942,44.865,140.13,167.13,172.79,170.46,165.98,108.17,44.75,18.962,13.327,15.712,18.904,15.942,18.115,16.712,19.192,17.346,21.712,27.846,30.846,40.173,46.596,66.635,59.481,48.519,25.615,13.538,27.269,59.096,167.4,193.56,190.54,179.63,74.404,20.654,15.481,12.519,11.269,9.4038,9.8846,10.173,10.577,17.058,27.365,29.385,44.846,100.63,107.06,105.31,93.096,56.615,10.673,5.0769,2.3269,44.769,55.692,62.654,64.212,58.75,42.385,32.846,31.231,28.462,28.288,25.731,34.481,82.769,108.12,111.46,107.83,97.038,27.404,18.058,16.308,5.1346,5.0577,14.288,70.538,104.63,108.65,101.29,46.596,18.019,9.9808,11.308,14.077,13.731,9.4231,4.8654,2.7115,15.769,19.942,40.942,101.56,118.17,126.38,107.69,33.365,18.154,8.5769,12.25,12.038,9.8077,30.365,52.942,66.423,71.365,80.115,71.654,52.673,46.442,34.654,24.615,26.923,25.846,31.481,85.212,109.13,113.85,108.38,98.962,44.923,16.135,12.038,14.404,26.846,33.173,94.596,175.98,189.73,200.21,187,48.808,10.519,5.8269,2.6731,17.404,45.692,68.692,84.788,85.865,63.712,49.673,46.635,30,30.865,30.5,32.577,32.058,33.058,32.962,43.115,42.808,41.904,47.096,46.096,41.173,33.038,5.4808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038462,0.057692,0.076923,0.26923,0.82692,0.84615,0.84615,0.84615,0.84615,0.63462,0.28846,0.11538,0.076923,0.096154,0.11538,0.096154,0.11538,0.096154,0.11538,0.096154,0.11538,0.15385,0.17308,0.21154,0.25,0.38462,0.30769,0.26923,0.15385,0.096154,0.15385,0.32692,0.92308,0.94231,0.92308,0.92308,0.44231,0.13462,0.096154,0.076923,0.076923,0.057692,0.057692,0.057692,0.057692,0.096154,0.15385,0.15385,0.25,0.53846,0.51923,0.5,0.46154,0.36538,0.057692,0.038462,0.019231,0.25,0.28846,0.32692,0.32692,0.32692,0.23077,0.17308,0.17308,0.15385,0.15385,0.13462,0.19231,0.46154,0.53846,0.53846,0.51923,0.53846,0.15385,0.096154,0.096154,0.038462,0.038462,0.096154,0.42308,0.51923,0.53846,0.53846,0.26923,0.11538,0.057692,0.057692,0.076923,0.076923,0.057692,0.038462,0.019231,0.096154,0.11538,0.25,0.59615,0.67308,0.71154,0.67308,0.19231,0.11538,0.057692,0.076923,0.076923,0.057692,0.19231,0.28846,0.34615,0.36538,0.42308,0.40385,0.30769,0.26923,0.19231,0.15385,0.17308,0.15385,0.19231,0.5,0.51923,0.53846,0.51923,0.5,0.28846,0.096154,0.076923,0.096154,0.15385,0.17308,0.55769,0.92308,0.92308,0.94231,0.96154,0.30769,0.057692,0.038462,0.019231,0.13462,0.26923,0.36538,0.40385,0.44231,0.32692,0.26923,0.26923,0.17308,0.19231,0.19231,0.19231,0.17308,0.19231,0.19231,0.25,0.25,0.23077,0.25,0.25,0.21154,0.19231,0.038462
1.2308,1.2308,0.94231,0.94231,0.94231,0.94231,0.94231,0.94231,0.94231,0.69231,0.94231,0.94231,0.94231,0.94231,0.94231,0.94231,0.69231,0.94231,0.94231,0.94231,1.2308,1.2308,1.2308,1.5577,1.9231,1.9231,2.7692,3.25,4.9231,0.30769,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,11.077,11.077,10.173,10.173,9.3077,9.3077,9.3077,9.3077,8.4808,8.4808,9.3077,9.3077,9.3077,10.173,11.077,12.019,16.173,40.692,42.481,33.923,13,12.019,11.077,11.077,10.173,9.3077,9.3077,8.4808,8.4808,8.4808,8.4808,8.4808,8.4808,9.3077,9.3077,10.173,10.173,13,38.942,38.942,40.692,12.019,11.077,10.173,9.3077,8.4808,8.4808,10.173,11.077,10.173,10.173,9.3077,9.3077,10.173,11.077,13,12.019,11.077,9.3077,6.2308,3.25,2.7692,2.7692,1.9231,1.9231,1.5577,0.94231,0.69231,0.48077,0.30769,0.30769,0.17308,0.17308,0.076923,0.019231,0.019231,0.17308,0.17308,8.4808,8.4808,8.4808,8.4808,8.4808,9.3077,9.3077,10.173,11.077,13,37.231,37.231,0.17308,0.17308,0.17308,0.076923,0.076923,0.076923,0.019231,0,0.076923,40.692,42.481,44.308,18.481,16.173,13,12.019,11.077,11.077,10.173,9.3077,9.3077,8.4808,8.4808,7.6923,7.6923,7.6923,7.6923,8.4808,8.4808,9.3077,9.3077,10.173,11.077,12.019,14.019
33.923,32.327,32.327,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0,0,0,0.019231,0.019231,0.019231,6.9423,6.9423,6.9423,7.6923,7.6923,7.6923,8.4808,8.4808,9.3077,9.3077,11.077,12.019,14.019,0.076923,0.076923,0.019231,0.019231,0.019231,0.076923,0.076923,0.076923,0.019231,0.019231,0.076923,0.076923,14.019,14.019,14.019,14.019,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.17308,0.17308,0.17308,0.17308,0,0.17308,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.30769,0.30769,0.30769,0.076923,0.076923,0.076923,0.019231,0.076923,0.076923,0.076923,0.30769,12.019,0.48077,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,13,13,13,13,13,13,0,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,30.769,32.327,33.923,37.231,0.69231,0.30769,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.17308,0.17308,0.30769,0.48077,0.69231,0.48077,0.17308,0.076923,0.076923,0.076923,0.076923,0.17308,0.30769,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.17308,0.17308,0.17308,0,3.25,1.5577,0.94231,0.69231,0.48077,0.48077,0.30769,0.17308,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.17308,0.17308,0.30769,0.30769,0.30769,0.48077,0.94231,0.94231,10.173
0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.4,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.5,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1
10,10,10,19,29,30,30,30,30,33,39,37,40,30,31,27,20,23,21,18,21,21,19,20,21,21,21,21,21,23,17,19,27,27,27,27,33,43,45,37,37,24,24,24,24,29,33,34,35,37,37,38,38,39,48,49,43,40,39,39,39,39,40,38,36,36,36,34,33,34,37,37,37,38,41,48,48,48,27,31,36,36,36,36,37,37,25,25,25,25,25,26,27,36,34,35,35,32,31,31,25,25,11,10,9,7,31,33,32,34,32,30,28,29,30,36,35,35,33,35,36,37,37,38,38,47,47,14,22,21,20,27,27,26,26,32,48,49,49,36,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27196,0.60365,0.65899,0.61342,0.59168,0.38588,0.50025,0.49721,0.47184,0.65769,0.59553,0.59518,0.574,0.37724,0.38909,0.23919,0.51845,0.5356,0.58033,0.39214,0.36638,0.56778,0.56418,0.34674,0.50524,0.57981,0.34428,0.48358,0.44605,0.44323,0.56027,0.66931,0.53648,0.42068,0.29598,0.48087,0.65008,0.71619,0.63082,0.46057,0.41201,0.56755,0.60028,0.83876,0.67728,0.79134,0.70856,0.4795,0.60435,0.43795,0.51874,0.39355,0.33374,0.4612,0.54529,0,0,0.50206,0.50711,0.57572,0.47565,0.68828,0.71751,0.4841,0.6428,0.61607,0.73015,0.6288,0.7042,0.52266,0.43433,0.38172,0.32077,0.51693,0.57237,0.38711,0.54301,0.040795,0.17678,0.43442,0.59098,0.45544,0.52931,0.4977,0.55416,0.52643,0.67964,0.32862,0.71145,0.54359,0.32768,0.12238,0,0.54546,0.37099,0.47943,0.49513,0.56133,0.4772,0.51762,0.44201,0.54903,0.39239,0.46879,0.52302,0.32805,0.55295,0.5078,0.70263,0.62473,0.59111,0.55495,0.58343,0.6725,0.5747,0.61966,0.46603,0.48422,0.60549,0.53488,0.47834,0.50967,0.47734,0.43863,0.52022,0.59885,0.44647,0.56989,0.65619,0.52216,0.63011,0.56356,0.51104,0.33514,0.38749,0.54803,0.47974,0.31276,0,0.12742,0.55697,0.6835,0.45457,0.70856,0.58752,0.63301,0.63782,0.3664,0.50663,0.49481,0.62592,0.59807,0.5741,0.49622,0.59099,0.69728,0.6242,0.59375,0.74084,0.4188,0.59493,0.040795
0,0.010619,0.013426,-0.0036037,-0.0076452,0.013598,0.018938,0.019271,0.0028507,0.0013007,-0.014149,-0.009236,0.0047563,0.010363,0.002413,0.014185,0.0038628,0.018025,-0.0013204,-0.0064004,0.00054131,0.010455,0.010323,0.0071402,0.022647,-0.003369,-0.0014256,-0.0039012,0.0025164,-0.012711,0.00494,0.0072097,-0.0046083,0.030688,0.010611,0.0062876,0.0001413,-0.012702,-0.0020203,-0.009411,-0.0084454,-0.013318,0.0081539,0.013526,0.012606,0.0076053,0.0010432,0.011041,0.011079,-0.0076388,0.036538,0.036026,0.022206,-0.02737,0.01091,0,0,0.012205,0.026108,0.014822,0.0018596,0.0037054,0.0070048,-0.0030678,-0.0038498,-0.0012086,0.012503,0.008899,0.0052001,0.00046033,0.027409,0.029608,0.009791,0.0027483,0.0028034,0.0078372,0.0084484,0,0,-0.0051533,-0.0028747,0.030064,0.019019,0.011491,0.011978,-0.0073027,0.011237,-0.0040783,0.016183,0.0136,-0.0027476,0,0,-0.016217,-0.0048938,-0.0016904,0.0061556,0.0035852,0.0057852,-0.012286,0.0040223,0.0032493,-0.0076575,-0.0030729,-0.0027055,0.0094655,-0.014752,0.016042,0.010576,0.0080389,0.010828,0.0078995,0.0022757,-0.0084618,-0.0005912,-0.0048352,-0.012627,-0.014787,-0.011011,-0.01078,0.022859,0.025598,0.033963,0.0062892,-0.017371,0.0078493,-0.00028392,-0.015113,0.0062906,-0.0010336,-0.0092632,0.0043623,0.018005,0.029911,0.017328,-0.011455,0.011634,0,0,-0.0045463,0.004698,0.011672,0.027798,0.009701,0.011369,0.0037981,0.0083326,0.01898,5.7648e-05,-0.011072,0.0063184,0.0033497,0.0040544,0.0045157,-0.0020473,0.0048878,0.01238,0.0094733,0.0076424,0.0093859,-0.0043539,0
0.019231,0.028846,0.036043,0.031742,0.041184,0.062716,0.057161,0.056384,0.060678,0.027108,0.038127,0.030238,0.037061,0.033867,0.034143,0.035975,0.031256,0.043726,0.024461,0.047391,0.027381,0.03592,0.036384,0.042046,0.07123,0.037988,0.039334,0.04324,0.038828,0.034796,0.04324,0.036443,0.05048,0.11792,0.052398,0.054119,0.030604,0.032993,0.025716,0.031347,0.030086,0.028846,0.028846,0.028846,0.028846,0.022867,0.026003,0.034218,0.03895,0.053336,0.11934,0.12496,0.11315,0.073991,0.028846,0,0,0.044333,0.084396,0.045041,0.035855,0.037439,0.036174,0.032766,0.042857,0.030616,0.036536,0.026883,0.03084,0.036509,0.10628,0.097729,0.0585,0.057185,0.030819,0.024151,0.037594,0.019231,0.019231,0.026292,0.03649,0.11029,0.068694,0.045264,0.040221,0.030967,0.028846,0.028846,0.041526,0.039429,0.028846,0.019231,0,0.04875,0.043893,0.031832,0.041317,0.037394,0.033739,0.05173,0.044929,0.0293,0.028846,0.027695,0.029969,0.028846,0.044295,0.058002,0.039478,0.037683,0.039171,0.040558,0.037949,0.036194,0.029648,0.028552,0.039601,0.049606,0.032657,0.042998,0.081619,0.080074,0.13168,0.036411,0.049611,0.040719,0.020031,0.040531,0.033248,0.025201,0.044229,0.046611,0.061139,0.13303,0.10152,0.040915,0.028846,0.019231,0,0.041153,0.032214,0.038227,0.098385,0.040602,0.054257,0.031917,0.029821,0.08022,0.039355,0.040831,0.029652,0.025141,0.026498,0.030386,0.034883,0.02588,0.039303,0.042585,0.03481,0.036816,0.028533,0.019231
