1.9787,7.3617,11.936,14.915,62.383,84.106,92.064,96.085,88.745,44.553,29.553,26.426,26.043,26.787,24.851,14.021,6.7021,21.128,36.723,51.085,58.489,62.255,43.255,34.383,35.128,30.702,25.872,26.66,34.745,71.809,79.851,80.83,82.362,73,32.83,17.723,16.447,15.617,10.894,3.8511,14.809,31.83,78.66,85.702,87.085,82.255,42.851,18.064,14.83,13.979,7.1277,8.5532,11.83,12.106,14.213,19.532,26.894,34.255,57.574,82.489,85.383,82.681,66.149,14.298,10.213,2.0851,7.4043,12.511,31.851,75.128,85.851,90.851,88.234,47.574,31.872,27.191,29.085,29.766,29.809,26.17,17.383,4.2766,7.8085,29.085,45.745,59.021,63.979,63.809,51.404,38.66,33.106,27.83,25.426,20.681,20.596,19.17,16.319,16.766,17.681,22.723,26.021,29.574,35.298,39.426,52.553,69.213,65.511,59.213,52.66,37.043,14.979,4.2979,16.468,24.213,56.723,105.17,120.6,127.4,120.6,60.809,23.915,20.617,20.511,14.851,8.383,8.5957,10.745,15.766,19,18.936,25.809,113.83,137.79,134.81,130.49,104.43,35.17,31.723,30.894,34.915,41.723,43.702,32.234,5.9362
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021277,0.06383,0.085106,0.10638,0.51064,0.57447,0.61702,0.65957,0.65957,0.34043,0.21277,0.19149,0.19149,0.19149,0.19149,0.10638,0.06383,0.19149,0.2766,0.3617,0.38298,0.46809,0.34043,0.25532,0.2766,0.23404,0.19149,0.21277,0.2766,0.57447,0.59574,0.59574,0.59574,0.57447,0.2766,0.12766,0.12766,0.12766,0.10638,0.042553,0.12766,0.23404,0.57447,0.59574,0.59574,0.59574,0.38298,0.14894,0.12766,0.12766,0.06383,0.06383,0.085106,0.085106,0.10638,0.14894,0.19149,0.23404,0.42553,0.57447,0.57447,0.55319,0.51064,0.10638,0.085106,0.021277,0.06383,0.085106,0.25532,0.57447,0.59574,0.6383,0.65957,0.38298,0.23404,0.19149,0.21277,0.21277,0.21277,0.19149,0.14894,0.042553,0.085106,0.23404,0.31915,0.40426,0.44681,0.46809,0.38298,0.2766,0.25532,0.21277,0.19149,0.14894,0.14894,0.14894,0.12766,0.12766,0.12766,0.17021,0.19149,0.21277,0.25532,0.2766,0.38298,0.48936,0.44681,0.42553,0.3617,0.2766,0.12766,0.042553,0.14894,0.19149,0.46809,0.76596,0.82979,0.87234,0.91489,0.53191,0.19149,0.17021,0.17021,0.12766,0.06383,0.06383,0.085106,0.12766,0.14894,0.14894,0.21277,0.93617,0.97872,0.93617,0.93617,0.85106,0.25532,0.21277,0.21277,0.23404,0.2766,0.29787,0.25532,0.06383
10.298,8.5106,8.5106,7.6809,6.8936,6.8936,6.1489,5.4468,4.7872,5.4468,8.5106,8.5106,8.5106,8.5106,8.5106,8.5106,9.383,12.255,11.255,9.383,8.5106,0.53191,0.53191,0.53191,0.53191,6.1489,6.1489,6.1489,6.1489,6.1489,6.1489,6.8936,6.8936,7.6809,11.255,34.043,34.043,32.362,32.362,9.383,8.5106,7.6809,7.6809,6.8936,6.8936,6.8936,6.8936,9.383,9.383,8.5106,7.6809,7.6809,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,7.6809,7.6809,8.5106,10.298,35.766,37.532,43.085,8.5106,7.6809,6.8936,6.1489,6.1489,5.4468,4.7872,4.7872,7.6809,8.5106,7.6809,7.6809,7.6809,7.6809,8.5106,9.383,17.894,14.383,12.255,10.298,9.383,9.383,8.5106,8.5106,7.6809,7.6809,7.6809,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,7.6809,8.5106,9.383,10.298,10.298,12.255,15.511,19.149,41.191,7.6809,6.8936,6.8936,2.5745,1.3617,0.76596,0.34043,0.19149,0.085106,0.021277,0,0,0,0,0,0,0,0,0,0,0,0.085106,0.19149,0.34043,8.5106,8.5106,8.5106,8.5106,7.6809,7.6809,7.6809,37.532
0,12.255,11.255,11.255,0.19149,0.085106,0.021277,0,0,0,0,0.021277,0.021277,0.021277,0.021277,0.34043,11.255,0.34043,0.085106,0.021277,0.021277,0,0.021277,0.021277,0.021277,0.085106,0.19149,0.34043,0.34043,0.19149,0.085106,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.085106,0.19149,12.255,0.085106,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,13.298,13.298,13.298,13.298,12.255,0.085106,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0,12.255,12.255,0.53191,0.19149,0.085106,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.085106,0.085106,12.255,4.1702,2.1277,1.3617,0.76596,0.53191,0.34043,0.19149,0.19149,0.085106,0.085106,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0,0,0,0.021277,0.085106,0.085106,0.19149,0.34043,0.53191,0.76596,1.0426,2.5745,0.021277,0.021277,0.021277,0,0,0,0,0,0.021277,0.021277,0,0,0,41.191,41.191,39.34,11.255,11.255,11.255,11.255,0.085106,0.021277,0.021277,0,0,0,0,0,0,0,0,0.021277,0.021277
0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
23,22,23,22,32,32,32,32,31,31,36,34,34,34,34,27,23,38,37,36,35,33,31,31,30,31,29,29,30,31,32,33,33,33,35,44,44,43,42,23,30,31,33,33,33,33,32,35,37,34,21,21,21,21,21,28,29,30,31,33,33,34,35,44,45,46,22,22,31,31,32,32,31,29,34,34,33,33,33,32,34,23,32,32,32,32,32,33,33,33,34,34,36,34,34,34,33,33,33,33,34,33,33,33,33,33,33,33,33,34,34,46,32,31,33,30,28,27,26,25,23,25,24,24,2,2,3,10,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.33932,0.69822,0.83704,0.48565,0.36957,0.48623,0.55407,0.72503,0.69874,0.64109,0.57673,0.54057,0.53111,0.58208,0.61874,0.17416,0.23112,0.51271,0.66093,0.58153,0.6191,0.52621,0.56804,0.68543,0.64534,0.58968,0.56959,0.41707,0.44144,0.32161,0.36321,0.42956,0.47546,0.60019,0.57002,0.45223,0.32787,0.16106,0.015045,0.29389,0.5495,0.45327,0.44944,0.46112,0.37291,0.43186,0.40177,0.37592,0.24324,0.3902,0.35411,0.6622,0.52531,0.56705,0.57544,0.5133,0.59615,0.62829,0.42226,0.47551,0.40303,0.41404,0.55739,0.3024,0,0.28782,0.55483,0.68568,0.48195,0.515,0.3515,0.40899,0.63678,0.70789,0.63537,0.68901,0.66926,0.66246,0.51626,0.4276,0.015045,0.050275,0.36146,0.40686,0.381,0.35847,0.42651,0.59809,0.48496,0.64906,0.48495,0.58673,0.58969,0.49848,0.56849,0.48879,0.45864,0.42697,0.58424,0.63869,0.57722,0.57915,0.59604,0.67601,0.43086,0.33999,0.40395,0.45347,0.49431,0.39888,0.18054,0.32194,0.46458,0.56192,0.36439,0.35764,0.35129,0.38824,0.49258,0.49264,0.51385,0.51493,0.3223,0.3019,0.25561,0.54144,0.54107,0.49226,0.31305,0.40519,0.37656,0.5238,0.51259,0.42026,0.46672,0.61405,0.70861,0.68459,0.75625,0.63241,0.61792,0.34596,0.036852
0,0.014448,0.018568,0.0055696,-0.020669,0.0075782,-0.001404,-0.0024616,-0.0041067,-0.0058365,6.9207e-05,0.0039721,0.0041901,0.004836,-0.0089778,-0.0039276,0.0089804,0.012279,0.0041506,-0.0011604,0.009955,-0.00070869,-0.0018172,-0.0024047,-0.0072707,-0.010408,-0.014359,-0.012685,0.00039979,-0.0071397,0.0063644,0.011228,0.01674,-0.0154,-0.018962,0.0075866,0.018327,0.013999,0.0095888,0,0.0072375,0.0063703,-0.010763,0.0033553,-0.005519,-0.005062,-0.015953,-0.01061,-0.0042601,-0.00292,0.011889,-0.013532,0.0028261,0.00046829,0.014533,0.0026571,0.011174,-0.0015371,-0.002969,0.0029275,0.019498,0.022718,0.0038218,0.0070906,0.0020709,0,0.0028736,0.0012192,-0.018992,-0.013392,-0.0058759,0.018786,0.0020496,-0.016993,-0.003719,0.008466,0.0073393,0.0056851,0.0060859,0.00079671,0.0037855,0,-0.014665,0.0052513,0.026841,0.02129,0.013723,0.0023686,-0.0031765,-0.0068838,-0.00062233,0.0023079,0.0051255,0.00012194,-0.003815,-0.0013682,-0.011019,-0.0073412,-0.0076419,0.0031828,0.005633,0.0032551,0.0091417,0.0040417,0.0021893,-0.0012726,0.0094773,0.018862,0.0098186,0.0079702,-0.0091533,0,-0.012491,0.0096069,-0.0061736,-0.0082717,-0.00062809,0.0048148,-0.014209,-0.019048,0.0025482,-0.0051666,-0.0078844,0.0025662,0.0070865,-0.0021623,0.010202,-0.0083469,0.0082784,0.0020247,-0.011213,-0.0026196,0.0014035,0.0024556,-0.01876,-0.03269,-0.0028237,0.0037948,-0.0008351,0.0062189,0.0076012,0.013755,0.011829,-0.015045
0,0.031915,0.046333,0.028321,0.072428,0.074514,0.046946,0.049304,0.032709,0.035042,0.035447,0.040349,0.034143,0.02737,0.047368,0.028223,0.031915,0.05175,0.042688,0.039768,0.049904,0.03277,0.037377,0.037287,0.033715,0.039391,0.043403,0.044582,0.045814,0.040783,0.06691,0.064,0.069777,0.056852,0.049247,0.032169,0.052407,0.045628,0.033416,0.021277,0.036494,0.035063,0.059814,0.070384,0.072233,0.06857,0.043736,0.04184,0.039232,0.03742,0.031915,0.031915,0.029318,0.022312,0.047458,0.030132,0.046928,0.031338,0.037562,0.059177,0.066019,0.073699,0.045465,0.035728,0.034989,0,0.031915,0.025402,0.046441,0.054793,0.043913,0.082268,0.050744,0.057494,0.038224,0.042281,0.03199,0.030726,0.030484,0.028725,0.027543,0.021277,0.039534,0.054055,0.071797,0.075498,0.073918,0.047201,0.042288,0.047472,0.035306,0.038183,0.03613,0.039782,0.028706,0.046724,0.052587,0.044954,0.043859,0.041119,0.036591,0.036873,0.035597,0.048724,0.032434,0.04419,0.057267,0.077343,0.039947,0.040898,0.044046,0.021277,0.060202,0.046949,0.034264,0.068411,0.056554,0.076099,0.079773,0.054213,0.041077,0.036487,0.036805,0.036656,0.031915,0.031915,0.035411,0.03154,0.03328,0.027247,0.045604,0.042664,0.044335,0.050686,0.096769,0.11056,0.044628,0.049506,0.034462,0.037258,0.048483,0.054454,0.039631,0.031915
