11.469,15.02,23.837,85.408,116.82,122.08,133.49,130.14,64.796,46.041,36.449,40.204,39.347,44.796,36.816,11.061,19.714,34.755,41.102,42.796,46.51,48.49,45.898,33.245,27.408,26.878,30.327,29.694,33.184,44.531,102.43,108.53,117.04,106.39,63.755,20.816,2.4286,10.327,32.776,102.92,116.86,119.06,120.86,118.63,83.837,27.837,14.082,10.245,12.857,10.878,13.184,10.633,18.163,20.633,29.143,36.224,72.245,103.2,100.55,94.959,62.102,26.49,9.6531,2.4082,13.816,50.837,101.47,119.47,126.88,129.43,113.88,49.102,37.653,37.551,36.367,28.939,31.347,29.51,8.3469,21.796,51.347,70.571,79.755,83.163,74.755,52.551,37.245,25.939,24.143,24.163,24.408,17.816,19.204,19.918,18.327,17.98,24.184,24.653,26,29.878,38.082,46.469,80,73.408,66.571,55,41.082,12.082,22.204,30.204,84.612,133.39,151.33,167.73,170.73,118.78,37.531,27.327,23.367,15.776,9.5306,6.4898,6.898,12.327,19.857,23.918,32.204,116.86,176.35,171.06,172.47,124.88,38.98,24.939,27.02,28.939,29.673,32.673,23.633,12.367
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.061224,0.081633,0.16327,0.5102,0.59184,0.61224,0.67347,0.67347,0.34694,0.2449,0.18367,0.20408,0.20408,0.22449,0.20408,0.061224,0.12245,0.18367,0.22449,0.22449,0.2449,0.28571,0.2449,0.18367,0.16327,0.16327,0.18367,0.18367,0.20408,0.26531,0.57143,0.57143,0.59184,0.57143,0.40816,0.14286,0.020408,0.061224,0.20408,0.59184,0.59184,0.61224,0.61224,0.59184,0.53061,0.16327,0.081633,0.061224,0.081633,0.061224,0.081633,0.061224,0.10204,0.12245,0.16327,0.20408,0.44898,0.57143,0.55102,0.53061,0.34694,0.20408,0.061224,0.020408,0.081633,0.30612,0.55102,0.59184,0.61224,0.63265,0.65306,0.28571,0.20408,0.20408,0.20408,0.16327,0.18367,0.16327,0.061224,0.14286,0.28571,0.36735,0.40816,0.42857,0.42857,0.30612,0.20408,0.14286,0.14286,0.14286,0.14286,0.10204,0.12245,0.12245,0.10204,0.10204,0.14286,0.14286,0.14286,0.16327,0.20408,0.2449,0.44898,0.38776,0.36735,0.30612,0.2449,0.081633,0.12245,0.16327,0.53061,0.73469,0.77551,0.83673,0.85714,0.7551,0.20408,0.16327,0.14286,0.081633,0.061224,0.040816,0.040816,0.081633,0.12245,0.14286,0.16327,0.65306,0.91837,0.89796,0.87755,0.73469,0.2449,0.14286,0.16327,0.16327,0.16327,0.18367,0.14286,0.081633
9,9,9,9,5.898,5.898,4.5918,4.5918,5.898,8.1633,9,8.1633,8.1633,8.1633,8.1633,9.8776,29.469,27.939,26.449,26.449,26.449,9.8776,9,9,8.1633,8.1633,7.3673,7.3673,7.3673,6.6122,6.6122,7.3673,8.1633,9,9.8776,9.8776,43.184,9,9,8.1633,8.1633,7.3673,7.3673,7.3673,8.1633,9.8776,9.8776,9,8.1633,8.1633,7.3673,8.1633,7.3673,7.3673,7.3673,8.1633,8.1633,8.1633,9,9.8776,19.612,22.224,39.51,10.796,8.1633,7.3673,6.6122,5.898,5.898,5.2245,5.2245,5.2245,8.1633,8.1633,8.1633,9,8.1633,8.1633,9,16,13.796,11.755,10.796,10.796,9,9,9,9,8.1633,7.3673,7.3673,7.3673,7.3673,7.3673,7.3673,7.3673,7.3673,7.3673,8.1633,8.1633,9,9.8776,9.8776,11.755,11.755,13.796,14.878,9,8.1633,8.1633,7.3673,2.9388,2.0408,1,0.73469,0.32653,0.32653,0.18367,0.081633,0.081633,0.020408,0.020408,0.020408,0,0,0.020408,0.020408,0.081633,0.081633,0.18367,0.5102,1.6531,2.9388,9,9.8776,9,9,9,9,9
12.755,11.755,0.5102,0.18367,0.18367,0.081633,0.020408,0.020408,0,0,0.020408,0.020408,0.020408,0,0.020408,11.755,0.5102,0.18367,0.081633,0.081633,0.020408,0.020408,0,0.020408,0.081633,0.081633,0.18367,0.18367,0.32653,0.32653,0.081633,0.081633,0,0,0.020408,0.081633,0,12.755,0,0,0,0,0,0.020408,0.020408,0,0.081633,12.755,12.755,13.796,13.796,13.796,12.755,0.081633,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.081633,0.081633,0,12.755,1,0.32653,0.18367,0.081633,0.081633,0.020408,0.020408,0.020408,0.020408,0.020408,0.081633,0.081633,0.18367,12.755,4,1.6531,1,0.73469,0.5102,0.32653,0.18367,0.18367,0.18367,0.18367,0.081633,0.081633,0.081633,0.020408,0.020408,0.081633,0.081633,0.020408,0.020408,0.081633,0.18367,0.18367,0.32653,0.5102,0.73469,1,1.3061,2.0408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0,0.020408,41.327,43.184,43.184,11.755,11.755,11.755,11.755,0.18367,0.081633,0.081633,0.020408,0.020408,0.020408,0.020408,0,0.020408,0.020408,0.020408,0.18367,11.755
0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.1
23,24,33,34,32,33,32,32,33,36,36,35,35,36,35,24,42,42,42,42,43,38,38,36,34,34,32,32,32,32,33,34,35,36,35,36,47,23,36,35,35,35,35,34,34,38,35,23,23,22,22,22,22,26,31,33,34,35,35,36,40,42,46,24,23,31,32,32,33,32,33,32,35,35,35,35,33,31,23,32,34,34,34,34,34,34,34,35,32,32,32,31,34,34,31,31,36,36,35,34,34,34,34,34,34,34,34,29,31,32,34,31,30,28,28,24,20,21,29,26,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32802,0.84901,0.86667,0.44879,0.37227,0.38329,0.52414,0.45947,0.6647,0.71091,0.37853,0.67864,0.48273,0.47655,0.62933,0.21822,0.36117,0.55729,0.61648,0.6068,0.33199,0.85607,0.80425,0.64164,0.77093,0.54825,0.74751,0.57506,0.64774,0.7197,0.51265,0.47942,0.49507,0.47606,0.55126,0.52926,0,0.7675,0.51217,0.52032,0.45032,0.46364,0.39633,0.31135,0.57052,0.77842,0.56789,0.67512,1.0088,0.76533,0.78024,0.55303,0.56428,0.59928,0.6057,0.70952,0.70022,0.55495,0.50374,0.51981,0.63896,0.44231,0.81641,0,0.72391,0.56937,0.46931,0.35598,0.31451,0.34833,0.70267,0.75681,0.60028,0.61699,0.83293,0.74919,0.80276,0.79534,0.42039,0.46116,0.45854,0.62067,0.55348,0.43304,0.65381,0.73139,0.50508,0.395,0.55915,0.65639,0.7833,0.59876,0.54386,0.72576,0.70734,0.77798,0.7858,0.62257,0.71205,0.59948,0.57379,0.50345,0.48314,0.41614,0.53943,0.52654,0.57415,0.21662,0.6997,0.53685,0.67418,0.53145,0.36631,0.39142,0.34526,0.63109,0.63963,0.61224,0.6717,0.2468,0.70411,0.14431,0,0.84884,0.31495,0.74286,0.47119,0.46491,0.56439,0.56487,0.43537,0.52328,0.75972,0.70636,0.71433,0.64469,0.55524,0.67513,0.52454,0.43148
0.012876,0.018381,-0.017018,0.0071104,0.031279,0.026893,0.030093,0.022964,0.016626,0.012806,0.0043406,0.0081175,-0.00024191,0.02516,0.013847,-0.014289,0.013886,0.0070546,0.026791,0.022176,-0.0041164,0.0033973,0.015714,0.0030047,0.0032783,-0.0076052,0.0046801,0.00234,-0.0084168,-0.0030994,0.018154,0.0012388,0.03692,0.021743,0.00099595,0.004562,0,0.012214,-0.0030914,-0.0025901,0.026662,0.024057,0.032621,0.012832,-0.0095341,0.0038925,-0.017018,-0.012657,-0.00074618,0.00033323,0.0014928,-0.0036537,0.0078302,-0.0062631,0.021113,0.00917,-0.0044738,0.014149,0.015134,0.026424,0.0048341,-0.027629,-0.00062463,0,0.018438,0.0063433,0.024156,0.039282,0.026153,0.0511,0.0055695,0.0024881,0.02205,0.01232,0.011624,0.0089094,0.0017118,0.017247,0.012021,0.0026629,0.023329,0.014592,0.021194,0.038249,0.010932,0.00025881,0.017562,0.012519,0.0047276,-0.0045991,-0.0017919,0.025507,-0.0080442,0.0061036,0.025499,0.018063,-0.005743,0.005102,0.009004,0.0065613,0.0052866,0.0077195,0.0033891,0.0042412,0.0096252,0.0064113,0.01013,0,0.017892,0.0014711,-0.005015,0.0083516,0.01831,0.025791,0.034802,0.0028992,0.022543,0.012151,0.0016437,-0.014398,0.0003622,0,0,-0.0032782,-0.0026708,0.010094,0.00922,0.0033611,0.019393,0.012488,0.023571,0.012513,-0.0020122,-0.00084521,0.0020738,0.012435,0.0030054,0.0091453,0.0032494,-0.0044085
0.030612,0.043782,0.04066,0.049704,0.14191,0.11098,0.094638,0.12259,0.046995,0.040426,0.037182,0.037806,0.026076,0.085329,0.057868,0.030612,0.049696,0.038125,0.06551,0.058808,0.037303,0.029579,0.044968,0.042957,0.032432,0.03368,0.0286,0.047931,0.038561,0.03824,0.069654,0.037451,0.12058,0.083168,0.034519,0.032008,0,0.030612,0.047515,0.043526,0.12281,0.097824,0.14083,0.081783,0.038751,0.029848,0.04127,0.030612,0.021575,0.030612,0.033783,0.030612,0.036796,0.029302,0.059379,0.046951,0.03446,0.049331,0.052756,0.079147,0.039339,0.062641,0.030612,0,0.044295,0.038864,0.070241,0.16762,0.11803,0.23784,0.037816,0.034514,0.074242,0.044185,0.032923,0.045863,0.034194,0.04433,0.030612,0.030004,0.095036,0.045777,0.080315,0.15885,0.041738,0.033731,0.047797,0.045646,0.029434,0.047177,0.025512,0.059199,0.030906,0.028122,0.05808,0.047289,0.035166,0.038983,0.038289,0.025689,0.037915,0.036124,0.060447,0.054006,0.045481,0.040681,0.047382,0.030527,0.050895,0.028385,0.036318,0.049672,0.10286,0.098899,0.1712,0.032231,0.076219,0.049805,0.030427,0.039233,0.030612,0.020408,0,0.024777,0.033404,0.032101,0.040089,0.06781,0.056706,0.063385,0.093985,0.047597,0.028373,0.033435,0.030891,0.056082,0.039282,0.039963,0.035814,0.030239
