25.515,29.758,45.561,127.53,175.45,176.91,181.82,181.8,176.55,130.76,44.909,40.061,35.667,34.758,24.652,25.485,26.682,32.091,33.591,42.242,53.545,76.773,76.182,63.924,47.364,14.091,14.076,37.621,56.697,66.833,75.212,73.955,50.303,38.561,34.409,26.182,24.182,23.621,21.273,17.53,17.47,18.076,17.894,18.091,21.409,30.803,37.364,41.076,53.348,71.652,64.833,59.576,48.833,23.424,12.712,26.833,118.7,165.67,171.12,165.85,135.92,14.212,10.5,7.4545,2.5303,2.303,18.076,40.727,97.348,111.79,115.27,108.05,64.727,13.47,25.197,43.621,58.864,70.47,73.833,78.652,53.848,46.212,38.167,31.576,32.015,20.955,20.379,24.485,24.485,22.894,14.848,14.197,11.333,12.591,4.9697,4.5152,13.076,40.833,55.833,63.621,71.424,65.833,57.485,50.773,42.53,34.333,25.348,25.909,25.091,27.409,25.848,30.53,35.045,40.591,43.5,37.773,34.924,27.97,17.409
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13636,0.13636,0.21212,0.66667,0.75758,0.74242,0.75758,0.75758,0.75758,0.66667,0.21212,0.19697,0.18182,0.18182,0.12121,0.12121,0.12121,0.15152,0.15152,0.19697,0.25758,0.34848,0.34848,0.31818,0.25758,0.090909,0.075758,0.18182,0.25758,0.28788,0.33333,0.34848,0.24242,0.18182,0.16667,0.12121,0.12121,0.12121,0.10606,0.090909,0.090909,0.090909,0.090909,0.090909,0.10606,0.15152,0.18182,0.19697,0.25758,0.33333,0.28788,0.27273,0.24242,0.13636,0.075758,0.13636,0.63636,0.72727,0.72727,0.72727,0.72727,0.075758,0.060606,0.045455,0.015152,0.015152,0.10606,0.21212,0.48485,0.51515,0.51515,0.5303,0.39394,0.075758,0.15152,0.21212,0.25758,0.30303,0.33333,0.37879,0.25758,0.21212,0.18182,0.15152,0.16667,0.10606,0.10606,0.12121,0.12121,0.12121,0.075758,0.075758,0.060606,0.075758,0.030303,0.030303,0.090909,0.19697,0.25758,0.28788,0.33333,0.31818,0.28788,0.25758,0.21212,0.18182,0.13636,0.15152,0.13636,0.15152,0.13636,0.16667,0.18182,0.19697,0.21212,0.18182,0.18182,0.15152,0.10606
4.9091,4.9091,4.3788,4.3788,3.8788,3.8788,3.8788,3.8788,3.8788,3.8788,5.4697,4.9091,4.3788,3.8788,4.3788,4.3788,4.3788,4.3788,4.3788,4.3788,4.9091,5.4697,5.4697,6.0606,6.6818,8.7273,13.636,10.242,8.7273,8.0152,6.6818,6.0606,6.0606,6.0606,5.4697,5.4697,5.4697,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,5.4697,5.4697,5.4697,5.4697,6.6818,6.6818,7.3333,8.0152,8.0152,9.4697,12.742,0.13636,0.015152,0.015152,0,0,0,0,28.015,29.333,30.682,34.909,33.47,6.6818,6.6818,0.24242,0.13636,0.13636,0.13636,0.24242,1.5152,13.636,11.879,11.045,9.4697,8.7273,7.3333,6.6818,6.6818,6.0606,6.0606,6.0606,7.3333,6.6818,6.6818,6.6818,6.6818,7.3333,8.0152,8.0152,8.0152,25.47,25.47,14.561,11.879,11.045,10.242,8.7273,8.0152,7.3333,7.3333,7.3333,7.3333,8.0152,6.0606,6.0606,6.0606,6.0606,6.0606,6.0606,6.6818,6.6818,7.3333,8.0152,8.7273,9.4697
0.015152,0.015152,0.015152,0,0,0.015152,0,0,0,0,0,0,0,0,0.015152,6.0606,6.6818,6.6818,7.3333,7.3333,7.3333,8.7273,8.7273,9.4697,11.879,17.515,14.561,11.879,9.4697,8.7273,8.0152,8.0152,6.6818,6.6818,6.0606,6.0606,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,6.0606,6.6818,7.3333,8.7273,9.4697,9.4697,11.879,4.9091,4.9091,5.4697,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,0,0,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,5.4697,4.9091,10.242,8.7273,7.3333,6.6818,6.0606,5.4697,4.9091,4.9091,4.9091,4.9091,4.3788,4.3788,4.9091,4.9091,4.3788,4.3788,5.4697,5.4697,6.0606,6.6818,8.0152,8.0152,11.045,9.4697,7.3333,6.6818,6.0606,5.4697,4.9091,4.3788,4.3788,4.3788,4.3788,4.3788,3.8788,3.8788,4.3788,4.3788,4.3788,4.9091,4.9091,5.4697,5.4697,6.6818,7.3333
0.2,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2
40,40,36,42,42,41,42,42,42,43,44,45,41,39,35,29,29,30,28,29,30,31,31,31,30,28,33,33,33,33,33,32,34,34,34,33,36,33,35,33,33,33,33,34,35,35,35,34,34,34,33,33,34,34,30,19,24,25,25,25,25,46,47,47,49,48,36,34,31,30,30,30,26,26,36,36,36,36,36,35,36,37,36,36,37,43,39,37,41,41,41,41,40,36,43,43,35,35,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43628,0.43107,0.53388,0.56163,0.35446,0.17347,0.26946,0.26047,0.2387,0.5256,0.53299,0.54544,0.54072,0.58685,0.40663,0.50491,0.52308,0.55228,0.49747,0.59419,0.6192,0.39137,0.4249,0.5199,0.48671,0.25263,0.34921,0.501,0.50675,0.32114,0.41199,0.47482,0.50035,0.42828,0.45152,0.29757,0.56011,0.53271,0.39741,0.36833,0.42934,0.53504,0.43823,0.5595,0.45685,0.55247,0.54929,0.4598,0.5626,0.33213,0.32514,0.35152,0.60798,0.32237,0.50903,0.54423,0.44215,0.31036,0.27442,0.27326,0.30802,0.57121,0.54086,0.36078,0,0,0.50281,0.44856,0.49711,0.39307,0.31308,0.38412,0.33887,0.35653,0.25911,0.37893,0.3036,0.32342,0.33669,0.44087,0.49861,0.44337,0.55511,0.38815,0.53793,0.56114,0.58377,0.55357,0.55327,0.63277,0.64398,0.55221,0.33608,0.31879,0.4714,0.19285,0.13048,0.36867,0.30607,0.28134,0.39052,0.30469,0.35709,0.47772,0.35137,0.44003,0.53092,0.47254,0.43887,0.43266,0.36127,0.42591,0.47322,0.29545,0.49926,0.22632,0.44039,0.44094,0.38125
-0.0070351,0.0063052,0.0088598,-0.0018339,0.030902,0.029874,0.053569,0.052119,0.03172,0.0030111,0.0054555,-0.0012168,0.0071074,-0.0050765,0.0026107,0.00080751,0.0084165,0.0076965,0.011756,0.012979,0.0070915,0.0054506,0.019868,0.001077,-0.0095875,-0.0085724,0.0028116,0.0015286,0.014279,0.025725,0.030786,0.0062883,0.0075017,0.018324,0.0054191,0.0078296,0.0059901,0.0050086,0.016645,0.011371,0.0086007,0.011282,0.010105,0.0096933,0.0050015,0.008758,0.010664,0.0078295,0.0087275,0.015716,0.026266,0.0094721,0.0087726,0.0023612,-0.005296,0.0058104,-0.0076112,0.030177,0.040554,0.038725,-0.0086581,0.0064134,-0.0014718,-0.0090177,0,0,-0.0085903,0.0042055,0.0011589,0.022627,0.027159,0.01362,-0.01283,-0.0071112,-0.00055913,0.0065935,0.01305,0.026571,0.022936,0.006251,0.014533,0.010299,0.0071948,0.00048178,0.0010292,0.0027799,-0.0017511,0.0032718,0.012006,0.003819,0.0036549,3.798e-05,0,-0.0064846,0,0,-0.0081306,0.021968,0.016349,0.016745,0.022211,0.013299,0.0094521,0.010871,8.8442e-05,-0.0011886,0.0028712,-0.0051417,0.003256,0.0023879,-0.001798,0.0034968,0.0028611,-0.0013353,0.011844,0.016687,0.0055096,-0.0014251,-0.00040044
0.027942,0.031057,0.035312,0.026823,0.11831,0.15021,0.29841,0.28148,0.18115,0.031381,0.021519,0.021445,0.025822,0.026053,0.030648,0.024486,0.028546,0.026357,0.038649,0.036084,0.027522,0.031277,0.071622,0.029519,0.046195,0.037854,0.028682,0.022675,0.036066,0.077067,0.095346,0.035793,0.033173,0.058189,0.02109,0.034688,0.034067,0.029602,0.043993,0.025934,0.022605,0.034007,0.027295,0.034084,0.031282,0.035002,0.035765,0.02643,0.028331,0.054255,0.085473,0.035214,0.026318,0.021605,0.019163,0.030177,0.034967,0.12835,0.18997,0.16615,0.046307,0.021464,0.017635,0.022727,0,0,0.02843,0.029674,0.025703,0.079456,0.10995,0.048712,0.042325,0.021146,0.041161,0.038937,0.046731,0.087871,0.075075,0.030492,0.039887,0.031942,0.027003,0.022909,0.021097,0.023967,0.01857,0.026885,0.029825,0.021133,0.021017,0.023503,0.029573,0.023531,0.015152,0.015152,0.027168,0.081516,0.052362,0.054129,0.070637,0.042284,0.041027,0.035951,0.02951,0.03371,0.02238,0.02836,0.023263,0.026087,0.035898,0.025677,0.026132,0.028385,0.038104,0.055073,0.028269,0.028095,0.019899
