6.7536,10.551,16.652,42.667,132.68,153.32,155.01,135.84,75.623,40.58,31.391,26.029,18.377,18.203,18.101,16.261,17.87,15.739,15.014,15.101,21.101,28.391,34.565,45.957,65.072,64.681,55.522,39.551,18.246,3.7681,4.4783,12.333,31.913,78.145,99.13,107.07,97.362,74.478,15,9.087,16.188,22.203,66.217,101.87,120.1,129.88,122.93,57.478,29.261,21.986,15.696,11.072,13.174,11.362,13.333,14.507,24.014,41.812,65.652,77.42,76.464,68.739,53.014,43.464,30.391,28.29,33.884,35.783,41.493,74.565,88.435,85.145,74.101,52.667,13.551,13.783,14.29,9.942,11.246,22.362,22.203,29.783,35.942,44.478,59.391,69.696,71.058,67.942,70.623,58.826,44.565,25.739,14.217,12.043,15.116,20.203,20.841,19.71,28.826,26.13,17.594,9.7536,4.2609,1.942,1.8406,1.8551,22.101,44.942,57.812,65.246,72.043,61.391,54.304,47.971,40.957,31.826,30.261,25.725,28.536,35.957,37.174,40.406,41.725,41.826,37.203,34.275,27.609,16.203,10.942,69.739,85.464,92.623,86.406,42.609,17.826,15,12.449,11.841,10.899,10.565,8.2464,5.1449,4.942,13.986,55.435,86.783,96,91.29,73.333,12.072,6.6667,10.406,20.174,22.928,31.072,73.174,126.78,146.1,146.17,102.55,11.261,10.188,2.1304,2.058,5.3623,8.3623,19.333,30.913,42.101,44.493,50.87,46.797,44.899,37.957,33.855,45.58,59.652,60.087,58.928,58.014,48.565,38.043,33.812,26.203,25.362,22.493,19.261
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043478,0.057971,0.086957,0.23188,0.68116,0.68116,0.68116,0.66667,0.4058,0.2029,0.15942,0.14493,0.10145,0.10145,0.10145,0.086957,0.10145,0.086957,0.086957,0.086957,0.11594,0.14493,0.17391,0.23188,0.31884,0.28986,0.24638,0.2029,0.10145,0.028986,0.028986,0.072464,0.18841,0.44928,0.46377,0.46377,0.44928,0.43478,0.086957,0.057971,0.10145,0.11594,0.4058,0.49275,0.52174,0.56522,0.6087,0.31884,0.15942,0.11594,0.086957,0.057971,0.072464,0.057971,0.072464,0.072464,0.13043,0.21739,0.31884,0.36232,0.36232,0.34783,0.27536,0.23188,0.17391,0.17391,0.18841,0.2029,0.23188,0.37681,0.3913,0.37681,0.36232,0.31884,0.072464,0.072464,0.072464,0.057971,0.072464,0.13043,0.11594,0.15942,0.18841,0.21739,0.28986,0.34783,0.3913,0.37681,0.4058,0.30435,0.23188,0.13043,0.072464,0.072464,0.086957,0.11594,0.13043,0.11594,0.15942,0.13043,0.086957,0.057971,0.028986,0.014493,0.014493,0.014493,0.13043,0.21739,0.27536,0.30435,0.33333,0.28986,0.26087,0.24638,0.21739,0.17391,0.17391,0.14493,0.15942,0.18841,0.18841,0.21739,0.2029,0.2029,0.18841,0.17391,0.14493,0.10145,0.072464,0.37681,0.3913,0.42029,0.4058,0.24638,0.086957,0.072464,0.057971,0.057971,0.057971,0.057971,0.043478,0.028986,0.028986,0.086957,0.36232,0.42029,0.42029,0.4058,0.3913,0.086957,0.043478,0.057971,0.11594,0.13043,0.17391,0.42029,0.63768,0.68116,0.68116,0.63768,0.057971,0.057971,0.014493,0.014493,0.028986,0.043478,0.11594,0.15942,0.21739,0.23188,0.26087,0.24638,0.23188,0.18841,0.15942,0.21739,0.30435,0.28986,0.27536,0.27536,0.23188,0.18841,0.17391,0.13043,0.13043,0.11594,0.11594
0.23188,0.23188,0.13043,0.13043,0.057971,0.057971,0.057971,0.13043,6.3913,7.6667,7.6667,7.0145,7.0145,6.3913,6.3913,6.3913,5.7971,5.7971,5.7971,6.3913,6.3913,6.3913,7.0145,7.0145,7.6667,8.3478,9.7971,11.362,13.043,14.841,29.348,7.0145,0.36232,0.23188,0.23188,0.23188,0.23188,0.36232,25.565,28.058,7.6667,7.6667,5.2319,3.2609,2.4493,1.4493,0.71014,0.52174,0.36232,0.23188,0.23188,0.13043,0.057971,0.057971,0.014493,0.014493,0,0,0,0,0,0.014493,0.014493,0.014493,0.057971,6.3913,5.7971,5.7971,6.3913,6.3913,6.3913,7.0145,7.6667,9.058,9.7971,26.797,26.797,26.797,6.3913,5.7971,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,16.754,19.841,24.362,24.362,22.043,18.783,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,7.0145,16.754,13.043,11.362,9.7971,9.058,8.3478,7.6667,7.0145,7.0145,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,6.3913,6.3913,6.3913,7.0145,7.0145,7.6667,9.058,9.7971,6.3913,6.3913,6.3913,5.7971,6.3913,6.3913,26.797,28.058,29.348,29.348,28.058,28.058,28.058,28.058,26.797,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,14.841,0.13043,0.13043,0.13043,0.13043,0.23188,0.23188,0.23188,0.13043,0.13043,0.13043,30.667,30.667,33.391,33.391,32.014,30.667,8.3478,7.6667,7.0145,7.0145,7.0145,7.0145,7.0145,7.6667,13.043,13.043,12.188,10.565,9.058,7.0145,7.0145,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913
55.71,53.928,52.174,36.232,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,6.3913,6.3913,7.0145,7.0145,7.0145,7.6667,8.3478,9.058,9.7971,10.565,14.841,16.754,7.0145,6.3913,6.3913,7.0145,7.0145,7.0145,7.0145,6.3913,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,6.3913,55.71,55.71,57.522,57.522,57.522,9.058,7.6667,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,7.0145,7.0145,7.6667,7.6667,7.0145,6.3913,6.3913,6.3913,5.7971,6.3913,6.3913,6.3913,7.0145,0.057971,0.014493,0.014493,0,0,0,0,0,0,0.71014,1.1739,2.8406,3.7101,5.2319,7.6667,9.058,10.565,12.188,13.928,18.783,19.841,22.043,25.565,28.058,30.667,0,0,0,13.043,9.7971,8.3478,7.6667,7.0145,7.0145,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,6.3913,6.3913,7.0145,7.6667,7.6667,9.058,26.797,7.0145,6.3913,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,6.3913,6.3913,7.0145,7.6667,8.3478,8.3478,5.7971,5.2319,5.2319,5.7971,5.7971,7.0145,57.522,55.71,5.7971,5.7971,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,0,0,5.7971,5.7971,5.2319,5.2319,5.2319,5.2319,5.2319,5.7971,12.188,12.188,11.362,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.5,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
6,7,7,12,26,26,26,27,36,40,41,39,40,37,37,36,33,35,35,35,32,33,34,34,35,35,35,36,34,34,47,38,28,30,30,30,30,33,46,47,35,37,34,33,32,30,29,23,23,27,27,6,5,5,4,4,17,24,26,26,26,28,26,24,24,35,33,32,33,35,35,36,36,37,43,46,46,46,49,47,50,51,44,42,41,43,41,41,43,45,46,46,44,42,40,34,31,28,27,26,25,24,23,23,23,35,35,36,36,36,36,36,36,35,37,36,35,32,35,35,34,33,32,34,33,33,36,35,24,35,35,35,36,37,47,47,48,48,47,47,46,46,45,34,35,36,36,36,36,40,5,6,22,20,22,24,27,27,27,27,49,49,49,49,49,48,40,38,37,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.087358,0.32168,0.55002,0.49304,0.42497,0.29181,0.2799,0.39406,0.6193,0.61841,0.65748,0.61424,0.53756,0.47302,0.4543,0.40786,0.33745,0.31299,0.4187,0.45088,0.40246,0.45526,0.57262,0.52645,0.37649,0.41049,0.41926,0.48139,0.30046,0.020496,0.19471,0.2946,0.45702,0.43213,0.3432,0.34203,0.27232,0.40419,0.45938,0.33748,0.35725,0.44272,0.49461,0.27619,0.33729,0.30634,0.33423,0.40684,0.45791,0.50096,0.44535,0.40872,0.58713,0.43139,0.54632,0.55815,0.63099,0.55164,0.52164,0.48784,0.50675,0.48793,0.50372,0.48637,0.27114,0.35641,0.38316,0.47884,0.43528,0.42442,0.43815,0.32014,0.39972,0.46716,0.55443,0.5685,0.61166,0.26579,0.21285,0.4903,0.2806,0.53288,0.56336,0.54859,0.50776,0.43037,0.53156,0.40201,0.46053,0.34858,0.53148,0.55802,0.45754,0.40817,0.44229,0.42984,0.2871,0.29233,0.42859,0.45727,0.43572,0.26496,0.20496,0,0,0,0.34151,0.42443,0.49087,0.59861,0.56708,0.47919,0.50141,0.5878,0.43173,0.51202,0.45395,0.44262,0.50638,0.55499,0.512,0.4786,0.51191,0.62653,0.541,0.45046,0.44556,0.25895,0.24208,0.28162,0.46459,0.44915,0.27512,0.58804,0.56629,0.53299,0.41592,0.50751,0.63283,0.57161,0.27126,0.2357,0.27669,0.21582,0.39747,0.26832,0.39151,0.33137,0.25587,0.12682,0.27434,0.49594,0.3631,0.4041,0.52985,0.53323,0.37776,0.40293,0.36525,0.30057,0.38913,0.58012,0,0,0.30744,0.43414,0.47878,0.52361,0.45246,0.53357,0.42941,0.53088,0.48833,0.56232,0.5476,0.62277,0.57989,0.46344,0.53632,0.50931,0.55717,0.53895,0.57036,0.45981,0.43929,0.32481,0.37445
0.0029087,0.015839,0.0053486,-0.010286,-0.0040681,0.018579,0.020387,0.0014461,-0.004721,0.0032019,0.0036968,-0.0057436,-0.0076631,-0.0033522,0.005696,-0.0075328,-0.0039135,-0.00071495,0.010702,0.003641,0.00013643,0.0032715,0.0042063,0.008732,0.0087394,0.023916,0.019416,0.00277,0.005481,0,0,0.0066675,-0.0061199,-0.010302,0.012401,0.022862,0.015769,-0.011081,-0.0015958,-0.0016147,-0.00093417,0.00040322,-0.015277,0.018624,0.037104,0.028734,0.007159,-0.0036798,0.00055831,0.0022,-0.0015993,-0.00032231,-0.0012317,0.00049749,0.0064077,0.012253,-0.0047843,0.0034818,0.010101,0.015138,0.016119,0.0029013,0.0049383,-0.00048589,-0.0012581,-0.004721,-0.0071077,0.0020207,0.0026873,0.0038009,0.028002,0.020035,0.012069,-0.013368,0.0089407,0.0057211,0.0096476,0.0024418,-0.011699,0.0016686,-0.0011153,0.0039873,0.0030341,0.0091961,0.0081158,0.0075016,-0.0015329,0.0033613,0.00053814,0.0089801,0.003688,0.0058226,0.0056328,0.0061016,0.001858,-7.3109e-05,-0.0061371,0.0032866,-0.00024886,0.012768,0.0050701,-0.014464,0,0,0,0,-0.001381,0.013298,0.0074949,0.012563,0.01185,0.0078394,0.0082065,0.0056753,-0.0026792,0.00086222,-0.0023483,-0.0010468,-0.00063224,0.0028307,0.0055713,0.0016419,0.013094,0.008019,0.0083977,0.0053689,0.0093602,-0.013632,-0.0028059,0.016401,0.019537,0.02452,-0.00036348,-0.010793,0.0044918,0.0014806,-0.0064512,-0.0014071,0.0056442,-0.00019792,-0.009076,0,0,0.0086286,-0.01447,0.015461,0.028405,0.034335,0.012771,-0.015149,-0.0094495,0.0030403,0.0054085,-0.00046097,0.0039249,-0.0070663,0.00033018,0.020768,0.027294,-0.0234,0.00056056,-0.0073163,0,0,0,0.0070583,-0.0072731,0.006659,0.0038683,-0.00022909,0.0023224,-0.00071181,0.0048929,0.010144,0.010564,0.0092745,0.0043058,0.0073967,0.013959,0.009116,0.010895,0.010875,0.0058253,0.0055956,0.0019655,0.0042823,-0.0047577
0.021739,0.033189,0.022104,0.029024,0.033448,0.063481,0.070044,0.03739,0.022235,0.024083,0.026769,0.024947,0.028649,0.026088,0.029109,0.032692,0.020864,0.022755,0.027359,0.020742,0.039684,0.018805,0.027684,0.027819,0.040327,0.069959,0.050789,0.030212,0.022524,0.014493,0.014493,0.030851,0.028651,0.034399,0.058013,0.06281,0.068104,0.042793,0.020906,0.029026,0.024312,0.019035,0.041991,0.079864,0.15407,0.10209,0.049643,0.030066,0.030154,0.0218,0.031005,0.016417,0.022958,0.019558,0.018152,0.032683,0.019843,0.025802,0.035101,0.043759,0.043365,0.026132,0.025189,0.023799,0.031355,0.033571,0.046517,0.026388,0.025039,0.035012,0.091884,0.059837,0.048329,0.040446,0.032321,0.02341,0.031088,0.02013,0.029539,0.019171,0.022516,0.028187,0.024491,0.02974,0.032328,0.031849,0.023852,0.028799,0.030022,0.046405,0.02809,0.026643,0.027411,0.019346,0.022026,0.022783,0.036645,0.022403,0.023684,0.037894,0.02145,0.031749,0.014493,0,0,0,0.026669,0.035113,0.028821,0.033731,0.032385,0.029352,0.034407,0.025879,0.027437,0.026849,0.024599,0.02455,0.023256,0.032605,0.032721,0.023569,0.041103,0.025836,0.026064,0.031445,0.02727,0.038875,0.028134,0.058614,0.051774,0.074482,0.043927,0.028897,0.028898,0.029041,0.024115,0.023526,0.029459,0.020102,0.021739,0.014493,0.014493,0.029676,0.037662,0.062787,0.089233,0.12581,0.052172,0.046244,0.021739,0.02486,0.035538,0.02274,0.024888,0.028339,0.041128,0.065511,0.087781,0.088742,0.016869,0.0263,0,0,0.014493,0.021739,0.024083,0.021137,0.03987,0.023695,0.029359,0.026616,0.032627,0.024867,0.030794,0.026496,0.025769,0.035823,0.036979,0.031337,0.033463,0.034302,0.023275,0.02356,0.021238,0.023772,0.031413
