16.088,39.206,85.235,118.76,136.88,143.29,134.47,116.74,87.706,65.441,57.882,48.853,42.765,37.235,17.147,3.7059,24.618,54.294,101.82,150.91,161.44,152.12,131.26,61.176,30,15,19.735,21.529,31.324,32.324,24.941,12.176,11.882,34.088,70.471,85.971,97.647,93,68.588,49.029,47.088,37.735,33.294,38.294,60.471,88.676,136.91,155,155.82,140.91,108.53,26.647,25.382,18.029,16.529,47.971,134.68,163.91,173.59,155.71,122.29,22.529,8,12.735,23.5,52.765,129.97,159.65,177.26,166.15,125.68,66,58.706,56.294,45.471,25.382,17.824,3.7647,28.471,61.088,94.765,117.47,122.85,112.85,92.588,91.265,78.235,79.176,69.118,60.324,55.559,54.853,58.882,71.353,73.559,77.794,73.294,76.735,58.765,22.882,13.941
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11765,0.26471,0.52941,0.64706,0.67647,0.70588,0.67647,0.61765,0.47059,0.35294,0.32353,0.26471,0.23529,0.23529,0.11765,0.029412,0.17647,0.35294,0.61765,0.79412,0.76471,0.79412,0.79412,0.41176,0.20588,0.088235,0.11765,0.11765,0.17647,0.17647,0.14706,0.088235,0.088235,0.20588,0.38235,0.44118,0.52941,0.52941,0.41176,0.29412,0.29412,0.23529,0.20588,0.23529,0.38235,0.52941,0.76471,0.76471,0.76471,0.76471,0.70588,0.14706,0.14706,0.11765,0.11765,0.29412,0.79412,0.79412,0.79412,0.79412,0.79412,0.14706,0.058824,0.088235,0.14706,0.32353,0.76471,0.79412,0.82353,0.85294,0.73529,0.35294,0.32353,0.32353,0.26471,0.14706,0.11765,0.029412,0.20588,0.35294,0.47059,0.58824,0.64706,0.61765,0.5,0.52941,0.44118,0.47059,0.41176,0.35294,0.32353,0.32353,0.35294,0.44118,0.41176,0.41176,0.38235,0.41176,0.35294,0.14706,0.088235
0.47059,0.26471,0.11765,0.029412,0.029412,0,0,0,0,0.26471,0.26471,0.47059,0.47059,0.47059,0.47059,0.73529,0.73529,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.47059,0.73529,0.73529,0.47059,0.47059,0.26471,0.26471,0.26471,0.47059,16.941,14.235,1.8824,1.4412,1.0588,0.73529,0.73529,0.73529,0.47059,0.47059,0.47059,0.47059,0.47059,0.47059,0.47059,0.73529,1.0588,1.0588,1.8824,21.441,21.441,21.441,1.4412,1.0588,0.73529,0.73529,0.73529,0.73529,0.73529,21.441,24.735,1.4412,1.0588,1.0588,0.73529,0.47059,0.47059,0.47059,0.47059,0.73529,1.0588,1.0588,1.0588,1.4412,1.8824,2.3824,8.5,5.7647,4.2353,2.9412,2.3824,1.8824,1.8824,1.4412,1.4412,1.4412,1.4412,1.0588,1.0588,1.0588,1.0588,1.0588,1.4412,1.4412,1.8824,1.8824,2.3824,3.5588,21.441
19.882,2.3824,1.4412,1.4412,1.0588,0.73529,0.73529,0.47059,0.47059,0.47059,0.47059,0.47059,0.73529,0.73529,19.882,0,0.47059,0.47059,0.47059,0.47059,0.73529,0.47059,0.47059,0.47059,0.47059,19.882,19.882,19.882,18.382,18.382,19.882,21.441,1.4412,0.73529,0.47059,0.26471,0.11765,0.11765,0.11765,0.26471,0.26471,0.47059,0.47059,0.73529,0.73529,0.73529,0.47059,0.26471,0.11765,0.11765,0.11765,0.11765,0.11765,0.26471,0.26471,0.11765,0.11765,0.11765,0.11765,0.11765,0.11765,0.11765,0.26471,16.941,15.559,1.0588,0.26471,0.26471,0.11765,0.029412,0.029412,0.029412,0.029412,0,0.029412,14.235,14.235,0,2.9412,1.8824,1.0588,0.47059,0.26471,0.11765,0.11765,0.029412,0.029412,0,0,0,0,0,0,0,0,0,0.029412,0.11765,0.11765,0.26471,0.47059
0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.5,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
7,11,15,15,15,15,15,15,15,17,18,18,17,17,7,6,18,16,16,17,17,17,17,18,17,7,7,7,7,7,6,6,26,26,21,21,21,21,21,20,19,17,16,16,17,18,18,19,20,20,21,30,30,30,20,21,19,19,19,19,19,30,31,9,9,17,19,18,19,19,19,18,19,20,17,10,11,10,21,21,21,21,21,21,21,21,22,23,23,21,20,20,0,0,0,0,0,0,0,0,0
0.33308,0.56296,0.61414,0.79646,0.94216,1.0447,1.0654,0.9977,0.9607,1.0111,1.0599,0.87065,0.73349,0.60292,0.4169,0,0.19576,0.58176,0.89047,0.74908,0.54527,0.49876,0.51189,0.53338,0.57075,0.38573,0.53665,0.54604,1.11,1.089,0.57582,0.28364,0.34467,0.70135,1.0292,0.9982,1.0135,0.84452,0.82092,0.64855,0.60044,0.61211,0.72018,0.83007,0.85479,0.7479,0.71463,0.6629,0.57438,0.57458,0.78092,0.86887,0.69402,0.49413,0.29656,0.58602,0.84397,0.63629,0.55321,0.4294,0.52834,0.48525,0.12478,0.17971,0.63675,0.92994,0.78244,0.75125,0.71565,0.77456,1.1406,1.0013,0.94213,1.0014,1.02,0.81418,0.59433,0,0.22445,0.51777,0.87513,0.91349,0.85404,1.0496,0.86065,1.0215,1.0529,1.015,1.0361,1.0808,1.0274,0.98152,0.95806,0.92391,0.50293,0.79487,0.88711,0.94826,0.4705,0.77888,0.32752
-0.025344,-0.020871,-0.0033451,0.021585,0.019712,0.013413,0.014765,0.0058961,-0.0016802,0.00012488,0.0025143,-0.0012657,-0.0035324,-0.013074,-0.0063725,0,0.033044,-0.0080402,-0.016776,-0.015478,0.0061131,0.026337,-0.010025,-0.013254,-0.017478,-0.0080483,0.010515,-0.0079613,0.0044019,0.0062501,-0.00061365,0.018556,-0.018105,0.0071819,-0.0079585,0.0089159,0.004909,-0.017067,-0.011705,-0.0012626,-0.0071702,-0.0061799,-0.021521,-0.018158,-0.022605,-0.018529,-0.0047356,0.031999,0.05242,0.014576,-0.053314,-0.010246,-0.0038637,-0.013713,0.025841,0.0019662,-0.024142,0.0017988,0.042645,0.0079125,-0.030267,-0.0082296,0,-0.011229,0.014635,-0.018409,-0.028002,0.021964,0.03308,-0.010489,-0.010758,0.0028278,0.009268,-0.0023832,-0.01137,-0.0082936,-0.012595,0,-0.0012429,0.0091125,0.022529,0.028576,0.0042435,0.003473,-0.0074713,-0.015341,-0.013405,-0.0166,-0.017587,-0.011287,-0.012363,-0.016463,-0.015856,-0.019664,-0.0070578,0.020183,0.022582,0.019314,-0.027571,0.0062473,0.0093915
0.06301,0.078968,0.063275,0.075999,0.065217,0.061534,0.065994,0.055519,0.056087,0.047662,0.054651,0.056616,0.059365,0.076848,0.045414,0,0.099354,0.046444,0.064602,0.086877,0.084946,0.15084,0.062867,0.057595,0.05345,0.044118,0.04308,0.057936,0.048644,0.052144,0.044988,0.044118,0.044118,0.056678,0.045471,0.058639,0.064831,0.06658,0.056034,0.064305,0.038521,0.075076,0.081179,0.077967,0.083002,0.05937,0.057683,0.12967,0.17018,0.13359,0.15809,0.043219,0.051367,0.046919,0.063032,0.072158,0.067401,0.078727,0.17445,0.10716,0.11478,0.046023,0.029412,0.044118,0.04058,0.054765,0.10107,0.12448,0.13025,0.079225,0.047511,0.048366,0.048476,0.048045,0.051074,0.039471,0.053159,0,0.05973,0.064691,0.072544,0.086135,0.058181,0.052437,0.065099,0.061718,0.065404,0.066871,0.060683,0.058555,0.064914,0.071551,0.075241,0.078972,0.062977,0.075336,0.076184,0.067216,0.085682,0.038555,0.044118
