5,12.611,14.222,10.87,67.167,73.944,82.481,93.907,84.074,18.519,4.2963,4.6852,11.685,48.537,85.352,79.426,81.259,88.167,65.185,14.426,14.222,12.796,13.778,8.7593,8,2.0185,11.37,55.963,63.815,68.444,65.407,31.759,7.8889,2.463,12.685,68.722,101.13,111.28,121.7,94.259,55.352,53.63,49.704,42.333,41.037,39.704,33.759,30.852,32.704,36.537,39.204,38.611,50.259,69.111,87.796,94.389,84.852,71.574,63.704,64.537,57.815,48.222,35.815,8.5,36.963,40.667,46.407,53.278,62.519,44.574,37.704,29.889,26.333,28.667,26.241,26.722,27.852,21.63,22.056,27.926,34.407,30.241,22.778,17.519,8.5556,5.2778,12.111,16.556,81.352,112.89,114.19,114.7,113.02,55.963,34.241,32.685,32.074,32.519,30.204,22.981,12.852,10.426
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037037,0.092593,0.11111,0.074074,0.46296,0.48148,0.5,0.53704,0.51852,0.12963,0.037037,0.037037,0.074074,0.31481,0.48148,0.46296,0.48148,0.51852,0.42593,0.092593,0.092593,0.074074,0.092593,0.055556,0.055556,0.018519,0.074074,0.42593,0.44444,0.48148,0.48148,0.24074,0.055556,0.018519,0.092593,0.42593,0.57407,0.62963,0.72222,0.61111,0.35185,0.31481,0.2963,0.25926,0.25926,0.25926,0.22222,0.2037,0.22222,0.24074,0.25926,0.25926,0.31481,0.42593,0.48148,0.5,0.46296,0.44444,0.38889,0.35185,0.33333,0.27778,0.22222,0.074074,0.24074,0.27778,0.31481,0.35185,0.42593,0.27778,0.22222,0.18519,0.16667,0.18519,0.16667,0.16667,0.18519,0.14815,0.14815,0.18519,0.22222,0.18519,0.14815,0.12963,0.074074,0.037037,0.074074,0.11111,0.51852,0.55556,0.55556,0.57407,0.59259,0.33333,0.18519,0.18519,0.18519,0.18519,0.18519,0.14815,0.074074,0.074074
15.574,0.66667,0.66667,1.1852,0.2963,0.2963,0.46296,0.16667,0.2963,0.46296,14.519,0.2963,0.16667,0.2963,0.16667,0.16667,0.16667,0.16667,0.16667,13.5,13.5,14.519,13.5,14.519,14.519,0.2963,0.2963,0.2963,0.46296,0.46296,0.46296,0.46296,14.519,14.519,3.1296,1.8519,1.1852,0.90741,0.66667,0.46296,0.46296,0.46296,0.46296,0.2963,0.2963,0.2963,0.2963,0.2963,0.16667,0.16667,0.16667,0.2963,0.2963,0.2963,0.46296,0.46296,0.46296,0.46296,0.46296,0.46296,0.46296,0.46296,0.66667,3.6296,2.2407,1.8519,1.5,0.90741,0.46296,0.46296,0.2963,0.2963,0.16667,0.16667,0.16667,0.16667,0.16667,0.2963,0.2963,0.2963,0.2963,0.46296,0.90741,1.1852,1.1852,0.46296,0.2963,0.16667,0.074074,0.018519,0.018519,0,0,0,0.2963,0.2963,0.2963,0.2963,0.2963,0.2963,0.46296,0.46296
9.7963,8.963,9.7963,9.7963,8.963,8.963,8.963,8.963,8.963,9.7963,10.667,42.667,40.907,14.519,11.574,10.667,9.7963,9.7963,8.963,8.963,8.963,8.963,8.963,9.7963,9.7963,0,39.185,13.5,11.574,9.7963,9.7963,9.7963,9.7963,0,24,0.46296,0.16667,0.074074,0.074074,0.018519,0.018519,0.018519,0.018519,0,0,0,0,0,0,0,0,0.018519,0.018519,0.018519,0.074074,0.074074,0.16667,0.2963,0.2963,0.66667,0.90741,1.5,2.2407,22.685,16.667,15.574,14.519,13.5,12.519,10.667,10.667,10.667,9.7963,9.7963,9.7963,8.963,8.963,8.963,9.7963,10.667,10.667,11.574,12.519,12.519,13.5,40.907,39.185,24,10.667,9.7963,9.7963,9.7963,8.963,8.963,8.963,8.963,8.963,8.963,8.963,9.7963,37.5,37.5
0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.3,0.3,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1
31,22,19,25,19,19,19,18,19,23,30,6,6,13,17,16,17,18,19,30,30,31,30,30,30,5,7,16,18,19,19,18,30,29,16,29,29,30,29,29,30,32,33,35,35,35,34,34,31,32,31,28,28,25,22,24,24,25,31,34,33,30,29,17,18,18,18,18,17,19,19,20,21,20,19,21,19,20,17,15,14,13,13,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28808,0.11668,0.33579,0.50881,0.39976,0.40189,0.50004,0.65225,0.49787,0.52937,0.15713,0.013095,0.65129,0.43054,0.65245,0.63501,0.52567,0.4466,0.63533,0.37208,0.64145,0.6405,0.5331,0.33247,0.41243,0,0.46983,0.21616,0.33667,0.36547,0.28883,0.38966,0.35717,0,0.35741,0.55436,0.58787,0.59319,0.60994,0.57739,0.59308,0.45493,0.57403,0.55705,0.47438,0.4921,0.58189,0.57463,0.40686,0.40707,0.42224,0.38246,0.45148,0.60838,0.53101,0.58406,0.51227,0.58628,0.60507,0.47235,0.66689,0.52171,0.66666,0.11651,0.35019,0.46696,0.33787,0.35171,0.36172,0.60373,0.60268,0.57551,0.59921,0.69448,0.67948,0.69278,0.61364,0.47109,0.37306,0.42137,0.49815,0.67879,0.68535,0.32753,0.14063,0.17023,0.62717,0.65922,0.47139,0.54826,0.52267,0.45218,0.45677,0.78065,0.49816,0.60822,0.58579,0.70852,0.65818,0.68361,0.65184,0.40919
0,0.0075387,-0.011212,-0.0017215,-0.011782,-0.0016329,0.0028374,0.0038624,0.0068324,-0.0061972,0,0,0.0044783,-0.0063866,0.0074565,-0.0024698,-0.0033438,-0.0025901,-0.0057276,-0.0050476,-0.0028282,0.00096808,0.005052,-0.010891,-0.0059132,0,0.010312,-0.00082737,-0.0060046,-0.0066803,-0.0084165,-0.010822,0.011683,0,-0.019439,0.010432,0.0039738,0.011294,9.4902e-05,-0.003923,-0.0011754,0.0026136,0.0065603,0.001204,-0.0012446,-0.0046469,-0.017089,-0.012322,-0.0013309,-0.0046081,-0.0075937,0.0052369,0.0045589,0.0044161,0.0037086,0.0087491,-0.0052473,0.0018464,0.00098709,-0.001748,-0.00087411,0.016438,0.0041219,-0.018836,-0.0014814,-0.0070364,0.0040044,0.002204,0.0033401,-0.0017317,0.0022294,0.0034008,0.0026416,-0.0062765,-0.0017348,-0.0030333,-0.016796,0.0066144,0.01146,-0.016928,0.0040092,0.0097462,0.0030423,-0.024347,0,0,0.0020962,-0.0067861,0.0012408,0.034268,0.013715,0.010792,0.0066961,-0.0028481,0.0044438,0.010756,0.0059879,0.0083423,-0.0032744,-0.0058878,0.018338,0.016011
0.018519,0.03619,0.035882,0.03649,0.049971,0.039092,0.03662,0.033886,0.034834,0.029848,0.018519,0.018519,0.027562,0.054509,0.03034,0.037883,0.037168,0.035456,0.031849,0.028838,0.033307,0.027534,0.033054,0.027778,0.027778,0,0.036705,0.035577,0.044203,0.048829,0.041299,0.03802,0.027778,0,0.046993,0.034465,0.037799,0.040614,0.040371,0.032785,0.031112,0.045974,0.044019,0.045709,0.039516,0.044539,0.05339,0.041077,0.040217,0.033623,0.042312,0.030149,0.04146,0.030409,0.052272,0.038246,0.036602,0.02962,0.031411,0.053676,0.032337,0.04554,0.026847,0.04148,0.042244,0.035851,0.03334,0.058736,0.043088,0.036336,0.03475,0.032402,0.030653,0.031085,0.028945,0.025398,0.047988,0.033965,0.044859,0.052705,0.031456,0.033105,0.024324,0.064148,0.020192,0.018519,0.024531,0.032975,0.032374,0.10909,0.05403,0.058051,0.053442,0.030009,0.035746,0.036739,0.02655,0.03082,0.029341,0.026396,0.040878,0.039997
