8.383,16.596,28.596,87.915,110.02,122.21,114,74.191,43.553,39.17,35.468,36.447,31.851,21.277,10.915,14.511,33.277,47.043,57.34,58.745,53.404,35.277,22.319,18.17,17.851,19.553,22.66,43.447,88.064,103.06,107.49,98.809,78.617,20.447,17.915,19.383,16.043,10.638,17.298,40.511,87.787,108.62,124.36,120.79,108.04,62.766,32.447,24.383,16.957,9.4894,12.362,12.894,13.298,13.681,22.34,27.362,43.745,91.34,104.83,106.51,94.447,77,15.723,7.7872,71.489,100.68,118.23,116.4,101.43,48.915,35.128,28.979,31.404,34.043,34.064,30.532,10.83,27.213,52.66,72.149,80.851,80.872,65,42.723,37.17,30.617,26.66,23.298,22.979,22.532,21.809,21.681,22.681,26.489,32.064,35.553,36.915,44.766,52.128,69.362,72.277,66.234,45.787,32.404,10.255,16.17,26.383,62.723,125.15,157.87,169,162.02,145.66,76.532,35.532,25.915,23.787,19.872,11.894,12.319,17.191,23.213,25.957,49.574,97.723,137.72,171.87,176.23,162.11,119.68,45.532,33.383,33.149,34.936,33.404,23.702,2.4468,13.766,21.915,29.404,81.681,118.15,138.94,131.81,116.72,78.574,14.596,7.8511,8.2128,17.277,26.447,48.149,149.15,186.04,192.19,175.77,139.02,11.894,5.5957
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06383,0.10638,0.17021,0.55319,0.59574,0.6383,0.65957,0.44681,0.25532,0.23404,0.21277,0.23404,0.21277,0.14894,0.085106,0.10638,0.21277,0.2766,0.31915,0.34043,0.34043,0.23404,0.14894,0.12766,0.12766,0.12766,0.14894,0.29787,0.55319,0.55319,0.57447,0.55319,0.53191,0.12766,0.10638,0.12766,0.10638,0.085106,0.12766,0.2766,0.59574,0.59574,0.61702,0.61702,0.61702,0.42553,0.21277,0.17021,0.12766,0.06383,0.085106,0.085106,0.085106,0.085106,0.14894,0.17021,0.2766,0.57447,0.57447,0.55319,0.53191,0.53191,0.12766,0.06383,0.51064,0.59574,0.61702,0.6383,0.6383,0.29787,0.21277,0.17021,0.19149,0.21277,0.21277,0.21277,0.085106,0.19149,0.31915,0.38298,0.42553,0.46809,0.40426,0.25532,0.23404,0.19149,0.17021,0.14894,0.14894,0.14894,0.14894,0.14894,0.14894,0.17021,0.21277,0.23404,0.23404,0.2766,0.31915,0.44681,0.42553,0.38298,0.2766,0.21277,0.085106,0.12766,0.17021,0.42553,0.74468,0.80851,0.85106,0.89362,0.93617,0.53191,0.23404,0.17021,0.17021,0.14894,0.085106,0.085106,0.12766,0.17021,0.17021,0.34043,0.6383,0.78723,0.89362,0.91489,0.91489,0.80851,0.29787,0.21277,0.21277,0.21277,0.21277,0.17021,0.021277,0.10638,0.14894,0.19149,0.55319,0.68085,0.70213,0.68085,0.70213,0.57447,0.10638,0.06383,0.06383,0.12766,0.17021,0.31915,0.95745,0.97872,0.97872,0.97872,0.95745,0.085106,0.042553
5.4468,4.7872,4.1702,3.5957,3.0638,3.0638,2.5745,2.5745,4.1702,4.1702,4.7872,4.1702,4.1702,4.1702,4.7872,24.596,8.5106,7.6809,6.8936,6.1489,5.4468,4.7872,4.7872,4.7872,4.1702,4.1702,4.1702,4.1702,4.1702,4.7872,4.7872,5.4468,6.1489,27.574,29.128,27.574,27.574,27.574,6.8936,6.1489,5.4468,5.4468,4.7872,4.7872,4.7872,4.7872,5.4468,6.1489,6.1489,6.1489,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,6.1489,6.8936,6.8936,8.5106,6.8936,5.4468,5.4468,4.7872,4.1702,4.1702,4.7872,6.1489,6.8936,6.8936,6.1489,6.1489,6.1489,6.8936,14.383,10.298,9.383,8.5106,7.6809,6.8936,6.8936,6.1489,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,5.4468,6.1489,6.1489,6.8936,7.6809,8.5106,9.383,12.255,15.511,19.149,6.8936,6.8936,6.1489,2.1277,1.3617,0.76596,0.34043,0.085106,0.021277,0.021277,0.021277,0,0,0,0.021277,0.021277,0.085106,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,2.1277,7.6809,7.6809,7.6809,7.6809,7.6809,37.532,7.6809,6.8936,6.8936,0.085106,0.021277,0.021277,0.085106,0.085106,0.19149,34.043,37.532,39.34,0.34043,0.085106,0.021277,0.021277,0,0,0,0,37.532,41.191
16.681,15.511,2.1277,1.3617,1.0426,0.53191,0.53191,0.53191,0.53191,0.53191,0.53191,0.53191,0.53191,0.76596,16.681,1.3617,1.0426,0.76596,0.53191,0.53191,0.53191,0.53191,0.53191,0.76596,6.8936,6.8936,1.7234,1.0426,0.76596,0.76596,0.53191,0.53191,0.53191,0.53191,0.53191,0.53191,0.76596,1.0426,0.34043,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.34043,15.511,15.511,15.511,15.511,15.511,0.34043,0.34043,0.34043,0.34043,0.34043,0.34043,0.34043,0.34043,0.34043,14.383,1.0426,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.085106,0.085106,0.085106,0.085106,13.298,3.0638,2.1277,1.3617,1.0426,0.76596,0.76596,0.53191,0.34043,0.34043,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.34043,0.53191,0.53191,0.76596,0.76596,1.0426,1.3617,2.1277,2.1277,3.5957,0.085106,0.085106,0.085106,0.085106,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.085106,39.34,37.532,12.255,11.255,10.298,0.19149,0.19149,0.19149,0.085106,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.085106,0.19149,0,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.085106,0.085106,0.085106,0.085106,0.021277,0,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277
0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.5,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0,0,0,0.1,0.1,0.1
18,18,20,27,27,28,27,27,29,28,29,28,27,24,18,37,33,32,32,32,31,31,30,29,21,21,23,27,28,29,29,30,30,40,40,40,39,39,28,28,31,31,30,30,30,29,31,31,27,19,19,19,19,19,29,28,28,30,30,31,31,31,38,20,29,31,30,30,30,29,31,32,33,32,32,32,21,31,30,31,31,31,30,31,30,29,31,32,32,32,32,32,32,31,31,29,29,30,30,31,31,31,31,33,33,32,32,31,28,28,27,26,25,19,22,24,24,20,3,4,7,14,16,26,28,26,25,25,25,24,32,35,35,35,33,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24197,0.46712,0.77042,0.55394,0.46787,0.54178,0.67703,0.68017,0.64039,0.6467,0.59126,0.59772,0.53272,0.45871,0.17491,0.18887,0.49138,0.60942,0.64659,0.59544,0.54588,0.57613,0.3559,0.30528,0.5475,0.50769,0.58416,0.51145,0.48046,0.39065,0.47869,0.32525,0.36724,0.63452,0.57281,0.51828,0.40743,0.15922,0.30884,0.50197,0.56234,0.4148,0.5554,0.43902,0.41547,0.62405,0.4679,0.3068,0.34133,0.49868,0.51866,0.46501,0.40681,0.41526,0.6033,0.55596,0.67388,0.48176,0.39025,0.4495,0.36171,0.24996,0.12437,0.021277,0.2656,0.39577,0.42971,0.43617,0.57617,0.60939,0.55785,0.44307,0.56132,0.54945,0.50084,0.38314,0.1906,0.23463,0.46322,0.51687,0.43811,0.52344,0.6749,0.55396,0.5456,0.45911,0.43261,0.36063,0.45063,0.42353,0.40067,0.33027,0.29982,0.4113,0.49676,0.48625,0.47041,0.4868,0.62186,0.62951,0.462,0.57065,0.5289,0.36935,0.11325,0.16297,0.37201,0.65812,0.46692,0.52189,0.51635,0.40676,0.44782,0.50321,0.48823,0.37869,0.2941,0.26314,0.32003,0.25964,0.39201,0.26007,0.43052,0.59371,0.47109,0.58587,0.54866,0.46148,0.46101,0.54013,0.67416,0.58848,0.58016,0.57476,0.44945,0.28766,0,0.17324,0.32696,0.41736,0.54395,0.51298,0.66744,0.51369,0.42109,0.36249,0.38398,0.13952,0.22145,0.40919,0.39346,0.55277,0.44164,0.3917,0.37513,0.32988,0.3439,0.28776,0.16549
-0.010473,0.0085546,-0.0016077,-0.024771,0.018858,0.014618,-0.0035461,-0.0017547,0.0073365,0.0071522,0.0068349,0.002365,-0.010123,-0.006153,0.0013432,0.001365,-0.0012095,-0.00087856,0.012121,0.014484,-0.0080764,-0.0012337,0.0046412,-0.010489,-0.011714,-0.014131,-0.010654,-0.015806,-0.0051891,0.020328,0.038677,0.020318,-0.016812,0.0057233,0.0079719,-0.0010876,0.005597,0.0093801,-0.0031458,-0.010987,-0.016118,0.00052174,0.042685,0.040601,-0.010191,-0.011919,0.0086356,-0.0034032,-0.018643,0.013097,0.0021291,0.0079072,0.0084419,0.013868,-0.0055736,-0.0079347,-0.0072013,-0.013612,0.024321,0.037771,0.032229,0.016125,-0.014834,0,-0.0037455,0.025675,0.0341,0.0061591,-0.01576,0.0021349,0.0094388,0.0085715,0.014104,0.01261,0.0085598,-0.016218,0.00013243,0.0079495,0.013495,0.028228,0.026114,0.0063274,-0.004363,3.7901e-05,0.003009,0.0019327,0.0072478,-0.0021995,-0.0023218,-0.011322,-0.0060275,-0.0097842,-0.0098153,0.0093351,0.005273,0.0021343,0.0072262,0.0090788,0.0032426,-0.0067268,0.013246,0.0079874,0.0066595,0.010408,0,0.00089675,0.0075281,-0.012338,-0.014156,0.036411,0.038762,0.026165,-0.00017516,-0.012471,0.0044508,0.0084297,0.005205,-0.0030586,0.012855,0.0031179,-0.0023101,-0.0085224,0.0016756,-0.018603,-0.021066,0.012422,0.01279,0.023892,-0.0039345,-0.019874,-0.0084926,-0.0056208,-0.00087086,0.001603,0.0021049,0.0044703,0,-0.0044443,-0.0038502,0.0016829,-0.021014,0.0052377,0.025829,0.033345,0.017187,-0.020419,-0.004886,-0.0058222,0.011234,-0.0047737,0.0037377,-0.00098909,-0.015386,0.038751,0.036702,0.011221,0.0053538,-0.0040407,0
0.031915,0.025068,0.031173,0.077044,0.10299,0.075448,0.038502,0.041345,0.03559,0.03696,0.036126,0.038892,0.043399,0.034557,0.029022,0.034546,0.033493,0.034529,0.048418,0.051353,0.043046,0.039128,0.036721,0.052084,0.03448,0.033604,0.038271,0.05805,0.039646,0.08168,0.12807,0.085832,0.075253,0.029977,0.02747,0.037576,0.040829,0.042553,0.03508,0.044196,0.050678,0.084889,0.13985,0.14935,0.075927,0.039759,0.042899,0.035428,0.055706,0.031915,0.024091,0.032219,0.032674,0.040185,0.029126,0.039715,0.044793,0.048154,0.097358,0.11949,0.10907,0.066773,0.049267,0.031915,0.035813,0.088281,0.11727,0.089172,0.049212,0.031143,0.03667,0.057395,0.049576,0.03418,0.033917,0.04618,0.021453,0.039409,0.050248,0.077734,0.096479,0.049528,0.035863,0.047566,0.035294,0.043431,0.033389,0.031816,0.049099,0.042895,0.042402,0.039206,0.03327,0.042478,0.031551,0.037562,0.036243,0.039913,0.035152,0.040479,0.068979,0.050394,0.043566,0.043829,0.025093,0.036241,0.029911,0.038152,0.060354,0.12226,0.12586,0.10612,0.04406,0.040637,0.030836,0.037723,0.034677,0.037104,0.044263,0.026079,0.02658,0.033901,0.041077,0.053466,0.075636,0.046874,0.051665,0.12294,0.070627,0.075246,0.043708,0.041529,0.040324,0.041347,0.032452,0.032131,0,0.026667,0.031098,0.035722,0.056263,0.066773,0.075505,0.10532,0.07131,0.073858,0.03707,0.031915,0.031915,0.03072,0.055049,0.032101,0.053671,0.17919,0.1365,0.064243,0.045966,0.042419,0.021277
