4.4783,15.145,30.333,80.638,146.97,165.51,164.97,149.96,101.17,40.261,29.797,27.159,24.812,17.971,18.159,19.377,22.116,25.159,26.188,29.638,34.449,55.159,65.377,61.826,50.159,34.522,10.348,18.13,35.304,46.667,51.957,52.826,45.29,39.188,31.174,27.638,27.174,26.406,28.609,42.957,79.029,93.884,92.304,87.391,69.116,19.493,15.391,16.13,9.3043,15.58,22.565,27.87,85.449,113.77,119.94,111.94,84.638,24.406,16.13,4.7101,4.6667,4.7536,7.058,8.0145,16.043,24.565,30.957,40.913,110.81,141.86,145.99,133.3,95.522,19.174,12.406,9.9275,7.8696,10.841,13.565,13.913,16.768,30.696,37.594,46.464,92.957,109.71,114.64,106.81,88.261,32.014,8.7536,18.043,31.203,45.406,53.029,49.725,27.478,14.377,11.319,11.275,12.855,12.478,16.449,17.072,16.188,16.116,16.406,17.116,19.594,21.681,31.072,44.072,54.174,67.536,64.261,58.493,45.13,27.333,9.3768,22.232,38.203,78.855,89.493,90.043,88.072,55.464,17.739,14.884,12,7.3188,7.8551,10.406,11.449,11.333,20.464,26.362,32.406,67.058,86.072,89.348,84.826,68.029,25.493,11.435,9.8841,3.7826
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028986,0.086957,0.15942,0.43478,0.69565,0.71014,0.71014,0.69565,0.56522,0.21739,0.15942,0.14493,0.14493,0.10145,0.10145,0.10145,0.11594,0.13043,0.13043,0.14493,0.17391,0.30435,0.30435,0.27536,0.23188,0.18841,0.072464,0.11594,0.17391,0.21739,0.24638,0.26087,0.23188,0.2029,0.15942,0.14493,0.14493,0.14493,0.15942,0.24638,0.3913,0.4058,0.3913,0.3913,0.37681,0.10145,0.072464,0.086957,0.057971,0.10145,0.11594,0.14493,0.46377,0.50725,0.52174,0.53623,0.49275,0.13043,0.10145,0.028986,0.028986,0.028986,0.043478,0.043478,0.086957,0.13043,0.15942,0.2029,0.5942,0.62319,0.62319,0.6087,0.55072,0.11594,0.072464,0.057971,0.043478,0.057971,0.072464,0.072464,0.086957,0.15942,0.18841,0.23188,0.50725,0.50725,0.50725,0.50725,0.47826,0.18841,0.057971,0.11594,0.15942,0.21739,0.24638,0.27536,0.15942,0.072464,0.057971,0.057971,0.072464,0.072464,0.086957,0.086957,0.086957,0.086957,0.086957,0.086957,0.10145,0.11594,0.15942,0.21739,0.27536,0.31884,0.28986,0.27536,0.21739,0.14493,0.057971,0.11594,0.2029,0.3913,0.4058,0.3913,0.4058,0.33333,0.10145,0.086957,0.072464,0.043478,0.043478,0.057971,0.057971,0.057971,0.10145,0.13043,0.15942,0.36232,0.3913,0.3913,0.37681,0.34783,0.14493,0.057971,0.057971,0.028986
8.3478,7.0145,7.0145,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,7.6667,7.0145,7.0145,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,7.0145,7.0145,7.6667,8.3478,9.058,9.7971,13.928,11.362,9.7971,9.058,8.3478,7.6667,7.0145,7.0145,6.3913,6.3913,6.3913,6.3913,5.7971,5.7971,6.3913,6.3913,7.0145,7.6667,8.3478,16.754,28.058,26.797,26.797,7.0145,7.0145,6.3913,3.2609,2.8406,2.4493,1.7536,1.1739,0.92754,0.71014,0.52174,0.36232,0.36232,0.23188,0.23188,0.23188,0.23188,0.23188,0.23188,0.23188,0.36232,0.36232,0.52174,0.52174,0.23188,0.13043,0.13043,0.057971,0.014493,0,0,0,0,0,0,0,0.014493,0.014493,0.057971,0.13043,14.841,29.348,12.188,11.362,9.7971,9.7971,9.7971,11.362,24.362,25.565,26.797,26.797,7.0145,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,7.6667,8.3478,8.3478,9.7971,11.362,8.3478,7.6667,7.0145,7.0145,6.3913,6.3913,6.3913,6.3913,8.3478,8.3478,7.6667,7.0145,7.0145,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,7.0145,7.6667,9.058,14.841,29.348,29.348,32.014
26.797,0.057971,0.014493,0.014493,0,0,0,0.014493,0,0,0,0,0.014493,0.057971,5.7971,6.3913,6.3913,6.3913,7.0145,7.0145,7.0145,8.3478,9.058,9.7971,11.362,13.043,15.783,7.6667,7.0145,6.3913,5.7971,5.7971,5.7971,5.2319,5.7971,6.3913,6.3913,7.0145,7.6667,7.6667,6.3913,5.7971,5.7971,5.2319,5.2319,5.2319,5.7971,5.7971,7.0145,5.7971,5.7971,5.7971,6.3913,5.7971,5.7971,6.3913,6.3913,6.3913,6.3913,53.928,55.71,55.71,55.71,55.71,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,59.362,59.362,59.362,59.362,28.058,5.7971,6.3913,6.3913,5.7971,5.7971,5.7971,5.2319,5.2319,5.2319,5.7971,14.841,13.043,11.362,9.7971,8.3478,7.6667,7.6667,7.6667,7.0145,6.3913,6.3913,6.3913,6.3913,5.7971,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,7.0145,7.6667,8.3478,9.058,9.7971,11.362,13.928,5.7971,5.2319,5.2319,5.7971,5.7971,6.3913,5.7971,5.7971,5.7971,5.7971,6.3913,28.058,28.058,28.058,28.058,28.058,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971
0.1,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.3,0.3,0.2,0.2,0.1,0.1,0,0,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
26,32,41,42,46,45,45,45,48,49,48,49,44,37,31,31,33,32,32,34,34,34,34,34,34,33,34,40,39,38,38,38,37,37,37,35,35,34,32,33,35,36,36,37,38,46,47,47,46,37,36,36,32,32,32,30,28,23,26,8,7,7,6,6,20,24,23,24,27,27,27,28,26,24,22,26,4,4,3,3,7,19,17,19,29,29,29,31,32,41,48,34,34,34,35,36,39,44,45,46,46,42,35,35,36,35,35,35,34,35,34,34,34,35,35,34,34,34,42,37,36,36,36,35,36,35,38,37,34,24,24,24,24,24,34,0,0,0,0,0,0,0,0,0,0,0
0.19471,0.46172,0.49361,0.53139,0.33558,0.30922,0.28494,0.34074,0.49849,0.54139,0.42031,0.39779,0.42136,0.46913,0.58673,0.46233,0.55866,0.53424,0.41984,0.47072,0.55206,0.61148,0.32152,0.3559,0.37987,0.40468,0.081598,0.24861,0.48019,0.45444,0.40058,0.43399,0.50423,0.49213,0.43315,0.49366,0.46192,0.44391,0.57107,0.5394,0.36652,0.37497,0.29822,0.3444,0.37235,0.59699,0.45561,0.52931,0.36367,0.17348,0.456,0.51235,0.46591,0.29492,0.34192,0.31493,0.48849,0.37754,0.30914,0.29719,0.40992,0.16397,0.37072,0.35391,0.4642,0.41387,0.40042,0.50594,0.4448,0.22821,0.32034,0.27149,0.34118,0.41363,0.26534,0.37465,0.52735,0.60604,0.75093,0.65153,0.57669,0.52824,0.48399,0.43735,0.49362,0.34908,0.38095,0.36043,0.33286,0.41759,0.21201,0.21718,0.37306,0.43547,0.32927,0.42565,0.50589,0.5458,0.48435,0.53309,0.58437,0.45593,0.43415,0.51856,0.47233,0.49604,0.43514,0.42218,0.5293,0.4648,0.50888,0.56959,0.58766,0.31555,0.33606,0.44678,0.47051,0.28443,0.28679,0.416,0.55678,0.30113,0.35809,0.24563,0.31819,0.44354,0.3662,0.40189,0.38434,0.51164,0.47326,0.4874,0.53558,0.34102,0.46855,0.45297,0.50969,0.5114,0.32303,0.34346,0.38411,0.43208,0.58041,0.33519,0.41845,0.010248
0,-0.0057617,0.0013071,-0.00042237,0.0069983,0.048397,0.047925,0.0050531,-0.0055387,-0.0014552,-0.006356,-0.00020759,-0.0010951,-0.002472,-0.0058049,-0.0018285,0.00087456,0.00039707,0.0048023,0.0089413,0.0026926,-0.0056606,0.011495,0.02137,0.016593,0.0035631,0.0025166,0.0007203,0.006291,0.011021,0.019916,0.002846,0.0096703,0.0073185,0.0104,0.0052577,-0.00025039,-0.0038751,-0.0013617,-0.0074649,0.0061595,0.031188,0.033799,0.035223,-0.0092488,0.0063946,0.0043279,0.0043908,0,-0.0021888,0.0084455,0.0041486,-0.0041805,0.029362,0.031983,0.00678,-0.005519,0.0040078,-0.0097322,0,0,0,0.0096173,0.007535,0.0089785,-0.0011451,-0.0040108,0.0030258,-0.0062169,0.0095064,0.035327,0.019574,-0.0065516,-0.0011827,0.019956,0.0023704,0.010213,0.0005671,-0.0016058,-0.00093095,0.0033865,-0.00081492,0.0041901,0.00072493,-0.0052991,0.022603,0.021872,0.018647,-0.0058629,-0.0088745,0.00053456,0.0039691,0.0055404,0.010036,0.0095239,0.00062738,-0.0073871,0.0059165,-0.0032587,-0.0024409,0.0044415,-0.0085223,-0.0025551,0.0074313,0.010916,0.002982,-0.0089723,-0.0079965,-0.00024247,0.0030374,0.0036819,0.0058537,0.0042279,0.0097355,0.012949,0.01696,0.014408,0.0068342,0.0004592,0.0014399,0.0016976,-0.0059311,0.01639,0.011456,0.020571,-0.014924,0.0013502,0.002173,-0.00012948,-0.0039305,-0.0029519,0.00025518,-0.0010385,-0.0017573,-0.0022961,0.0027773,0.0067827,-0.0043415,0.013005,0.016641,0.014417,0.0020647,-0.0078196,0.0019139,0.0042215,0
0.014493,0.030805,0.024196,0.023488,0.039429,0.21647,0.20912,0.031181,0.028163,0.02689,0.02834,0.027798,0.023725,0.020652,0.021025,0.018087,0.019519,0.021248,0.035957,0.034118,0.027413,0.025658,0.052168,0.064223,0.049444,0.033107,0.029186,0.0314,0.029306,0.031199,0.065572,0.022869,0.029797,0.032767,0.037005,0.031282,0.027454,0.030232,0.024202,0.026924,0.050675,0.1018,0.12353,0.12836,0.037077,0.022766,0.02302,0.024023,0.022005,0.023462,0.031021,0.023721,0.033426,0.1148,0.12137,0.039915,0.030048,0.027959,0.031204,0.014493,0.014493,0.014493,0.021739,0.021739,0.036923,0.025617,0.02671,0.031286,0.029653,0.052542,0.13566,0.089952,0.046056,0.01995,0.044717,0.017609,0.021739,0.027439,0.022589,0.023632,0.025592,0.029619,0.037405,0.027595,0.025801,0.07377,0.063489,0.058833,0.030776,0.028148,0.015989,0.024415,0.032814,0.036251,0.052802,0.022846,0.024943,0.022672,0.028312,0.018968,0.017628,0.025326,0.02953,0.026853,0.036431,0.030086,0.024995,0.021855,0.024644,0.02428,0.021537,0.026153,0.024571,0.047283,0.048216,0.05224,0.046406,0.023687,0.022102,0.021875,0.023349,0.03498,0.062922,0.038298,0.090407,0.036571,0.021346,0.024731,0.024739,0.021739,0.021739,0.014985,0.023019,0.024463,0.027906,0.024668,0.027203,0.028017,0.057857,0.05028,0.046235,0.029993,0.025451,0.018611,0.024807,0.014493
