5.102,16.347,21.122,78.061,103.61,120.65,128.1,120.86,86.776,54.327,40.796,36.347,34.918,29.878,31.163,27.327,16.653,2.3265,27.939,57.531,77.878,88.041,89.898,78.51,59.143,55.816,52.388,47.388,48.857,51.837,57.122,106.41,124.2,131.73,122.71,100.47,44.918,28,20.918,16.918,7.3878,2.5714,9.6939,30.184,86.694,115.45,125.47,120.31,93.347,60.061,46.122,36.673,37.102,36.612,33.49,30.837,12.163,7.3265,32.633,53,68.143,78.306,79.388,66.878,49.49,35.633,31.551,26.265,24.204,18.796,24.551,25.776,26.041,25.551,25.102,26.102,31.571,35,36.469,46.98,78.265,84.878,83.959,72.633,51.837,31.612,4.9184,11.286,24.265,32.429,77.265,129.16,162.2,167.24,153.86,90.612,46.735,37.878,33.041,27.286,20.408,15.102,17,22.224,26.51,31.898,54.02,137.29,184.57,197.08,195.2,179.69,136.94,101.63,92.755,70.755,55.02,52.673,50.102,50.755,38.898,2.6735
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040816,0.10204,0.12245,0.53061,0.55102,0.59184,0.61224,0.63265,0.4898,0.30612,0.22449,0.20408,0.20408,0.16327,0.18367,0.16327,0.12245,0.020408,0.18367,0.34694,0.42857,0.46939,0.4898,0.46939,0.34694,0.34694,0.32653,0.28571,0.30612,0.32653,0.34694,0.67347,0.65306,0.67347,0.65306,0.61224,0.28571,0.16327,0.12245,0.10204,0.061224,0.020408,0.061224,0.20408,0.5102,0.57143,0.61224,0.63265,0.57143,0.34694,0.26531,0.20408,0.20408,0.22449,0.20408,0.20408,0.081633,0.061224,0.20408,0.28571,0.34694,0.38776,0.42857,0.38776,0.28571,0.20408,0.18367,0.16327,0.16327,0.12245,0.16327,0.16327,0.16327,0.16327,0.16327,0.16327,0.20408,0.22449,0.22449,0.28571,0.46939,0.42857,0.40816,0.36735,0.28571,0.20408,0.040816,0.081633,0.16327,0.20408,0.5102,0.71429,0.79592,0.81633,0.85714,0.57143,0.26531,0.22449,0.20408,0.18367,0.14286,0.10204,0.12245,0.16327,0.18367,0.20408,0.34694,0.81633,0.93878,0.95918,0.95918,0.95918,0.77551,0.53061,0.53061,0.44898,0.32653,0.30612,0.28571,0.28571,0.26531,0.020408
8.1633,6.6122,6.6122,5.898,5.898,5.2245,4.5918,4.5918,4.5918,5.2245,6.6122,7.3673,7.3673,7.3673,7.3673,7.3673,8.1633,32.653,1.6531,0.73469,0.5102,0.32653,0.32653,0.32653,0.32653,0.32653,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.020408,0.020408,0,0,0.020408,32.653,32.653,32.653,9,8.1633,6.6122,6.6122,5.898,5.2245,4.5918,4.5918,4.5918,6.6122,7.3673,7.3673,7.3673,7.3673,6.6122,7.3673,18.367,14.878,12.755,10.796,9.8776,9,8.1633,8.1633,7.3673,7.3673,6.6122,6.6122,6.6122,5.898,5.898,5.898,5.898,5.898,5.898,5.898,6.6122,7.3673,8.1633,8.1633,9,9.8776,9.8776,11.755,13.796,18.367,39.51,8.1633,8.1633,7.3673,2.9388,1.3061,1,0.5102,0.32653,0.18367,0.18367,0.081633,0.020408,0.020408,0,0,0,0,0,0,0,0,0,0.020408,0.020408,0.081633,0.18367,0.32653,0.73469,6.6122,7.3673,9,9,9,9
14.878,13.796,12.755,0.73469,0.5102,0.32653,0.32653,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.32653,0.32653,0.5102,0.5102,0,0.73469,0.5102,0.32653,0.18367,0.18367,0.18367,0.18367,0.18367,0.32653,0.5102,0.5102,0.73469,0.5102,0.32653,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.32653,0.73469,0,13.796,1.3061,0.73469,0.32653,0.18367,0.18367,0.081633,0.081633,0.081633,0.18367,0.18367,0.18367,0.18367,0.32653,13.796,5.2245,2.9388,2.0408,1.6531,1.3061,1,0.73469,0.5102,0.5102,0.32653,0.32653,0.32653,0.32653,0.18367,0.18367,0.18367,0.18367,0.18367,0.32653,0.32653,0.32653,0.5102,0.5102,0.73469,1,1,1.6531,2.4694,3.449,5.898,0.020408,0.020408,0.020408,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.18367,0.18367,39.51,37.735,10.796,10.796,10.796,0.5102,0.18367,0.18367,0.081633,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0,0,0,0,0,0
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0,0,0.1,0.1,0.1,0.5,0.1,0,0,0.1,0.1,0.3,0.4,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.1
22,21,22,31,31,31,31,31,30,30,32,33,33,33,32,30,33,41,31,27,27,28,28,27,25,25,23,20,21,20,23,27,29,28,28,29,26,29,44,43,42,22,22,29,31,32,32,31,31,31,34,33,33,32,33,30,22,32,33,33,32,32,32,32,33,32,33,32,32,32,32,32,32,32,32,29,30,31,31,33,32,32,33,32,32,32,32,47,35,35,34,30,28,28,27,22,20,21,22,18,16,3,4,9,11,12,23,25,24,24,25,25,23,22,22,24,0,0,0,0,0,0
0.14431,0.60098,0.63242,0.48691,0.23931,0.4035,0.3994,0.47279,0.62555,0.69344,0.61693,0.59604,0.71493,0.53296,0.62886,0.55665,0.31511,0,0.38431,0.68623,0.60857,0.55468,0.55228,0.64908,0.54719,0.64233,0.59876,0.5582,0.64535,0.59104,0.53012,0.57696,0.47938,0.60087,0.53889,0.49349,0.57824,0.5141,0.58074,0.35271,0.1247,0,0.33925,0.65018,0.50352,0.48909,0.4638,0.46091,0.74754,0.67443,0.62035,0.34272,0.46764,0.6044,0.45578,0.47223,0.26294,0.082479,0.46042,0.55411,0.57398,0.47138,0.49747,0.68736,0.64378,0.43454,0.61613,0.58149,0.48721,0.32774,0.48735,0.51252,0.5171,0.49282,0.5121,0.47191,0.49879,0.52409,0.56486,0.63976,0.66476,0.48314,0.58313,0.71498,0.73486,0.44112,0.12988,0.39691,0.45043,0.64266,0.59767,0.52267,0.55631,0.37509,0.43276,0.7461,0.53955,0.51967,0.56569,0.47371,0.41698,0.48035,0.46348,0.37764,0.43136,0.56565,0.70489,0.53713,0.42312,0.39595,0.40907,0.54634,0.7442,0.68981,0.61607,0.6801,0.6554,0.63955,0.39659,0.33271,0.37682,0
0,0.008392,0.0090565,-0.021218,0.020215,0.041863,0.051449,0.018642,0.0076066,0.008548,0.0092564,0.00098882,0.0048878,0.0017608,0.0055668,0.0066821,-0.0082429,0,-0.0012072,-0.0052311,0.0082306,0.014976,0.0035704,0.0036436,-0.0042652,0.0023632,-0.0015718,-0.011862,-0.0062973,-0.0037569,0.0066453,-0.0065536,0.014397,0.024929,0.018213,0.0018001,-0.010595,-0.013479,0.0082797,0.0018608,0.0077919,0,-0.0051589,-0.013176,0.0050438,0.0405,0.043877,0.0058064,-0.0044039,-0.004386,0.0040354,-0.014824,-0.018936,-0.00076262,0.018325,0.0064773,0.0092112,0.014431,0.011848,0.020113,0.027799,0.031024,0.010857,0.0038633,0.01031,0.00322,0.003815,0.012211,-0.00078291,-0.0052855,-0.0021655,-0.0059679,-0.0045076,-0.0088018,-0.0075321,0.0024249,0.0050482,0.001912,0.0029227,-0.0015174,-0.0067711,0.025631,0.02976,0.019193,0.013277,0.016751,0,-0.0001878,0.010076,0.0062972,-0.019894,0.011045,0.035891,0.048465,0.0023485,-0.0082404,3.2117e-05,0.0035905,0.0075788,0.005657,-0.00027329,0.0025197,-0.026395,-0.023512,-0.007867,-0.012058,-0.0077771,-0.0043302,0.011933,0.043361,0.023623,0.0047991,0.0035701,0.012283,0.011855,-0.0050251,0.0057006,0.0096208,0.021831,0.019199,-0.0030573,0
0.020408,0.024166,0.03533,0.06125,0.096342,0.15419,0.21324,0.080383,0.0403,0.038065,0.046274,0.041055,0.041257,0.030332,0.037419,0.055623,0.047468,0,0.033583,0.039792,0.048701,0.044432,0.040108,0.036729,0.032159,0.034863,0.037289,0.047274,0.041414,0.039124,0.035195,0.043973,0.077628,0.070458,0.060943,0.045703,0.037837,0.052545,0.031402,0.028592,0.030612,0,0.030612,0.038979,0.047056,0.14627,0.1507,0.063104,0.033363,0.045186,0.045895,0.058945,0.064997,0.043687,0.075511,0.031005,0.037325,0.030612,0.038862,0.077514,0.073386,0.094941,0.047161,0.036268,0.041349,0.030212,0.039591,0.037403,0.027466,0.040943,0.036058,0.038036,0.037505,0.038668,0.042473,0.039324,0.044302,0.036882,0.036279,0.038838,0.044648,0.1005,0.083483,0.056774,0.039644,0.045392,0.020408,0.021298,0.035725,0.030563,0.057654,0.052575,0.11552,0.18806,0.046154,0.035481,0.033731,0.034817,0.028353,0.036694,0.031571,0.039482,0.067825,0.070904,0.035891,0.039882,0.038672,0.060929,0.05254,0.18253,0.095624,0.057563,0.035253,0.042753,0.047437,0.031093,0.038607,0.046539,0.090381,0.071752,0.037896,0
