7.2745,11.608,18.255,25.51,26.353,62.51,132.22,191.9,203.12,208.25,209.67,196,109.57,35.804,26,42.137,47.196,37.529,35.824,27.529,31.922,35.471,39.647,41.961,49.314,54.608,77.098,93.608,86.02,75.392,65.255,50.667,14.706,10.725,30.765,39.333,66.255,193.98,224.06,225.67,225.14,208.57,85.824,21.549,13.902,14.804,48.255,99.137,156.51,167,163.16,166.16,140.94,46.902,18.608,5.8431,2.8627,16.863,40.196,109.41,133.94,137.92,138.76,129.47,38.059,20.824,22.137,13.686,11.667,15.02,14.412,19.647,29.373,33.647,42.098,63.078,120.98,125.16,126.22,120.27,96.843,24.569,11.784,6.1961,35.451,64.627,89.294,100.84,103.14,87.039,81.882,64.725,48.275,47.451,44.412,45.804,41.529,37.431,35.863,43.863,55.686,66.647,61.627,63.608,59.431,54.02,33.686,2.8235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039216,0.058824,0.098039,0.13725,0.13725,0.35294,0.62745,0.88235,0.88235,0.90196,0.90196,0.90196,0.56863,0.19608,0.13725,0.21569,0.2549,0.19608,0.19608,0.13725,0.15686,0.17647,0.19608,0.19608,0.23529,0.2549,0.39216,0.43137,0.39216,0.33333,0.29412,0.2549,0.098039,0.058824,0.15686,0.19608,0.33333,0.96078,0.96078,0.96078,0.96078,0.98039,0.45098,0.11765,0.078431,0.098039,0.2549,0.4902,0.70588,0.7451,0.72549,0.7451,0.70588,0.2549,0.098039,0.039216,0.019608,0.098039,0.19608,0.54902,0.56863,0.58824,0.58824,0.58824,0.19608,0.11765,0.11765,0.078431,0.058824,0.078431,0.078431,0.098039,0.13725,0.15686,0.19608,0.31373,0.56863,0.54902,0.54902,0.52941,0.47059,0.11765,0.058824,0.039216,0.19608,0.29412,0.39216,0.43137,0.47059,0.39216,0.39216,0.31373,0.23529,0.23529,0.21569,0.21569,0.19608,0.17647,0.17647,0.21569,0.27451,0.31373,0.27451,0.29412,0.27451,0.2549,0.17647,0.019608
0.96078,0.70588,0.70588,0.70588,0.70588,0.70588,0.70588,0.70588,0.70588,0.4902,0.4902,0.4902,0.4902,0.4902,0.70588,0.70588,0.4902,0.4902,0.4902,0.4902,0.4902,0.4902,0.4902,0.70588,0.70588,0.96078,0.96078,1.2549,1.5882,1.9608,2.3725,2.8235,4.4118,0.17647,0.17647,0.078431,0.019608,0.019608,0.019608,0.019608,0.019608,0,0.078431,37.961,41.49,9.4902,0.31373,0.078431,0.078431,0.078431,0.078431,0.078431,0.17647,0.31373,37.961,41.49,43.314,11.294,9.4902,9.4902,8.6471,7.8431,7.8431,7.8431,11.294,11.294,9.4902,9.4902,8.6471,8.6471,8.6471,7.8431,7.8431,7.8431,7.8431,7.8431,7.8431,8.6471,8.6471,10.373,12.255,36.255,41.49,43.314,18.843,15.373,13.255,12.255,11.294,10.373,9.4902,8.6471,9.4902,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,9.4902,10.373,11.294,12.255,13.255,15.373
34.588,34.588,0.019608,0,0.019608,0.019608,0,0,0,0,0,0,0,0.019608,0.019608,0,0,0,0,7.0784,7.0784,7.0784,7.0784,7.8431,7.8431,7.8431,7.8431,8.6471,9.4902,11.294,12.255,13.255,18.843,39.706,0.019608,0,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.078431,0.078431,0.078431,0.078431,0.078431,0.17647,0.078431,0.078431,0.078431,0.078431,0.17647,0,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,14.294,13.255,13.255,13.255,0.078431,0.078431,0.078431,0.078431,0.078431,0.078431,0.078431,0.019608,0.078431,0.078431,0.078431,0.078431,1.9608,1.2549,0.4902,0.31373,0.17647,0.078431,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.019608,0.078431,0.078431,0.17647,0.17647,0.70588,0
0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0,0.3,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1
9,8,25,32,26,23,25,29,29,29,29,29,35,32,29,33,29,33,29,18,17,18,17,18,18,19,19,20,20,19,19,19,18,5,27,27,21,26,26,26,26,26,37,48,49,38,27,26,29,29,28,29,30,32,47,48,48,40,35,37,36,36,36,36,41,41,37,37,23,24,24,23,30,30,31,32,35,36,36,37,38,47,48,49,37,36,37,37,37,37,37,36,39,38,39,38,39,38,0,0,0,0,0,0,0,0,0,0
0.15251,0.77005,0.43523,0.53392,0.57177,0.58251,0.4907,0.43302,0.28213,0.38179,0.25724,0.38715,0.45772,0.5662,0.47947,0.67783,0.68678,0.5805,0.53187,0.60423,0.66765,0.65723,0.57537,0.46886,0.56973,0.46677,0.65809,0.45286,0.34712,0.5311,0.40306,0.66523,0.13299,0.51031,0.4624,0.55737,0.57721,0.49305,0.26633,0.27003,0.2491,0.50797,0.624,0.73924,0.36556,0.17262,0.47428,0.53717,0.32712,0.53452,0.49113,0.52473,0.38421,0.5565,0.60075,0.02773,0,0.69615,0.69349,0.55462,0.32565,0.39383,0.36951,0.36731,0.65349,0.56367,0.55797,0.65199,0.54984,0.74174,0.48226,0.7061,0.48639,0.39647,0.53683,0.65297,0.36226,0.25663,0.426,0.46116,0.57577,0.53475,0.38689,0.52686,0.41685,0.5596,0.55598,0.32456,0.55735,0.52542,0.54132,0.70387,0.56779,0.77717,0.62699,0.53793,0.53,0.43442,0.34311,0.52892,0.59308,0.5343,0.37026,0.60315,0.38198,0.53594,0.45696,0
0,0.013824,0.0020534,0.0010861,0.013739,-0.010174,0.014736,0.0090569,0.02341,0.04945,0.030321,0.0083045,0.00091724,-0.006123,-0.016205,0.0013193,-0.0084704,0.01086,0.0089605,-0.0015593,0.001102,0.01137,0.012324,0.011232,0.018349,0.011302,0.0069762,0.027052,0.023501,0.032027,0.020987,0.0065977,-0.0075888,-0.0018406,-0.00060398,0.014125,0.0043068,0.00032199,0.028019,0.052024,0.018858,0.01252,-0.010234,-0.00084075,-0.016811,0.0021689,0.00023616,0.0075892,0.0052191,0.032666,0.030413,0.040241,-0.0068274,-0.001652,0.0025962,0,0,-0.0090805,0.0095793,0.0022025,0.027377,0.048838,0.035511,-0.0048291,0.0035879,-0.0018553,0.0044376,-0.0032516,0.013687,0.011159,0.013289,0.0077817,-0.0054141,-0.0096147,-0.00046024,0.010573,0.017511,0.013781,0.048866,0.040686,0.018153,0.014981,-0.013227,0,-0.00037206,0.023977,0.028763,0.026549,0.019316,0.032136,0.01359,0.010132,0.0067368,0.0047426,0.01049,0.0075812,0.0077661,-0.0009667,-0.003293,0.0080793,0.0090213,0.017257,0.0038384,0.019729,0.02371,0.024792,0.0059705,0
0.019608,0.029412,0.025635,0.048115,0.048507,0.041954,0.066362,0.042476,0.12108,0.21037,0.11676,0.046748,0.037358,0.048482,0.053351,0.042952,0.04253,0.040806,0.034045,0.02733,0.041505,0.03775,0.034852,0.042274,0.056709,0.055921,0.037358,0.12364,0.079405,0.099175,0.082204,0.028114,0.041606,0.029412,0.035055,0.048077,0.041394,0.041838,0.12975,0.29012,0.084521,0.051225,0.042114,0.023961,0.042171,0.025254,0.034984,0.044687,0.062862,0.10104,0.10819,0.12933,0.056196,0.037893,0.026848,0.019608,0,0.027397,0.036615,0.034724,0.096507,0.19389,0.11869,0.034588,0.033461,0.034914,0.044275,0.02597,0.029412,0.033808,0.03628,0.024763,0.04219,0.035913,0.028623,0.034389,0.074303,0.058071,0.19845,0.15586,0.057531,0.048569,0.029412,0.019608,0.036236,0.069506,0.080322,0.086495,0.062301,0.106,0.052376,0.040197,0.039395,0.030872,0.04378,0.042214,0.045777,0.057882,0.057803,0.059638,0.038426,0.059585,0.042373,0.062539,0.075442,0.083413,0.054238,0
