10.063,18.333,27.104,92.313,125.04,137.4,140,123.31,62.667,39.146,31.771,30.25,27.271,26.5,21.188,5.5625,8.6875,43.479,68.5,87.292,92.896,74.792,68.083,65.042,50.708,45.896,39.313,38.479,39.854,36.208,35.958,39.333,50.667,55.208,53.396,47.333,35.542,16.146,18.083,29.25,64.313,111.54,126.29,121.02,90.792,14.167,7.6875,10.125,15.125,18.667,24.125,25.625,24.708,14.417,11.583,41.792,101.71,123.88,127.94,112.85,60.896,23.063,20,17.333,18.333,19.292,23.104,22.813,13.375,8.5833,11.479,31,58.667,126.98,148.31,157.94,141.42,101.71,17.229,9.8542,21.479,38.146,164.88,203.42,201.65,160.73,56.083,36.875,33.667,27.229,26.396,22.438,21.979,21.604,21.188,21.458,20.125,26.896,34.375,46.083,55.792,86.813,93.938,89.396,77.146,51.5,20.813,19.792,31.813,51.417,150.35,208.67,219.15,206.17,162.08,20.917,13.646,6.6042,9.0625,41.104,66.479,88.813,96.938,83.25,68.125,69.208,51.958,44.333,50.604,41.729,44.125,41.563,42.75,47.875,52.375,58.646,53.208,44.938,40.021,5.6458,2.6875,35.5,43.833,55.167,63.146,59.396,51.958,48.396,53.354,53.125,51.25,62.208,74.729,78.542,78.729,70.604,37.938,8.2292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0625,0.10417,0.14583,0.54167,0.58333,0.58333,0.625,0.64583,0.33333,0.20833,0.16667,0.16667,0.14583,0.14583,0.14583,0.041667,0.0625,0.25,0.33333,0.41667,0.45833,0.35417,0.33333,0.35417,0.27083,0.25,0.20833,0.20833,0.22917,0.20833,0.20833,0.22917,0.27083,0.27083,0.27083,0.25,0.20833,0.10417,0.125,0.16667,0.375,0.5625,0.5625,0.58333,0.5625,0.083333,0.041667,0.0625,0.10417,0.10417,0.125,0.125,0.125,0.083333,0.083333,0.25,0.5625,0.5625,0.5625,0.5625,0.375,0.125,0.125,0.10417,0.10417,0.10417,0.125,0.125,0.083333,0.0625,0.0625,0.1875,0.33333,0.6875,0.6875,0.70833,0.6875,0.625,0.10417,0.0625,0.125,0.20833,0.9375,0.9375,0.9375,0.89583,0.29167,0.1875,0.1875,0.14583,0.14583,0.125,0.125,0.125,0.125,0.125,0.10417,0.14583,0.1875,0.25,0.29167,0.45833,0.4375,0.39583,0.35417,0.27083,0.14583,0.125,0.16667,0.27083,0.875,0.95833,0.97917,0.97917,0.95833,0.125,0.083333,0.041667,0.0625,0.25,0.33333,0.41667,0.45833,0.39583,0.33333,0.375,0.25,0.20833,0.27083,0.20833,0.22917,0.20833,0.22917,0.27083,0.27083,0.29167,0.25,0.22917,0.22917,0.041667,0.020833,0.20833,0.22917,0.27083,0.3125,0.3125,0.27083,0.25,0.27083,0.27083,0.27083,0.33333,0.375,0.375,0.375,0.35417,0.22917,0.0625
7.5208,6.75,6.0208,5.3333,5.3333,5.3333,4.6875,4.0833,4.6875,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,17.521,13.021,12,10.083,9.1875,8.3333,7.5208,6.75,6.75,6.0208,6.0208,6.0208,6.0208,6.0208,6.0208,6.0208,6.75,6.75,7.5208,8.3333,9.1875,12,8.3333,8.3333,7.5208,6.75,6.75,6.75,7.5208,11.021,38.521,38.521,8.3333,7.5208,6.75,6.75,6.75,6.75,8.3333,7.5208,7.5208,7.5208,7.5208,7.5208,9.1875,33.333,9.1875,8.3333,7.5208,7.5208,6.75,6.75,7.5208,38.521,38.521,0.33333,0.083333,0.083333,0.083333,0.083333,0.083333,0.33333,35.021,38.521,0.020833,0.020833,0,0.020833,0.020833,0.083333,9.1875,9.1875,8.3333,8.3333,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,8.3333,8.3333,8.3333,8.3333,9.1875,10.083,10.083,11.021,12,14.083,16.333,0.083333,0.083333,0.020833,0.020833,0.020833,0,0,0.020833,4.6875,40.333,42.188,22.688,15.188,13.021,11.021,10.083,9.1875,8.3333,8.3333,7.5208,7.5208,7.5208,7.5208,6.75,7.5208,7.5208,7.5208,8.3333,8.3333,9.1875,10.083,11.021,14.083,38.521,12,11.021,10.083,9.1875,8.3333,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,8.3333,8.3333,8.3333,10.083,28.521
14.083,13.021,1.3333,0.75,0.33333,0.33333,0.1875,0.1875,0.083333,0.083333,0.1875,0.1875,0.33333,0.33333,0.33333,14.083,5.3333,2.5208,1.3333,0.75,0.52083,0.52083,0.33333,0.33333,0.1875,0.1875,0.1875,0.1875,0.083333,0.083333,0.1875,0.1875,0.33333,0.33333,0.33333,0.52083,0.75,1.3333,0.083333,0.083333,0.083333,0.1875,0.1875,0.083333,0.083333,0.1875,0.1875,0.083333,0.1875,12,12,12,12,14.083,12,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.1875,0.1875,12,12,12,13.021,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,35.021,28.521,0.1875,0.083333,0.083333,0.083333,0.083333,0.083333,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.083333,0.083333,0.083333,0.083333,0.1875,0.1875,0.33333,0.52083,0.75,1.0208,1.6875,3.5208,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0,0.020833,3,1.6875,1.0208,0.52083,0.33333,0.33333,0.33333,0.020833,0.020833,0.020833,0,0.020833,0.020833,0.020833,0.020833,0.083333,0.083333,0.083333,0.1875,0.33333,0.33333,0.75,0,0.083333,0.083333,0.083333,0.020833,0.020833,0,0,0,0,0.020833,0.020833,0.083333,0.083333,0.1875,0.33333,0.75,1.3333
0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.4,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0,0,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1
21,21,23,30,31,31,31,30,30,35,33,33,31,31,31,21,31,32,33,33,33,32,32,31,33,32,33,33,34,33,31,30,29,29,31,31,31,34,30,31,31,32,32,33,33,39,45,45,31,22,22,22,22,21,23,31,33,33,33,33,35,44,37,31,26,22,22,22,22,45,45,28,23,28,28,28,28,31,44,45,5,7,23,24,24,25,37,38,39,38,35,34,34,34,34,30,31,32,33,32,33,34,33,33,33,33,32,19,20,18,24,25,24,24,25,40,47,47,35,34,34,34,34,33,32,34,35,35,35,35,33,35,34,31,31,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28641,0.61942,0.78832,0.72689,0.49904,0.3359,0.47318,0.74252,0.75928,0.73784,0.60718,0.64434,0.52567,0.35329,0.27368,0.13258,0.1301,0.45872,0.52869,0.6673,0.62604,0.73263,0.61715,0.77885,0.77459,0.81584,0.80658,0.77579,0.77926,0.73826,0.74647,0.70491,0.52619,0.66796,0.7874,0.74596,0.5709,0.42364,0.21597,0.47035,0.68377,0.50913,0.4664,0.51136,0.52359,0.56494,0.22097,0.56173,0.26162,0.59537,0.92045,0.78018,0.66401,0.27795,0.13502,0.60412,0.60048,0.40716,0.34675,0.41131,0.72353,0.73713,0.6401,0.31923,0.73672,0.68026,0.68166,0.55179,0.13872,0.15356,0.29487,0.64642,0.60174,0.61895,0.39419,0.53336,0.46215,0.40777,0.56818,0.24325,0.54045,0.65488,0.6155,0.35886,0.35878,0.65263,0.75038,0.78097,0.84376,0.5823,0.51412,0.45276,0.42582,0.37556,0.47849,0.57895,0.37338,0.58257,0.68394,0.67088,0.74699,0.71578,0.61605,0.68392,0.81328,0.5086,0.17041,0.48567,0.50413,0.7868,0.73279,0.39622,0.50814,0.45102,0.46625,0.6958,0.69854,0.044194,0.041667,0.62673,0.71783,0.71316,0.66926,0.91958,0.72516,0.82397,0.75136,0.67706,0.85259,0.57308,0.70952,0.53479,0.62496,0.68207,0.53288,0.80867,0.66113,0.6665,0.53743,0.19151,0,0.58153,0.48913,0.60479,0.52038,0.73663,0.67796,0.6261,0.73298,0.75379,0.75467,0.78184,0.60818,0.68186,0.62657,0.58672,0.47456,0.096225
0.0079542,0.0097984,0.0027967,-0.023928,0.018749,0.03855,0.026074,-0.0035525,-0.0028686,0.0024617,0.005063,0.007635,0.019297,0.0050058,-0.011518,0,-0.011,0.0053269,0.027295,0.026405,0.0043078,0.013694,-0.00018681,-0.0052594,-0.0022556,-0.0084594,-0.0035643,-0.0017699,-0.0042795,-0.0033275,-0.0013107,-0.0037648,-0.0021788,0.016192,0.0083119,0.0089216,0.0042003,-0.010982,0.0051805,-0.0014358,-0.0058143,0.0093385,0.047952,0.029011,-0.013086,-0.0086646,0,0.014164,0.0080788,0.0083838,0.0043965,0.016786,0.015684,-0.00156,0.0019444,-0.0034421,-0.0063648,0.023028,0.031841,-0.0035699,-0.021751,0.0020449,-0.012761,-0.009686,0.0005262,0.013127,0.012224,0.012938,0.017603,0.012034,-0.014649,-0.004376,-0.0011508,-0.001019,0.020916,0.038467,0.032658,-0.020154,-0.0046094,0.007343,0.016789,0.0039256,-0.013647,0.018162,0.020874,-0.0099942,-0.00035585,0.0079195,-0.0064158,0.00049637,0.0049725,-0.00038954,-0.0030626,-0.0045031,0.0087751,0.00047693,-0.025149,-0.010064,-0.00015338,0.00509,0.0083217,0.00016513,0.033023,0.029884,0.025045,0.018855,0.00094407,-0.006397,-0.0045511,0.006256,-0.015796,0.0057576,0.028514,0.023417,-0.014687,-0.0063033,-0.0026298,0,0,-0.0054899,0.016032,0.020539,0.013633,0.012697,0.0090954,-0.0038817,0.0053703,0.0080057,0.0023173,0.00041081,0.0088105,0.00020426,0.0035174,-0.005416,-0.00069639,0.015836,0.0056738,0.011904,0.0038038,0,0,-0.010414,0.0012604,-0.0010322,0.015461,0.0034992,0.0060239,0.00084828,-0.0016461,0.0046177,0.0021239,-0.0055891,0.010621,0.017077,0.010434,0.016013,0.0013415,-0.014731
0.03125,0.028277,0.028456,0.066286,0.088938,0.13207,0.11003,0.03364,0.036981,0.032387,0.031872,0.02962,0.051379,0.046236,0.048157,0.020833,0.03125,0.047394,0.077303,0.078625,0.050122,0.051454,0.048139,0.037745,0.036587,0.036692,0.038309,0.034652,0.03271,0.033037,0.033498,0.027723,0.042633,0.047481,0.036938,0.035761,0.041797,0.035281,0.04597,0.033815,0.034416,0.072925,0.19751,0.10706,0.055006,0.034686,0.020833,0.03125,0.024692,0.043498,0.028235,0.046051,0.050898,0.02792,0.02403,0.038096,0.03901,0.088706,0.10752,0.051253,0.054674,0.03707,0.030953,0.034622,0.031198,0.045204,0.033598,0.031777,0.04339,0.03125,0.03125,0.034806,0.043338,0.038463,0.068378,0.11499,0.11353,0.07459,0.031621,0.03125,0.043824,0.033284,0.052303,0.075245,0.084351,0.045366,0.03158,0.036696,0.034268,0.034538,0.024746,0.026288,0.028457,0.029554,0.031551,0.036646,0.060622,0.041254,0.041548,0.036223,0.037901,0.033868,0.10076,0.081666,0.066666,0.05395,0.041224,0.029053,0.03167,0.034695,0.048311,0.068802,0.10835,0.095583,0.075315,0.042295,0.027474,0.020833,0.03125,0.031161,0.056855,0.066897,0.057527,0.039166,0.040803,0.037054,0.033663,0.036468,0.030924,0.029366,0.040797,0.030349,0.052605,0.043832,0.041433,0.045024,0.03059,0.045561,0.036711,0.020833,0,0.039241,0.033631,0.036351,0.051021,0.03565,0.043532,0.039858,0.043545,0.040255,0.037065,0.036585,0.062703,0.053609,0.04657,0.048778,0.037082,0.03125
