16.538,31.019,53.481,105.85,122.06,129.21,130.23,105.69,25.519,18.192,22.904,12.885,7.8462,10.481,12.75,15.346,26.519,31,43.077,72.038,115.58,115.17,112.46,102.98,46.135,11.288,5.8846,27.538,69.135,80.038,91.654,91.192,73.404,60.827,55.5,51.212,49.865,42.096,42.519,42.5,40.192,42.692,46.481,53.712,54.692,48.885,38.365,21.038,24.5,63.077,77.615,89.038,95.462,95.712,62.558,54,48.846,46.135,36.731,34.173,31.692,31.904,31.962,33,44.212,46.135,48.519,46.673,37.077,16.885,15.096,52.923,71.827,89.058,95.462,79.654,69.923,63.519,44.788,41.981,42.365,41.596,42.5,35.885,39.577,37.423,48.308,53.019,54.442,52.538,45.173,38.077,2.9423,18.096,23.346,38.788,111.77,151.38,162.35,172.15,140.46,37.923,23.038,14.019,9.9423,6.8654,7.4038,21,22.096,36.981,51.442,76.846,173.06,190.85,186.06,186.06,157.67,29.288,21.596,15.846,24.692,13.962,13.115,14.712,25.269,37.788,44.423,55.231,108.44,150.4,152.54,151.56,139.88,58.481,16.442,10.75,15.519,49.885,124.38,135.54,136.25,134.98,85.731,45.865,33.019,27.077,21.423,21.712,10.038,2.75,42.154,63.942,81.75,94.538,91,75.231,66.577,53.846,46.942,40.173,49.096,51.481,63.673,62.288,67.288,71.923,92.192,92.962,84.25,92.769,81.346,54.731
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.096154,0.15385,0.26923,0.51923,0.55769,0.57692,0.57692,0.55769,0.13462,0.096154,0.11538,0.076923,0.038462,0.057692,0.057692,0.076923,0.13462,0.15385,0.21154,0.36538,0.53846,0.51923,0.5,0.46154,0.26923,0.057692,0.038462,0.15385,0.32692,0.36538,0.42308,0.42308,0.34615,0.28846,0.26923,0.25,0.25,0.21154,0.21154,0.21154,0.19231,0.21154,0.23077,0.25,0.25,0.23077,0.19231,0.11538,0.15385,0.28846,0.34615,0.38462,0.42308,0.46154,0.28846,0.25,0.23077,0.21154,0.17308,0.17308,0.15385,0.15385,0.15385,0.15385,0.21154,0.21154,0.23077,0.23077,0.19231,0.096154,0.096154,0.25,0.32692,0.40385,0.44231,0.38462,0.32692,0.30769,0.21154,0.21154,0.21154,0.21154,0.21154,0.17308,0.19231,0.19231,0.25,0.25,0.26923,0.25,0.21154,0.19231,0.019231,0.096154,0.11538,0.21154,0.55769,0.67308,0.73077,0.76923,0.76923,0.19231,0.11538,0.076923,0.057692,0.038462,0.038462,0.11538,0.11538,0.19231,0.25,0.38462,0.84615,0.84615,0.82692,0.82692,0.82692,0.15385,0.11538,0.076923,0.13462,0.076923,0.076923,0.076923,0.13462,0.19231,0.23077,0.26923,0.57692,0.67308,0.67308,0.65385,0.65385,0.32692,0.096154,0.057692,0.076923,0.26923,0.55769,0.57692,0.57692,0.59615,0.44231,0.23077,0.17308,0.13462,0.096154,0.11538,0.057692,0.019231,0.21154,0.28846,0.36538,0.42308,0.40385,0.34615,0.32692,0.25,0.23077,0.19231,0.25,0.25,0.30769,0.30769,0.34615,0.36538,0.42308,0.42308,0.38462,0.42308,0.38462,0.26923
12.019,12.019,11.077,11.077,10.173,9.3077,9.3077,9.3077,13,13,12.019,11.077,11.077,10.173,10.173,10.173,10.173,10.173,10.173,10.173,10.173,11.077,12.019,14.019,24.923,42.481,42.481,20.942,16.173,15.077,13,12.019,11.077,11.077,10.173,10.173,9.3077,9.3077,9.3077,9.3077,9.3077,9.3077,10.173,10.173,11.077,12.019,13,15.077,22.231,17.308,15.077,14.019,13,12.019,11.077,10.173,10.173,10.173,10.173,9.3077,9.3077,9.3077,9.3077,9.3077,9.3077,9.3077,9.3077,10.173,11.077,13,23.558,18.481,16.173,14.019,13,12.019,11.077,11.077,11.077,10.173,9.3077,9.3077,9.3077,9.3077,9.3077,10.173,10.173,11.077,11.077,12.019,13,14.019,38.942,11.077,11.077,10.173,8.4808,4.9231,3.25,2.3269,1.9231,1.5577,1.2308,0.94231,0.69231,0.69231,0.69231,0.48077,0.69231,0.48077,0.48077,0.48077,0.48077,0.69231,0.69231,0.94231,0.94231,0.69231,0.48077,0.30769,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.17308,0.17308,0.17308,0.30769,0.30769,0.69231,12.019,11.077,10.173,9.3077,8.4808,8.4808,8.4808,8.4808,11.077,11.077,10.173,10.173,9.3077,9.3077,10.173,18.481,16.173,14.019,12.019,12.019,11.077,11.077,11.077,10.173,10.173,4.3269,3.7692,1.9231,1.5577,0.94231,0.30769,0.076923,0.019231,0.019231,0,0,0.019231
0.076923,0.019231,0.019231,0.019231,0,0,0,0.019231,0,0,0,0.076923,13,13,13,0.076923,0.019231,0.019231,0.019231,0,0.019231,0.019231,0.019231,0.019231,0.019231,0.076923,0.17308,2.3269,0.69231,0.48077,0.30769,0.17308,0.17308,0.019231,0.019231,0,0,0,0,0,0.019231,0.019231,0.019231,0.076923,0.076923,0.17308,0.30769,0.48077,1.5577,0.94231,0.69231,0.48077,0.30769,0.17308,0.17308,0.076923,0.076923,0.019231,0.019231,0.019231,0.076923,0.019231,0.019231,0.076923,0.076923,0.076923,0.17308,0.17308,0.48077,0.69231,2.7692,1.2308,0.69231,0.30769,0.17308,0.076923,0.076923,0.019231,0.019231,0,0,0,0,0.019231,0.019231,0.019231,0.019231,0.076923,0.076923,0.17308,0.30769,0.30769,0,0.019231,0.019231,0.076923,0.076923,0.019231,0.019231,0.019231,0,0,0.019231,0.076923,35.558,37.231,37.231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.076923,0.019231,40.692,40.692,40.692,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.076923,11.077,11.077,0.17308,0.019231,0.019231,0.019231,0,0,0,0,0.30769,11.077,11.077,14.019,0,1.9231,1.2308,0.69231,0.48077,0.30769,0.17308,0.076923,0.076923,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.019231,0.076923,0.076923,0.076923,0.17308,0.17308,0.17308,0.30769
0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.4,0.2,0.2,0.2,0.2,0.6,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.4,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.3
36,39,35,38,38,38,38,37,44,46,43,32,26,25,25,31,36,35,35,38,38,38,39,40,44,49,49,38,38,38,38,38,37,39,39,40,39,39,39,39,38,37,37,34,36,37,36,36,39,38,38,38,38,38,37,39,38,40,41,40,39,40,40,37,36,36,35,37,36,38,38,38,38,38,38,38,38,38,41,40,39,39,39,39,37,38,36,35,36,36,36,37,46,40,42,39,36,34,33,32,31,28,30,19,8,8,8,29,29,26,26,27,28,29,29,29,29,29,29,28,24,5,5,5,21,23,23,24,29,31,31,32,33,33,32,27,27,38,37,37,37,37,36,40,37,30,26,26,24,24,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30739,0.56123,0.66492,0.42961,0.439,0.45324,0.39913,0.52036,0.55335,0.62008,0.6853,0.59636,0.13598,0.50783,0.25147,0.61868,0.54075,0.4743,0.34682,0.58881,0.3994,0.30439,0.37258,0.31093,0.67788,0.51109,0.43514,0.47307,0.46144,0.45038,0.39699,0.53267,0.48072,0.5021,0.64203,0.60129,0.58628,0.63537,0.6711,0.57445,0.43984,0.63034,0.57794,0.34933,0.51363,0.57907,0.56601,0.39273,0.34855,0.45721,0.32419,0.26643,0.36384,0.63904,0.54499,0.57118,0.61628,0.59195,0.52276,0.73638,0.66307,0.53855,0.57955,0.47652,0.57564,0.47632,0.58796,0.40164,0.74755,0.58671,0.23787,0.4942,0.5017,0.4847,0.53125,0.63186,0.51165,0.5998,0.43345,0.74154,0.85086,0.66341,0.73438,0.58843,0.61611,0.59579,0.70912,0.5064,0.65019,0.6894,0.55192,0.62735,0,0.44676,0.81867,0.747,0.50569,0.43881,0.45433,0.394,0.57423,0.56402,0.48018,0.59364,0.89796,0.7207,0.61192,0.6717,0.5902,0.5903,0.56457,0.69263,0.64399,0.39669,0.4227,0.4005,0.47459,0.47507,0.59775,0.217,0.72261,0.57403,0.27489,0.75929,0.72431,0.67159,0.66892,0.6295,0.71837,0.43345,0.47446,0.37124,0.4779,0.71884,0.39388,0.5815,0.66086,0.5614,0.47725,0.43803,0.3121,0.45524,0.71424,0.54947,0.73542,0.86663,0.40962,0.76648,0.6829,0,0.34381,0.44336,0.52399,0.45208,0.41135,0.49073,0.6548,0.4952,0.70846,0.57424,0.67479,0.60937,0.58234,0.63335,0.59727,0.5721,0.52879,0.62727,0.58648,0.57503,0.65508,0.51769
-0.0074152,0.01396,0.0076735,0.0011693,0.046818,0.040794,0.044232,0.0059503,0.013832,-0.0081553,0.0091993,-0.01376,0,0.0068442,0.012797,0.017646,0.0093251,0.0025324,0.0033157,0.012806,0.027433,0.016818,0.017746,0.0078872,-0.017192,0.0030778,0,-0.0031204,0.014945,0.037549,0.023188,0.024576,0.026614,0.023176,0.0066685,0.01226,0.0070244,0.010496,0.0044545,0.012204,0.0042244,0.013545,0.012163,0.00067243,0.024238,0.023294,0.0054871,-0.0024567,-0.0042053,0.035445,0.019451,0.014502,0.039795,0.009887,0.022826,0.016213,0.026752,0.015138,0.015409,0.012477,0.016713,0.0041175,0.00066675,0.025632,0.018545,0.021421,0.012842,0.018437,0.0026056,0.0026264,-0.0070211,0.023277,0.028381,0.034469,0.024127,0.015519,0.024122,0.020371,0.013772,0.0050566,0.0090973,0.0099808,0.0081511,0.020113,0.013159,0.016636,0.0049694,0.01031,0.014454,0.015174,0.016846,0.01177,0,0.024515,0.011137,-0.0049342,0.0036475,0.032472,0.026128,0.021668,-0.0064909,0.019042,0.0012337,-0.0013178,-0.013032,0,0,0.00044493,-0.0038828,0.0023991,-0.0049256,0.0081322,0.011156,0.040449,0.033074,0.036429,-0.0035412,-0.0090967,-0.0087649,-0.0153,-0.0076657,0.0026183,-0.0010948,0.011511,-0.0013679,-0.00081305,0.0049453,0.017,-0.0016722,0.037658,0.035142,0.037238,0.021558,-0.0077367,0.015191,0.0083817,0.0066432,-0.014354,0.03789,0.048415,0.025043,0.023998,0.0012768,-0.0066855,0.00079992,0.0063629,-0.00011453,0.0054638,-0.0009941,0,0.018869,0.017639,0.025913,0.020999,0.020869,0.017418,0.0073385,0.0087974,0.0050913,0.00059888,-0.0041528,0.0069692,0.0044999,0.010123,0.0066794,0.0026839,0.022355,0.021678,0.013482,0.015958,0.0163,0.014299
0.045399,0.053917,0.032185,0.035423,0.17256,0.1494,0.16852,0.036833,0.050408,0.024966,0.039582,0.040205,0.019231,0.028846,0.028846,0.041271,0.036819,0.037401,0.029597,0.040736,0.13251,0.082822,0.071797,0.041792,0.046536,0.028846,0.019231,0.038513,0.053281,0.11192,0.11789,0.074418,0.085799,0.06821,0.038756,0.050043,0.03828,0.032723,0.028895,0.047081,0.035274,0.04231,0.033888,0.037269,0.067305,0.064328,0.037761,0.037948,0.026778,0.1123,0.07732,0.066867,0.15414,0.03962,0.089002,0.052253,0.071916,0.040458,0.049443,0.033978,0.052011,0.035188,0.02912,0.072551,0.051358,0.060275,0.045816,0.05963,0.031787,0.027029,0.031531,0.067121,0.092118,0.13081,0.079058,0.044776,0.083591,0.065176,0.064014,0.033249,0.027073,0.032559,0.034904,0.054291,0.038447,0.043232,0.02614,0.037416,0.044186,0.040906,0.051525,0.041063,0,0.05627,0.029992,0.028256,0.046007,0.11,0.078578,0.10085,0.03509,0.05659,0.028303,0.0219,0.028846,0.019231,0.019231,0.027172,0.02968,0.031109,0.031959,0.033444,0.039422,0.16651,0.11547,0.16199,0.055122,0.03962,0.044326,0.040148,0.027282,0.026306,0.023601,0.034393,0.026551,0.023825,0.032929,0.044911,0.025504,0.13934,0.11633,0.13698,0.095074,0.029566,0.04884,0.028846,0.028255,0.058049,0.13329,0.20076,0.08582,0.086225,0.031042,0.031672,0.031297,0.02718,0.024484,0.025717,0.028846,0,0.074165,0.067502,0.087354,0.077222,0.067059,0.059558,0.035555,0.048658,0.029392,0.02775,0.032181,0.034036,0.03171,0.033696,0.033914,0.035989,0.086341,0.061041,0.04276,0.046927,0.04851,0.042187
27.667,11.861,7.5143,3.6534,2.4092,2.0022,1.8882,4.3655,16.357,21.933,16.143,35,34,36.667,17,22.2,14.5,11.889,8.5606,5.7842,2.7833,2.3704,2.2279,2.55,11.152,29.667,68,16.889,4.8366,3.5947,3.336,3.4308,4.5205,5.5167,6.5143,7.1648,7.9341,9.3333,9,9.0152,8.3636,8.8636,8.2436,5.7363,5.1758,6.641,10.091,20.762,21.278,4.5417,3.2398,2.2381,2.5534,3.81,4.7667,5.5714,6.6667,6.1515,8.5556,11.511,10.889,10.583,10.5,9,7.6667,6.1515,6.8846,8.1154,11.309,26.467,32.667,6.1868,3.9216,3.1342,3.2645,4.5619,4.5686,5.7132,7.2121,9.4242,9.1212,9.7273,9.0152,9.5333,8.9455,10.982,8.8242,6.1319,7.0381,6.4066,6.9091,10.364,102,22.267,15.048,11.939,3.6391,1.6714,1.6842,1.522,3.5317,10.509,15.81,29.1,41.333,51,41.667,20.857,18.143,11.4,7.033,5.2571,2.2434,1.3091,1.3636,1.3636,2.9239,14.361,19.381,19.6,17.893,29.4,33.8,25.5,16.821,10.636,9.6154,6.6476,4.3247,1.7524,1.5762,1.3261,2.3462,8.4575,28,34.333,21.3,9.2952,2.131,1.2946,1.2151,1.7863,5.0978,8.6538,12.844,13.464,10.733,19.095,40.5,112,9.2879,4.1667,3.1263,2.7431,2.697,3.9649,5.7059,5.6593,7.9359,8.3818,8.3736,7.011,5.6544,6.1838,6.3801,5.8158,3.2253,3.0672,3.4238,3.1067,4.1429,6.8952
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
