2.0455,9.0606,18.97,47.03,124.65,162.33,174.3,158.5,119.55,42.106,30.848,27.045,25.712,20.667,16.212,14.879,15.424,17.409,25,32.606,40.333,52.424,64.742,60.515,52.727,33.348,12.227,4.5303,13.091,24.773,56.803,131.24,158,164.73,146.45,78.485,8,4.697,8.197,26.258,40.939,47.303,48.303,43.273,31.97,29.788,26.53,24.061,27.212,25.773,33.818,78.455,97.015,95.379,80.015,40.197,15.121,13.955,10.197,24.273,43.47,56.227,67.742,74.242,66.47,46.379,40.652,36.636,32.712,27.242,27.803,27.803,27.727,29.136,30.121,31.364,36.045,32.045,15.409,2.1364,14.379,40.515,57.045,69.106,73.061,67,50.53,41.894,35.833,37.697,34.773,37.212,34.682,37.742,48.045,54.773,56.136,54.394,49.909,51.667,46.955,33.439,8.4091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015152,0.060606,0.10606,0.25758,0.69697,0.72727,0.74242,0.72727,0.65152,0.22727,0.16667,0.15152,0.15152,0.12121,0.090909,0.075758,0.075758,0.090909,0.13636,0.16667,0.21212,0.27273,0.31818,0.27273,0.25758,0.18182,0.075758,0.030303,0.075758,0.13636,0.31818,0.69697,0.71212,0.71212,0.71212,0.5,0.045455,0.030303,0.060606,0.15152,0.21212,0.24242,0.25758,0.22727,0.16667,0.16667,0.15152,0.13636,0.15152,0.13636,0.18182,0.40909,0.42424,0.42424,0.39394,0.24242,0.075758,0.075758,0.060606,0.15152,0.22727,0.27273,0.31818,0.34848,0.34848,0.22727,0.19697,0.18182,0.16667,0.13636,0.13636,0.13636,0.13636,0.15152,0.15152,0.15152,0.18182,0.16667,0.090909,0.015152,0.090909,0.21212,0.25758,0.30303,0.33333,0.33333,0.25758,0.22727,0.18182,0.19697,0.18182,0.19697,0.18182,0.19697,0.24242,0.25758,0.25758,0.25758,0.22727,0.24242,0.22727,0.18182,0.060606
5.4697,5.4697,5.4697,5.4697,5.4697,4.9091,4.3788,4.9091,4.9091,6.0606,6.0606,6.0606,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,6.0606,6.6818,7.3333,8.0152,8.0152,10.242,13.636,0.24242,0.13636,0.060606,0.015152,0.015152,0.015152,0,0,0.015152,29.333,30.682,23.045,9.4697,8.7273,8.0152,7.3333,6.6818,6.6818,6.0606,6.0606,5.4697,5.4697,5.4697,5.4697,5.4697,6.0606,6.0606,7.3333,8.0152,28.015,28.015,28.015,14.561,11.045,9.4697,8.7273,8.0152,7.3333,6.6818,6.6818,6.0606,5.4697,6.0606,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,5.4697,6.0606,6.6818,8.0152,16.5,11.879,11.045,9.4697,8.7273,8.0152,7.3333,6.6818,6.6818,6.0606,6.0606,5.4697,5.4697,5.4697,6.0606,6.0606,6.0606,6.0606,6.6818,6.6818,7.3333,8.0152,9.4697
0,28.015,0.015152,0.015152,0,0,0,0,0,0,0,0,0,0.015152,5.4697,6.0606,26.727,25.47,7.3333,6.6818,6.6818,7.3333,8.0152,9.4697,10.242,11.879,14.561,54.545,5.4697,5.4697,5.4697,5.4697,4.9091,5.4697,5.4697,5.4697,5.4697,5.4697,8.0152,6.0606,5.4697,5.4697,4.9091,4.9091,4.9091,4.9091,5.4697,6.0606,6.0606,6.6818,7.3333,6.0606,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,5.4697,9.4697,8.7273,8.0152,6.6818,6.0606,5.4697,5.4697,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,5.4697,5.4697,6.0606,8.7273,0,11.045,8.7273,7.3333,6.6818,6.0606,5.4697,5.4697,4.9091,4.9091,4.3788,4.3788,4.3788,4.3788,4.3788,4.3788,4.3788,4.3788,4.9091,5.4697,5.4697,6.0606,6.6818,20.742
0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0,0,0.5,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
20,22,34,35,43,43,42,43,44,44,44,44,42,39,30,26,22,23,28,30,32,33,33,33,32,33,33,6,22,19,16,25,25,24,24,26,46,47,42,39,38,37,37,36,37,37,36,32,31,30,31,33,35,35,36,34,46,46,46,37,35,35,35,35,35,35,37,36,35,36,35,35,35,34,34,32,32,33,27,24,37,36,36,36,36,36,35,35,37,36,36,35,0,0,0,0,0,0,0,0,0,0,0
0,0.17517,0.43593,0.51876,0.55018,0.30702,0.38102,0.30723,0.43677,0.5219,0.51682,0.38119,0.4579,0.44698,0.44994,0.41888,0.40395,0.51753,0.64358,0.58322,0.59687,0.566,0.44126,0.3217,0.47573,0.41762,0.15511,0.074996,0.33649,0.49492,0.54435,0.52341,0.29087,0.28122,0.28641,0.30788,0.43149,0.14999,0.10378,0.37066,0.43764,0.47727,0.46676,0.53965,0.428,0.51373,0.48091,0.46756,0.49098,0.55546,0.52239,0.40491,0.38475,0.42183,0.35869,0.569,0.32806,0.54201,0.33707,0.33408,0.48351,0.49407,0.45937,0.43405,0.65572,0.54805,0.48015,0.49421,0.52206,0.5045,0.437,0.46103,0.46792,0.53683,0.47965,0.44519,0.57573,0.50829,0.37209,0,0.22705,0.46122,0.46842,0.4345,0.34423,0.51443,0.52262,0.6123,0.5694,0.60605,0.56589,0.6722,0.56275,0.53667,0.37533,0.50437,0.49319,0.53223,0.44569,0.56432,0.43688,0.31811,0.025876
0,0.012363,0.0013085,-0.0030513,-0.0062233,0.022273,0.045195,0.022709,-0.00053454,-0.0033939,-0.0012669,0.0075413,-0.0070978,-0.0051462,0.0024494,-0.0018193,-0.0042684,0.0041513,-0.0041112,0.0029229,0.0016473,0.0024194,0.0088026,0.02178,0.01648,-0.00047721,0.0064317,0,-0.0061155,-0.0021293,-0.0044679,-0.0036647,0.03613,0.037443,0.0062191,-0.024048,-0.0056042,0,-0.0023478,0.0021385,0.012388,0.0044905,0.0030791,-0.00020796,0.01078,-0.0038933,-0.0045451,-0.0067428,-0.0093824,-0.0040864,-0.0039244,-0.0030244,0.038314,0.028473,-0.0025369,-0.015564,-0.00032233,0.0076869,0.014309,-0.0063862,0.0074267,0.0076329,0.015472,0.012696,0.0035169,0.0074115,0.0055893,0.0043968,0.0064185,0.011431,0.0053559,0.011273,0.001026,0.0031425,0.0035293,0.011281,0.0064136,-0.00094572,-0.0010469,0,-0.0023117,0.0050818,0.019379,0.023721,0.02002,0.0059981,0.00099214,0.00067379,0.0060209,0.0012568,-2.244e-05,0.000414,0.003019,0.004517,0.0078739,0.01684,0.021265,0.011688,0.010275,0.01131,0.017791,-0.00013512,-0.0065856
0,0.032588,0.025729,0.029006,0.02824,0.11034,0.18432,0.097733,0.034337,0.030201,0.023465,0.037844,0.024087,0.022712,0.03018,0.022314,0.021688,0.025711,0.022046,0.030431,0.025458,0.031212,0.04331,0.063168,0.052534,0.024994,0.020955,0.015152,0.028402,0.028196,0.029433,0.027334,0.18829,0.15844,0.038948,0.098637,0.022727,0.015152,0.018634,0.027293,0.04399,0.025863,0.024348,0.02836,0.038693,0.032659,0.028822,0.034106,0.04134,0.027474,0.028126,0.033607,0.13867,0.091937,0.040423,0.040059,0.030937,0.029986,0.032415,0.027504,0.03466,0.037447,0.048491,0.052029,0.021174,0.028849,0.02983,0.025843,0.03043,0.045735,0.033481,0.0447,0.02561,0.030506,0.024553,0.033648,0.027897,0.027514,0.026627,0,0.020216,0.028747,0.053621,0.067664,0.070585,0.032666,0.029597,0.02623,0.027856,0.022955,0.025999,0.024559,0.024124,0.02912,0.039808,0.044276,0.059516,0.032973,0.034516,0.03271,0.048831,0.025226,0.027965
120,42.2,19.036,8.0458,3.2405,1.2976,0.80898,1.5128,3.2505,8.7167,11.652,13.909,15.509,18.778,21.905,19.533,17.133,18.143,14.333,9.8939,8.6476,6.6082,4.684,3.4854,5.5882,11.013,31.2,70.333,27.4,14.667,6.9524,2.8381,1.3803,0.9867,2.0559,5.7665,39.5,66.667,47.9,14.855,8.2667,7.0441,7.4967,8.075,10.53,12.712,14.527,15.711,13.709,13.2,10.615,4.5159,1.8153,2.0813,3.8433,10.493,18.467,23.6,34.7,17.236,7.9667,5.1404,3.8268,3.4964,5.3551,6.3667,6.9451,8.2308,9.7879,11.044,10.222,10.222,10.333,11.4,10.218,8.7273,8.7308,10.455,24.429,114,27.667,8.5333,3.7255,2.5667,3.1146,4.6957,6.5359,8.8333,8.9103,9.0879,9.8077,9.4396,9.8846,9.0549,6.6838,4.7059,4.1176,4.8693,4.425,4.9265,6.05,10.936,46.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
