2.5345,11.569,21.638,25.155,29.414,90.328,154.34,170.02,177.05,183.14,155.66,59.69,42.672,40.931,34.603,30.603,24.586,37.207,49.017,59.569,71.931,86.276,87.69,80.569,68.034,54.31,42.121,31.052,37.483,41.862,75.293,101.45,104.07,106.33,97.103,48.121,18.138,21.362,16.724,10.603,9.2931,22.948,48.638,105.4,115.26,116.09,117.67,111.22,46.517,25.069,22.483,18.138,16.759,16.552,22.569,30.328,27.845,35.121,64.293,107.05,111.91,113.88,109.97,76.31,19.448,7.9138,15.741,39.672,60.034,76.207,82.121,79.828,54.69,38.5,31.052,29.828,27.707,25.483,32.328,33.138,30.241,30.81,31.293,31.241,30.741,36.655,40.603,45.638,57.155,79.983,78.034,66.879,53.017,31.345,4.7759,23.448,33.207,95.828,110.79,112.88,110.71,63.621,30.672,30.155,30.69,31.724,29.121,17.828,18.034,17.759,12.069,11.879,14.207,25.448,51.862,115.81,130.1,129.38,129,106.72,13.638,8.5172,13.069,20.793,23.81,33.707,94.103,111.79,131.03,140.21,127.38,53.276,26.086,20.103,9.8793,10.552,9.7759,43.638,66.069,77.379,90.845,89.052,80.552,72.034,66.086,62.569,33.431,34.776,37.138,39.138,33.103,33.017,36.069,41.052,44.155,40.862,35.948,20.397,7.5517,32.397,48.81,91.81,102.24,104.48,103.74,52.845,15.897,20.362,20.517,22.431,19.759,20.914,20.103,16.845,8.2931,9.1207,15.086,30.034,85.914,102.43,112.17,121.26,102.83,39.793,29.931,29.069,30,35.879,42.879,23.655,4.5,6.6897,29.138,49.776,51.483,50.466,52.431,36.603,23.621,20.862,27.293,31.586,32.603,28.466,54.81,101.53,106.69,98.879,82.448,24.31,13.672,6.8793,12.897,24.552,40.517,96.966,102.59,104.12,108.26,81.069,27.914,12.483,14.086,9.6379,9.569,9.7241,12.155,12.466,20.5,27.483,33.224,78.155,100.48,96.431,85.672,66.034,12.69,5.2241,2.1724,11.414,15.259,27.379,76.207,99.776,105.72,103.22,67.621,29.983,27.569,28.155,29.5,30.086,22.345,7.2414,16.586,37.81,50.741,57.862,57.776,60.155,46.034,37.569,33.948,22.397,21.241,20.879,19.345,17.879,15.966,16.897,17.966,13.638,16.741,25.362,25.034,25.31,28.948,53.328,58.672,56.741,39.948,19.466,4.4828,16.517,22.638,75.776,111.81,131.64,140.29,153.24,118.03,31.914,16.552,15.534,19.362,14.172,6.0172,9.2414,12.241,18.707,15.569,45.707,139.43,154.55,148.97,141.43,123.86,31.828,17.759,22.431,25.966,28.621,27.034,9.0517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017241,0.068966,0.12069,0.13793,0.15517,0.53448,0.72414,0.75862,0.77586,0.7931,0.7931,0.31034,0.2069,0.2069,0.17241,0.15517,0.12069,0.2069,0.24138,0.2931,0.34483,0.41379,0.43103,0.39655,0.34483,0.27586,0.24138,0.15517,0.18966,0.2069,0.39655,0.46552,0.46552,0.46552,0.46552,0.27586,0.086207,0.10345,0.086207,0.068966,0.051724,0.12069,0.2931,0.5,0.5,0.5,0.51724,0.51724,0.24138,0.12069,0.10345,0.086207,0.086207,0.086207,0.12069,0.15517,0.13793,0.18966,0.34483,0.5,0.51724,0.51724,0.51724,0.41379,0.12069,0.051724,0.10345,0.22414,0.2931,0.34483,0.36207,0.39655,0.27586,0.18966,0.15517,0.15517,0.13793,0.12069,0.17241,0.17241,0.15517,0.15517,0.15517,0.15517,0.15517,0.18966,0.18966,0.22414,0.2931,0.39655,0.36207,0.32759,0.25862,0.17241,0.034483,0.12069,0.17241,0.5,0.5,0.51724,0.51724,0.36207,0.15517,0.15517,0.15517,0.15517,0.15517,0.086207,0.086207,0.086207,0.068966,0.068966,0.068966,0.13793,0.27586,0.56897,0.60345,0.62069,0.60345,0.56897,0.068966,0.051724,0.086207,0.12069,0.12069,0.18966,0.51724,0.55172,0.62069,0.67241,0.68966,0.31034,0.13793,0.12069,0.051724,0.051724,0.051724,0.25862,0.32759,0.37931,0.41379,0.44828,0.41379,0.37931,0.34483,0.32759,0.18966,0.18966,0.2069,0.22414,0.17241,0.17241,0.2069,0.22414,0.22414,0.2069,0.18966,0.12069,0.051724,0.17241,0.25862,0.48276,0.5,0.48276,0.48276,0.32759,0.086207,0.12069,0.10345,0.12069,0.10345,0.10345,0.10345,0.086207,0.051724,0.051724,0.086207,0.17241,0.44828,0.48276,0.51724,0.55172,0.53448,0.2069,0.15517,0.15517,0.15517,0.18966,0.24138,0.13793,0.034483,0.051724,0.15517,0.25862,0.27586,0.27586,0.2931,0.18966,0.13793,0.12069,0.15517,0.17241,0.18966,0.15517,0.32759,0.48276,0.5,0.46552,0.41379,0.15517,0.086207,0.051724,0.086207,0.13793,0.22414,0.48276,0.5,0.5,0.5,0.46552,0.17241,0.068966,0.086207,0.051724,0.051724,0.051724,0.068966,0.068966,0.12069,0.15517,0.18966,0.46552,0.5,0.46552,0.41379,0.34483,0.068966,0.034483,0.017241,0.068966,0.086207,0.15517,0.41379,0.5,0.5,0.51724,0.39655,0.15517,0.15517,0.15517,0.15517,0.15517,0.12069,0.051724,0.10345,0.2069,0.25862,0.27586,0.31034,0.34483,0.2931,0.2069,0.18966,0.13793,0.13793,0.12069,0.10345,0.10345,0.086207,0.086207,0.10345,0.068966,0.086207,0.13793,0.13793,0.13793,0.15517,0.31034,0.31034,0.2931,0.18966,0.13793,0.034483,0.10345,0.12069,0.44828,0.56897,0.65517,0.7069,0.75862,0.7069,0.17241,0.10345,0.10345,0.10345,0.086207,0.034483,0.051724,0.068966,0.10345,0.086207,0.2931,0.77586,0.7931,0.77586,0.72414,0.68966,0.18966,0.086207,0.12069,0.13793,0.15517,0.13793,0.068966
16.569,15.517,15.517,14.5,14.5,6.2241,4.4138,2.9138,2.4828,2.0862,1.3966,1.3966,1.1034,0.84483,0.84483,0.62069,0.62069,0.62069,0.43103,0.43103,0.43103,0.43103,0.43103,0.62069,0.62069,1.1034,1.1034,12.569,11.655,11.655,12.569,14.5,14.5,14.5,15.517,16.569,44.845,43.103,43.103,43.103,11.655,10.776,10.776,11.655,11.655,11.655,11.655,11.655,13.517,41.397,43.103,44.845,43.103,43.103,11.655,11.655,11.655,10.776,10.776,10.776,10.776,10.776,10.776,11.655,14.5,44.845,23.603,19.931,17.655,15.517,14.5,13.517,12.569,12.569,11.655,10.776,10.776,10.776,9.931,9.1207,9.931,9.931,9.931,10.776,10.776,10.776,11.655,11.655,12.569,13.517,14.5,15.517,16.569,18.776,13.517,12.569,12.569,11.655,11.655,10.776,10.776,10.776,13.517,12.569,12.569,11.655,11.655,10.776,10.776,10.776,10.776,43.103,43.103,1.7241,1.1034,0.84483,0.84483,0.84483,1.1034,1.3966,43.103,43.103,13.517,13.517,12.569,12.569,7.6034,6.2241,4.4138,3.3793,2.4828,2.0862,1.7241,1.3966,1.1034,0.84483,0.62069,0.43103,0.43103,0.27586,0.27586,0.27586,0.27586,0.15517,0.15517,0.15517,1.1034,9.931,9.931,9.931,9.931,9.931,9.931,9.931,9.931,10.776,11.655,13.517,12.569,9.931,9.931,9.931,9.1207,9.1207,9.931,12.569,11.655,10.776,10.776,9.931,9.1207,9.1207,9.1207,9.1207,9.931,10.776,9.1207,8.3448,8.3448,8.3448,7.6034,6.2241,6.2241,9.1207,9.931,9.931,9.931,9.1207,7.6034,7.6034,9.931,31.879,14.5,11.655,10.776,10.776,9.931,10.776,10.776,9.1207,8.3448,8.3448,7.6034,8.3448,8.3448,8.3448,8.3448,9.931,10.776,12.569,34.914,33.379,9.931,9.1207,9.1207,8.3448,7.6034,7.6034,7.6034,7.6034,9.931,10.776,9.931,9.1207,8.3448,8.3448,7.6034,7.6034,7.6034,7.6034,7.6034,7.6034,7.6034,8.3448,9.931,14.5,33.379,34.914,9.931,8.3448,7.6034,7.6034,6.8966,6.2241,6.2241,6.2241,6.2241,8.3448,8.3448,7.6034,7.6034,7.6034,7.6034,9.1207,16.569,13.517,12.569,11.655,9.931,9.1207,8.3448,8.3448,7.6034,7.6034,7.6034,6.8966,6.8966,6.2241,6.2241,6.2241,6.2241,6.8966,6.8966,6.8966,7.6034,7.6034,9.1207,12.569,11.655,11.655,14.5,14.5,8.3448,7.6034,6.8966,6.2241,3.8793,1.7241,0.84483,0.27586,0.27586,0.15517,0.068966,0.068966,0.017241,0.017241,0.017241,0,0,0,0.017241,0,0.017241,0.017241,0.068966,0.15517,0.15517,1.1034,31.879,7.6034,7.6034,6.8966,6.8966,7.6034
0,0.017241,0,0,0,0,0,0.017241,0.017241,0.017241,0.017241,0.068966,0.068966,0.068966,0.15517,11.655,11.655,0.62069,0.27586,0.27586,0.15517,0.068966,0.068966,0.068966,0.068966,0.068966,0.15517,0.27586,0.43103,0.27586,0.15517,0.068966,0.068966,0.068966,0.017241,0.068966,0.068966,0.068966,0.15517,0.27586,14.5,11.655,1.1034,0.15517,0.15517,0.15517,0.068966,0.068966,0.068966,0.068966,0.068966,0.068966,0.15517,0.15517,0.27586,0.43103,0.62069,0.62069,0.62069,0.27586,0.15517,0.15517,0.15517,0.27586,0.27586,0.27586,3.8793,2.0862,1.3966,1.1034,1.1034,0.84483,0.62069,0.43103,0.43103,0.43103,0.27586,0.27586,0.15517,0.15517,0.15517,0.27586,0.27586,0.27586,0.27586,0.27586,0.43103,0.62069,0.62069,0.84483,1.1034,1.3966,2.4828,3.3793,13.517,0.43103,0.27586,0.15517,0.15517,0.15517,0.15517,0.15517,0.27586,0.27586,0.27586,0.27586,0.27586,13.517,13.517,13.517,14.5,0.27586,0.27586,0.27586,0.43103,0.43103,0.27586,0.27586,0.27586,0.27586,0.27586,0.43103,0.27586,0.27586,0.43103,0.43103,0.43103,0.43103,0.43103,0.43103,0.62069,0.43103,0.43103,0.43103,38.086,39.724,41.397,2.9138,2.0862,1.7241,1.3966,1.1034,0.84483,0.62069,0.62069,0.43103,0.43103,0.43103,0.43103,0.43103,0.62069,0.62069,0.62069,0.84483,0.84483,1.1034,1.3966,2.0862,0.84483,0.62069,0.62069,0.62069,0.62069,0.84483,0.62069,0.62069,0.84483,0.62069,0.62069,0.62069,14.5,14.5,14.5,15.517,16.569,15.517,15.517,2.4828,1.7241,1.1034,0.84483,0.84483,0.84483,0.84483,0.84483,0.84483,0.84483,0.84483,0.84483,1.1034,17.655,2.4828,1.7241,1.1034,1.1034,0.84483,0.84483,0.84483,0.84483,1.1034,1.1034,1.1034,1.3966,1.7241,1.7241,1.1034,0.84483,0.84483,0.84483,1.1034,1.1034,2.0862,1.3966,1.1034,1.1034,1.1034,1.1034,1.1034,1.1034,1.1034,1.1034,1.1034,1.1034,17.655,18.776,18.776,18.776,18.776,1.3966,1.1034,1.1034,1.1034,1.1034,1.3966,1.7241,1.3966,1.7241,2.0862,0,17.655,17.655,4.9828,3.3793,1.7241,1.7241,1.3966,1.3966,1.3966,1.3966,1.3966,1.3966,1.7241,2.0862,17.655,7.6034,5.5862,4.4138,4.4138,3.8793,3.3793,2.9138,2.4828,2.4828,2.0862,1.7241,1.7241,1.7241,1.7241,1.7241,1.7241,1.3966,1.7241,1.7241,1.7241,2.0862,2.0862,2.4828,2.9138,3.3793,3.8793,5.5862,7.6034,19.931,1.7241,1.7241,1.7241,1.7241,1.7241,1.7241,1.7241,1.7241,1.7241,2.0862,1.3966,1.3966,1.7241,52.155,52.155,18.776,18.776,18.776,3.3793,2.4828,2.0862,2.0862,1.7241,1.7241,1.7241,1.7241,1.7241,1.7241,1.7241,2.0862,2.4828
0.1,0.2,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0,0.1,0.1,0.2,0.4,0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.2,0.2,0.2,0.2,0.2
32,44,46,44,45,37,38,36,35,35,34,35,29,28,27,19,18,31,33,34,35,35,34,34,32,34,34,39,38,39,42,43,43,43,44,42,54,54,53,53,28,29,35,41,41,41,42,42,44,53,54,54,53,53,45,41,40,38,38,40,41,41,41,40,43,53,41,41,41,41,40,40,40,41,39,36,37,38,38,35,36,36,36,39,39,39,39,38,40,40,40,40,39,39,30,36,38,41,41,41,41,40,42,40,40,39,39,28,28,28,28,53,53,39,29,35,35,35,35,37,53,52,44,43,39,41,38,37,35,34,33,25,28,29,10,9,8,31,34,34,34,33,33,29,27,29,39,41,40,40,38,38,38,35,35,36,36,35,36,37,35,39,38,38,39,42,41,40,39,37,27,27,27,26,26,27,26,33,36,37,37,36,35,39,39,39,39,37,35,31,26,45,42,40,39,41,39,41,43,37,36,37,35,34,37,37,37,38,38,42,48,46,35,35,34,37,36,36,36,36,39,43,40,25,24,24,24,24,31,33,34,36,36,36,37,40,47,47,25,25,24,30,33,34,34,35,34,37,37,34,34,32,30,25,35,35,35,35,34,34,34,36,35,37,37,36,35,34,32,32,35,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.59048,0.63025,0.52957,0.56399,0.6243,0.41166,0.39867,0.43031,0.35806,0.56524,0.7006,0.58005,0.59198,0.63125,0.64648,0.57844,0.50023,0.66141,0.59459,0.43291,0.56718,0.58316,0.52137,0.58605,0.59172,0.69001,0.71028,0.69734,0.73456,0.66906,0.50971,0.52573,0.33621,0.54365,0.74507,0.15924,0.59584,0.52096,0.28133,0.28713,0.68355,0.78005,0.44791,0.32996,0.3004,0.47119,0.47359,0.57504,0.7431,0.4081,0.81515,0.7285,0.69865,0.75522,0.61601,0.52469,0.68567,0.77906,0.4434,0.3974,0.36101,0.41045,0.5012,0.60512,0.50796,0.2999,0.60386,0.59972,0.43603,0.37769,0.44859,0.75292,0.6377,0.51229,0.67741,0.52388,0.44052,0.75859,0.71476,0.54993,0.63794,0.53663,0.60339,0.58547,0.72472,0.41683,0.51342,0.60854,0.45126,0.41292,0.45838,0.58671,0.41648,0.18287,0.58058,0.62494,0.45889,0.28114,0.28757,0.46725,0.78353,0.72496,0.66776,0.6864,0.66083,0.74807,0.29972,0.34513,0.36125,0.38321,0.6362,0.56363,0.68229,0.61278,0.36412,0.3831,0.37266,0.41624,0.41679,0.7798,0.53485,0.49905,0.67936,0.5559,0.61226,0.45396,0.4228,0.41171,0.47343,0.54149,0.60163,0.65176,0.59292,0.46647,0.53114,0.35628,0.52184,0.51121,0.50612,0.38449,0.44535,0.48374,0.5417,0.52344,0.56219,0.68251,0.53533,0.65495,0.7134,0.51794,0.48202,0.57983,0.54316,0.52092,0.45011,0.52047,0.40312,0.38975,0.66847,0.57739,0.40022,0.50513,0.32849,0.34439,0.49745,0.51009,0.67306,0.58169,0.63586,0.62736,0.53347,0.61903,0.32772,0.2057,0.54586,0.70826,0.45047,0.49633,0.25954,0.36983,0.41046,0.52633,0.62014,0.59009,0.526,0.50672,0.61852,0.67408,0.54343,0.10972,0.14865,0.6877,0.48626,0.45928,0.56994,0.68188,0.61322,0.59282,0.44589,0.47885,0.60956,0.56295,0.39964,0.60817,0.38724,0.42579,0.41211,0.45645,0.55071,0.5098,0.26091,0.23596,0.36318,0.49292,0.38732,0.41497,0.32689,0.31417,0.58436,0.58623,0.43708,0.46032,0.38796,0.8342,0.47812,0.69998,0.59098,0.55917,0.6441,0.54401,0.57421,0.42507,0.47988,0.40732,0.43662,0.54758,0.18287,0,0.54785,0.61358,0.58969,0.6084,0.39188,0.30772,0.34748,0.61046,0.54697,0.65336,0.55449,0.67767,0.59335,0.63508,0.22012,0.2807,0.51426,0.42158,0.38699,0.6168,0.37602,0.5582,0.34376,0.35619,0.36376,0.34753,0.43799,0.5139,0.52956,0.31731,0.42965,0.58353,0.1057,0.33173,0.62583,0.48565,0.56751,0.70358,0.49764,0.61079,0.66295,0.45344,0.2411,0.097532,0.22312,0.32284,0.41753,0.30785,0.46081,0.45171,0.40102,0.48665,0.47311,0.5806,0.35105,0.62521,0.23279,0.20726,0.48317,0.40837,0.52618,0.56538,0.53814,0.43844,0.45084,0.54527,0.46278,0.48778,0.80282,0.59138,0.72615,0.51673,0.58246,0.45045,0.035544
0,-0.010412,-0.0024381,0.0010456,0.0016604,-0.014374,0.02643,0.043574,0.05111,0.046291,0.0069538,0.008103,0.014523,0.013642,-0.00099051,0.0092054,0.0092849,0.0065076,0.014231,0.0038589,0.01519,0.017978,0.018402,0.014954,0.013238,0.011339,-0.0056617,0.017255,0.0090412,0.015789,0.0025271,0.021539,0.036508,0.021213,0.027489,-0.0069102,0.0024576,0.0094173,0.0041757,0.0076557,0.0091035,0.01176,-0.0075301,0.033239,0.047077,0.038531,0.040959,0.022288,0.00021786,0.014684,-0.0073718,0.016957,0.0091362,0.016989,-0.0060327,0.0038459,0.0023515,0.0037668,0.0014251,0.027306,0.042422,0.035009,0.026745,0.011731,-0.012943,-0.012128,0.00813,0.0043758,0.021508,0.041167,0.030591,0.0085231,0.011032,0.022594,0.0045577,0.0083281,0.0087758,0.0038393,0.0053003,0.0067353,0.018691,0.0095308,0.015592,0.011795,0.0080917,0.010046,0.0023645,0.010726,0.007753,0.0038243,0.034164,0.028444,0.017381,0.014368,0,0.0069988,0.0066391,-0.0040327,0.0062849,0.01902,0.010463,-0.0066224,0.0087946,0.0031358,0.009412,0.0024457,0.0045303,-0.00066444,0.0013847,0.017899,0.003757,0.0057199,0.0028209,0.0043288,0.0067348,0.0075919,0.034167,0.023444,0.021726,-0.0042764,0.0025818,0.0013589,-0.0087292,-0.00035024,-0.0022187,0.0016301,0.0053773,0.015969,0.024423,0.030721,0.0076029,-0.00076397,0.0024851,0.0011543,-0.0023286,-0.010466,-0.0045016,0.00027741,0.011938,0.016408,0.018616,0.025105,0.01396,0.015705,0.0075183,0.0086687,0.006029,-0.003277,0.0060981,0.0024953,0.0062957,0.0061157,0.0027181,0.0030155,0.019521,0.01708,0.01066,0.0064997,0.0078149,0.012031,0.011829,-0.0012765,0.017346,0.042446,0.04407,-0.021738,0.014534,0.0028785,0.0057826,0.004914,0.014344,0.0229,0.019483,-0.0070238,0.0088153,0.011524,-0.0020835,0.01863,0.015251,0.033047,0.0315,0.040862,0.0074416,0.0065598,0.016359,0.0053873,0.012164,0.013138,0.0098751,0.0038932,0,0.0058942,0.010335,0.017721,0.010946,-0.0029685,0.00098679,0.0017739,-0.010688,0.01633,-0.00068929,-0.00025343,0.0031661,6.897e-05,-0.0033688,0.018217,0.034243,0.027537,0.014885,-0.0086026,0.0028128,-0.009323,-0.0097297,0.0098444,0.004537,0.01081,0.027298,0.033796,0.030051,0.00033853,-0.014926,0.0041058,-0.0078872,-0.010878,0.01052,-0.01212,0.0072593,0.00096156,0.0036601,-0.0018204,0.0060122,-0.0081676,0.032574,0.014871,0.019708,0.020336,0.0031695,0,0,0,0.0053862,-0.0014809,0.0078078,0.017877,0.0095787,0.018427,-0.0054914,0.0045475,0.0051555,0.013928,0.0099108,0.0089033,0.0029367,-0.0070318,0.0021511,0.010764,0.016622,0.013421,0.0085208,0.0056621,-0.011515,-0.00051346,0.019982,-0.0045358,0.014909,-0.0025389,0.011247,0.010195,-0.014114,-0.0064872,0.0060079,0.0024302,-0.013543,0.0032211,-0.00047504,0.0030681,-0.00027448,-0.0016269,0.014905,0.012873,0.022947,-0.0032735,0,-0.0018642,-0.00042375,-0.0070115,0.0038169,0.018293,0.016568,0.015651,-0.0075417,0.0074949,-0.010966,-0.00093554,0.0096871,0.0073486,0,0.0015036,-0.0047331,0.003172,-0.0032973,-0.014092,-0.002901,0.0083076,0.0071131,0.0020864,-0.00185,-0.0078682,0.0086284,0.001034,0.0057166,0.010624,0.014185,0.0019882
0,0.035903,0.027497,0.024677,0.022928,0.039441,0.11225,0.18966,0.22004,0.24347,0.037547,0.028873,0.048021,0.054252,0.033109,0.028112,0.029801,0.03005,0.045191,0.029566,0.070397,0.052334,0.051927,0.052696,0.048572,0.043865,0.033492,0.042513,0.031857,0.048711,0.028729,0.06052,0.1209,0.076805,0.086505,0.032415,0.031881,0.026411,0.022401,0.033844,0.025862,0.035154,0.027982,0.12145,0.18767,0.16616,0.14843,0.093327,0.028248,0.045125,0.035996,0.045634,0.036408,0.044883,0.024189,0.032693,0.034973,0.045577,0.023008,0.096365,0.18903,0.13353,0.090819,0.047362,0.036769,0.025862,0.029696,0.028844,0.070689,0.15518,0.099739,0.037461,0.033646,0.05697,0.031893,0.028655,0.032249,0.050202,0.027949,0.029469,0.055125,0.035376,0.049993,0.040439,0.036672,0.032855,0.027126,0.043845,0.032508,0.043626,0.13142,0.088134,0.058956,0.061542,0.017241,0.033192,0.033925,0.036757,0.049321,0.075021,0.047901,0.025798,0.039456,0.026019,0.029166,0.025957,0.027929,0.022844,0.025499,0.046194,0.022197,0.026864,0.020969,0.029892,0.03137,0.072399,0.14879,0.081573,0.076908,0.039632,0.030487,0.025862,0.029403,0.024301,0.029465,0.031422,0.047415,0.054083,0.074597,0.10468,0.032586,0.029768,0.030467,0.031843,0.025862,0.025862,0.025862,0.033602,0.046544,0.05817,0.060343,0.073157,0.060298,0.049931,0.045538,0.033661,0.02605,0.025335,0.031914,0.023111,0.02858,0.028005,0.029792,0.029179,0.05531,0.050579,0.034577,0.032935,0.025862,0.039741,0.044386,0.041556,0.04609,0.16496,0.18149,0.075691,0.046565,0.02332,0.027295,0.026718,0.036034,0.058135,0.05193,0.029048,0.025862,0.025862,0.023227,0.047212,0.049421,0.13583,0.13426,0.16891,0.040454,0.031888,0.056847,0.024012,0.034187,0.037725,0.028111,0.026005,0.017241,0.025862,0.032645,0.050687,0.048732,0.029716,0.029145,0.035844,0.045454,0.052565,0.029308,0.028603,0.027884,0.033283,0.030934,0.058467,0.11717,0.095203,0.072177,0.026632,0.02492,0.025862,0.0439,0.034627,0.035622,0.044801,0.10579,0.13883,0.11387,0.038454,0.044385,0.022727,0.034848,0.025862,0.025862,0.025862,0.028036,0.019195,0.030146,0.030621,0.02659,0.032094,0.11407,0.066797,0.056857,0.064624,0.025642,0.017241,0,0.017332,0.030214,0.024854,0.030767,0.065825,0.057578,0.064322,0.036369,0.043737,0.028812,0.042663,0.030181,0.033401,0.028984,0.025862,0.030546,0.03419,0.049525,0.059855,0.031181,0.036982,0.034721,0.033361,0.060525,0.033827,0.035183,0.032213,0.043967,0.027382,0.03637,0.023931,0.030925,0.034559,0.035244,0.022926,0.037901,0.021831,0.020552,0.035688,0.037997,0.032904,0.072296,0.032965,0.017241,0.031642,0.030291,0.0478,0.038756,0.060947,0.054467,0.074239,0.041804,0.033644,0.03327,0.04022,0.040281,0.040554,0.017241,0.025862,0.023401,0.03112,0.022616,0.042436,0.034814,0.038055,0.032908,0.031996,0.050245,0.025382,0.038228,0.028273,0.03312,0.040376,0.040728,0.019866
