27.344,44.563,64.281,158.34,174.78,183.34,187.28,160.84,51.031,29.594,25.813,11.406,16.625,17.438,18.313,22.063,27.156,44.813,52.969,68.656,127.81,164.13,164.47,146.44,103.84,34.188,9.0938,43.219,75.781,100.44,117.69,138.28,118.59,79.406,70.938,57.313,52.25,50.156,44.344,31.344,34.719,33.594,33.375,19.781,10.781,15.188,24.813,31.219,38.125,43.438,51.813,69.75,84.5,130.69,119.63,101.03,66.313,16.75,4.0938,21.063,25.219,109.59,157.38,168.97,185.13,187.16,162,43.031,34.906,23.719,17.625,15.844,16.188,11.906,29.531,38.531,36.313,82.969,170.84,168.44,176.03,154.53,51.938,8.5313,3.9375,56.219,87.688,102.34,105.38,113.69,98.5,76.969,82.438,72.219,69.625,73.375,81.594,98.031,117.94,111.53,89.063,41.844
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1875,0.25,0.375,0.875,0.875,0.875,0.90625,0.90625,0.3125,0.1875,0.15625,0.0625,0.09375,0.09375,0.09375,0.125,0.15625,0.25,0.28125,0.375,0.71875,0.84375,0.84375,0.78125,0.625,0.1875,0.0625,0.25,0.375,0.5,0.5625,0.6875,0.65625,0.40625,0.375,0.3125,0.28125,0.28125,0.25,0.1875,0.21875,0.1875,0.1875,0.125,0.0625,0.09375,0.15625,0.1875,0.21875,0.25,0.28125,0.375,0.46875,0.6875,0.625,0.53125,0.375,0.125,0.03125,0.125,0.15625,0.6875,0.84375,0.875,0.90625,0.90625,0.90625,0.21875,0.1875,0.125,0.09375,0.09375,0.09375,0.0625,0.1875,0.21875,0.1875,0.5,0.875,0.84375,0.84375,0.78125,0.3125,0.0625,0.03125,0.34375,0.4375,0.53125,0.53125,0.5625,0.53125,0.40625,0.4375,0.375,0.375,0.375,0.4375,0.53125,0.59375,0.5625,0.46875,0.25
0.5,0.28125,0.28125,0.28125,0.28125,0.28125,0.125,0.03125,0.28125,0.78125,0.78125,0.5,0.28125,0.28125,0.28125,0.125,0.125,0.125,0.125,0.125,0.28125,0.28125,0.5,0.78125,3.7813,19.531,26.281,4.5,3.125,2,1.5313,0.78125,0.5,0.5,0.28125,0.125,0.125,0.03125,0,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.125,0.125,0.125,0.125,0.28125,0.28125,0.78125,1.125,1.5313,3.125,7.0313,0.28125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.125,18,19.531,21.125,22.781,21.125,21.125,21.125,0.03125,0.03125,0.03125,0.03125,0.03125,0.125,0.28125,0.78125,8,21.125,16.531,1.125,0.5,0.125,0.125,0.03125,0.03125,0.03125,0,0,0,0,0,0,0,0.03125,0.28125,9.0313
0.03125,0,0,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,21.125,21.125,21.125,21.125,21.125,0.125,0.03125,0.03125,0.125,0.125,0.125,0.03125,0.03125,0.03125,0.03125,0.03125,4.5,3.125,2,1.5313,0.78125,0.5,0.28125,0.28125,0.28125,0.125,0.125,0.125,0.125,0.03125,0.03125,0.03125,0.125,26.281,24.5,0.125,0.125,0.125,0.28125,0.5,0.5,0.78125,0.78125,1.125,2,3.125,5.2813,0,22.781,10.125,1.125,0.5,0.28125,0.125,0.125,0.03125,0.03125,0.03125,0.125,0.125,0.28125,0.28125,0.5,0.5,0.78125,1.125,0.78125,0.125,0.125,0.125,0.125,0.28125,0.5,0,0.5,0.5,0.28125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.28125,0.28125,0.5,0.5,0.5,1.125,1.5313
0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1
15,15,15,18,18,18,17,16,14,19,21,6,5,5,5,5,10,14,14,13,16,17,18,18,22,29,31,17,17,17,17,17,17,18,18,16,18,15,13,16,18,17,17,16,3,3,14,17,15,14,13,15,15,17,17,16,17,18,4,4,6,15,15,16,16,16,17,28,29,29,29,28,28,28,15,13,11,14,16,17,17,18,23,28,24,19,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.65474,0.69391,1.0315,0.87216,0.78799,0.72715,0.68919,1.0593,0.87414,0.74514,0.86077,0.64082,0.59402,0.57876,0.71009,1.0079,0.93682,1.3162,1.0184,1.0289,1.0466,0.7564,0.9665,1.0404,0.66803,0.99504,0.066291,0.91695,0.9365,0.57632,0.49347,0.64803,1.061,1.0231,1.0007,0.96535,0.87441,0.87024,0.87754,0.57228,0.80115,0.72008,0.72994,0.98735,0.022097,0.5201,0.87176,0.88934,1.0603,0.99591,1.0133,0.99314,1.1735,0.84107,0.72501,0.6885,0.8115,0.23105,0,0.90876,0.89965,0.63311,0.64081,0.81594,0.71363,0.63774,0.82645,1.0461,1.1409,0.90405,0.73885,1.2728,1.2273,0.24307,0.76028,0.94329,0.66311,1.0196,0.82862,1.0421,1.0652,0.74198,1.0456,0.28726,0,1.0872,0.72471,0.98263,0.9729,0.9781,0.9487,0.80127,0.92862,0.72966,1.0756,1.2199,1.1763,1.1021,0.94086,1.0708,0.801,0.70512
0.00078281,0.019498,-0.0081636,-0.0035072,0.013896,0.041423,0.014052,-0.013823,-0.009583,-0.0063532,0.00076066,0,0.002011,-0.018599,0.0090227,-0.002439,0.0099065,-0.0066604,0.0024828,0.015224,-0.0051937,0.021631,0.013341,0.010642,-0.0053142,0.014175,0,0.0078373,0.039334,0.036221,0.047866,0.041367,0.0094325,0.020122,0.0097505,0.021586,0.017045,0.0098391,0.012943,0.026752,0.005565,-0.009139,-0.0011121,-0.00035195,0,-0.019875,-0.007752,-0.0085763,-0.002013,0.010752,0.019343,0.014399,0.0087914,0.0089274,0.034931,-0.00064067,0.030375,0,0,0.026764,0.0036829,-0.0060338,0.010767,0.015562,0.033443,0.07178,-0.0029112,0.022436,0.015616,0.017423,0.019938,0.0069413,-0.022033,0,0.016766,0.023692,-0.050523,-0.0081096,0.032742,0.031815,0.038626,0.0339,-0.025185,0,0,-0.0041761,0.034405,0.014727,0.016768,0.022497,0.025621,0.014164,0.016587,-0.0052318,0.013248,0.0069959,0.0065855,0.011311,0.015945,0.020141,0.00066432,-0.0032509
0.046859,0.063241,0.063495,0.0547,0.066428,0.16455,0.12057,0.0712,0.05466,0.057398,0.049777,0.03125,0.046875,0.046875,0.046875,0.038944,0.056069,0.043004,0.052607,0.065049,0.060393,0.12358,0.054904,0.053584,0.071516,0.053208,0.03125,0.05798,0.10821,0.17438,0.16082,0.15129,0.047517,0.063889,0.06717,0.060223,0.061026,0.053301,0.066474,0.082312,0.052953,0.052094,0.035143,0.036536,0.03125,0.046875,0.042884,0.057067,0.070519,0.058136,0.074092,0.059733,0.053926,0.07315,0.13596,0.058102,0.086593,0.060994,0,0.064404,0.041284,0.074798,0.07386,0.089384,0.1319,0.2946,0.070911,0.056989,0.051754,0.055889,0.046875,0.046875,0.046875,0.03125,0.049242,0.066372,0.12126,0.06124,0.11819,0.086883,0.10728,0.098898,0.062744,0.03125,0,0.036452,0.12614,0.057841,0.082896,0.091471,0.083129,0.077128,0.069187,0.057817,0.072284,0.064574,0.053516,0.060233,0.072361,0.0739,0.063564,0.058673
