12.571,21.469,44.367,92.571,119.59,134.98,135.53,124.9,115.16,60.592,44.714,37.449,35.592,28.245,21.469,17.102,8.7143,8.4898,22.408,44.265,111.22,136.12,145.73,129.12,89.367,19.388,8.9592,35.429,62.245,76.959,86.449,85.755,77.939,80.204,72.612,64.898,56.265,58.837,58.612,61.041,61.51,65.653,74.673,73,72.122,57.122,50.571,24.429,5.3469,17.429,38.653,58.388,75.918,85.592,87.571,65.224,52.122,47.939,41.204,39.224,32.735,27.959,24.102,24.816,25.388,24.878,31.224,39.571,62.265,146.47,199.92,217.29,195.92,156.27,23.592,12.939,2.7143,17.918,32.041,63.755,110.78,124.49,119.61,101.45,51.184,27.449,26.082,20.755,21.041,19.776,20.51,20.837,22.939,17.959,12.857,8.7347,25.939,46.51,62.306,69.571,75.51,67.347,51.49,42.98,44.265,32.408,34.694,40.694,55.531,94.776,112.49,123.59,113.2,98.653,58.592,24.898,24.286,20.878,8.4286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.081633,0.12245,0.26531,0.53061,0.57143,0.59184,0.59184,0.59184,0.63265,0.32653,0.2449,0.20408,0.20408,0.16327,0.12245,0.10204,0.061224,0.061224,0.14286,0.26531,0.65306,0.65306,0.67347,0.67347,0.57143,0.12245,0.061224,0.22449,0.32653,0.36735,0.42857,0.46939,0.42857,0.44898,0.40816,0.36735,0.30612,0.32653,0.32653,0.34694,0.34694,0.36735,0.40816,0.38776,0.38776,0.30612,0.30612,0.16327,0.040816,0.12245,0.22449,0.28571,0.34694,0.40816,0.44898,0.34694,0.28571,0.26531,0.22449,0.22449,0.18367,0.16327,0.14286,0.14286,0.14286,0.14286,0.18367,0.22449,0.34694,0.83673,0.95918,0.95918,0.95918,0.95918,0.14286,0.081633,0.020408,0.12245,0.18367,0.36735,0.57143,0.55102,0.55102,0.55102,0.30612,0.16327,0.16327,0.12245,0.12245,0.10204,0.10204,0.10204,0.12245,0.10204,0.081633,0.061224,0.16327,0.26531,0.32653,0.34694,0.38776,0.36735,0.28571,0.2449,0.26531,0.18367,0.20408,0.2449,0.32653,0.5102,0.53061,0.55102,0.53061,0.53061,0.34694,0.12245,0.12245,0.12245,0.061224
9,7.3673,7.3673,6.6122,6.6122,5.898,5.898,5.898,5.2245,5.898,7.3673,8.1633,8.1633,8.1633,8.1633,8.1633,9,9.8776,8.1633,0.32653,0.18367,0.18367,0.18367,0.18367,0.32653,12.755,37.735,17.163,13.796,12.755,10.796,2.0408,1.3061,1,0.73469,0.73469,0.73469,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.32653,0.32653,0.18367,0.020408,0.020408,0.081633,20.898,17.163,14.878,12.755,11.755,10.796,10.796,9.8776,9,9,8.1633,8.1633,8.1633,7.3673,7.3673,7.3673,7.3673,7.3673,7.3673,0.020408,0,0,0,0,0,17.163,37.735,41.327,9.8776,9,9,8.1633,8.1633,8.1633,8.1633,9,9.8776,9,9,8.1633,8.1633,8.1633,8.1633,7.3673,8.1633,8.1633,31.041,29.469,12.755,11.755,11.755,9.8776,9.8776,9,9,8.1633,8.1633,8.1633,8.1633,8.1633,8.1633,8.1633,9,9.8776,9.8776,12.755,36,36,36,37.735
11.755,11.755,1,0.32653,0.18367,0.18367,0.18367,0.18367,0.081633,0.081633,0.081633,0.081633,0.081633,0.18367,0.5102,11.755,12.755,0.32653,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,1.6531,1,0.73469,0.5102,0.32653,0.18367,0.18367,0.18367,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.18367,0.18367,0.32653,0.32653,0.5102,0.5102,1,41.327,2.4694,1.6531,1.3061,1,0.5102,0.32653,0.18367,0.18367,0.081633,0.081633,0.081633,0.081633,0.081633,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.18367,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0,0.020408,0.020408,0.020408,0.020408,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.18367,0.18367,11.755,11.755,11.755,11.755,11.755,12.755,1,0.18367,0.081633,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.081633,0.18367,0.18367,0.32653,0.32653,0.18367,0.020408,0.020408,0,0,0.020408,0.020408,0.020408,0.18367
0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0,0,0,0,0.2,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1
24,23,31,32,33,32,32,32,32,32,34,34,34,31,27,23,23,37,32,27,29,29,28,28,31,36,45,35,35,35,34,32,30,29,28,28,27,25,25,25,25,24,25,24,24,24,22,17,4,36,35,35,34,35,35,36,37,37,38,38,39,39,34,34,32,32,32,31,26,26,24,24,24,24,42,46,46,36,34,35,35,34,34,34,35,35,35,31,27,23,23,23,23,23,23,41,43,39,38,38,36,37,36,36,35,34,33,33,32,33,34,0,0,0,0,0,0,0,0
0.24603,0.58563,0.63365,0.61342,0.54546,0.57405,0.45839,0.42444,0.65596,0.67497,0.71412,0.65675,0.63947,0.55805,0.74947,0.46484,0.11958,0.13588,0.29584,0.54525,0.51188,0.42645,0.50265,0.42797,0.37677,0.40193,0.1124,0.33557,0.56354,0.57405,0.59884,0.7871,0.64266,0.62146,0.71215,0.72486,0.70008,0.76128,0.76709,0.74937,0.7134,0.67446,0.5858,0.55703,0.59721,0.38396,0.43197,0.37056,0.028862,0.16361,0.50403,0.67812,0.62137,0.55536,0.62321,0.68489,0.70363,0.76157,0.63347,0.66608,0.62477,0.57369,0.4819,0.47185,0.44412,0.43331,0.55703,0.6041,0.67096,0.70475,0.47395,0.35646,0.30206,0.35265,0.63358,0.33389,0,0.16911,0.44841,0.67944,0.55231,0.39463,0.35293,0.42024,0.5969,0.49995,0.49532,0.4346,0.71858,0.68957,0.63757,0.6251,0.77762,0.49948,0.25949,0.051359,0.30978,0.63059,0.73851,0.72172,0.67952,0.56915,0.589,0.56393,0.5958,0.49583,0.56171,0.60558,0.57648,0.45551,0.5643,0.61895,0.44864,0.66592,0.75534,0.72736,0.56182,0.57604,0.10473
0.015495,0.0061861,-0.015726,-0.0070564,0.015599,0.040564,0.041624,-0.0077306,-0.01099,-0.0021639,0.0026734,0.0071062,0.0064176,-0.0078458,0.001414,0.0065783,-0.012562,0.014065,0.01304,-0.0040078,-0.01597,0.011626,0.028368,0.024429,-0.014531,-0.00037604,0.013897,-0.0018907,0.017766,0.017924,0.0073583,-0.0014959,-0.010202,-0.0061074,-0.0053861,-0.0053802,-0.0042205,-0.0060414,-0.0072969,-0.010095,-0.0093447,-0.0091196,-0.0017046,0.013971,0.011498,0.0039814,0.0052208,-0.015795,0,-0.0016007,0.0043888,0.012201,0.019974,0.024821,0.0025556,-0.0029362,-0.011053,-0.0051232,-0.0053091,-0.0059983,-0.0046797,-0.0034944,0.0080171,0.016453,0.010473,-0.00014269,-0.0065139,-0.0065417,-0.011156,-0.014342,0.0015175,0.049493,0.026268,-0.036838,-0.0031369,0.023328,0,0.019138,0.0031722,-0.0087728,-0.00083968,0.03408,0.026817,-0.010817,-0.007622,-0.00037729,-0.0080076,-0.011079,-0.0032077,0.0070164,0.008038,0.0081787,0.0074998,0.010324,0,0.0048788,0.0078992,0.0026293,0.0066357,0.013865,0.010972,-0.008601,-0.002469,-0.0094139,-0.008857,-0.00063524,-0.0011122,-0.012561,-0.015977,-0.0054654,0.029296,0.029467,0.0081049,-0.0013088,-0.019192,0.010651,0.0087273,0.006723,0.0090839
0.042422,0.033001,0.049129,0.042338,0.06758,0.12715,0.13021,0.055455,0.043549,0.035274,0.028755,0.025353,0.026033,0.029924,0.024887,0.027972,0.030612,0.030612,0.042313,0.034084,0.049255,0.063074,0.083974,0.082293,0.058935,0.023205,0.030612,0.031235,0.052427,0.061288,0.051636,0.035238,0.049344,0.041236,0.038607,0.033741,0.030365,0.031609,0.033325,0.03872,0.044231,0.048832,0.052163,0.051909,0.036772,0.039224,0.041207,0.042928,0.020408,0.03251,0.03364,0.043052,0.055949,0.075717,0.046228,0.038075,0.041499,0.035779,0.032543,0.032581,0.031471,0.030358,0.034046,0.042776,0.034905,0.03454,0.041231,0.039058,0.04268,0.050985,0.0527,0.22623,0.15653,0.14289,0.024444,0.047446,0,0.049029,0.036758,0.040552,0.051073,0.12775,0.11096,0.044121,0.038242,0.038736,0.036743,0.031697,0.026139,0.026122,0.030861,0.032666,0.033715,0.038547,0.020576,0.030612,0.031094,0.029249,0.035908,0.043856,0.048851,0.046601,0.043759,0.055672,0.043773,0.027979,0.036687,0.043336,0.049442,0.053509,0.09106,0.088333,0.049676,0.048934,0.051784,0.044895,0.038275,0.030919,0.030612
