2.4,13.8,19.54,90.02,118.72,119.78,126.44,127.36,65.7,41.16,34.26,30.4,28.7,22.74,12.94,8.86,5.14,27.54,35.64,41.52,56.08,66.66,55.18,41.36,34.5,30.6,29.44,29.98,32.56,61.62,95.76,104.18,113.2,93.56,37.76,14.42,17.08,12.18,14.4,28.32,81.5,113.24,116.62,124.54,121.7,39.32,22.9,15,10.16,12.4,10.42,10.88,13.74,16.7,24.64,32.86,38.28,91.58,115.42,113.86,103.32,85.82,29.04,7.62,15.18,48.46,103.86,114.84,126,123.02,67.66,40.46,34.7,31.92,24.68,28.6,24.24,4.84,19.6,45.86,65.48,75.24,89.62,89.62,48.82,43.68,35.14,26.44,28.02,21.38,21.42,22.84,20.84,19.52,10.56,13.16,20.54,29,35.52,40.24,48.92,74.1,85.16,71.24,56.18,40.92,5.24,5.5,13.72,29.12,90.84,140.58,158.38,171.22,169.02,86.34,40.1,27.84,28.7,26.66,13.62,13.38,14.18,13.88,14.14,25.78,30.28,47.8,141.94,178.78,182.78,184.24,149.3,46.34,35.44,32.64,29.18,21.1,12.06,11.18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.08,0.1,0.52,0.56,0.58,0.6,0.64,0.36,0.22,0.18,0.16,0.16,0.14,0.08,0.06,0.04,0.16,0.18,0.22,0.3,0.34,0.28,0.24,0.2,0.18,0.18,0.18,0.18,0.36,0.5,0.52,0.58,0.52,0.24,0.08,0.1,0.08,0.1,0.16,0.48,0.58,0.56,0.6,0.62,0.26,0.14,0.1,0.06,0.08,0.06,0.06,0.08,0.1,0.14,0.18,0.2,0.56,0.56,0.56,0.52,0.5,0.18,0.06,0.08,0.32,0.54,0.58,0.62,0.64,0.38,0.22,0.18,0.18,0.14,0.16,0.14,0.04,0.14,0.26,0.36,0.38,0.44,0.48,0.26,0.24,0.18,0.14,0.16,0.12,0.12,0.12,0.12,0.12,0.06,0.08,0.12,0.16,0.2,0.22,0.28,0.42,0.44,0.34,0.3,0.26,0.04,0.04,0.08,0.18,0.54,0.74,0.8,0.84,0.86,0.5,0.22,0.16,0.16,0.16,0.08,0.08,0.08,0.08,0.08,0.14,0.16,0.28,0.78,0.94,0.92,0.92,0.86,0.24,0.18,0.18,0.18,0.14,0.08,0.08
9.68,8.82,8,7.22,7.22,6.48,6.48,5.78,5.12,8.82,8.82,8.82,8.82,8.82,8.82,9.68,32,27.38,27.38,13.52,11.52,10.58,9.68,8.82,8,8,7.22,7.22,7.22,7.22,8,8,8,9.68,12.5,38.72,36.98,36.98,9.68,8.82,8.82,8,8,7.22,7.22,8,9.68,9.68,8.82,8,8,8,8,8,8,8,8,8.82,8.82,8.82,9.68,10.58,21.78,8.82,8,7.22,7.22,6.48,5.78,5.12,5.12,7.22,8.82,8.82,8.82,8,8.82,38.72,16.82,14.58,11.52,11.52,10.58,9.68,8.82,8,8,8,7.22,7.22,7.22,7.22,7.22,7.22,7.22,8,8,8,8,8.82,8.82,9.68,10.58,12.5,13.52,13.52,14.58,8.82,8,8,7.22,2.88,1.62,0.98,0.72,0.5,0.32,0.18,0.08,0.02,0.02,0,0,0,0,0,0,0,0,0.02,0.08,0.18,0.32,2.42,8.82,8.82,8.82,8.82,8.82,8.82
0,12.5,12.5,0.5,0.18,0.18,0.08,0.02,0.02,0.02,0.08,0.08,0.08,0.32,12.5,12.5,1.28,0.5,0.32,0.18,0.08,0.08,0.08,0.08,0.08,0.18,0.18,0.32,0.5,0.5,0.08,0.08,0.02,0.02,0.08,0.08,0.08,0.18,0.08,0.08,0.08,0.02,0.08,0.02,0,0.02,0.02,0.02,13.52,13.52,14.58,14.58,13.52,0.18,0.08,0.08,0.08,0.02,0.02,0.02,0.08,0.08,0.08,13.52,13.52,0.72,0.32,0.18,0.08,0.08,0.08,0.08,0.08,0.08,0.18,0.18,0.18,0.32,3.92,2,1.28,0.98,0.5,0.32,0.32,0.18,0.18,0.18,0.08,0.08,0.08,0.08,0.08,0.32,15.68,0.32,0.18,0.18,0.18,0.18,0.32,0.32,0.5,1.28,1.62,2.42,8.82,14.58,13.52,0.18,0.02,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.08,40.5,42.32,42.32,42.32,42.32,11.52,12.5,1.28,0.32,0.08,0.08,0.02,0.02,0.02,0.02,0.02,0.08,0.18,12.5,12.5
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.1,0,0,0,0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1
23,24,23,33,34,33,34,34,31,36,34,35,35,30,24,24,42,42,42,41,39,38,36,35,35,35,33,32,30,32,34,34,35,36,36,47,46,46,33,33,35,35,35,35,35,35,37,38,23,23,22,22,23,27,30,31,31,36,36,36,36,36,43,23,23,32,33,33,33,33,30,33,36,36,33,32,33,46,33,34,34,34,35,35,34,34,33,33,34,34,34,34,34,30,21,34,34,34,34,35,34,34,35,34,34,33,29,23,23,31,34,31,30,29,28,22,19,21,21,20,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.78816,0.87528,0.62848,0.44134,0.38547,0.32385,0.56712,0.64309,0.67459,0.70859,0.46635,0.58661,0.70888,0.60208,0.44557,0.042426,0.51519,0.57175,0.71235,0.5074,0.40991,0.59992,0.68066,0.67365,0.62785,0.58627,0.52594,0.42195,0.67619,0.5062,0.52748,0.66175,0.63669,0.71204,0.72817,0.77813,0.45996,0.39421,0.5497,0.6752,0.50386,0.29083,0.47944,0.39837,0.69369,0.79564,0.36414,0.39514,0.72847,0.69407,0.83483,0.93557,0.802,0.46776,0.71268,0.56547,0.52206,0.35964,0.49059,0.4176,0.59816,0.71491,0.2623,0.34501,0.71304,0.45681,0.35408,0.30554,0.37156,0.6859,0.4936,0.56937,0.65184,0.61316,0.61167,0.45246,0.11314,0.27276,0.60374,0.44346,0.28998,0.44902,0.59322,0.58373,0.69539,0.53102,0.60359,0.64688,0.3706,0.57435,0.34238,0.31053,0.71896,0.76446,0.80241,0.59952,0.52107,0.60408,0.61777,0.6533,0.65701,0.50168,0.33964,0.42193,0.37767,0.45255,0.070711,0.6602,0.56664,0.55176,0.374,0.35043,0.35022,0.42173,0.6098,0.67965,0.63489,0.5929,0.56376,0.70453,0.74303,0.54562,0.71152,0.64237,0.68034,0.5925,0.53155,0.48207,0.40509,0.32537,0.34944,0.66856,0.64664,0.32901,0.63182,0.70203,0.5215,0.4337,0.4041
0,0.00032867,0.017628,-0.0013512,0.055515,0.038317,-0.0011762,0.01087,0.0082604,0.016418,0.012471,-0.0015019,0.011826,-0.004525,0.0087957,0.013854,0,0.021791,0.014785,0.017939,0.0078506,0.017156,0.024119,0.0042933,0.00063114,-0.0083578,-0.030538,-0.0024574,0.01462,-0.0050299,0.012907,0.025505,0.021985,0.01452,-0.0084128,-0.00098674,0.0084494,0.00084366,-0.0042137,0.0098777,-0.0032592,0.018668,0.0057797,0.041416,0.010812,-0.016946,-0.007643,-0.0072743,0.0065841,-0.0017779,0.0045164,0.0094672,-0.0005403,0.0021915,-0.00094223,0.013644,0.012067,-0.0017134,0.027083,0.045669,0.032496,0.0037258,-0.00079657,-0.0054728,0.013852,-0.014115,0.032005,0.020856,0.032506,-0.0050024,0.0069292,0.012827,0.012001,0.01001,0.011069,0.015992,-0.0023057,0,-0.00081753,-0.0078807,0.0092838,0.011231,0.054369,0.0053186,0.013508,0.007971,0.016881,0.015695,-0.0021592,0.016437,0.015122,0.00028259,0.003824,0.0040399,0.013751,-0.0010213,0.0009597,0.0012214,0.0043507,0.017641,0.0096463,0.010094,0.020429,-0.0017564,0.0019505,0.012194,0,0,0.0042374,0.0062073,0.0039553,0.014046,0.035753,0.029573,0.013763,0.0052946,0.015472,0.01266,0.0056387,0.0004587,0.014756,0.014716,0.0016173,-0.0060685,-0.010014,0.021714,0.010592,0.0036104,0.018852,0.0094611,0.028332,0.045813,0.0037827,0.019294,0.0070975,0.0095098,0.0069742,0.0015433,0.010906,0.0041383
0,0.022813,0.051168,0.040105,0.25988,0.16277,0.043156,0.058558,0.047615,0.052644,0.051851,0.036519,0.049187,0.032092,0.031812,0.03,0.02,0.061745,0.048213,0.047469,0.041048,0.059117,0.081333,0.041323,0.03117,0.04399,0.094097,0.039965,0.053665,0.040801,0.058623,0.072028,0.062021,0.046656,0.042327,0.029606,0.038651,0.021318,0.035599,0.038325,0.03423,0.077924,0.057814,0.14735,0.079141,0.049692,0.037431,0.036514,0.03,0.022658,0.03,0.03,0.021018,0.032136,0.026735,0.044128,0.036791,0.037481,0.091782,0.16563,0.11217,0.036219,0.032426,0.03,0.037291,0.039359,0.11501,0.069861,0.12603,0.045508,0.031812,0.036711,0.036735,0.034965,0.049631,0.049974,0.027179,0.02,0.035734,0.03167,0.05254,0.051724,0.22594,0.042765,0.053319,0.045768,0.054382,0.058841,0.034971,0.050532,0.037556,0.030044,0.029842,0.030748,0.03,0.023258,0.0394,0.035269,0.033905,0.051071,0.039471,0.040845,0.07578,0.044298,0.040697,0.050025,0.02,0.02,0.025633,0.032936,0.044566,0.075099,0.15958,0.12904,0.060409,0.040163,0.041508,0.053115,0.033686,0.033343,0.039836,0.041747,0.025414,0.028314,0.033895,0.071074,0.036907,0.035819,0.081382,0.052031,0.12523,0.24045,0.036453,0.062975,0.053237,0.034882,0.028698,0.027123,0.033845,0.03905
