8.7083,39.938,66.417,79,88.375,98.458,93.604,71.104,48.979,42.833,31.188,30.75,28.813,31.896,33.188,35.688,35.563,38.604,46.813,63.708,126.98,213.29,234.08,227.33,194.1,128.73,16.271,27.542,55.667,79.021,89.146,91.333,77.708,60.563,45.25,38.625,40.771,37.083,34.229,37.688,40.729,40.604,41.854,49.25,50.313,50.896,42.729,24.875,2.8958,15.896,63.292,132.42,155.63,155.58,127.56,55.125,29.542,25.271,20.208,15.583,11.917,14.25,10.958,10.479,16.979,51.396,129.21,160.81,164.5,146.9,113.29,34.583,16.479,13.188,2.7292,2.7083,39.417,71.458,84.167,84.708,67.083,56.208,46.708,42.75,44.813,43.083,45.667,45.771,46.542,47.146,58.333,63.146,61.75,60.208,49.688,39.063,19.208
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0625,0.22917,0.3125,0.35417,0.39583,0.45833,0.47917,0.375,0.25,0.22917,0.16667,0.16667,0.14583,0.16667,0.16667,0.1875,0.1875,0.20833,0.25,0.33333,0.6875,1,1,1,0.97917,0.83333,0.10417,0.1875,0.29167,0.375,0.39583,0.4375,0.39583,0.33333,0.25,0.20833,0.22917,0.20833,0.1875,0.20833,0.22917,0.22917,0.22917,0.25,0.25,0.27083,0.22917,0.14583,0.020833,0.10417,0.41667,0.6875,0.72917,0.72917,0.66667,0.3125,0.14583,0.125,0.10417,0.083333,0.0625,0.083333,0.0625,0.0625,0.10417,0.3125,0.75,0.75,0.72917,0.6875,0.625,0.20833,0.083333,0.083333,0.020833,0.020833,0.25,0.35417,0.39583,0.4375,0.33333,0.29167,0.22917,0.20833,0.22917,0.22917,0.25,0.25,0.25,0.25,0.3125,0.3125,0.29167,0.29167,0.25,0.20833,0.125
22.688,17.521,15.188,14.083,13.021,11.021,10.083,10.083,9.1875,9.1875,9.1875,8.3333,8.3333,7.5208,7.5208,7.5208,7.5208,0.020833,0,0,0,0,0,0,0,0.020833,35.021,18.75,16.333,14.083,13.021,12,10.083,10.083,9.1875,9.1875,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333,9.1875,9.1875,10.083,11.021,13.021,15.188,2.0833,0.52083,0.33333,0.1875,0.33333,1.3333,11.021,35.021,36.75,38.521,38.521,38.521,36.75,36.75,35.021,9.1875,0.33333,0.083333,0.083333,0.020833,0.020833,0.083333,8.3333,38.521,38.521,40.333,20.021,15.188,13.021,12,11.021,9.1875,9.1875,8.3333,8.3333,7.5208,7.5208,7.5208,7.5208,7.5208,7.5208,8.3333,8.3333,9.1875,9.1875,10.083,11.021,11.021
3,1.3333,0.75,0.52083,0.33333,0.1875,0.1875,0.083333,0.083333,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.083333,0.083333,0.083333,0.1875,0.083333,0.020833,0,0,0,0.020833,0.020833,0.083333,1.6875,0.75,0.33333,0.33333,0.1875,0.083333,0.083333,0.020833,0.020833,0,0,0,0,0,0,0.020833,0.020833,0.083333,0.083333,0.1875,0.33333,0,13.021,0.75,0.1875,0.083333,0.020833,0,0,0,0,0,0.020833,0.083333,0.083333,0.1875,0.33333,0.33333,0.33333,0,0,0,0,0.020833,0.020833,0.020833,0.020833,0,0,1.3333,0.75,0.52083,0.33333,0.1875,0.083333,0.020833,0,0,0,0.020833,0,0,0,0.020833,0.083333,0.083333,0.083333,0.1875,0.33333,7.5208
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.6,0,0,0,0,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.7,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1
35,35,35,35,35,35,34,35,35,37,39,36,38,36,36,34,34,27,21,23,22,25,25,25,24,26,44,35,36,36,35,35,35,35,36,37,36,38,37,36,35,35,32,32,32,33,33,34,28,18,24,27,27,28,32,37,45,46,46,46,45,45,44,43,35,23,28,29,29,30,32,37,46,46,45,32,34,34,34,34,34,34,36,38,36,35,33,35,35,0,0,0,0,0,0,0,0
0.16839,0.46948,0.60082,0.59891,0.48991,0.57107,0.59175,0.67531,0.51817,0.71646,0.6109,0.80956,0.6756,0.67185,0.5937,0.78933,0.73487,0.63784,0.66454,0.72472,0.7791,0.46489,0.37586,0.40805,0.31374,0.47232,0.39512,0.31031,0.59015,0.79568,0.57444,0.62977,0.63923,0.55333,0.73464,0.76188,0.85526,0.78315,0.68648,0.68009,0.70693,0.70494,0.58276,0.44015,0.66127,0.86278,0.73032,0.27133,0,0.39048,0.47627,0.42252,0.64245,0.66034,0.54713,0.86376,0.76441,0.79576,0.75231,0.5973,0.25202,0.68317,0.61178,0.42814,0.29901,0.58693,0.67908,0.51525,0.60544,0.52691,0.46857,0.7006,0.54443,0.36931,0,0,0.4442,0.63935,0.44092,0.82271,0.69815,0.74183,0.69233,0.75792,0.82261,0.84784,0.76677,0.73713,0.75826,0.76791,0.70749,0.63188,0.70168,0.77477,0.65256,0.55026,0.39411
-0.0061417,-0.00013975,0.00783,0.03395,0.033036,0.037407,0.0066816,0.0066932,0.0036213,0.0051207,-0.0016415,-0.0033888,0.00028593,0.0058887,-0.0040507,0.0092644,0.0044906,-0.0024901,0.0028699,0.0031464,-0.0038604,0.0057463,0.061324,0.063032,0.016618,-0.026848,-0.0017991,-0.011813,0.017823,0.019721,0.025315,0.0085972,0.014334,-0.0047262,-0.011373,-0.0025897,-0.0075236,-0.00633,-0.0069829,-0.0063477,-0.0089292,-0.0051877,0.008009,0.014114,0.017495,0.0023398,0.0019603,-0.025116,0,0.00037271,-0.021389,0.020868,0.017149,0.023311,0.00017557,-0.011224,0.0077234,0.0079694,0.012954,0.013343,0.011951,-0.0067047,-0.0067219,0.014379,-0.0059557,-0.020113,-0.0091098,0.029981,0.031137,0.030557,0.0019905,-0.013228,-0.0069176,0.00054141,0,0,-0.010555,0.01558,0.020014,-0.0006593,0.0019526,0.0051875,0.0050345,0.0040628,0.0028828,0.0031668,0.00026643,0.0012076,0.00020333,-0.00054887,-0.0054357,0.018316,0.022001,0.013024,0.0082888,0.0015796,-0.011444
0.03125,0.042465,0.042034,0.098834,0.088282,0.11218,0.043603,0.040498,0.034989,0.040642,0.041936,0.034122,0.031005,0.035687,0.027382,0.045099,0.0394,0.039188,0.033721,0.034101,0.035133,0.056507,0.27814,0.30509,0.10256,0.083514,0.031892,0.040497,0.049397,0.05522,0.070868,0.039244,0.045343,0.049573,0.045728,0.039536,0.033461,0.036497,0.047539,0.049285,0.044938,0.045219,0.045968,0.051456,0.047911,0.034326,0.035573,0.075253,0,0.028639,0.060117,0.085076,0.060627,0.065891,0.071238,0.037077,0.032808,0.029622,0.042971,0.037733,0.03125,0.032422,0.03125,0.03125,0.028401,0.063102,0.04303,0.11526,0.088735,0.095744,0.072853,0.040881,0.029819,0.026751,0,0,0.037747,0.049965,0.085062,0.035772,0.041026,0.036976,0.03388,0.038665,0.0308,0.028159,0.032426,0.038965,0.032945,0.036812,0.037566,0.060441,0.068909,0.038191,0.036229,0.036771,0.041737
