8.5769,16.481,40.423,114.06,164.83,169.96,168.04,117.77,44.404,33.096,24.058,23.288,19.962,14.058,15.962,22.942,21.058,21.904,22.077,28.058,31.904,35.096,43.135,76.327,74.5,65.096,58.173,35.404,4.7115,14.885,41.5,93.115,97.462,100.25,106.08,98.615,41.154,17.25,17.077,13.269,9.9423,12.692,9.3462,10,15.635,22.192,25.577,91.615,102.71,100.58,100.52,90.077,17.442,8.2308,6.1923,12.115,20.635,28.75,102.6,115.94,123.56,128.98,106.12,47.75,29.981,21.885,14.654,9.5,11.865,40.173,66.135,75.442,86.827,80.942,68.173,74.154,68.827,61.346,57.462,48.635,35.692,32.154,29.058,30.558,32.423,37.173,41.558,34.75,38.365,34.615,14.058,19.212,41.442,56.288,65.654,69.865,63.481,49.25,39.327,33.942,38.596,31.096,27.712,23.942,19.327,19.135,23.846,26.077,28.423,42.385,53.962,98.981,164.21,169.25,162.12,133.1,44.75,2.3269,12.096,40,61.115,71.654,84.558,71.673,66.077,73.096,64.673,42.096,40.981,40.346,43,41.923,43.038,46.327,57.673,57.404,57.731,49.462,56.404,57.462,61.615,60.846,52.827,21.596
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057692,0.096154,0.26923,0.69231,0.92308,0.90385,0.90385,0.71154,0.25,0.19231,0.13462,0.13462,0.11538,0.076923,0.096154,0.13462,0.11538,0.13462,0.13462,0.15385,0.19231,0.21154,0.25,0.44231,0.40385,0.36538,0.30769,0.21154,0.038462,0.096154,0.28846,0.51923,0.53846,0.53846,0.55769,0.55769,0.25,0.096154,0.096154,0.076923,0.057692,0.076923,0.057692,0.076923,0.096154,0.13462,0.15385,0.55769,0.55769,0.53846,0.53846,0.51923,0.13462,0.057692,0.038462,0.076923,0.13462,0.19231,0.59615,0.63462,0.69231,0.73077,0.65385,0.30769,0.19231,0.13462,0.096154,0.057692,0.076923,0.23077,0.38462,0.40385,0.46154,0.46154,0.40385,0.42308,0.38462,0.34615,0.32692,0.28846,0.19231,0.19231,0.17308,0.17308,0.17308,0.21154,0.23077,0.19231,0.21154,0.19231,0.096154,0.11538,0.21154,0.30769,0.36538,0.36538,0.34615,0.26923,0.23077,0.19231,0.23077,0.17308,0.17308,0.13462,0.11538,0.11538,0.15385,0.17308,0.17308,0.25,0.32692,0.65385,0.92308,0.94231,0.90385,0.76923,0.28846,0.019231,0.096154,0.21154,0.34615,0.38462,0.46154,0.40385,0.36538,0.40385,0.38462,0.23077,0.21154,0.21154,0.23077,0.23077,0.23077,0.25,0.32692,0.32692,0.32692,0.28846,0.32692,0.32692,0.30769,0.28846,0.30769,0.13462
0.30769,0.17308,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,9.3077,10.173,9.3077,9.3077,9.3077,9.3077,8.4808,8.4808,8.4808,8.4808,8.4808,9.3077,9.3077,9.3077,9.3077,10.173,11.077,12.019,14.019,15.077,22.231,6.9423,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,7.6923,37.231,37.231,38.942,38.942,37.231,37.231,9.3077,8.4808,7.6923,8.4808,8.4808,8.4808,8.4808,8.4808,8.4808,10.173,37.231,44.308,12.019,11.077,10.173,6.9423,5.5577,3.7692,2.7692,1.9231,1.2308,0.94231,0.69231,0.48077,0.30769,0.17308,0.076923,0.019231,0.019231,0.019231,0.019231,0.019231,0,0.019231,0.019231,0.019231,0.076923,8.4808,8.4808,7.6923,8.4808,8.4808,8.4808,8.4808,8.4808,7.6923,9.3077,11.077,22.231,19.692,16.173,15.077,14.019,13,12.019,11.077,12.019,11.077,11.077,10.173,9.3077,9.3077,8.4808,8.4808,7.6923,6.9423,0.076923,0.076923,0.076923,0.076923,0.019231,0.076923,0.17308,0.17308,1.2308,22.231,19.692,15.077,14.019,12.019,11.077,11.077,7.6923,7.6923,10.173,10.173,10.173,9.3077,9.3077,9.3077,9.3077,9.3077,9.3077,9.3077,10.173,10.173,10.173,11.077,12.019,11.077,10.173
38.942,37.231,0.17308,0.076923,0.076923,0.17308,0.17308,0.17308,0.17308,0.076923,0.076923,0.076923,0.076923,0.17308,0.17308,0.076923,0.17308,0.17308,0.17308,0.17308,0.17308,0.30769,0.48077,0.69231,0.94231,1.2308,1.5577,3.25,4.9231,15.077,1.9231,0.48077,0.30769,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.17308,0.30769,0.30769,0.48077,0.69231,0.94231,0.94231,0.48077,0.076923,0.076923,0.17308,0.17308,0.30769,0.48077,0.48077,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.076923,0.019231,0.019231,38.942,38.942,2.7692,0.94231,0.94231,0.69231,0.48077,0.48077,0.17308,0.17308,0.17308,0.076923,0.076923,0.076923,0.076923,0.17308,0.17308,0.30769,0.30769,0.30769,0.69231,0.94231,0.94231,1.2308,2.7692,1.5577,0.94231,0.48077,0.30769,0.17308,0.17308,0.076923,0.076923,0.076923,0.019231,0.019231,0.076923,0.076923,0.076923,0.076923,0.17308,0.30769,0.48077,0.076923,0.019231,0.019231,0.076923,0.076923,0.17308,20.942,0,1.9231,1.5577,0.69231,0.30769,0.17308,0.17308,0.076923,0.076923,0.019231,0.019231,0.019231,0,0,0,0.019231,0.019231,0,0.019231,0.076923,0.076923,0.076923,0.17308,0.17308,0.17308,0.17308,9.3077
0.1,0.1,0.2,0.5,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.1,0.1,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.4,0.2,0.1,0.2,0.3,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
6,6,17,27,27,26,26,26,39,42,41,41,40,36,33,38,36,34,34,36,36,35,35,35,35,35,36,34,36,22,31,34,35,35,35,35,36,47,47,48,47,47,46,40,32,32,34,36,36,36,36,35,34,46,50,38,36,37,35,34,33,32,28,22,23,26,24,6,6,26,29,31,31,31,28,28,28,26,27,31,40,40,36,39,36,36,35,33,31,34,36,38,38,38,38,38,39,40,40,43,41,43,43,38,40,40,36,32,28,21,29,31,27,26,27,25,11,9,38,38,38,38,38,37,38,36,37,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.55281,0.43378,0.72839,0.57883,0.41784,0.42612,0.3999,0.52291,0.58009,0.6746,0.42637,0.57048,0.51673,0.24243,0.50989,0.74222,0.4508,0.60729,0.59325,0.41245,0.51414,0.63732,0.56202,0.57326,0.33184,0.36596,0.37326,0.53052,0.17678,0.57426,0.73484,0.57931,0.56454,0.53994,0.36598,0.51276,0.54026,0.3558,0.70141,0.54223,0.38526,0.57457,0.30528,0.44217,0.46366,0.5844,0.67176,0.53373,0.56194,0.4742,0.42775,0.48084,0.37796,0.46367,0.29916,0.52278,0.62873,0.65956,0.49813,0.52835,0.39321,0.36852,0.41942,0.56493,0.45458,0.45166,0.5109,0.25025,0.53001,0.44992,0.67527,0.33792,0.52385,0.56169,0.51661,0.57509,0.51893,0.53905,0.5875,0.60916,0.59219,0.72062,0.68603,0.7609,0.46503,0.59876,0.59626,0.5276,0.54909,0.56679,0.17646,0.41025,0.5487,0.52939,0.65111,0.58945,0.60778,0.58541,0.59536,0.49928,0.55082,0.55353,0.7781,0.35848,0.4615,0.70893,0.8166,0.63447,0.56541,0.60801,0.6154,0.52401,0.46651,0.49308,0.5487,0.50203,0.3666,0,0.14983,0.41925,0.68483,0.46853,0.65559,0.61861,0.5844,0.61925,0.60538,0.53949,0.54359,0.53475,0.65314,0.61954,0.54136,0.60861,0.64064,0.59309,0.62114,0.63444,0.54419,0.49154,0.41481,0.27958,0.64869,0.6898
0.0052047,0.0040768,-0.009538,-7.7391e-05,0.013033,0.017742,0.0069318,0.00010842,0.016698,0.010577,0.0084695,0.015905,0.0021266,0.021095,0.014814,0.0095312,-0.0040301,0.0018195,0.0074503,0.0022172,-0.0059111,0.0063757,0.013623,0.0057106,0.0091937,0.010769,0.012564,0.011136,0,0.011984,-0.015502,0.013245,0.016746,0.019044,0.01516,0.0077456,-0.0097483,0.011425,0.017063,0,-0.0023409,0.014092,-0.011446,-0.0094044,0.014429,0.009396,0.00878,-0.0073917,0.018168,0.0075536,0.017632,-0.017119,-0.016493,-0.0038596,0,-0.00050846,-0.0047236,-0.01197,0.009987,0.016682,0.0064603,0.00093612,0.0029407,0.00028489,0.0021453,-0.009116,0.0012442,-0.0018052,0.01608,0.0057533,0.010985,0.0061188,0.0081731,0.0096238,0.0089621,0.010395,0.011449,0.0098218,0.012747,0.0047653,0.010282,0.0030058,0.010663,0.014436,0.01607,0.019498,0.019213,0.021303,0.0056161,0.0050562,0.00014693,0.013299,0.014401,0.014825,0.0092204,0.022036,0.020689,0.011201,-0.00091763,0.0067755,0.0033946,0.0019397,-0.0023838,-0.0020452,0.014577,0.00090927,-0.010898,-0.0039569,-0.015934,0.00040935,0.0026353,-0.003196,0.012605,0.01659,0.010423,-0.0022879,-0.00092251,0,-0.0073734,0.0026919,0.010756,0.024869,0.0084535,0.011236,0.01891,-0.0014182,0.0021897,0.026703,0.022085,0.0098915,0.011745,0.018623,0.013411,0.012974,0.0050157,0.013151,0.0056252,-0.0058567,-0.009297,0.0051641,0.012139,0.0029251,0.00077146,0.0073395
0.028846,0.024872,0.032147,0.033616,0.07237,0.085021,0.048678,0.039325,0.049954,0.036178,0.033151,0.045674,0.029105,0.044024,0.039379,0.035129,0.057859,0.048417,0.032735,0.048888,0.033539,0.030431,0.050157,0.046381,0.058566,0.049549,0.050772,0.055625,0.019231,0.034035,0.039028,0.043894,0.050268,0.078493,0.070013,0.042243,0.056758,0.042247,0.044717,0.038317,0.028846,0.040127,0.028846,0.03135,0.048422,0.037734,0.036358,0.039155,0.056878,0.050998,0.093378,0.085318,0.040946,0.028846,0.019231,0.022577,0.031022,0.044802,0.05449,0.054877,0.050685,0.046901,0.048183,0.040488,0.030196,0.035842,0.032425,0.028846,0.039827,0.032207,0.034098,0.042587,0.047403,0.046378,0.046615,0.065707,0.054835,0.038145,0.04218,0.037588,0.058442,0.028464,0.032638,0.041568,0.055688,0.047349,0.060399,0.060199,0.032211,0.044683,0.036281,0.049004,0.043746,0.06217,0.044075,0.06541,0.052499,0.058357,0.042591,0.050242,0.04057,0.027634,0.02854,0.022829,0.04462,0.031448,0.034502,0.03148,0.042144,0.039006,0.034661,0.034773,0.050651,0.056042,0.042093,0.042427,0.035844,0,0.02714,0.036541,0.0353,0.077932,0.034837,0.04013,0.058543,0.035077,0.037166,0.090814,0.069346,0.052424,0.037192,0.057024,0.050431,0.046174,0.03639,0.039765,0.033788,0.048034,0.056633,0.056653,0.059254,0.047813,0.041122,0.035835
