15.727,24.061,52.303,142.15,180.85,196.24,209.79,203.67,186.36,89.333,69.667,70.152,69.394,76.273,78.606,72.606,51.909,4.3636,54.697,81.818,101.03,105.3,108.27,91.576,54.909,43,35.212,31.364,54.03,68.667,131.79,189.79,201.94,194.73,181.67,150.52,50.848,31.636,26.818,14.273,29.697,53.788,168.64,197,204.67,201.82,163.21,56.727,40.091,37.091,16.667,18.061,27.788,30.182,31.818,47.667,55.97,75.242,167.88,195.97,199.7,189.73,172.06,115.97,53.121,30.394,9.6061,15.303,25.061,60.939,164.48,198.52,208.21,220.27,207.12,130.24,82.333,76.242,71.152,71.485,79.848,87.788,91.03,85.152,60.97
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.090909,0.12121,0.30303,0.72727,0.81818,0.84848,0.90909,0.90909,0.93939,0.45455,0.33333,0.33333,0.33333,0.36364,0.39394,0.36364,0.27273,0.030303,0.30303,0.39394,0.48485,0.51515,0.54545,0.48485,0.30303,0.24242,0.18182,0.15152,0.27273,0.33333,0.66667,0.87879,0.87879,0.84848,0.81818,0.78788,0.27273,0.15152,0.15152,0.090909,0.15152,0.27273,0.84848,0.84848,0.87879,0.90909,0.87879,0.30303,0.21212,0.21212,0.090909,0.090909,0.15152,0.15152,0.15152,0.24242,0.27273,0.36364,0.84848,0.84848,0.84848,0.81818,0.78788,0.60606,0.27273,0.15152,0.060606,0.090909,0.12121,0.33333,0.78788,0.84848,0.87879,0.93939,0.9697,0.66667,0.39394,0.36364,0.33333,0.33333,0.39394,0.45455,0.45455,0.42424,0.36364
1.0909,0.75758,0.48485,0.27273,0.12121,0.12121,0.030303,0.030303,0.030303,0.48485,0.75758,0.75758,0.75758,0.75758,0.48485,0.48485,0.48485,18.939,1.9394,1.4848,1.0909,0.75758,0.48485,0.48485,0.48485,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.48485,0.75758,1.0909,2.4545,20.485,20.485,0.75758,0.48485,0.48485,0.27273,0.27273,0.12121,0.12121,0.27273,1.0909,1.0909,0.75758,0.75758,0.48485,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.48485,0.75758,1.0909,4.3636,16.03,22.091,25.485,0.75758,0.75758,0.27273,0.27273,0.12121,0.030303,0,0,0.030303,0.48485,0.48485,0.48485,0.48485,0.27273,0.27273,0.27273,0.27273,0.48485
17.455,17.455,3.0303,1.0909,0.48485,0.27273,0.12121,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.12121,0.27273,0,1.0909,0.48485,0.27273,0.27273,0.030303,0.030303,0.27273,1.9394,5.1212,18.939,0.48485,0.48485,0.27273,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.12121,0.12121,18.939,17.455,12.121,0.12121,0.12121,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,18.939,20.485,18.939,18.939,18.939,0.12121,0.12121,0.12121,0.12121,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.12121,18.939,17.455,1.0909,0.48485,0.27273,0.27273,0.12121,0.030303,0.030303,0,0,0.030303,0.030303,0.030303,0,0.030303,0.030303,0.030303
0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.1,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
8,8,14,16,16,17,17,17,17,20,21,21,21,20,19,18,17,26,19,20,20,19,19,19,17,12,8,6,16,17,17,18,18,19,19,20,23,29,29,7,7,9,18,18,17,18,18,23,24,20,7,6,6,6,6,15,14,15,18,18,19,19,20,23,28,30,31,7,8,14,17,17,16,16,17,17,21,20,19,19,0,0,0,0,0
0.6701,0.78183,1.1376,0.66535,0.75442,0.55496,0.74515,0.49745,0.80554,1.1717,0.82988,0.97878,0.89605,1.0306,1.1516,1.0238,0.64461,0,0.73996,0.94105,0.84732,1.0372,0.88612,0.81709,0.75397,1.0913,1.1357,0.98566,1.0059,0.93616,0.89412,0.72775,0.65892,0.69109,0.65805,0.76197,1.113,0.82361,0.62947,0.34418,1.0321,1.1872,0.80435,0.51881,0.64833,0.70978,0.85195,1.0602,0.94637,0.65402,0.8878,0.86898,1.0398,1.0026,0.90123,0.94377,0.85801,0.91618,0.89331,0.54803,0.73621,0.76238,0.83632,1.1804,1.054,0.62051,0.27856,0.48136,0.87385,1.1481,0.58121,0.56922,0.41248,0.61238,0.59996,1.0349,0.99762,1.012,0.68519,0.75738,0.8566,0.75165,0.6672,0.53054,0.41816
0.017504,0.029094,-0.018584,-0.011166,0.053929,0.040365,0.058258,0.015604,-0.01196,0.0099521,0.019223,0.026913,0.026273,0.017414,0.011961,0.011839,0.0056621,0,0.0023547,0.032567,0.018025,0.0087374,0.015899,-0.0088866,-0.033649,-0.023538,-0.006431,0.0052144,-0.011912,0.010625,0.0041336,0.022768,0.069797,0.054505,0.056195,0.0040188,-0.0048394,0.011949,0.0065485,0.019758,0.016162,-0.0026917,-0.0058507,0.062813,0.088146,0.066428,-0.02069,-0.003667,-0.0047302,0.0054453,0.018653,-0.0070018,-0.0059424,-0.0063452,-0.0023183,0.0067111,0.012347,0.0093085,-0.0089071,0.064802,0.073869,0.064887,0.029196,-0.0078409,-0.0030079,-0.0013978,0,0.021332,0.017566,-0.013899,0.0097275,0.041795,0.047204,0.072305,0.012596,0.0034363,0.017998,0.02364,0.00082364,0.017769,0.01857,0.025893,0.028432,0.046759,0.010081
0.045455,0.065214,0.051442,0.067725,0.1731,0.1291,0.19707,0.11476,0.062155,0.04616,0.066325,0.073701,0.082915,0.058382,0.050511,0.048846,0.042711,0,0.056963,0.091045,0.070416,0.05621,0.061946,0.066321,0.11288,0.070925,0.051567,0.056765,0.065139,0.076948,0.062162,0.07734,0.24987,0.17245,0.17812,0.06816,0.041999,0.039043,0.03844,0.045455,0.056066,0.046056,0.072692,0.2409,0.38097,0.24106,0.067884,0.049763,0.058731,0.054554,0.045455,0.045455,0.048583,0.049845,0.055868,0.060368,0.059204,0.057687,0.058121,0.22461,0.28819,0.22747,0.11182,0.047048,0.044367,0.066637,0.030303,0.045455,0.053998,0.048746,0.10145,0.14183,0.1876,0.27139,0.091631,0.050191,0.064085,0.069925,0.060375,0.087614,0.086082,0.1038,0.10764,0.12478,0.057797
