4.9242,28.242,39.818,46.227,91.652,162.64,173.61,178.92,184.05,159.05,63.167,38.636,32.697,28.955,26.242,21.348,19.273,24.364,27.515,30.303,36.848,41.152,52.864,75.409,69.652,58.106,37.227,9.3485,26.303,39.227,119.36,169.97,172.82,170.94,158.06,46.273,7.3182,16.364,40.045,54.394,62.348,62.394,50.227,32,26.121,29.364,32.606,26.788,26.364,50.879,96.045,101.67,99.697,88.318,56.833,14.773,8.3636,7.5,12.015,19.136,41.697,101.05,119.05,123.29,120.36,99.53,20.636,9.1515,4.7576,2.197,16.909,21.424,70.273,109.33,123.2,125.73,76.182,28.909,12.788,11.091,11.379,11.576,26.606,44.848,61.97,70.667,79.939,73.848,63.03,55.485,43.788,40.848,39.394,35.076,21.667,34.242,79.273,92.939,93.712,83.076,40.394,2.0909,4.0152,2.1818,2.5606,17.288,28.333,79.561,97.106,103.92,102.59,88.788,28,13.879,16.076,8.0303,8.2121,8.0455,8.6061,8.1212,7.7273,13.121,13.197,16.061,36.076,73.439,78.424,90.136,81.727,23.227,8.9242,5.1061,2.0758,7.7424,11.258,28.409,75.121,89.909,98.955,98.318,51.303,24.848,24.045,25.197,26.758,23.348,17.318,16.152,12.561,26.53,50.394,59.424,66.803,63.167,50.045,48.636,39.909,36.47,37.939,34.773,45.591,43.47,33.364,30.773,30.97,36.258,35.879,32.121,20.894,12.258,13.636,30.682,52.379,57.652,51.303,32.879,30.015,27.576,29.606,29.364,30.955,29.258,37.167,43.03,51.818,54.136,43.53,27.379,18.939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030303,0.15152,0.18182,0.22727,0.48485,0.72727,0.74242,0.75758,0.75758,0.74242,0.33333,0.19697,0.16667,0.15152,0.13636,0.10606,0.090909,0.12121,0.13636,0.15152,0.18182,0.19697,0.25758,0.33333,0.30303,0.25758,0.19697,0.060606,0.13636,0.19697,0.62121,0.72727,0.72727,0.72727,0.72727,0.28788,0.045455,0.090909,0.19697,0.25758,0.28788,0.28788,0.24242,0.16667,0.13636,0.15152,0.16667,0.13636,0.13636,0.27273,0.42424,0.43939,0.42424,0.40909,0.31818,0.075758,0.045455,0.045455,0.075758,0.10606,0.21212,0.5,0.5303,0.5303,0.5303,0.51515,0.12121,0.045455,0.030303,0.015152,0.090909,0.10606,0.37879,0.51515,0.54545,0.60606,0.42424,0.16667,0.075758,0.060606,0.060606,0.060606,0.15152,0.21212,0.28788,0.33333,0.37879,0.36364,0.33333,0.27273,0.21212,0.21212,0.21212,0.21212,0.12121,0.18182,0.39394,0.40909,0.42424,0.40909,0.25758,0.015152,0.030303,0.015152,0.015152,0.090909,0.16667,0.42424,0.43939,0.45455,0.45455,0.43939,0.15152,0.075758,0.090909,0.045455,0.045455,0.045455,0.045455,0.045455,0.045455,0.075758,0.075758,0.090909,0.21212,0.34848,0.36364,0.40909,0.39394,0.13636,0.045455,0.030303,0.015152,0.045455,0.060606,0.16667,0.37879,0.42424,0.4697,0.48485,0.28788,0.12121,0.12121,0.12121,0.13636,0.12121,0.090909,0.090909,0.075758,0.15152,0.24242,0.28788,0.31818,0.30303,0.24242,0.24242,0.19697,0.18182,0.19697,0.18182,0.24242,0.22727,0.18182,0.16667,0.16667,0.18182,0.18182,0.16667,0.10606,0.075758,0.075758,0.15152,0.25758,0.28788,0.27273,0.18182,0.16667,0.15152,0.16667,0.15152,0.16667,0.15152,0.19697,0.22727,0.25758,0.27273,0.22727,0.13636,0.10606
56.379,4.9091,4.9091,4.3788,4.3788,4.3788,4.3788,3.8788,3.8788,3.8788,5.4697,5.4697,4.9091,4.9091,4.9091,4.3788,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,5.4697,6.0606,6.6818,8.0152,8.7273,0.13636,0.060606,0.015152,0.015152,0,0,0,0,0.015152,30.682,23.045,8.7273,8.0152,7.3333,7.3333,7.3333,6.6818,6.6818,6.0606,6.0606,6.0606,6.0606,6.0606,6.0606,6.0606,6.6818,7.3333,9.4697,29.333,30.682,29.333,8.0152,7.3333,0.24242,0.24242,0.24242,0.24242,0.37879,0.37879,6.6818,33.47,33.47,10.242,8.7273,8.7273,6.6818,3.8788,2.9697,1.5152,1.2273,0.9697,0.54545,0.37879,0.24242,0.13636,0.13636,0.060606,0.060606,0.015152,0.015152,0.015152,0.015152,0.015152,0.015152,0.060606,0.060606,0.13636,7.3333,8.0152,8.0152,8.0152,8.0152,8.7273,9.4697,34.909,33.47,34.909,37.879,9.4697,8.7273,8.7273,8.0152,7.3333,6.6818,7.3333,7.3333,10.242,9.4697,9.4697,8.7273,8.7273,8.0152,8.0152,8.0152,8.0152,8.0152,8.0152,8.0152,8.0152,8.7273,9.4697,10.242,21.879,34.909,36.379,11.045,10.242,8.7273,8.7273,8.0152,8.0152,6.6818,6.0606,6.6818,9.4697,9.4697,9.4697,8.7273,8.7273,9.4697,9.4697,8.7273,17.515,14.561,12.742,11.879,11.045,10.242,9.4697,9.4697,8.7273,8.7273,8.7273,8.0152,8.0152,8.0152,8.0152,8.7273,8.7273,9.4697,9.4697,10.242,11.045,12.742,11.045,10.242,9.4697,8.7273,8.7273,8.0152,8.0152,8.0152,8.0152,8.0152,8.0152,8.0152,8.0152,8.7273,8.7273,9.4697,23.045,24.242
0.13636,0.015152,0,0,0,0,0,0,0,0.015152,0.015152,0,0,0,0,6.0606,6.0606,6.0606,6.0606,6.6818,6.6818,7.3333,8.0152,8.7273,9.4697,10.242,12.742,4.9091,4.3788,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,4.9091,6.6818,5.4697,4.9091,4.3788,4.3788,4.3788,4.3788,4.9091,4.9091,4.9091,5.4697,6.0606,6.0606,4.9091,4.3788,4.3788,4.3788,4.3788,4.3788,4.9091,5.4697,4.9091,4.3788,4.3788,4.3788,3.8788,3.8788,3.8788,3.8788,3.8788,3.8788,4.3788,0,3.8788,3.8788,3.8788,3.8788,3.8788,3.8788,3.8788,3.8788,45.833,49.227,50.97,52.742,4.9091,3.8788,3.8788,3.8788,3.4091,3.4091,3.4091,3.8788,3.8788,4.3788,4.3788,4.9091,5.4697,4.9091,4.3788,3.8788,3.4091,3.4091,3.8788,0,4.3788,0,0,2.9697,2.9697,2.9697,2.9697,2.9697,3.4091,3.4091,3.4091,2.9697,2.9697,3.4091,23.045,23.045,24.242,24.242,3.4091,2.9697,2.9697,2.9697,2.9697,3.4091,2.9697,2.9697,2.9697,3.4091,3.4091,3.4091,0,20.742,21.879,5.4697,4.9091,3.4091,2.9697,2.9697,2.9697,2.9697,2.9697,2.9697,2.9697,3.4091,3.8788,3.8788,20.742,7.3333,5.4697,4.9091,4.3788,3.8788,3.8788,3.4091,3.4091,2.9697,2.5606,2.5606,2.5606,2.9697,2.9697,2.9697,2.9697,3.4091,3.4091,3.8788,4.3788,17.515,15.515,4.3788,2.9697,2.9697,2.9697,2.5606,2.5606,2.5606,2.5606,2.5606,2.5606,2.9697,2.9697,2.9697,3.4091,3.4091,4.3788,4.9091,5.4697
0.1,0.2,0.2,0.2,0.4,0.2,0.1,0.1,0.1,0.1,0.5,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0,0,0,0,0.6,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.4,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.2,0.2,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1
63,42,43,39,42,42,42,42,42,41,45,45,41,44,39,27,29,30,31,30,31,30,30,32,32,32,31,16,24,19,24,25,25,25,25,30,47,43,38,37,37,37,37,38,38,35,35,33,32,33,35,35,36,36,37,47,47,46,34,32,24,31,31,31,32,32,36,49,49,27,34,36,36,34,33,31,26,20,9,8,7,6,33,34,33,31,31,30,27,25,22,22,23,25,32,36,37,37,38,38,37,49,49,49,51,39,35,39,38,38,37,37,33,42,39,35,26,26,25,25,33,40,40,42,39,39,40,39,40,46,50,51,28,28,27,36,36,38,37,37,36,41,39,39,37,36,35,35,27,40,40,39,39,39,39,39,38,39,40,40,37,36,37,38,39,36,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37498,0.40764,0.46865,0.61766,0.69592,0.3494,0.24053,0.25703,0.19601,0.38583,0.66596,0.50498,0.53854,0.54346,0.42181,0.53859,0.3664,0.49595,0.56706,0.56054,0.58455,0.58771,0.54683,0.34875,0.44021,0.47003,0.48224,0.27645,0.35172,0.64005,0.55697,0.31802,0.26564,0.21557,0.25396,0.39468,0.36772,0.3139,0.3926,0.60014,0.54041,0.43528,0.53612,0.48796,0.50628,0.54037,0.52527,0.42479,0.50132,0.62044,0.25284,0.3343,0.30278,0.33559,0.48486,0.50172,0.26287,0.15819,0.4164,0.58347,0.46831,0.41741,0.42947,0.3603,0.3757,0.37934,0.54826,0.54574,0.36427,0,0.41803,0.50061,0.54939,0.38757,0.29474,0.37592,0.5113,0.48562,0.49031,0.55229,0.51565,0.54811,0.3975,0.50054,0.43393,0.50289,0.47083,0.52727,0.52746,0.58882,0.42846,0.49955,0.40348,0.4474,0.59358,0.55242,0.3457,0.30986,0.38579,0.38487,0.31122,0,0.032141,0,0,0.48725,0.44443,0.50292,0.32235,0.38928,0.32541,0.29831,0.41091,0.41926,0.44592,0.47536,0.52165,0.60378,0.60118,0.4329,0.43704,0.45422,0.39268,0.5024,0.54834,0.31296,0.42287,0.38215,0.33818,0.43341,0.55965,0.096424,0,0.47969,0.59925,0.5527,0.33952,0.36084,0.38145,0.33934,0.51094,0.18924,0.42763,0.38861,0.49907,0.49707,0.36411,0.51726,0.28049,0.43589,0.3932,0.29589,0.24797,0.46029,0.39187,0.50739,0.47591,0.48193,0.48633,0.48837,0.54336,0.43408,0.50939,0.557,0.55368,0.45153,0.41233,0.50716,0.40844,0.3222,0.48366,0.55845,0.42717,0.39732,0.35086,0.46033,0.43827,0.40637,0.48015,0.33841,0.45019,0.38519,0.52418,0.51351,0.33557,0.33274,0.4731,0.42341,0.46756
0,-0.0038326,0.016,0.004124,-0.00087954,0.016603,0.017649,0.023467,0.043042,0.0051891,-0.0027578,-0.0064093,0.0026157,0.0080995,0.0099727,0.0087566,0.0065264,0.00576,0.0090879,0.011798,0.0057499,0.011288,0.01023,0.017475,0.029085,0.021612,0.0077106,0.00011341,0.0026418,0.0048076,-0.0004912,0.041077,0.033353,0.021175,0.0061405,-0.019489,-0.0073606,0.0037766,0.0031645,0.014017,0.018027,0.010196,0.0080008,-0.0027413,-0.00017814,0.0028035,0.0031173,0.0064073,0.0083359,-0.0029179,0.027007,0.030937,0.031288,0.0048626,-0.0086075,-0.0003807,0.0060764,-0.010273,-0.011694,-0.0045324,0.0032813,0.0012243,0.03026,0.031956,0.033058,0.0022488,-0.012914,-0.001029,0,0,-0.0069165,0.0052991,-0.0048792,0.0045265,0.022518,0.021424,-0.0049074,-0.0071501,-2.7893e-06,0.0075861,0.0020362,0.0049513,-0.0077013,0.018702,0.0094361,0.018444,0.016848,0.0083983,0.0053735,0.0058208,0.016471,0.0076889,0.0095617,-0.011283,-0.0041248,0.0026801,0.0015138,0.014648,0.021414,0.009852,-0.005454,0,0,0,0,9.6265e-05,-0.0041912,0.00049517,0.02911,0.032534,0.035506,-0.0048485,-0.0017928,0.0065301,-0.0036415,0.0092512,-0.0097059,0.010683,-0.0030037,0.0097765,0.0071262,0.0076408,-0.016804,-0.0026682,-0.0080871,0.031,0.02187,0.019564,0.028897,-0.0078784,0.010003,0,0,0.010128,0.0087917,-0.0097708,0.010271,0.0084948,0.0099458,0.013501,0.00068021,-0.0025652,0.010227,0.002566,0.00796,0.0026356,-0.00056186,0.006359,-0.0005484,-0.00382,0.020791,0.014176,0.010566,0.012139,0.013298,0.015859,0.0058251,0.0086011,0.0048584,-0.0014471,-0.00092835,0.00028084,0.0024123,0.0035113,0.005372,0.0029953,0.011531,0.007706,0.0028598,0.0014092,0.0046448,0.014755,0.01651,0.013411,0.00063996,0.0044529,0.0025789,0.0049504,0.0024203,-0.0040975,0.0091755,0.013089,0.0038546,0.0073302,0.02343,0.016679,0.011478,0.028495,0.0021764
0.015152,0.035586,0.041168,0.026251,0.020658,0.053684,0.064113,0.082236,0.19125,0.031576,0.022284,0.029894,0.031647,0.025404,0.032507,0.038559,0.021605,0.026057,0.027602,0.032987,0.027121,0.035714,0.034241,0.056843,0.093524,0.06091,0.029316,0.015543,0.021315,0.024735,0.02455,0.19315,0.13304,0.10217,0.045713,0.057138,0.022727,0.027965,0.027498,0.035954,0.048772,0.031112,0.03249,0.026083,0.029603,0.028244,0.023518,0.028249,0.035033,0.024437,0.12242,0.11142,0.11025,0.029465,0.03919,0.023618,0.022727,0.022727,0.034751,0.021308,0.03643,0.032753,0.09617,0.10954,0.12118,0.030615,0.029788,0.022727,0.015152,0,0.036777,0.030614,0.029275,0.031215,0.078252,0.065734,0.026611,0.033932,0.023038,0.025856,0.023988,0.022795,0.049399,0.049326,0.035283,0.053311,0.046494,0.035011,0.028377,0.026463,0.052242,0.034961,0.030461,0.037051,0.024414,0.026277,0.034879,0.054995,0.073142,0.044374,0.026975,0,0.015152,0,0,0.032231,0.02533,0.029055,0.10877,0.12016,0.16361,0.036507,0.024527,0.037476,0.025042,0.022727,0.022727,0.022727,0.022727,0.022727,0.022727,0.022778,0.041942,0.019212,0.025026,0.11289,0.066476,0.071491,0.10881,0.027026,0.022727,0.015152,0,0.022727,0.029167,0.026404,0.053903,0.045171,0.047669,0.07342,0.023398,0.030376,0.042755,0.021933,0.028895,0.027941,0.027581,0.02261,0.018986,0.033324,0.059078,0.054562,0.051307,0.043537,0.039095,0.03867,0.028496,0.03023,0.02638,0.02877,0.025798,0.026296,0.02727,0.022725,0.023514,0.028772,0.052771,0.025007,0.025366,0.027483,0.027864,0.041595,0.05434,0.049405,0.023783,0.029307,0.023604,0.029589,0.022442,0.034634,0.029749,0.053929,0.026455,0.027387,0.085215,0.062594,0.031585,0.079762,0.022423
