20.727,40.848,56.242,75.667,170.52,193.09,186.21,180.18,111.45,100.79,109.03,114.76,134.03,114.79,102.85,94.545,85.03,74.364,57.818,53.152,58.606,47.212,74.606,78.061,96.394,175.27,190,201.3,193.48,169.09,72.152,48.242,46,16.242,28.788,45.333,57.091,70.515,74.182,72.152,70.03,64.515,51.424,31.576,4.0606,4.4848,8.7879,4.0606,10.818,29.909,46.364,53.697,61,144.06,199.82,197.58,200.91,203.21,185.94,76.545,47.333,42.455,37.242,41.909,47.091,48.364,55.424,61.061,66.182,76.455,92.818,99.879,99.152,138.58,142.42,136.82,124.06,98.485,68.697,48.303,22.182
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12121,0.21212,0.30303,0.39394,0.87879,0.87879,0.87879,0.87879,0.54545,0.48485,0.51515,0.54545,0.63636,0.51515,0.45455,0.42424,0.39394,0.33333,0.27273,0.27273,0.30303,0.24242,0.39394,0.39394,0.48485,0.84848,0.84848,0.87879,0.87879,0.87879,0.39394,0.24242,0.24242,0.090909,0.15152,0.21212,0.27273,0.33333,0.33333,0.33333,0.33333,0.30303,0.24242,0.18182,0.030303,0.030303,0.060606,0.030303,0.060606,0.15152,0.24242,0.27273,0.30303,0.72727,0.90909,0.90909,0.90909,0.90909,0.90909,0.42424,0.24242,0.21212,0.18182,0.21212,0.24242,0.24242,0.27273,0.30303,0.33333,0.39394,0.45455,0.48485,0.48485,0.66667,0.63636,0.60606,0.54545,0.45455,0.33333,0.24242,0.12121
25.485,0.75758,0.48485,0.48485,0.48485,0.48485,0.48485,0.48485,0.75758,0.75758,0.75758,1.4848,2.4545,5.1212,7.7576,9.8182,12.121,13.364,13.364,8.7576,5.1212,3.6667,1.9394,0.75758,0.48485,0.48485,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,25.485,17.455,16.03,14.667,13.364,13.364,13.364,13.364,14.667,14.667,16.03,4.3636,4.3636,8.7576,8.7576,0.12121,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.12121,0.27273,0.27273,0.48485,0.75758,0.75758,1.0909,1.9394,3.6667,4.3636,5.9394
0,0,0,0,0,0,0,0,0,0,0,0.030303,0.27273,0.27273,0.12121,0.030303,0,0.030303,0.27273,1.4848,3.0303,5.9394,0.030303,0.030303,0.030303,0.030303,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.48485,0.27273,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.27273,0.48485,0,0,5.9394,0,25.485,0.12121,0.12121,0.12121,0.030303,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.27273,0.12121,0.12121,0.12121,0.030303,0.12121,0.12121,0.12121,0.12121,0.27273,0.27273,0.27273,0.27273,0.75758,1.0909,1.4848,1.9394,2.4545,3.0303,3.6667,5.1212,6.8182
0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
32,21,19,18,19,19,19,19,19,18,17,18,20,22,24,26,27,27,26,22,19,16,18,16,17,19,18,18,18,18,19,18,18,31,27,27,27,27,27,27,27,28,27,27,13,13,19,18,4,15,14,15,17,16,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.78203,0.83592,1.0221,0.9387,0.80442,0.65294,0.68344,0.77982,0.9568,1.0977,0.75377,0.76634,0.89921,0.71504,0.81235,0.80252,0.84341,0.83896,0.79108,0.86939,0.84863,0.94943,0.88603,1.0245,1.2461,0.72227,0.71624,0.74601,0.48329,0.97349,0.97291,1.0517,1.1531,0.71024,0.59728,0.73704,0.77525,0.86609,0.98178,0.89723,0.74983,0.76561,1.0411,0.99893,0,0,0.08571,0,0.96424,0.77927,1.1614,0.95123,0.83638,0.96354,0.66369,0.65933,0.61627,0.4653,0.91554,1.0103,1.192,0.97118,0.52044,0.80761,0.89245,0.53624,1.0454,0.87422,0.72719,0.95262,0.80258,0.97774,0.88258,0.94403,0.46932,0.79781,0.8175,0.73701,0.59481,0.94874,1.0584
0.0061279,-0.0034319,0.01224,0.0056363,-0.0063257,0.017274,0.039624,0.012156,0.0071591,0.021849,0.020102,0.017626,0.032512,0.024348,0.055899,0.052271,0.051343,0.025897,-0.0047125,0.02107,0.017186,0.016668,0.0034769,0.016311,0.012688,-0.001088,0.050086,0.044942,-0.0083874,0.013646,0.0052674,0.02364,0.008836,0.018653,0.0062782,0.032854,0.039399,0.049002,0.059917,0.038708,0.032448,0.038134,0.032431,-0.0015338,0,0,0,0,0,-0.026125,0.0010043,0.0061352,-0.00040212,0.014531,0.03538,0.051425,0.047419,0.015002,0.0081684,-0.0035584,0.012015,0.016088,0.0013938,0.036148,0.018816,-0.014725,0.026018,0.028712,0.056342,0.027711,0.035785,0.030179,0.028827,0.023149,0.032345,0.053611,0.047909,0.011879,0.013003,0.023869,0.0066676
0.038817,0.049102,0.042309,0.061853,0.05323,0.073483,0.10969,0.065729,0.06218,0.07434,0.066525,0.078165,0.10995,0.096408,0.15461,0.18653,0.15515,0.079892,0.042074,0.077884,0.073409,0.048333,0.052918,0.059902,0.048587,0.066827,0.17365,0.15646,0.079692,0.052362,0.055245,0.07088,0.04084,0.045455,0.042627,0.10927,0.12463,0.15642,0.19037,0.11407,0.083054,0.10645,0.09618,0.045713,0,0,0.030303,0,0.030303,0.074841,0.052612,0.050685,0.053865,0.067101,0.17954,0.20811,0.17954,0.11743,0.055873,0.048251,0.042373,0.060388,0.062796,0.088956,0.060513,0.05151,0.067273,0.087034,0.16807,0.082889,0.12476,0.088613,0.089034,0.081818,0.12427,0.18345,0.14412,0.074043,0.074233,0.093665,0.039491
