34.333,54.412,65.451,80.176,87.843,62.922,43.353,35.196,30.804,32.255,34,35.392,34.039,26.49,27.294,31.706,38.941,53.784,67.471,116.29,204.24,219.63,220.22,204.12,171.96,27.549,13.765,2.8431,11.784,56.843,76.157,83.157,78.765,77.196,66.451,57.275,51.667,40.255,38.667,42.059,40.529,46.078,44.784,47.392,58,61.118,56.176,51,45.353,28.451,2.7647,21.353,51.353,111.67,130.45,136.51,127.63,67,29.275,21.765,20.824,10.725,11,12.059,16.039,19.529,22.902,36.176,44.49,68.706,122.37,131.08,133.67,132.47,102.59,42.51,16,11.373,37.902,67.647,65.725,67.588,64.373,58.961,56.333,55.922,54.157,53.392,52.804,58.725,69.392,82.451,90.902,85.51,62.863,23.588
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17647,0.2549,0.31373,0.37255,0.43137,0.29412,0.21569,0.17647,0.15686,0.15686,0.17647,0.17647,0.17647,0.13725,0.13725,0.17647,0.19608,0.27451,0.33333,0.56863,0.98039,0.98039,0.98039,0.96078,0.96078,0.15686,0.078431,0.019608,0.078431,0.31373,0.35294,0.39216,0.39216,0.37255,0.31373,0.27451,0.27451,0.21569,0.21569,0.21569,0.19608,0.23529,0.21569,0.23529,0.29412,0.29412,0.27451,0.2549,0.23529,0.17647,0.019608,0.11765,0.27451,0.56863,0.58824,0.60784,0.60784,0.37255,0.15686,0.11765,0.11765,0.058824,0.058824,0.058824,0.078431,0.098039,0.11765,0.19608,0.21569,0.33333,0.56863,0.56863,0.56863,0.56863,0.4902,0.21569,0.078431,0.058824,0.21569,0.33333,0.31373,0.31373,0.31373,0.29412,0.27451,0.27451,0.2549,0.2549,0.2549,0.29412,0.33333,0.37255,0.41176,0.39216,0.29412,0.15686
20.078,17.647,15.373,14.294,13.255,11.294,11.294,11.294,10.373,9.4902,8.6471,8.6471,8.6471,8.6471,8.6471,0.019608,0.019608,0,0,0,0,0,0,0.019608,0.019608,0.019608,39.706,43.314,22.667,14.294,13.255,12.255,12.255,10.373,10.373,9.4902,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,9.4902,10.373,11.294,13.255,34.588,11.294,9.4902,8.6471,8.6471,7.8431,7.8431,7.8431,12.255,11.294,10.373,10.373,9.4902,9.4902,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,8.6471,9.4902,12.255,18.843,41.49,43.314,13.255,11.294,11.294,10.373,10.373,9.4902,9.4902,9.4902,9.4902,9.4902,9.4902,9.4902,9.4902,9.4902,10.373,10.373,11.294,13.255
1.9608,1.2549,0.96078,0.4902,0.17647,0.17647,0.17647,0.078431,0.078431,0.019608,0.019608,0.019608,0.019608,0.078431,0.078431,0.078431,0.17647,0.17647,0.31373,0.17647,0.019608,0.019608,0.019608,0.019608,0.019608,0.078431,0.078431,0,3.3137,1.2549,0.96078,0.70588,0.31373,0.17647,0.078431,0.078431,0.019608,0.019608,0.019608,0.019608,0.019608,0,0.019608,0.019608,0.019608,0.078431,0.078431,0.17647,0.31373,0.4902,0,0,0,0,0,0,0,0,0,0,0,12.255,13.255,13.255,13.255,12.255,0.019608,0,0.019608,0.019608,0.019608,0.019608,0.019608,0,0.019608,0.019608,0.019608,0.019608,0.078431,0.019608,0.019608,0,0,0,0,0,0,0,0,0,0.019608,0.019608,0.019608,0.078431,0.17647,0.4902
0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0,0,0,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3
37,37,37,37,38,38,39,41,41,42,39,39,39,40,37,29,22,23,19,20,26,26,26,26,26,26,48,48,37,36,36,36,37,36,37,36,38,38,38,38,39,39,36,35,35,33,34,35,35,36,43,38,35,36,37,36,36,34,41,38,38,25,24,24,24,24,28,35,34,34,36,36,36,37,38,44,49,49,39,37,36,35,34,34,36,36,37,38,0,0,0,0,0,0,0,0
0.34871,0.49408,0.46905,0.42897,0.44744,0.58531,0.53705,0.53123,0.52477,0.36472,0.56939,0.55078,0.5215,0.44049,0.49273,0.6676,0.5777,0.61303,0.44009,0.56804,0.46909,0.33961,0.38315,0.37759,0.47997,0.5529,0.57065,0,0.28476,0.64012,0.41559,0.47951,0.63029,0.56586,0.44513,0.41833,0.62897,0.73189,0.56694,0.63367,0.43158,0.66155,0.44989,0.43999,0.58983,0.57897,0.65767,0.62717,0.45389,0.29927,0,0.27556,0.66415,0.62086,0.52512,0.47036,0.51671,0.54466,0.64437,0.36091,0.55042,0.70215,0.59828,0.27799,0.78129,0.85552,0.66893,0.72134,0.61944,0.68729,0.57431,0.37202,0.40588,0.53659,0.61779,0.51621,0.75109,0.57846,0.34602,0.63633,0.63995,0.6445,0.49915,0.59093,0.6087,0.63669,0.64242,0.70368,0.70805,0.74228,0.53457,0.43123,0.66577,0.61578,0.50702,0.48325
0.0036224,0.0074479,0.0023707,0.024595,0.015546,0.025233,0.00067736,0.014706,0.0049747,0.0064976,0.0062324,0.018427,0.015193,0.030577,0.010911,-0.0069111,2.2671e-05,0.0072408,0.00086773,0.009798,0.008665,0.016058,0.022018,0.013857,-0.0019333,0.0031893,0.010654,0,-0.001494,-0.0075132,0.010734,-0.00095783,0.012042,0.01865,0.0063246,9.5821e-05,0.001914,-0.0020226,0.0060665,0.010255,-0.006697,0.019185,-0.00017019,0.0039973,0.0061084,0.026007,0.01013,0.0082841,0.0050466,0.010168,0,-0.0063845,0.0044992,0.010055,0.026785,0.021623,0.0063132,-0.01005,0.0053772,0.018761,-0.0039851,0.013816,-0.0011793,0.011124,0.022048,0.0020802,0.012363,0.0063382,0.0080073,0.013532,0.010086,0.024258,0.060791,0.048822,0.0086574,-0.00071959,0.0060616,-0.012427,0.0013018,0.014212,0.022147,0.023931,0.0043863,0.010971,0.017267,0.0063775,0.012651,0.011453,0.0070123,0.0079453,0.0061414,0.020637,0.023725,0.019377,0.025049,-0.023494
0.026863,0.047254,0.046504,0.10005,0.07156,0.089584,0.034179,0.053947,0.026508,0.03128,0.045304,0.06138,0.041614,0.082911,0.046443,0.034572,0.047273,0.037426,0.038672,0.04242,0.042977,0.071498,0.092718,0.069656,0.040712,0.031674,0.038918,0,0.023443,0.042727,0.060137,0.039169,0.053415,0.06735,0.034824,0.047636,0.031491,0.035234,0.035513,0.041924,0.042247,0.046556,0.034634,0.04152,0.032587,0.082581,0.053498,0.047322,0.039678,0.042902,0,0.027405,0.035378,0.037242,0.085279,0.065538,0.042355,0.056589,0.033721,0.05465,0.05274,0.029412,0.029412,0.029412,0.045256,0.033376,0.030421,0.036517,0.039282,0.043807,0.037984,0.084721,0.27696,0.1714,0.043307,0.03608,0.035052,0.029412,0.035143,0.042742,0.063331,0.072452,0.037382,0.05215,0.061393,0.038891,0.046156,0.04797,0.034259,0.035398,0.041247,0.058794,0.064994,0.056122,0.074525,0.051696
