2.7234,12.766,18.83,69.255,106.36,125.23,131.36,121.21,103.36,51.872,33.787,30.064,29.723,25.936,24.021,18.936,8.0851,5.1915,17.957,43.851,73.362,82.064,92.809,92.596,75.574,59.064,59.064,48.894,45.213,51,52.681,76.979,120.02,134.83,131.36,116.64,92.872,38.362,22.319,17.213,8.2128,2.5745,12.83,18.213,86.745,114.83,132.62,131.74,121.36,79.574,47.596,40.809,40.787,40.851,43.702,39.574,32.34,11.404,20.277,45.362,65.468,79.851,88.34,88.851,80.979,52.681,46.638,42.255,38.489,36.553,29.128,25,24.468,24.362,24.191,24.17,26.66,27.34,34.872,55.638,82.362,86.255,80.489,69.021,48.191,21.426,5.234,2.6809,25.404,39.128,76.404,139.57,169.53,185.72,174.72,145.98,57.894,37.574,32.915,28.468,17.894,14.404,14.298,23.681,28.277,36.021,47.894,120.11,179.87,200.98,187.83,165.62,115.17,42.532,37.383,37.17,38.255,41.191,34.872,29.468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021277,0.085106,0.10638,0.44681,0.57447,0.59574,0.61702,0.61702,0.61702,0.29787,0.19149,0.17021,0.17021,0.14894,0.14894,0.12766,0.06383,0.042553,0.12766,0.2766,0.42553,0.44681,0.51064,0.53191,0.44681,0.34043,0.3617,0.29787,0.2766,0.31915,0.31915,0.46809,0.70213,0.70213,0.65957,0.6383,0.59574,0.23404,0.12766,0.10638,0.06383,0.021277,0.085106,0.10638,0.55319,0.59574,0.61702,0.6383,0.65957,0.46809,0.2766,0.23404,0.23404,0.23404,0.25532,0.23404,0.21277,0.085106,0.14894,0.2766,0.34043,0.40426,0.44681,0.48936,0.48936,0.29787,0.2766,0.23404,0.21277,0.21277,0.17021,0.14894,0.14894,0.14894,0.14894,0.14894,0.17021,0.17021,0.21277,0.34043,0.48936,0.44681,0.40426,0.3617,0.2766,0.14894,0.042553,0.021277,0.17021,0.23404,0.46809,0.76596,0.80851,0.87234,0.89362,0.87234,0.34043,0.21277,0.19149,0.17021,0.10638,0.085106,0.085106,0.14894,0.17021,0.21277,0.2766,0.7234,0.95745,0.95745,0.91489,0.91489,0.74468,0.25532,0.21277,0.21277,0.21277,0.23404,0.21277,0.21277
7.6809,6.8936,6.1489,6.1489,5.4468,4.7872,4.7872,4.7872,4.7872,5.4468,6.8936,6.8936,6.8936,6.8936,6.8936,6.8936,7.6809,29.128,27.574,1.0426,0.53191,0.34043,0.19149,0.19149,0.085106,0.085106,0.085106,0.085106,0.19149,0.19149,0.19149,0.085106,0.085106,0.021277,0.021277,0,0,0,32.362,32.362,32.362,9.383,7.6809,6.8936,6.1489,5.4468,5.4468,4.7872,4.1702,4.1702,6.1489,6.8936,6.8936,6.8936,6.1489,6.1489,6.1489,6.8936,15.511,13.298,11.255,9.383,9.383,8.5106,7.6809,7.6809,6.1489,6.1489,6.1489,6.1489,6.1489,6.1489,6.1489,6.1489,6.1489,6.1489,6.8936,6.8936,7.6809,7.6809,8.5106,9.383,10.298,11.255,13.298,14.383,17.894,9.383,7.6809,7.6809,6.8936,2.1277,1.3617,0.53191,0.34043,0.19149,0.021277,0.021277,0,0,0,0,0,0,0,0,0,0.021277,0.021277,0.021277,0.19149,0.34043,0.53191,1.7234,8.5106,8.5106,8.5106,8.5106,8.5106,8.5106
0,13.298,13.298,0.53191,0.34043,0.34043,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.19149,0.34043,0.34043,0.53191,0.53191,1.3617,0.53191,0.34043,0.19149,0.19149,0.085106,0.085106,0.19149,0.19149,0.19149,0.34043,0.34043,0.53191,0.53191,0.53191,0.19149,0.19149,0.085106,0.085106,0.021277,0.021277,0.085106,0.19149,0.53191,0,12.255,12.255,0.34043,0.19149,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,0.085106,13.298,3.5957,1.7234,1.3617,1.0426,0.53191,0.34043,0.19149,0.19149,0.085106,0.085106,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.085106,0.085106,0.085106,0.19149,0.19149,0.34043,0.53191,0.76596,1.0426,1.7234,4.1702,5.4468,0,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.021277,0.085106,39.34,39.34,9.383,9.383,9.383,9.383,0.19149,0.021277,0.021277,0.021277,0,0,0,0,0,0,0,0.021277,0.021277
0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2
20,21,20,30,30,30,30,30,30,30,31,32,32,30,30,28,28,39,40,29,27,27,27,27,24,21,22,19,20,20,20,23,26,26,28,29,31,30,43,42,41,22,22,21,31,31,31,31,30,29,31,31,31,31,30,31,30,21,31,32,32,31,32,32,32,32,31,31,32,32,32,30,30,30,30,30,32,32,32,32,32,32,32,32,32,30,31,22,33,32,31,29,28,26,26,24,17,17,17,19,11,3,3,12,14,14,13,26,24,24,25,26,24,33,34,0,0,0,0,0
0,0.41585,0.71126,0.63321,0.4941,0.53496,0.53701,0.46516,0.68468,0.76536,0.57576,0.4881,0.56131,0.50521,0.49984,0.50595,0.10709,0.03009,0.20035,0.51179,0.65863,0.57227,0.59114,0.67139,0.71165,0.70686,0.8025,0.81963,0.82067,0.75786,0.63994,0.59851,0.49898,0.56193,0.56518,0.47187,0.53712,0.75455,0.56412,0.30847,0.10495,0,0.41707,0.59904,0.47845,0.45215,0.53497,0.49599,0.64516,0.7045,0.65989,0.62433,0.64416,0.65069,0.7579,0.63847,0.45831,0.20628,0.22632,0.47536,0.60148,0.65936,0.53354,0.49442,0.71046,0.59702,0.6176,0.61329,0.55013,0.56674,0.46049,0.44739,0.51384,0.54451,0.55521,0.50793,0.46475,0.4024,0.43528,0.52359,0.53556,0.51468,0.67099,0.62988,0.46656,0.30449,0.03009,0,0.3621,0.61266,0.77173,0.51084,0.47038,0.50257,0.36793,0.49039,0.63709,0.45877,0.5151,0.65062,0.68108,0.56303,0.5648,0.59002,0.57435,0.57495,0.69916,0.55005,0.479,0.43429,0.34609,0.45169,0.57386,0.71703,0.66622,0.60663,0.56389,0.56693,0.3551,0.30211
0,-0.0053045,0.0054492,-0.02227,0.0074049,0.040635,0.038651,-0.0014866,-0.012921,0.0033841,0.011496,0.010152,0.010053,-0.0028265,0.00061993,0.00065921,-0.0050864,0,0.0015881,-0.0021135,-0.0039359,0.011109,0.010606,-0.0018553,-0.0067966,-0.012313,-0.014337,-0.013822,-0.015122,-0.016388,-0.013889,-0.0086383,-0.0073907,0.019971,0.023976,0.001007,-0.027883,-0.0075174,0.019945,0.0089696,0.014352,0,0.021437,0.0053605,-0.028661,0.029522,0.047731,0.023138,-7.6023e-05,-0.0032032,0.001604,0.0054819,0.0068324,0.0083243,0.002284,0.0033183,-0.0079569,-0.019625,-0.00066211,0.0088523,0.018349,0.026749,0.027456,0.0032426,-0.0027468,0.0003774,0.0034254,0.0055202,0.00054433,0.0018503,0.00070342,0.0017963,-0.0018835,-0.0033861,-0.0029564,-0.011785,0.0044227,0.0079885,0.0028354,0.0052971,-0.0024353,0.022593,0.025311,0.013284,0.00095593,0.0068401,0,0,0.0043234,0.0055536,-0.010248,-0.011379,0.027385,0.04769,0.01511,-0.0060137,0.0010664,-0.0061854,-0.00046678,-0.0028584,0.0037635,-0.0046578,-0.0052483,-0.012103,-0.00045132,0.0033213,0.0036705,-0.016137,0.012542,0.043167,0.026967,0.010342,-0.020009,0.00231,0.0067841,0.0058202,0.0057533,0.0089017,0.0030355,-0.0079807
0,0.032973,0.04418,0.074149,0.064962,0.14238,0.13604,0.065892,0.043953,0.035379,0.045115,0.036474,0.039812,0.030396,0.029993,0.02414,0.031915,0.021277,0.02653,0.035968,0.037854,0.049348,0.044475,0.045165,0.045512,0.044274,0.045271,0.044645,0.047714,0.05299,0.053,0.049358,0.044306,0.076284,0.081269,0.077839,0.092525,0.037426,0.0625,0.039816,0.031915,0,0.047125,0.030636,0.090286,0.1319,0.17527,0.10039,0.042776,0.036586,0.031643,0.031977,0.033389,0.035433,0.034079,0.041267,0.042881,0.04507,0.031075,0.046054,0.0525,0.070343,0.078783,0.051122,0.033357,0.039327,0.031113,0.042495,0.049926,0.041019,0.032816,0.035042,0.035565,0.041804,0.051415,0.052705,0.035816,0.03207,0.044293,0.041686,0.032952,0.070826,0.07281,0.049774,0.041107,0.036801,0.021277,0,0.033155,0.03915,0.037593,0.063343,0.13129,0.17043,0.076551,0.053922,0.038375,0.043163,0.042263,0.043129,0.044551,0.0412,0.040922,0.051265,0.047478,0.033302,0.034987,0.064896,0.066057,0.15518,0.088596,0.060144,0.061537,0.027631,0.028039,0.029184,0.027075,0.036174,0.03242,0.039541
