4.2941,84.206,112.79,126.41,138.76,147.85,121.21,94.941,80.559,68.029,61.265,60.029,65,63.176,64.206,69.059,64.265,69.294,75.765,70.559,58.912,32.059,15.412,8.8529,74.118,114.26,126.53,132.18,122.09,92.147,72.294,54.941,48.647,44.912,31.118,34.029,42.882,44.147,40.618,45.765,51.235,49.735,60.706,65.147,78.059,103.68,151.94,151.53,130.09,102.59,76.971,14.882,16.559,38.235,63.794,162.94,196.29,188,206.12,172.79,46.853,42.235,42.353,38.676,25.588,31.147,32.235,32.588,48.147,62.176,70.5,97.176,206.32,204.94,197.06,187.88,154.41,41.912,38.676,44.559,30.265,32.559,38.5,44.382,56.706,57.647,72.118,182.26,203.97,204.85,196.15,185.12,149.35,49.941,33.765,28.412,14.471,28.353,32.147,32.794,31.529,31.676,38.735,39.647,39.059,45.471,53.529,52.265,54.294,53.824,54.147,52.735,48.029,4.7059
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029412,0.38235,0.5,0.58824,0.61765,0.67647,0.55882,0.44118,0.38235,0.32353,0.29412,0.26471,0.29412,0.29412,0.29412,0.32353,0.29412,0.32353,0.35294,0.32353,0.29412,0.17647,0.088235,0.058824,0.35294,0.5,0.55882,0.58824,0.55882,0.41176,0.35294,0.26471,0.23529,0.23529,0.14706,0.17647,0.23529,0.23529,0.20588,0.23529,0.26471,0.23529,0.29412,0.32353,0.38235,0.5,0.70588,0.64706,0.55882,0.44118,0.35294,0.088235,0.088235,0.20588,0.29412,0.76471,0.85294,0.82353,0.88235,0.88235,0.23529,0.20588,0.20588,0.20588,0.11765,0.14706,0.14706,0.14706,0.23529,0.29412,0.32353,0.47059,0.88235,0.85294,0.82353,0.79412,0.79412,0.20588,0.17647,0.20588,0.14706,0.14706,0.17647,0.20588,0.26471,0.26471,0.32353,0.85294,0.85294,0.85294,0.82353,0.79412,0.70588,0.23529,0.14706,0.14706,0.088235,0.14706,0.14706,0.14706,0.14706,0.14706,0.17647,0.17647,0.17647,0.20588,0.23529,0.23529,0.23529,0.23529,0.23529,0.23529,0.23529,0.029412
7.5294,2.3824,1.0588,0.73529,0.73529,0.47059,0.11765,0.11765,0.029412,0.029412,0,0,0,0,0,0,0,0,0,0.029412,0.11765,0.26471,0.11765,5.7647,2.9412,1.4412,1.0588,0.73529,0.47059,0.47059,0.26471,0.11765,0.11765,0.11765,0.11765,0.11765,0.029412,0.029412,0.029412,0.029412,0.029412,0.11765,0.11765,0.11765,0.26471,0.47059,0.47059,0.73529,1.4412,1.8824,2.3824,6.6176,21.441,0.47059,0.47059,0.26471,0.26471,0.26471,0.11765,0.11765,0.26471,1.0588,0.73529,0.47059,0.26471,0.26471,0.26471,0.26471,0.11765,0.11765,0.11765,0.11765,0.11765,0.26471,0.47059,1.0588,1.0588,1.0588,1.0588,0.73529,0.47059,0.47059,0.26471,0.26471,0.47059,0.47059,0.47059,0.47059,0.47059,0.47059,0.73529,1.0588,1.0588,2.3824,23.059,24.735,28.265,8.5,8.5,8.5,8.5,8.5,7.5294,7.5294,7.5294,7.5294,7.5294,7.5294,7.5294,7.5294,7.5294,7.5294,7.5294,11.765
0,4.2353,3.5588,2.3824,1.8824,1.4412,1.4412,1.0588,0.73529,0.73529,0.73529,0.73529,0.73529,0.73529,0.73529,0.73529,1.0588,1.0588,1.0588,1.4412,1.4412,1.8824,24.735,9.5294,4.2353,2.9412,2.3824,1.8824,1.4412,1.0588,0.73529,0.73529,0.47059,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.26471,0.47059,0.47059,0.47059,0.47059,0.73529,0.73529,1.0588,1.4412,1.8824,3.5588,4.9706,7.5294,0.47059,0.26471,0.26471,0.26471,0.11765,0.11765,0.11765,0.11765,0.11765,0.029412,0.029412,0.11765,21.441,19.882,19.882,19.882,0.11765,0.11765,0.11765,0.11765,0.11765,0.11765,0.11765,0.029412,0.029412,0.029412,0.11765,0.11765,18.382,18.382,18.382,0.26471,0.029412,0.029412,0.029412,0.029412,0.029412,0.029412,0.029412,0.029412,0.029412,0.029412,0.029412,0,0,4.2353,4.2353,4.2353,4.2353,4.2353,4.2353,4.2353,4.2353,3.5588,2.9412,2.9412,2.9412,2.9412,2.9412,2.9412,2.9412,0
0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
17,16,15,16,16,16,15,17,18,18,17,16,17,17,17,16,15,14,15,15,17,18,4,16,17,16,16,16,16,17,17,15,14,17,19,17,17,17,15,17,15,17,17,17,16,17,17,17,17,16,16,17,29,22,20,18,18,18,18,18,19,24,21,17,6,6,6,6,12,14,15,15,18,18,19,20,20,21,20,18,7,7,7,10,18,18,17,19,19,19,20,20,21,28,31,32,33,20,20,20,20,20,20,20,20,20,21,21,21,0,0,0,0,0
0,0.54935,0.62919,0.97159,0.54402,0.60626,0.81972,0.83561,0.98996,0.70258,0.60864,0.63929,0.95677,0.95696,0.85772,0.91653,0.70972,0.65961,0.71752,0.86197,0.84063,0.73156,0.74484,0.10399,0.70051,0.58723,0.47256,0.84061,0.94791,0.76733,0.93882,0.80145,0.65385,0.87637,0.39874,0.87158,0.97962,0.90748,0.90394,0.98756,0.90463,0.36767,0.55376,0.79708,0.86493,0.77718,0.89858,0.77262,0.63677,0.74538,0.93896,0.26688,0.83206,0.89561,0.75426,0.96825,0.54995,0.81291,0.51875,0.81651,0.96419,1.1631,0.95134,1.1971,1.1301,0.91186,0.99532,1.0085,1.1552,0.88683,0.77587,1.0598,0.63034,0.56607,0.65727,0.67051,0.98749,1.2073,0.83426,0.81488,0.9588,0.83309,0.76117,1.0293,0.96206,0.89111,0.7811,0.80938,0.35761,0.51839,0.63081,0.62654,0.63857,1.2883,0.36653,0.93851,0.51281,1.1127,1.143,1.1674,1.0111,0.76798,0.85421,0.89049,0.97062,0.94415,1.0671,0.76542,0.79912,0.82409,0.89769,0.68895,0.85076,0
0,0.025674,0.039131,0.019906,0.003424,0.015409,0.02765,0.029718,0.022543,-0.0027392,0.020314,0.039399,0.024612,0.029595,0.032405,0.015367,-0.00054648,0.01134,0.019455,0.03244,0.0050435,-0.018352,0.017209,0,0.0358,0.055455,0.03203,0.022933,0.020259,0.027584,0.015312,0.021773,-0.0039742,-0.0028884,0.003647,0.012491,-0.0042565,0.0047804,0.017637,0.013507,0.00097593,-0.014905,6.3545e-05,0.026527,0.018865,0.02309,0.023313,0.057,0.037147,0.045335,0.018482,-0.018269,-0.0086706,-0.00047084,0.036779,0.012295,0.073867,0.040565,0.044763,-0.020797,0.0025382,0.007362,0.0049045,-0.018045,0.033494,0.012643,0.0087348,0.013385,-0.0016224,0.020786,0.0026918,0.016754,0.061286,0.070986,0.082016,0.072731,-0.014571,0.0024863,0.026395,0.0061027,0.026177,0.039138,0.0039924,0.01142,0.023588,0.020001,0.012069,0.0081284,0.021723,0.065073,0.048201,0.025978,-0.0022012,0.017647,0.011597,0.0049752,-0.019573,0.011551,0.021905,0.035252,0.025316,0.011903,0.017329,0.024375,0.032623,0.019382,0.041196,0.021898,0.026983,0.022623,0.058193,0.042329,0.021313,0
0,0.083855,0.12398,0.067123,0.057741,0.097676,0.09343,0.10563,0.069324,0.05943,0.059782,0.12199,0.071395,0.07257,0.098668,0.069313,0.050046,0.061157,0.079624,0.11333,0.068443,0.075845,0.044118,0.029412,0.10208,0.18704,0.11803,0.070009,0.059122,0.072085,0.06266,0.069445,0.040341,0.045867,0.039133,0.053012,0.03499,0.041093,0.050798,0.042793,0.045654,0.053445,0.07449,0.070685,0.055512,0.07829,0.06805,0.17624,0.12548,0.13527,0.064725,0.044118,0.044118,0.053082,0.093785,0.046744,0.31375,0.12869,0.16574,0.068879,0.058694,0.045784,0.043975,0.058199,0.068247,0.035993,0.04067,0.044483,0.039656,0.075229,0.061674,0.054255,0.24785,0.2741,0.35201,0.30019,0.061119,0.04818,0.078337,0.049428,0.064356,0.087901,0.046174,0.042144,0.068402,0.04992,0.043288,0.060624,0.091958,0.26207,0.13001,0.074435,0.064512,0.045188,0.067266,0.043606,0.044118,0.03743,0.058827,0.084145,0.064051,0.036008,0.049017,0.069712,0.092789,0.05318,0.11044,0.058623,0.065147,0.059385,0.1609,0.12473,0.054167,0
