52.875,93.094,122,145,158,157.47,89.375,76.219,65.656,76.969,64.688,55.375,56.906,57.281,57.719,64.219,72.156,75.031,56.25,60.188,29.438,37.875,90.625,114,139.81,151.19,132.41,73.219,60.906,49.688,47.031,40.969,35.375,36.188,35.813,31.188,36.188,42.375,43.656,39.125,60,69.094,87.031,137.91,144.53,127.81,107.13,70.531,24.344,25.719,70.875,162.69,201.72,210.09,192.34,78.406,30.438,17.281,20.375,17.563,17.969,18.75,18.969,36.25,51.938,52.281,69.063,181.38,205.09,210.06,193.31,147.91,35.813,23.531,28.531,32.594,22.875,23.813,25.063,26.688,43.5,59.969,97.75,160.69,205.88,208.56,191.66,121.19,37.563,29.469,21.219,19.344,36.25,33.25,33.531,34.938,40.125,45.531,46,40.5,39.813,45.844,39.438,45.656,44.25,37.938,19.75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28125,0.4375,0.53125,0.625,0.6875,0.78125,0.4375,0.375,0.3125,0.375,0.3125,0.28125,0.28125,0.28125,0.28125,0.3125,0.34375,0.375,0.28125,0.3125,0.1875,0.25,0.4375,0.5,0.59375,0.65625,0.6875,0.375,0.3125,0.25,0.25,0.21875,0.1875,0.1875,0.1875,0.15625,0.1875,0.21875,0.21875,0.1875,0.3125,0.34375,0.4375,0.71875,0.65625,0.5625,0.5,0.34375,0.15625,0.15625,0.375,0.875,0.875,0.90625,0.90625,0.4375,0.15625,0.09375,0.125,0.09375,0.09375,0.09375,0.09375,0.1875,0.25,0.25,0.34375,0.90625,0.875,0.875,0.84375,0.78125,0.1875,0.125,0.15625,0.1875,0.125,0.125,0.125,0.125,0.21875,0.28125,0.5,0.78125,0.875,0.875,0.84375,0.59375,0.1875,0.15625,0.125,0.125,0.1875,0.15625,0.15625,0.15625,0.1875,0.21875,0.21875,0.1875,0.1875,0.21875,0.1875,0.21875,0.21875,0.1875,0.125
3.7813,2,1.5313,1.125,0.78125,0.28125,0.28125,0.125,0.125,0.03125,0.03125,0.03125,0,0,0,0,0,0,0.03125,0.03125,0.125,4.5,2.5313,2,1.5313,1.125,0.78125,0.5,0.5,0.28125,0.28125,0.125,0.125,0.03125,0.03125,0.03125,0.03125,0.03125,0.125,0.28125,0.28125,0.28125,0.5,0.78125,1.125,1.5313,0.5,3.7813,5.2813,0.78125,0.5,0.28125,0.28125,0.125,0.125,0.125,0.28125,22.781,0.78125,0.5,0.28125,0.28125,0.28125,0.125,0.125,0.125,0.03125,0.125,0.28125,0.28125,0.5,0.78125,0.78125,0.78125,0.78125,0.5,0.28125,0.28125,0.28125,0.28125,0.28125,0.125,0.125,0.28125,0.28125,0.28125,0.5,1.125,19.531,22.781,24.5,8,7.0313,7.0313,7.0313,7.0313,7.0313,6.125,6.125,7.0313,7.0313,6.125,7.0313,6.125,6.125,7.0313,8
4.5,3.125,2,1.125,0.78125,0.5,0.5,0.5,0.28125,0.125,0.125,0.125,0.28125,0.28125,0.28125,0.28125,0.28125,0.5,1.5313,2,2.5313,4.5,2.5313,2,1.125,0.78125,0.78125,0.5,0.28125,0.28125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.28125,0.28125,0.5,0.78125,1.5313,2,3.125,6.125,0.03125,0,0.03125,0.03125,0.03125,0.03125,0.125,0.125,0.125,0.125,19.531,21.125,21.125,21.125,0.03125,0.03125,0.03125,0.125,0.03125,0.03125,0.03125,0.03125,0.125,0.125,0.125,0.03125,0.03125,19.531,19.531,19.531,19.531,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0,0,4.5,3.7813,4.5,4.5,4.5,3.7813,3.7813,3.7813,3.7813,3.7813,3.7813,3.7813,3.7813,3.7813,3.7813,4.5
0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.4,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
16,16,16,17,17,16,17,16,18,17,18,17,14,14,14,13,14,13,11,12,11,17,17,17,17,17,17,17,17,17,17,15,17,12,12,9,12,11,15,17,17,16,16,17,17,17,16,17,16,16,19,18,18,17,17,16,19,29,18,6,5,5,5,13,14,12,10,17,18,18,18,18,18,18,21,18,6,6,6,6,13,14,14,17,18,18,18,18,29,30,31,19,19,18,18,18,19,18,0,0,0,0,0,0,0,0,0
0.74755,0.91275,0.70969,0.76654,0.73564,0.81155,0.85647,1.0928,0.82817,1.1389,0.861,1.0615,1.0815,1.0661,1.0347,1.158,0.94873,1.0143,1.3133,0.85012,0.46979,0.21456,0.91511,0.83417,0.77416,0.86791,1.0036,1.0457,1.0741,0.81554,1.0781,0.84408,0.94511,0.94951,0.95238,1.1591,1.1098,1.2033,0.93609,0.44794,1.1007,0.85227,1.0142,0.9071,1.0974,1.0698,1.1653,0.96145,0.19188,0.30346,1.1305,1.1457,0.55457,0.75579,0.69208,1.1512,0.63369,1.1295,0.36264,0.88627,0.97545,0.66512,0.6856,0.79664,1.016,0.98162,1.3952,0.88698,0.49457,0.65489,0.8055,0.77763,0.77156,0.52003,0.91686,0.55178,1.1285,1.1783,0.93906,0.76141,1.0719,0.91893,1.304,1.0538,0.58777,0.72235,0.67941,0.7634,1.1846,1.2476,0.7899,0.3839,1.2973,0.70793,0.77453,0.6646,1.1913,1.3287,1.3423,1.0023,1.0095,1.275,0.96312,1.1687,1.1265,0.96211,0.40505
0.011947,0.021432,0.031178,0.050655,0.065753,0.015906,0.019375,0.023688,0.0083403,0.0078086,0.017924,0.014523,0.0037551,0.027332,0.028542,0.028687,0.019086,0.016294,0.014015,-0.0065378,-0.023892,-0.014862,0.037893,0.039927,0.071269,0.055611,0.0020718,0.0050728,0.011189,-0.0068319,0.013701,-0.0089942,-0.017153,-0.0053497,0.0035265,-1.7828e-05,-0.0019884,0.0054094,0.0012467,0.013238,0.0070102,0.013648,0.0099597,-0.0029012,0.028274,0.040344,0.024609,0.025908,-0.033037,0.01138,0.00068589,-0.010465,0.065272,0.08149,0.043308,-0.016269,-0.023892,0.020209,-0.031033,-0.021604,0.020048,-0.010408,0.022097,-0.004733,0.016882,0.0036804,0.0041004,-0.003014,0.043703,0.073839,0.075985,-0.0081409,0.0396,-0.012518,-0.018608,-0.01787,-0.00076018,0.0098552,0.0125,0.013651,0.011051,0.017523,-0.0026115,0.005832,0.050661,0.083074,0.047268,-0.012731,0.013532,0.0011879,-0.0011906,0.0032917,0.014343,0.0075726,0.002729,-4.1189e-05,0.044558,0.027731,0.029025,0.039436,0.042944,0.027439,0.04255,0.025272,0.029736,0.021199,0.021476
0.044564,0.087201,0.085772,0.14248,0.21273,0.091101,0.063387,0.074154,0.069581,0.04968,0.053162,0.063906,0.060035,0.071594,0.074218,0.07388,0.057049,0.063312,0.048135,0.059275,0.08076,0.063702,0.099022,0.10658,0.24423,0.1949,0.048185,0.051336,0.047194,0.046191,0.042556,0.05102,0.085045,0.063206,0.04941,0.067532,0.048522,0.055379,0.046703,0.055087,0.047511,0.069754,0.052788,0.059488,0.072649,0.10743,0.067239,0.070708,0.07989,0.07591,0.047511,0.050904,0.29842,0.29152,0.16926,0.055032,0.072905,0.046875,0.069531,0.046875,0.046875,0.046875,0.046875,0.046617,0.053798,0.056059,0.041103,0.069883,0.1419,0.24447,0.26418,0.069732,0.10589,0.057081,0.065361,0.048134,0.033387,0.045556,0.050744,0.051244,0.056091,0.061571,0.039561,0.050027,0.17532,0.28784,0.1777,0.069751,0.065429,0.045523,0.032832,0.03962,0.046718,0.04907,0.06246,0.054,0.11067,0.058794,0.061168,0.10512,0.10912,0.05841,0.10836,0.058305,0.064593,0.051481,0.0625
