22.377,42.739,53.101,59.783,63.261,62.507,51.029,40.826,35.551,27.014,23.87,24.841,23.754,23.884,26.667,27.913,34.362,38.812,31.377,24.217,14.797,6.1449,7.8261,49.159,78.87,86.681,88.391,88.754,70.681,19.101,13.406,11.696,10.739,10.536,10.087,8.2464,6.1884,11.536,17.174,43.449,84.261,87.449,82.652,78.725,45.159,6.8696,3.3333,7.5217,10.377,73.812,104.42,118.72,127.97,96.855,33.841,20.377,17.58,13.449,4.8116,7.8841,8.3043,10.304,16.493,22.319,24.072,57.435,119.28,136.41,137.58,132.77,121.52,44.362,22.594,20.435,22.87,23.406,21.768,9.5942,9.9275,16.391,56.754,126.33,139.16,144.12,142.33,124.12,62.348,30.029,23.261,13.942,14.29,14.971,12.971,18.014,21.768,22.391,25.681,37.391,51.942,63.087,58.942,49.116,38.942,19.667,9.6812,33.783,43.536,46.652,47.594,39.855,32.536,22.159,21.522,18.855,16.043,17.725,24.87,67.87,85.145,78.971,70.188,51.667,14.609,9.6957,6.4638,6.9855,19.681,39.696,79.145,85.116,89.058,87.072,56.087,15.29,8.1884,9.8406,12.899,11.58,13.565,14.319,10.319,1.6377,5.9565,15.174,16.826,30.783,108.2,142.77,145.65,145.72,127.12,12.551,7.942,6.1594,17.855,35.304,49.101,59.464,50.188,38.754,32.667,30.87,29.623,31.261,34.783,37.855,25.449,22.043,26.478,43.957,50.826,53.261,51.87,48.536,34.493,9.1014
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14493,0.21739,0.27536,0.28986,0.31884,0.31884,0.26087,0.21739,0.2029,0.14493,0.13043,0.14493,0.13043,0.13043,0.15942,0.15942,0.18841,0.2029,0.17391,0.13043,0.086957,0.043478,0.043478,0.31884,0.3913,0.42029,0.43478,0.43478,0.42029,0.10145,0.072464,0.057971,0.057971,0.057971,0.057971,0.043478,0.043478,0.072464,0.10145,0.26087,0.43478,0.43478,0.42029,0.42029,0.28986,0.043478,0.028986,0.043478,0.057971,0.4058,0.52174,0.56522,0.6087,0.55072,0.18841,0.11594,0.10145,0.086957,0.028986,0.043478,0.043478,0.057971,0.086957,0.11594,0.13043,0.34783,0.63768,0.66667,0.66667,0.65217,0.65217,0.26087,0.11594,0.11594,0.13043,0.13043,0.11594,0.072464,0.072464,0.10145,0.37681,0.68116,0.69565,0.71014,0.71014,0.68116,0.36232,0.17391,0.14493,0.072464,0.086957,0.086957,0.072464,0.10145,0.11594,0.13043,0.14493,0.2029,0.27536,0.31884,0.28986,0.24638,0.2029,0.13043,0.072464,0.2029,0.21739,0.24638,0.24638,0.21739,0.18841,0.13043,0.13043,0.11594,0.10145,0.10145,0.14493,0.3913,0.4058,0.4058,0.37681,0.34783,0.086957,0.057971,0.043478,0.043478,0.11594,0.24638,0.4058,0.4058,0.43478,0.43478,0.33333,0.086957,0.043478,0.057971,0.072464,0.057971,0.072464,0.086957,0.057971,0.014493,0.043478,0.086957,0.10145,0.17391,0.62319,0.68116,0.69565,0.71014,0.71014,0.072464,0.043478,0.043478,0.10145,0.2029,0.26087,0.30435,0.27536,0.21739,0.17391,0.15942,0.15942,0.18841,0.18841,0.23188,0.14493,0.13043,0.15942,0.26087,0.27536,0.27536,0.27536,0.26087,0.18841,0.057971
13.043,10.565,9.058,8.3478,7.6667,7.0145,6.3913,5.7971,5.7971,5.7971,5.2319,5.2319,5.2319,5.2319,5.2319,5.2319,5.7971,5.7971,6.3913,7.0145,8.3478,5.2319,5.2319,4.6957,4.6957,4.6957,4.6957,4.6957,5.2319,24.362,26.797,28.058,28.058,26.797,26.797,26.797,25.565,5.2319,5.2319,5.2319,4.6957,4.6957,5.2319,5.2319,6.3913,28.058,7.0145,6.3913,6.3913,5.7971,2.087,1.1739,0.71014,0.36232,0.23188,0.13043,0.057971,0.057971,0.057971,0.014493,0.014493,0.014493,0.014493,0.014493,0.014493,0.014493,0.057971,0.057971,0.057971,0.13043,0.23188,0.92754,7.0145,7.0145,6.3913,6.3913,7.0145,7.0145,7.0145,7.0145,6.3913,6.3913,5.7971,5.2319,5.2319,4.6957,7.0145,7.0145,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,6.3913,6.3913,7.0145,7.0145,7.6667,9.058,9.7971,12.188,23.188,9.058,8.3478,8.3478,7.6667,7.0145,6.3913,6.3913,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,5.7971,6.3913,7.6667,7.6667,13.043,29.348,29.348,8.3478,7.0145,7.0145,6.3913,6.3913,5.7971,5.7971,7.6667,8.3478,7.6667,7.0145,6.3913,7.0145,6.3913,5.7971,7.0145,7.6667,0.36232,0.36232,0.36232,0.23188,0.13043,0.13043,0.13043,0.057971,0.057971,22.043,32.014,32.014,15.783,11.362,9.7971,9.058,9.058,8.3478,7.6667,7.0145,6.3913,2.8406,2.4493,2.4493,6.3913,1.4493,0.92754,0.13043,0.057971,0,0,0,0,0
12.188,10.565,9.058,9.058,8.3478,7.6667,7.6667,7.0145,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,7.6667,9.058,9.7971,32.014,32.014,9.7971,8.3478,7.0145,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,7.0145,7.6667,8.3478,9.058,9.058,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,29.348,29.348,15.783,6.3913,6.3913,6.3913,5.7971,5.7971,6.3913,5.7971,5.7971,6.3913,61.232,61.232,61.232,26.797,26.797,26.797,26.797,8.3478,7.6667,6.3913,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,6.3913,6.3913,6.3913,7.6667,0,0.014493,0.014493,0.014493,0.014493,0.014493,0.014493,0.014493,0.014493,0.014493,0.014493,5.7971,5.7971,5.7971,6.3913,6.3913,6.3913,6.3913,7.0145,7.6667,8.3478,9.058,9.7971,10.565,12.188,13.928,8.3478,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,6.3913,6.3913,6.3913,7.0145,7.6667,7.6667,6.3913,6.3913,5.7971,5.7971,5.2319,5.2319,5.7971,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,5.2319,5.2319,5.2319,5.7971,26.797,26.797,26.797,26.797,26.797,26.797,26.797,0,5.7971,4.6957,5.2319,5.2319,4.6957,5.2319,4.6957,4.6957,4.6957,5.2319,5.2319,5.2319,12.188,10.565,9.058,7.6667,7.0145,6.3913,6.3913,5.7971,5.7971,5.7971,5.7971,5.2319,5.2319,5.7971,5.7971,5.7971,5.7971,6.3913,7.0145,7.0145,8.3478,22.043
0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.1
36,35,35,35,35,35,34,35,36,37,36,35,36,36,34,34,33,32,32,30,30,21,21,30,32,33,34,34,34,45,46,47,47,46,46,45,44,30,31,35,34,34,34,34,35,46,24,23,26,35,31,29,29,26,21,22,23,26,4,3,3,9,11,12,13,27,25,26,26,26,27,28,38,38,34,34,36,29,50,43,43,45,45,44,44,44,51,48,44,38,31,31,28,30,32,31,33,32,33,34,34,34,34,34,43,39,38,39,38,37,36,36,36,35,31,31,31,34,35,36,37,38,45,48,47,33,34,34,36,36,36,36,37,40,25,25,24,25,24,24,25,24,21,29,25,19,27,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24814,0.39598,0.41109,0.42467,0.37974,0.51317,0.48431,0.60407,0.56817,0.4364,0.54459,0.47742,0.51283,0.49432,0.50742,0.5802,0.4196,0.43268,0.45388,0.4787,0.52778,0.10683,0.15676,0.37693,0.31214,0.33152,0.37514,0.27174,0.34744,0.47101,0.37583,0.26968,0.41321,0.58779,0.4467,0.32964,0.51655,0.31543,0.32982,0.55248,0.32037,0.30884,0.32534,0.33388,0.44515,0.41778,0,0.36203,0.5906,0.33382,0.34619,0.21683,0.28466,0.48329,0.50168,0.51884,0.48572,0.47845,0.45091,0.1603,0.20134,0.3791,0.24538,0.34479,0.39816,0.47065,0.39551,0.27277,0.30897,0.26502,0.38785,0.59158,0.51795,0.45308,0.46951,0.45572,0.33236,0.23089,0.22846,0.44045,0.38867,0.26545,0.34734,0.30161,0.242,0.42472,0.49426,0.49207,0.50521,0.35877,0.65373,0.55705,0.46884,0.41802,0.41078,0.56247,0.61843,0.42866,0.47917,0.36498,0.36565,0.3832,0.41009,0.19401,0.1809,0.48117,0.39673,0.53385,0.38936,0.50314,0.48942,0.47905,0.5253,0.39447,0.41098,0.52533,0.45509,0.43943,0.28282,0.4277,0.51719,0.41012,0.45903,0.49167,0.26579,0.40795,0.44168,0.54381,0.25175,0.18211,0.37731,0.36555,0.43461,0.18364,0.43025,0.54154,0.58682,0.26177,0.54047,0.54541,0.31994,0,0.28289,0.58107,0.60728,0.53304,0.47153,0.18055,0.23052,0.29016,0.29019,0.66235,0.36386,0.41661,0.26114,0.34903,0.43129,0.31001,0.51841,0.47043,0.50737,0.48208,0.51923,0.60075,0.51166,0.5502,0.5645,0.52844,0.42424,0.53155,0.49745,0.44187,0.43842,0.50272,0.3155,0.46119
-0.0024143,0.025027,0.019635,0.022786,0.02118,0.014174,0.0095643,0.0090014,0.0034371,0.012397,0.017524,0.0047276,0.0051031,0.014964,0.0024238,0.00056648,0.0055108,0.014764,0.012061,-0.00133,0.0018412,0.0083715,0.0068164,-0.0069378,0.025458,0.034115,0.036594,0.023281,-0.0015529,0.010682,0.014299,0.012807,0.00644,0.0082499,0.00060582,-0.0071335,-0.0070703,0.009506,0.00065559,0.0004936,0.013816,0.018897,0.015674,0.016735,-0.0042838,-0.0044791,0,0.0076522,0.014844,0.004029,0.013611,0.011937,0.025655,0.0067734,0.010959,0.0051331,0.0082428,0.0019571,0,-0.003163,-0.010009,0.012952,0.0048021,0.013979,-2.5738e-05,-0.0018617,0.0076242,0.028121,0.021159,0.0075793,0.0069187,-0.00095432,0.0088983,0.010647,0.0094497,0.0075644,0.0044253,-0.0023338,0.0042067,-0.008227,-0.0097133,0.013532,0.024966,0.018926,0.0032303,0.0081551,0.0014554,0.0033098,0.00010663,0.0029384,0.00051568,0.0021738,0.018411,0.0089102,0.0026072,0.0016756,0.0011318,0.01193,0.01273,0.023338,0.031426,0.023699,0.01544,0.0055225,-0.0026666,0.0015862,0.011524,0.015537,0.014583,0.010982,0.0069074,0.0050617,-0.0052195,0.0044442,0.0020975,0.0070727,0.00085049,-2.0896e-05,0.031537,0.010759,0.0090211,-0.0097572,0.0033378,0.0058602,0.0080981,0.0031087,0.0016428,-0.00064673,0.010591,0.0081231,0.035069,0.020625,0.00047335,-0.001786,-0.0061756,0.008129,0.01007,0.0014075,0.0051533,0.0028817,0.0064679,0,0.0013605,-0.00078628,-0.0017684,0.0040745,0.0030747,0.001224,0.031729,0.028461,0.0010812,0.0053808,-0.002796,-0.0079409,0.0017179,0.0021354,0.013558,0.014179,0.0066228,0.0057166,0.016054,0.012683,0.00907,-0.0019959,0.0025395,0.0018837,0.0068778,-0.0051463,-0.0054159,0.00092267,0.011435,0.01317,0.0078072,0.010386,0.011464,0.00017137
0.041576,0.081317,0.063399,0.086911,0.060081,0.03824,0.044282,0.02788,0.021393,0.034498,0.038399,0.031272,0.029753,0.036629,0.022928,0.026597,0.029142,0.036904,0.038555,0.020552,0.02158,0.021739,0.021739,0.033958,0.089616,0.14419,0.13276,0.10472,0.037897,0.034723,0.038216,0.03081,0.029585,0.026973,0.015318,0.021739,0.021739,0.035339,0.022399,0.024797,0.04544,0.085454,0.06075,0.064416,0.029899,0.021739,0,0.021739,0.032635,0.031715,0.048513,0.062537,0.11221,0.022682,0.030004,0.032231,0.030723,0.018631,0.014493,0.021739,0.021739,0.031473,0.022197,0.052271,0.021254,0.027103,0.033497,0.11324,0.07418,0.043226,0.038465,0.022264,0.033267,0.030238,0.03373,0.03788,0.022106,0.020278,0.020783,0.029494,0.04465,0.052524,0.091616,0.10327,0.040996,0.036003,0.024034,0.026988,0.021375,0.031281,0.018552,0.020669,0.042654,0.023564,0.026483,0.019945,0.01842,0.034023,0.037923,0.0831,0.10741,0.07738,0.041246,0.031574,0.021592,0.023451,0.034264,0.04351,0.044505,0.031466,0.023709,0.025142,0.022179,0.025644,0.026788,0.025573,0.029809,0.023887,0.14637,0.042152,0.034289,0.032125,0.025598,0.026041,0.021739,0.021739,0.021811,0.021463,0.043593,0.057973,0.12902,0.078161,0.025131,0.030979,0.021739,0.024775,0.035365,0.017239,0.030061,0.023404,0.02594,0,0.021739,0.015982,0.017874,0.022325,0.02998,0.035413,0.15359,0.09923,0.035592,0.019858,0.021739,0.021739,0.02507,0.06032,0.049619,0.054035,0.032289,0.027396,0.042191,0.037434,0.028092,0.026236,0.026798,0.02078,0.025231,0.028161,0.029272,0.025595,0.031187,0.039058,0.028287,0.031649,0.039605,0.01474
