10.833,23.563,40.125,105.63,198.19,206.96,211.65,195.58,100.85,45.75,35.083,26.208,25.146,22.813,22.208,22.875,20.542,18.875,21.021,22.188,30.438,39.896,44.583,64.292,94.167,90.771,84.458,57.479,35.083,5.4792,13.729,27.604,50.938,124.58,159.42,159.04,152.5,127.42,24.313,9.5,39.542,69.063,83,94.063,91.146,79.708,62.792,46.833,40.188,40.271,36.271,42.313,48.563,38.979,36.854,40.125,48.479,47.271,51.5,47.833,33.979,2.5833,11.125,25.521,46.563,112.94,131.52,128.6,130.23,95.208,42.396,26.604,23.625,12.5,5.8125,6.1042,10.438,19.292,21.229,30.208,31.688,41.354,104.46,123.75,123.46,113.23,90.313,22.813,12,10.063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0625,0.125,0.20833,0.60417,1,1,1,0.97917,0.58333,0.22917,0.1875,0.14583,0.14583,0.125,0.125,0.125,0.10417,0.10417,0.125,0.125,0.16667,0.20833,0.22917,0.33333,0.47917,0.4375,0.39583,0.29167,0.22917,0.041667,0.083333,0.16667,0.29167,0.70833,0.75,0.75,0.75,0.70833,0.14583,0.0625,0.22917,0.33333,0.39583,0.45833,0.45833,0.41667,0.35417,0.25,0.22917,0.22917,0.20833,0.25,0.27083,0.22917,0.22917,0.22917,0.27083,0.25,0.27083,0.25,0.1875,0.020833,0.0625,0.14583,0.25,0.58333,0.625,0.60417,0.625,0.5,0.22917,0.14583,0.14583,0.083333,0.041667,0.041667,0.0625,0.10417,0.10417,0.16667,0.16667,0.22917,0.54167,0.58333,0.5625,0.54167,0.5,0.125,0.0625,0.0625
0.083333,0.020833,0.020833,0,0,0,0,0,1.0208,10.083,9.1875,9.1875,8.3333,8.3333,8.3333,7.5208,8.3333,8.3333,7.5208,8.3333,8.3333,9.1875,9.1875,9.1875,10.083,11.021,12,14.083,15.188,10.083,9.1875,0.33333,0.083333,0.083333,0.020833,0.020833,0.083333,0.083333,13.021,40.333,16.333,13.021,12,10.083,9.1875,8.3333,7.5208,7.5208,7.5208,6.75,6.75,6.75,7.5208,7.5208,6.75,7.5208,7.5208,7.5208,7.5208,8.3333,10.083,14.083,9.1875,8.3333,8.3333,7.5208,6.75,6.75,6.75,7.5208,7.5208,8.3333,7.5208,7.5208,7.5208,6.75,6.75,6.75,6.75,6.75,6.75,6.75,7.5208,7.5208,8.3333,9.1875,11.021,35.021,38.521,38.521
38.521,35.021,28.521,0,0,0,0,0.020833,0,0,0,0,0,0,0,0,0,0,0,0.020833,0.020833,0,0.083333,0.083333,0.1875,0.33333,0.52083,1.3333,2.0833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0,0,0.020833,0.020833,1.6875,1.0208,0.52083,0.33333,0.1875,0.1875,0.083333,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.083333,0.083333,0.1875,0.1875,0.33333,0.52083,0,12,0.020833,0.020833,0,0,0.020833,0,0.020833,0.020833,0.020833,0.020833,13.021,13.021,16.333,15.188,13.021,13.021,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.083333,0.083333
0.1,0.1,0.1,0.3,0,0,0,0,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
4,5,7,18,25,25,25,24,31,40,40,39,36,35,35,30,32,32,30,31,32,35,32,33,34,34,34,34,33,35,35,24,21,29,28,28,29,30,39,46,34,34,34,34,34,33,34,36,35,35,34,31,31,34,33,32,30,29,30,31,31,27,23,30,29,34,34,33,34,34,34,33,32,22,22,20,20,21,21,0,0,0,0,0,0,0,0,0,0,0
0.15071,0.63598,0.76175,0.79485,0.42988,0.47093,0.39126,0.45976,0.80765,0.71403,0.65222,0.59763,0.78588,0.74474,0.68156,0.65894,0.248,0.32921,0.68635,0.40926,0.55723,0.72264,0.44764,0.70624,0.48269,0.4431,0.54025,0.40194,0.36054,0.22097,0.32022,0.38527,0.65564,0.59511,0.41114,0.3753,0.48543,0.52486,0.8327,0.072169,0.3284,0.52585,0.50145,0.6248,0.62213,0.58599,0.80174,0.59248,0.64262,0.60252,0.69773,0.70773,0.54009,0.43216,0.45289,0.63741,0.58827,0.48814,0.70515,0.73573,0.61975,0,0.56634,0.88593,0.65467,0.67473,0.57568,0.47126,0.49587,0.72988,0.79893,0.61377,0.57004,0.55329,0.044194,0.33882,0.45691,0.60514,0.49111,0.69058,0.46763,0.56591,0.49822,0.48298,0.41221,0.48314,0.5544,0.60248,0.5,0.62117
0.014415,0.01304,0.0068341,-0.0041266,0.0076358,0.021389,0.033098,0.022323,-0.0066106,0.011462,0.0080241,0.0070893,-0.00018316,0.0086759,0.0074191,0.019069,-0.0047326,0.020673,0.0029196,-0.0048047,-0.0043612,0.015177,0.002772,0.019347,0.007124,0.028859,0.016958,0.017949,-0.0021071,0,-0.0090552,0.0045809,0.0078283,-0.0082664,0.037704,0.025787,0.02634,9.9946e-06,-0.0070287,0.014731,-0.0029759,0.015988,0.026931,0.015024,0.017419,0.006705,-0.0050913,0.0029563,0.0093891,0.012337,0.0010579,-0.0089578,-0.0017927,0.0070112,0.0039329,0.0046353,0.016826,-0.013681,0.011949,0.0085957,-0.0057166,0,-0.0092019,-0.0025523,0.0024863,0.0090757,0.024521,0.025553,0.047805,0.014106,0.0084879,0.024276,-0.0022739,-0.014424,0,0,-0.008272,0.0092874,0.0045045,0.010679,0.0029392,0.0049634,0.011132,0.025165,0.026313,0.036391,0.025823,0.0063254,0,-0.0062377
0.03125,0.045601,0.036414,0.032585,0.054302,0.065485,0.14249,0.099881,0.031259,0.046689,0.042532,0.034546,0.032352,0.056911,0.03816,0.051236,0.040518,0.054859,0.03181,0.035323,0.036884,0.042206,0.053396,0.053931,0.082359,0.10519,0.059508,0.088473,0.030755,0.020833,0.038452,0.047454,0.044056,0.050979,0.13603,0.10154,0.085816,0.048993,0.030237,0.03125,0.045446,0.064723,0.091886,0.051387,0.063871,0.057848,0.036769,0.0342,0.041973,0.043198,0.025581,0.037897,0.059332,0.042998,0.032568,0.038655,0.053463,0.03904,0.0494,0.037917,0.03304,0,0.03125,0.033552,0.039369,0.047971,0.08533,0.097189,0.17977,0.043628,0.036781,0.074167,0.032462,0.042424,0.020833,0.020833,0.03125,0.036111,0.026222,0.036976,0.038036,0.037654,0.052572,0.079185,0.12222,0.11708,0.062331,0.029531,0.03125,0.03125
