25.597,42.209,54.657,58.985,65.119,66.791,42.179,36.955,28.433,24.254,21.164,18.761,15.836,15.94,17.821,17.925,19.91,20.104,24.985,30.731,41.179,96.403,141.52,143.42,146.63,143.07,49.746,10.896,6.7015,10.403,28.687,73.015,78.209,79.463,83.672,43.776,16.463,13.478,12.09,11.149,7.7313,7.403,9.1642,9.4478,15.418,16.328,27.03,80.791,91.597,93.03,88.119,83.284,23.015,10.239,3.5075,8.7164,17.672,21.224,21.94,24.582,32.776,29.597,22.03,3.5075,6.1194,17.597,28.791,76.91,102.04,106.52,105.97,89.045,19.567,6.8806,1.9701,4.6567,16.642,24.746,61.209,134.33,141.94,143.31,137.07,45.731,9.9254,7.806
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16418,0.22388,0.26866,0.28358,0.31343,0.34328,0.22388,0.19403,0.14925,0.13433,0.1194,0.10448,0.089552,0.089552,0.10448,0.10448,0.1194,0.1194,0.14925,0.16418,0.22388,0.56716,0.70149,0.68657,0.71642,0.73134,0.32836,0.059701,0.044776,0.059701,0.1791,0.38806,0.40299,0.40299,0.43284,0.25373,0.089552,0.074627,0.059701,0.059701,0.044776,0.044776,0.059701,0.059701,0.089552,0.089552,0.16418,0.44776,0.44776,0.44776,0.43284,0.41791,0.14925,0.074627,0.029851,0.059701,0.10448,0.1194,0.1194,0.13433,0.1791,0.14925,0.1194,0.029851,0.044776,0.10448,0.16418,0.46269,0.52239,0.53731,0.52239,0.49254,0.13433,0.044776,0.014925,0.029851,0.10448,0.14925,0.37313,0.70149,0.71642,0.71642,0.71642,0.31343,0.059701,0.044776
10.881,9.3284,7.8955,7.8955,7.2239,6.5821,5.9701,5.3881,5.3881,5.3881,5.3881,5.3881,4.8358,4.8358,4.8358,4.8358,4.8358,5.3881,5.3881,5.3881,5.3881,5.3881,5.9701,5.9701,4.8358,4.3134,4.8358,57.373,59.239,5.3881,5.3881,5.3881,5.3881,5.3881,4.8358,5.3881,25.09,26.328,27.597,27.597,27.597,27.597,26.328,5.3881,5.3881,4.8358,4.8358,4.8358,4.8358,4.8358,4.8358,5.3881,6.5821,26.328,4.3134,0.73134,0.53731,0.37313,0.37313,0.37313,0.37313,0.53731,0.73134,1.806,6.5821,5.9701,0.13433,0.059701,0.014925,0.014925,0.014925,0.059701,0.13433,28.896,30.224,0.13433,0.059701,0.014925,0.014925,0.014925,0,0,0,0,28.896,30.224
12.552,10.881,10.09,9.3284,8.597,7.8955,7.2239,7.2239,7.2239,6.5821,6.5821,6.5821,6.5821,6.5821,6.5821,6.5821,0.014925,0.014925,0.014925,0,0,0,0,0.014925,0.014925,0.014925,0.014925,0.014925,0.014925,28.896,12.552,7.2239,6.5821,6.5821,5.9701,5.9701,5.9701,5.9701,5.9701,5.9701,6.5821,6.5821,6.5821,7.8955,7.8955,8.597,5.9701,5.3881,5.3881,5.3881,5.9701,5.9701,5.3881,5.9701,34.388,34.388,34.388,34.388,35.836,35.836,37.313,38.821,40.358,43.522,5.9701,5.9701,5.9701,6.5821,5.9701,5.9701,5.9701,5.9701,6.5821,5.9701,0,57.373,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881,5.3881
0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.7,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0,0,0,0.5,0.1,0.1
33,33,33,33,33,33,33,33,33,34,35,34,33,33,31,31,38,41,39,40,40,44,44,44,43,42,43,65,65,22,27,33,33,33,33,34,45,45,46,46,45,45,45,32,32,28,31,34,34,34,33,34,38,45,19,14,13,12,11,12,12,12,12,13,38,33,24,29,28,28,28,30,38,46,46,5,17,18,0,0,0,0,0,0,0,0
0.43353,0.46795,0.40728,0.32457,0.31798,0.33537,0.42463,0.51182,0.46117,0.46778,0.45842,0.32755,0.40705,0.46514,0.52266,0.48031,0.47284,0.46491,0.45626,0.45696,0.57559,0.45017,0.31245,0.24262,0.25433,0.28537,0.39029,0.59508,0.3893,0.38021,0.5212,0.39011,0.41422,0.43151,0.37183,0.45715,0.54197,0.58004,0.30962,0.54491,0.66787,0.27209,0.65235,0.57772,0.48926,0.51674,0.53525,0.41125,0.31895,0.36266,0.29799,0.2508,0.58803,0.166,0.031661,0.39639,0.52064,0.4941,0.36783,0.48358,0.51593,0.32821,0.50671,0.031661,0.32162,0.55851,0.43644,0.47633,0.33795,0.34958,0.30395,0.34877,0.49955,0.53197,0,0.14775,0.61344,0.54766,0.44702,0.30911,0.35753,0.32184,0.24639,0.43113,0.48523,0.1304
-0.0022372,0.013731,0.02729,0.041209,0.026885,0.0022099,0.01078,0.013775,0.0013505,0.012575,0.0097581,-0.0046472,0.015955,0.0039523,-0.0050445,-0.0055145,0.0021753,0.0020038,0.0016652,0.014077,0.0079958,-0.0041495,0.017719,0.020049,0.019673,0.0088979,-0.012172,0.0077888,0.0062653,-0.0012945,-0.0046424,0.020318,0.020352,0.015894,0.022075,-0.0016628,0.0072074,0.016067,0.012597,0.00084665,0.010548,-0.004846,-0.006879,-0.004128,0.0044133,0.015084,0.0001528,0.0030335,0.034033,0.036249,0.037366,0.0065471,-0.0053757,-0.0033054,0,-0.0029147,0.0030302,0.0072032,0.0065338,0.00054807,0.0066948,0.015225,0.011128,0,-0.0085207,-0.0047835,-0.0018955,-0.0041887,0.025115,0.027074,0.022597,0.008479,-0.011171,-0.002791,0,0,-0.0046378,0.00031815,-0.0023526,0.010296,0.024488,0.025361,0.0091906,-0.021032,0.010816,-0.0068006
0.02534,0.036713,0.085014,0.16236,0.08716,0.032462,0.038023,0.039354,0.028232,0.035377,0.039052,0.030954,0.043624,0.028718,0.025955,0.030069,0.026385,0.018682,0.022234,0.034115,0.026005,0.024842,0.085661,0.085644,0.069601,0.066572,0.042235,0.024819,0.022388,0.025788,0.029112,0.05974,0.063586,0.048518,0.080123,0.025139,0.023867,0.037855,0.030295,0.01628,0.022388,0.022388,0.023744,0.020578,0.025122,0.041305,0.018214,0.0419,0.13847,0.13307,0.16809,0.039403,0.019457,0.023372,0.014925,0.019641,0.020848,0.024977,0.020809,0.019985,0.024928,0.04874,0.03067,0.014925,0.022388,0.018907,0.033248,0.030391,0.079985,0.090159,0.078385,0.038911,0.02567,0.022388,0,0.014925,0.019438,0.021921,0.027448,0.046324,0.089184,0.086777,0.073282,0.064453,0.029152,0.022388
