8.1633,18.755,26.143,109.98,180.49,213.33,227,222,194.69,162.43,61.755,37.184,24.837,25.959,22.531,19.449,24.469,19.633,19.449,22,27.429,32.102,37.673,57.51,79.776,84.408,79.612,65.347,45.265,25.49,8,20.633,43.204,105.51,133.02,149.45,135.18,104.27,34.98,10.429,29.388,53.367,71.347,78.408,70.673,62.735,54.122,44.633,40.388,37.327,36.51,35.449,41.02,43.857,45.082,51.673,54.143,55.694,49.673,35.837,23.02,10.224,38.98,94.347,114.2,113.82,96.531,45.163,23.102,14.449,11.204,9.3469,12.347,13.367,14.224,19.429,26.673,32.49,45.429,95.061,114.49,113.29,97.531,68.837,26.653,12.347,2.551
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.061224,0.12245,0.14286,0.73469,0.97959,0.97959,0.97959,0.97959,0.97959,0.97959,0.36735,0.22449,0.14286,0.16327,0.14286,0.12245,0.16327,0.12245,0.12245,0.14286,0.18367,0.20408,0.22449,0.34694,0.44898,0.42857,0.38776,0.34694,0.26531,0.18367,0.061224,0.14286,0.28571,0.65306,0.67347,0.71429,0.71429,0.67347,0.26531,0.081633,0.20408,0.30612,0.36735,0.42857,0.38776,0.36735,0.32653,0.26531,0.2449,0.22449,0.22449,0.20408,0.2449,0.26531,0.26531,0.30612,0.30612,0.30612,0.28571,0.22449,0.16327,0.081633,0.26531,0.55102,0.55102,0.57143,0.57143,0.30612,0.16327,0.10204,0.081633,0.061224,0.081633,0.081633,0.081633,0.12245,0.16327,0.18367,0.2449,0.55102,0.55102,0.53061,0.5102,0.42857,0.18367,0.081633,0.020408
0.081633,0.020408,0.020408,0,0,0,0,0,0,0,0.5102,9,9,8.1633,8.1633,8.1633,7.3673,8.1633,8.1633,8.1633,8.1633,8.1633,9,9,9.8776,9.8776,10.796,11.755,13.796,16,39.51,9,0.32653,0.18367,0.18367,0.081633,0.081633,0.18367,0.32653,37.735,18.367,16,13.796,11.755,10.796,9.8776,9.8776,9,8.1633,8.1633,8.1633,8.1633,7.3673,8.1633,8.1633,8.1633,8.1633,8.1633,9,10.796,12.755,10.796,9.8776,9,9,8.1633,8.1633,9,9.8776,10.796,9.8776,9.8776,9,9,9,9,9,9,9,9,9,9.8776,10.796,13.796,29.469,39.51,43.184
39.51,36,34.306,0.081633,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.081633,0.081633,0.081633,0.081633,0.020408,0.081633,0.081633,0.081633,0.081633,0.18367,0.32653,0.32653,0.5102,0.73469,1,1.3061,2.0408,2.9388,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,1.6531,0.73469,0.5102,0.32653,0.32653,0.081633,0.081633,0.020408,0.020408,0.020408,0.020408,0.020408,0,0,0.020408,0.020408,0.081633,0.081633,0.18367,0.32653,0.5102,0.081633,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.081633,11.755,11.755,11.755,11.755,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0
0.1,0.1,0.1,0.4,0,0,0,0,0,0,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1
4,5,5,23,25,25,25,25,25,25,34,40,39,36,35,34,34,34,34,33,33,32,32,33,34,33,33,33,33,33,46,33,27,30,29,28,28,29,28,46,36,36,36,35,35,35,35,37,36,36,34,36,35,35,33,32,32,32,32,33,35,31,35,35,35,35,35,36,36,38,30,24,24,24,24,32,33,0,0,0,0,0,0,0,0,0,0
0.16369,0.57425,0.71797,0.66599,0.5031,0.44058,0.43914,0.46279,0.5377,0.70807,0.86039,0.85028,0.63947,0.57682,0.41703,0.26716,0.53889,0.39482,0.37662,0.43596,0.59324,0.61961,0.59666,0.65185,0.50047,0.52252,0.71849,0.78176,0.50415,0.33328,0.092026,0.36808,0.58364,0.55247,0.53306,0.75478,0.55424,0.37029,0.36525,0.23938,0.36571,0.56011,0.65316,0.72673,0.76056,0.6754,0.78148,0.78406,0.85349,0.75786,0.75935,0.68993,0.75465,0.70146,0.66274,0.70279,0.56735,0.68423,0.71578,0.49741,0.33587,0.16527,0.41537,0.47799,0.42837,0.47758,0.42891,0.50339,0.39362,0.2991,0.33342,0.30567,0.60686,0.6618,0.61617,0.77955,0.66658,0.66502,0.70112,0.63213,0.47665,0.52605,0.54202,0.57987,0.64942,0.39831,0
0.0030947,0.0042082,0.0057334,-0.023782,-0.0032652,0.04284,0.050263,0.034498,-0.0024737,-0.020125,-0.0080585,-0.0084715,-0.0074037,-0.0070043,0.0089032,0.025948,0.0030918,0.0055821,-0.0017959,-0.0027361,-0.0053289,-0.0076554,-0.00072704,-0.0026012,-0.0012517,0.033997,0.023036,0.011957,0.010386,0.0073181,0.0027564,0.00057418,-0.010955,-0.019229,0.022024,0.030529,0.0252,-0.013288,-0.022568,-0.0023492,0.0034369,0.0093332,0.016649,0.0060741,0.0056578,0.0021071,-0.0076787,-0.0038027,-0.0061893,-0.0049053,-0.010491,-0.0063465,-0.00085828,-0.00082038,-0.0029721,-0.0061223,0.0056381,0.010769,-0.00033099,0.0038197,7.1317e-05,0.0031447,-0.0036305,-0.0038557,0.021966,0.030681,-0.0019575,-0.0079732,-0.020477,-0.016412,0.0010801,0.0099392,-0.0015049,-0.0027451,-0.0024476,-0.0039089,-0.0085771,0.0012589,-0.0043257,-0.012601,0.017432,0.024765,0.0048874,-0.012147,-0.010818,-0.0042495,0
0.030612,0.026083,0.032416,0.070289,0.057712,0.19619,0.22412,0.15188,0.069368,0.062237,0.041653,0.03682,0.038487,0.042528,0.038121,0.067323,0.028984,0.042742,0.049019,0.041155,0.037987,0.04325,0.044853,0.036219,0.037476,0.10693,0.064367,0.040995,0.037127,0.03284,0.030612,0.032409,0.040753,0.058387,0.091647,0.082096,0.081423,0.059101,0.062758,0.026362,0.032523,0.048532,0.06771,0.037483,0.037759,0.038145,0.039943,0.037013,0.037664,0.03924,0.042939,0.034238,0.036095,0.033986,0.032497,0.038439,0.050469,0.036882,0.03855,0.033489,0.032316,0.026039,0.04205,0.045811,0.092289,0.11833,0.045437,0.044576,0.065176,0.048521,0.040778,0.030612,0.023453,0.02732,0.028053,0.036368,0.046432,0.042116,0.037539,0.038034,0.087521,0.077768,0.044845,0.049954,0.030385,0.026226,0
