8.6909,29.909,37.091,43.145,59.127,75.145,87.691,107.98,118.98,111.49,106.05,112.05,114.8,121.11,104.09,49.691,40.891,39.091,38,31.582,34.473,28.8,11.655,31.691,52.6,64.582,70.109,78.982,74.873,49.582,39.036,29.164,25.327,24.655,21.545,18.036,18.291,18.109,22.145,21.8,20.709,26.873,29.582,39.709,48.964,72.109,72.382,59.836,52.327,40.709,26.618,20.327,31.418,39.982,116.25,144.05,148.64,148.05,138.73,39.509,20.727,20.073,18.945,19.418,17.582,11.818,11.218,16.164,22.164,25.309,33.473,106.93,138.69,133,133.58,137.96,55.436,35.673,34.564,29.4,30.4,25.655,8.9636,9.4364,20.964,26.509,23.691,38.855,101.16,123.78,131.2,132.71,120.85,45.618,23.145,12.855,14.436,11.455,19.673,25.164,100.29,117.95,122.96,128.96,126.51,68.909,48.909,39.491,27.327,9.1455,8.3091,11.382,8.9636,14.709,15.764,22.618,59.545,98.073,100.33,100.04,94.255,39.018,2.4,11.036,32.418,48.982,100.13,109.47,109.05,102.27,50.509,25.255,22.909,25.127,31.873,25.109,22.491,19.927,20.927,20.836,15.909,2.1273,5.0545,14.073,16.455,13.764,22.291,31.073,37.327,50.564,75.891,82.636,79.055,81.909,76.745,63.636,43.109,29.255,23.855,21.6,20.055,26.964,30.145,30.036,27.509,23.309,16.327,9.2,9,24.636,35.764,81.345,101.62,96.345,96.182,95.2,53.909,23.218,21.564,19.491,12.582,13.455,14.382,18.164,18.636,27,30.382,38.873,91.164,97.2,96.709,88.655,68.418,32.709,14.673,15.164,11.018,4.5091,5.0545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072727,0.18182,0.21818,0.23636,0.34545,0.41818,0.45455,0.54545,0.56364,0.54545,0.56364,0.6,0.6,0.6,0.58182,0.27273,0.21818,0.2,0.2,0.18182,0.2,0.16364,0.090909,0.18182,0.27273,0.34545,0.36364,0.41818,0.41818,0.25455,0.21818,0.16364,0.14545,0.14545,0.12727,0.10909,0.10909,0.10909,0.12727,0.12727,0.12727,0.14545,0.16364,0.23636,0.27273,0.38182,0.38182,0.36364,0.30909,0.21818,0.16364,0.12727,0.16364,0.21818,0.63636,0.72727,0.74545,0.74545,0.78182,0.23636,0.12727,0.12727,0.10909,0.10909,0.10909,0.072727,0.072727,0.090909,0.12727,0.14545,0.2,0.67273,0.78182,0.78182,0.76364,0.8,0.34545,0.2,0.2,0.16364,0.18182,0.18182,0.054545,0.072727,0.12727,0.16364,0.14545,0.25455,0.58182,0.65455,0.72727,0.72727,0.76364,0.27273,0.14545,0.072727,0.090909,0.072727,0.12727,0.14545,0.56364,0.58182,0.61818,0.65455,0.67273,0.41818,0.25455,0.21818,0.16364,0.054545,0.054545,0.072727,0.054545,0.090909,0.090909,0.12727,0.36364,0.52727,0.52727,0.54545,0.52727,0.25455,0.018182,0.072727,0.18182,0.27273,0.50909,0.54545,0.54545,0.54545,0.29091,0.16364,0.12727,0.14545,0.18182,0.14545,0.12727,0.10909,0.10909,0.10909,0.090909,0.018182,0.036364,0.072727,0.090909,0.072727,0.12727,0.16364,0.2,0.25455,0.41818,0.41818,0.41818,0.43636,0.4,0.32727,0.25455,0.16364,0.14545,0.12727,0.10909,0.16364,0.2,0.18182,0.16364,0.12727,0.090909,0.054545,0.054545,0.14545,0.2,0.47273,0.50909,0.52727,0.52727,0.52727,0.34545,0.12727,0.10909,0.10909,0.072727,0.072727,0.072727,0.090909,0.10909,0.14545,0.16364,0.21818,0.50909,0.50909,0.49091,0.47273,0.38182,0.2,0.072727,0.090909,0.072727,0.036364,0.036364
11.364,10.473,11.364,10.473,10.473,10.473,10.473,10.473,9.6182,9.6182,8.8,8.0182,8.0182,8.0182,8.8,11.364,11.364,11.364,11.364,11.364,10.473,10.473,11.364,19.8,17.473,15.291,14.255,12.291,11.364,11.364,10.473,10.473,9.6182,9.6182,9.6182,9.6182,9.6182,9.6182,9.6182,9.6182,10.473,10.473,10.473,10.473,11.364,13.255,13.255,14.255,14.255,17.473,18.618,11.364,10.473,9.6182,5.2545,2.6182,2.2,1.4727,1.1636,0.89091,0.89091,0.65455,0.45455,0.45455,0.29091,0.29091,0.45455,0.45455,0.45455,0.45455,0.45455,0.45455,0.65455,0.65455,1.1636,1.1636,2.2,9.6182,9.6182,9.6182,9.6182,9.6182,11.364,13.255,12.291,11.364,10.473,8.8,6.5636,4.0909,2.2,2.2,1.4727,0.89091,0.65455,0.45455,0.29091,0.16364,0.072727,0.072727,0.018182,0.018182,0.018182,0,0,0,0.018182,0.018182,0.072727,38.473,36.818,35.2,35.2,8.0182,8.0182,7.2727,7.2727,7.2727,7.2727,6.5636,7.2727,8.0182,40.164,8.8,8.0182,8.0182,8.0182,7.2727,7.2727,7.2727,8.0182,10.473,9.6182,8.8,8.0182,7.2727,7.2727,7.2727,7.2727,7.2727,7.2727,9.6182,8.0182,7.2727,6.5636,7.2727,6.5636,6.5636,6.5636,7.2727,6.5636,6.5636,6.5636,6.5636,6.5636,6.5636,6.5636,27.655,23.564,19.8,17.473,6.5636,6.5636,6.5636,6.5636,5.8909,5.8909,6.5636,36.818,8.8,8.0182,7.2727,7.2727,6.5636,6.5636,6.5636,8.8,8.8,8.8,8.0182,7.2727,6.5636,6.5636,5.8909,5.8909,6.5636,6.5636,6.5636,6.5636,6.5636,7.2727,8.0182,9.6182,16.364,33.618,33.618,33.618,5.8909,6.5636
7.2727,8.0182,0.45455,0.45455,0.16364,0.16364,0.16364,0,0.018182,0.072727,0.072727,0.018182,0.018182,0.018182,0.018182,0,0,0.018182,0.018182,0.072727,0.16364,0.29091,0.65455,2.6182,1.4727,0.89091,0.89091,0.65455,0.45455,0.45455,0.29091,0.29091,0.16364,0.16364,0.16364,0.16364,0.16364,0.16364,0.16364,0.16364,0.29091,0.29091,0.29091,0.45455,0.45455,0.89091,0.89091,0.89091,1.4727,2.6182,3.5636,0.16364,0.16364,0.16364,0.16364,0.16364,0.16364,0.29091,0.16364,0.16364,0.16364,0.16364,0.16364,0.16364,0.29091,40.164,12.291,12.291,12.291,12.291,11.364,0.89091,0.45455,0.45455,0.29091,0.16364,0.16364,0.16364,0.16364,0.29091,0.29091,0.29091,13.255,0.29091,0.16364,0.16364,0.29091,0.29091,0.29091,0.29091,0.29091,0.29091,0.29091,0.29091,0.29091,0.45455,0.45455,41.891,17.473,16.364,1.1636,0.89091,0.65455,0.45455,0.45455,0.45455,0.45455,0.65455,0.65455,0.65455,0.89091,0.89091,1.1636,1.4727,1.8182,2.2,0.65455,0.45455,0.65455,0.65455,0.65455,0.65455,0,15.291,0.65455,0.65455,0.65455,0.45455,0.45455,0.45455,0.65455,0.65455,0.65455,0.65455,0.65455,1.4727,14.255,15.291,15.291,15.291,16.364,0,18.618,17.473,17.473,17.473,15.291,13.255,11.364,8.0182,3.0727,3.0727,2.2,0.89091,0.45455,0.45455,0.45455,0.89091,2.2,4.0909,5.8909,8.0182,9.6182,12.291,12.291,16.364,18.618,19.8,0.89091,0.65455,0.89091,0.89091,0.89091,0.89091,0.89091,0.89091,0.89091,0.89091,0.89091,0.89091,17.473,18.618,18.618,18.618,1.1636,0.89091,0.89091,1.1636,1.1636,1.1636,1.1636,1.1636,1.1636,1.1636,1.1636,0.89091,1.1636,22.273,21.018
0.3,0.1,0.2,0.3,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.5,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1
31,30,33,33,37,39,39,40,39,39,38,38,38,38,39,43,42,41,41,40,38,35,32,39,39,39,39,38,38,38,38,39,38,38,36,38,38,38,40,40,39,38,37,37,38,38,38,39,38,38,37,38,37,36,35,33,32,30,30,28,33,32,29,29,21,7,13,16,16,18,19,28,28,28,30,31,34,39,39,36,38,38,27,40,41,38,33,35,36,34,32,32,31,27,24,18,15,6,12,14,30,30,30,30,30,27,26,23,24,48,47,47,46,32,32,29,35,36,35,35,35,37,48,25,34,34,36,36,36,36,36,39,38,36,36,27,24,24,24,24,23,24,23,23,22,23,23,24,25,28,31,31,33,36,38,39,40,44,41,37,35,28,26,25,24,22,21,21,47,36,33,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073481,0.31692,0.6344,0.78861,0.83939,0.6245,0.46721,0.57744,0.39331,0.36082,0.43167,0.51846,0.42944,0.42094,0.46399,0.63451,0.59451,0.56652,0.62831,0.69378,0.68187,0.41141,0.21528,0.45507,0.49364,0.53634,0.50417,0.51823,0.65756,0.56905,0.67357,0.71332,0.65616,0.61696,0.67995,0.57377,0.45877,0.4857,0.46307,0.45159,0.50874,0.5952,0.57408,0.46224,0.51421,0.46077,0.45663,0.63784,0.44228,0.65084,0.47673,0.45717,0.62284,0.71402,0.53769,0.46523,0.44882,0.45345,0.47143,0.65597,0.59311,0.54573,0.53711,0.55004,0.59856,0.61649,0.4163,0.57054,0.57815,0.40516,0.42206,0.44497,0.51744,0.517,0.44042,0.42794,0.56771,0.5379,0.6064,0.42988,0.504,0.38268,0.35737,0.13717,0.34636,0.59696,0.68483,0.46686,0.29345,0.39827,0.47068,0.36705,0.52317,0.51926,0.74855,0.71047,0.84123,0.7512,0.4978,0.57142,0.37279,0.42965,0.45923,0.49716,0.43659,0.59264,0.4252,0.36799,0.32359,0.68859,0.56109,0.63636,0.41989,0.43321,0.68858,0.59823,0.60172,0.52483,0.42565,0.4927,0.46981,0.5195,0,0.37273,0.7391,0.65695,0.31905,0.43892,0.28569,0.36625,0.54835,0.51257,0.55288,0.4625,0.64134,0.80059,0.40147,0.33558,0.50497,0.20953,0.47638,0,0.23142,0.70676,0.66953,0.47491,0.88585,0.6782,0.74852,0.4015,0.59388,0.44315,0.50555,0.50536,0.48301,0.45015,0.5797,0.35253,0.29923,0.48659,0.71696,0.58393,0.50741,0.55479,0.8708,0.55352,0.89799,0.16498,0.63219,0.59862,0.6236,0.52444,0.41926,0.31979,0.41678,0.40143,0.6347,0.59371,0.50291,0.35437,0.9826,0.91646,0.53862,0.83135,0.69524,0.65121,0.63089,0.55468,0.48616,0.483,0.37888,0.46804,0.50389,0.50034,0.43494,0.58668,0.46816,0,0.2057
-0.01145,0.0030687,0.001297,0.0021154,-0.0059552,0.0048308,0.013373,0.021581,0.022641,0.015685,0.014629,0.0017941,0.0087284,0.0089136,-0.0037895,0.013573,0.021654,0.020351,0.0093178,0.0027624,0.0039804,0.011624,-0.0077895,0.006225,0.0155,0.022237,0.01482,0.0041925,0.0042287,0.017419,0.0043398,0.0066645,0.00035504,0.0010803,0.00043986,0.01,0.0023667,-0.00045513,0.0099638,0.0095274,0.004948,0.0047223,0.0051858,0.0004981,0.0072697,0.0080582,0.013513,0.0010626,0.0058106,0.015227,-0.0029609,0.0021339,0.013948,0.0065215,0.0067966,0.017476,0.026299,0.023793,0.0022664,0.0035795,-0.0011755,0.0028477,0.015,-0.0027684,-0.0098813,-0.0056551,0.00049476,-0.0030233,-0.0046669,0.0073655,0.0050227,-0.010226,0.0098041,0.0045928,0.014038,0.0079952,-0.005327,0.0046801,0.012334,0.0030359,0.0055158,-0.0083206,0.011046,-0.02026,-0.019066,-0.0070103,-0.0078134,-0.00072109,0.0028453,0.019124,0.0073056,0.016202,-0.0046088,-0.00038611,-0.0085156,0.012398,-0.008157,-0.0022183,0.0046816,0.010112,0.011404,0.033526,0.017767,0.027385,0.016402,0.0012721,0.012509,0.02843,-0.00082101,0.0077317,0.011891,0.0018779,-0.012856,0.017674,-0.0010086,0.0083647,0.0011402,0.014608,0.017964,0.018737,0.015418,-0.010415,0,-0.0077419,-0.0020205,0.0049225,-0.0021388,0.030409,0.032331,0.027862,0.0058654,0.0014765,0.0074385,-0.0012266,-0.0089883,0.004385,0.016186,-0.0086004,0.0046184,0.0068873,0.0079031,0,0,0.0059765,0.012887,0.00038804,0.0018874,0.012316,0.013523,0.0054287,0.0093299,0.03161,0.017396,0.022173,0.020869,0.022616,0.0080138,0.0098241,0.0045186,0.0037614,0.010437,-0.00070756,-0.016597,-0.0062227,-0.0041861,0.018029,0.0063901,0.0048023,0.0047039,0.0044532,0.010568,0.0039024,0.012891,0.016383,0.011498,-0.0041142,-0.010689,0.0085617,0.012721,-0.00081112,0.00062408,0.0052379,-0.0096728,0.01546,0.00037444,0.0056539,0.010577,0.0075663,0.0056188,0.0163,0.0081426,0.029339,0.020649,0.016542,0.0070749,0.0024057,0.0042994,0,0
0.033448,0.028747,0.031038,0.028319,0.026339,0.030981,0.04423,0.070455,0.092849,0.063276,0.049976,0.048682,0.0477,0.047431,0.035774,0.043686,0.054769,0.058217,0.037216,0.034831,0.034422,0.045846,0.041201,0.040093,0.063552,0.065838,0.0512,0.04699,0.029684,0.049457,0.026135,0.039637,0.027562,0.035317,0.022634,0.033893,0.040906,0.028468,0.045866,0.033552,0.032541,0.030453,0.026394,0.04439,0.043004,0.041918,0.053576,0.0325,0.063587,0.039462,0.034346,0.030885,0.059671,0.032898,0.036596,0.070848,0.099101,0.097615,0.045317,0.027551,0.042275,0.027513,0.047503,0.045413,0.029737,0.032956,0.027604,0.023261,0.02397,0.030713,0.031862,0.053283,0.046079,0.037287,0.052873,0.041386,0.029889,0.033177,0.036664,0.034067,0.039571,0.039199,0.027273,0.041862,0.058324,0.039384,0.038111,0.037263,0.036781,0.062474,0.040636,0.084459,0.03024,0.040742,0.035902,0.034088,0.029128,0.022967,0.033601,0.035642,0.064474,0.12093,0.058539,0.08651,0.054463,0.028632,0.051539,0.089345,0.025818,0.027273,0.027273,0.021841,0.027273,0.043419,0.029722,0.033886,0.028795,0.050146,0.075185,0.05621,0.047983,0.039726,0,0.028502,0.032998,0.027478,0.075394,0.11315,0.14873,0.11839,0.036098,0.022855,0.051747,0.036948,0.048266,0.025138,0.053387,0.052641,0.030024,0.027994,0.031665,0,0.018182,0.034654,0.042441,0.025724,0.025839,0.035935,0.040634,0.054851,0.037763,0.11284,0.058531,0.062489,0.079881,0.057417,0.029351,0.057455,0.028818,0.036809,0.028118,0.034405,0.050618,0.036659,0.025966,0.046765,0.021896,0.027273,0.027273,0.032677,0.03315,0.038253,0.057441,0.079785,0.050096,0.036568,0.039944,0.041644,0.034143,0.024696,0.020574,0.034723,0.031128,0.038269,0.036242,0.047003,0.031559,0.038261,0.037299,0.056917,0.045755,0.089105,0.061245,0.045784,0.036801,0.027786,0.032805,0,0.018182
