2.5208,11.646,32.958,82.188,108.27,124.56,124.1,111.17,57.146,38.438,32.896,32.771,29.021,26.396,15.813,17.958,34.5,60.75,73.854,83.917,83.938,81.25,68.125,55.021,48.458,46.854,44.292,50.292,64.229,111.04,128.83,138.46,117.4,83.354,27.938,16.896,12.208,5.1042,5.5417,12.563,59.521,97.25,116.85,121.42,115.29,81.667,41.771,33.979,30.521,29.354,26.083,23.542,10.438,10.313,42.146,60.5,77.146,81.396,82.604,68.417,40.583,32.688,25.563,21.958,23.188,17.917,17.438,17.208,17.25,17.479,20.25,20.896,27.896,35.563,46.896,62.771,76.146,77.604,64.042,49.938,34.625,7.25,4.9167,19.708,28.313,80.646,127.1,157.83,166.02,156.79,129,38.958,23.979,19.792,14.583,8.7708,8.8958,9.3542,12.438,23.958,29.292,55,143.25,177.83,182.54,177.08,148.35,74,37.917,33.854,33.396,33.417,30.875,25.146,11.104,11.063,13.688,17.479,20.771,30.354,47.104,60.625,75.208,84.188,88.729,87.083,69.458,49.208,35.042,25.063,22.417,24.083,26.625,38.479,40.333,31.542,21.146,20.625,16.375,11.063,2.3542,5.0417,21.708,32.604,89.646,113.15,120.79,114.38,97.458,41.938,20.417,10.854,8.0625,8.4792,11.792,12.917,16.333,21.958,28.979,37.417,83.917,105.08,111.08,102.23,80.667,37.604,11.479,17,46.396,65.458,81.021,87.104,90.042,76.854,70.208,58.521,54.083,48.521,48.688,46.375,46.583,47.396,53.833,62.125,60.5,61.938,55.479,52.729,44.958,35.208,16.854
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020833,0.083333,0.25,0.52083,0.5625,0.60417,0.625,0.625,0.35417,0.22917,0.1875,0.1875,0.16667,0.16667,0.125,0.14583,0.22917,0.375,0.41667,0.47917,0.47917,0.5,0.4375,0.35417,0.3125,0.3125,0.29167,0.33333,0.4375,0.70833,0.72917,0.72917,0.64583,0.54167,0.1875,0.10417,0.083333,0.041667,0.041667,0.083333,0.4375,0.5625,0.58333,0.60417,0.64583,0.52083,0.25,0.20833,0.1875,0.1875,0.16667,0.16667,0.083333,0.083333,0.27083,0.33333,0.39583,0.41667,0.45833,0.4375,0.25,0.20833,0.16667,0.14583,0.16667,0.125,0.125,0.125,0.125,0.125,0.14583,0.14583,0.1875,0.22917,0.29167,0.39583,0.45833,0.41667,0.33333,0.29167,0.22917,0.0625,0.041667,0.14583,0.1875,0.5625,0.72917,0.79167,0.8125,0.85417,0.89583,0.27083,0.16667,0.14583,0.10417,0.0625,0.0625,0.0625,0.083333,0.16667,0.1875,0.375,0.91667,0.9375,0.91667,0.91667,0.89583,0.5,0.22917,0.20833,0.20833,0.20833,0.1875,0.16667,0.083333,0.083333,0.083333,0.10417,0.125,0.1875,0.27083,0.33333,0.41667,0.47917,0.52083,0.52083,0.41667,0.27083,0.20833,0.16667,0.16667,0.16667,0.1875,0.27083,0.27083,0.1875,0.125,0.125,0.10417,0.083333,0.020833,0.041667,0.16667,0.20833,0.5625,0.58333,0.60417,0.60417,0.60417,0.29167,0.14583,0.083333,0.0625,0.0625,0.083333,0.083333,0.10417,0.14583,0.1875,0.22917,0.58333,0.58333,0.5625,0.54167,0.5,0.27083,0.083333,0.125,0.29167,0.35417,0.41667,0.45833,0.52083,0.4375,0.41667,0.35417,0.33333,0.29167,0.29167,0.29167,0.29167,0.29167,0.33333,0.375,0.33333,0.35417,0.3125,0.3125,0.27083,0.22917,0.125
8.3333,7.5208,7.5208,6.75,6.0208,5.3333,5.3333,5.3333,5.3333,6.75,7.5208,7.5208,7.5208,7.5208,8.3333,2.0833,1.3333,0.75,0.52083,0.52083,0.52083,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.083333,0,0,0.020833,9.1875,16.333,35.021,35.021,36.75,8.3333,7.5208,6.75,6.0208,6.0208,5.3333,4.6875,4.6875,6.75,7.5208,7.5208,7.5208,7.5208,7.5208,8.3333,17.521,13.021,12,11.021,10.083,9.1875,8.3333,8.3333,7.5208,7.5208,7.5208,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,7.5208,7.5208,7.5208,8.3333,9.1875,10.083,12,13.021,14.083,18.75,40.333,8.3333,7.5208,6.75,2.5208,1.6875,1.0208,0.52083,0.33333,0.1875,0.1875,0.083333,0.083333,0.020833,0.020833,0.020833,0,0,0,0.020833,0.020833,0.020833,0.083333,0.1875,0.33333,0.52083,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333,8.3333,6.75,6.75,6.75,6.75,6.75,7.5208,6.75,6.75,6.75,6.75,6.75,7.5208,8.3333,28.521,28.521,22.688,18.75,8.3333,7.5208,7.5208,7.5208,7.5208,6.75,6.75,7.5208,8.3333,42.188,10.083,10.083,9.1875,8.3333,7.5208,7.5208,7.5208,8.3333,10.083,10.083,9.1875,9.1875,8.3333,8.3333,7.5208,7.5208,7.5208,8.3333,8.3333,8.3333,9.1875,10.083,12,24.083,38.521,20.021,15.188,14.083,12,11.021,9.1875,8.3333,8.3333,7.5208,7.5208,7.5208,6.75,6.75,6.75,7.5208,7.5208,7.5208,8.3333,8.3333,8.3333,9.1875,10.083,11.021,13.021
0,13.021,1.0208,0.52083,0.33333,0.1875,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.1875,0.1875,0.33333,0.75,0.52083,0.33333,0.1875,0.083333,0.083333,0.083333,0.083333,0.1875,0.1875,0.1875,0.33333,0.33333,0.52083,0.1875,0.083333,0.020833,0.020833,0.020833,0.020833,0.083333,0.1875,0.33333,14.083,13.021,0.75,0.33333,0.1875,0.1875,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.1875,0.1875,0.33333,4.6875,2.0833,1.3333,0.75,0.75,0.52083,0.33333,0.33333,0.1875,0.1875,0.1875,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.1875,0.1875,0.33333,0.52083,0.75,1.3333,1.6875,2.5208,4.0833,0.083333,0.020833,0.020833,0.083333,0.083333,0.020833,0.083333,0.083333,0.020833,0.020833,0.020833,0.020833,0.020833,40.333,40.333,40.333,40.333,11.021,11.021,0.75,0.1875,0.083333,0.083333,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.020833,0.083333,0.1875,12,14.083,14.083,13.021,12,9.1875,5.3333,4.0833,1.6875,1.0208,0.33333,0.020833,0,0,0.020833,0.1875,1.0208,2.0833,3.5208,4.0833,5.3333,8.3333,11.021,12,13.021,13.021,0,0.020833,0,0,0,0,0,0,0,0,0,0.020833,12,12,12,12,12,0.020833,0,0,0,0,0,0,0,0,0.020833,2.5208,1.0208,0.52083,0.33333,0.1875,0.083333,0.020833,0.020833,0.020833,0,0,0,0,0,0,0,0,0.020833,0.020833,0.083333,0.083333,0.1875,0.33333,0.52083
0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
21,22,31,31,31,31,32,32,31,33,34,34,33,33,33,28,27,27,28,29,29,28,28,25,24,24,22,24,25,27,26,28,30,35,40,44,44,44,22,22,31,31,32,31,31,30,33,33,34,34,30,33,33,32,32,33,33,33,33,32,33,33,33,34,33,33,33,33,33,33,34,34,34,33,33,33,33,33,33,33,32,33,46,35,35,33,29,29,27,26,26,22,26,28,29,3,3,3,3,11,12,19,24,24,25,26,26,24,35,34,34,34,33,31,23,21,21,21,22,23,26,27,29,30,32,34,37,41,43,42,38,35,30,27,26,24,23,22,21,22,21,47,36,36,35,35,34,34,34,34,37,35,23,23,23,23,22,26,31,32,35,35,35,36,37,42,46,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.34375,0.51099,0.44337,0.43464,0.49636,0.46103,0.49464,0.76709,0.65558,0.54148,0.57469,0.43522,0.38735,0.26278,0.16986,0.3908,0.6739,0.70348,0.68509,0.5608,0.68366,0.72418,0.70756,0.66706,0.7022,0.70079,0.64733,0.60659,0.50236,0.46609,0.67358,0.60217,0.45009,0.80445,0.56565,0.32297,0.073657,0,0.42674,0.47837,0.43968,0.43847,0.36224,0.55261,0.76198,0.67088,0.6474,0.59364,0.5974,0.49839,0.42721,0.042949,0.18032,0.4716,0.64921,0.7322,0.47614,0.49401,0.69264,0.52248,0.48804,0.4058,0.39999,0.42235,0.27847,0.23854,0.26766,0.28958,0.29563,0.3661,0.37859,0.47528,0.51504,0.65163,0.65168,0.57747,0.61564,0.56585,0.55837,0.32038,0.09081,0,0.35138,0.46445,0.57599,0.4545,0.50447,0.42318,0.35429,0.46839,0.51334,0.426,0.37897,0.35508,0.33743,0.34254,0.35006,0.58664,0.55843,0.55832,0.67477,0.48168,0.37026,0.31636,0.39036,0.45818,0.72354,0.67459,0.64507,0.64573,0.60046,0.48636,0.49694,0.24437,0.34037,0.44075,0.65025,0.69515,0.68215,0.75238,0.7486,0.775,0.56566,0.679,0.71681,0.73775,0.69281,0.5739,0.40595,0.2465,0.25685,0.41913,0.39349,0.43364,0.55793,0.53187,0.71127,0.64624,0.40767,0,0.029463,0.35925,0.50454,0.49426,0.45085,0.58532,0.50757,0.46672,0.45211,0.28413,0.12772,0.26104,0.29266,0.45723,0.58507,0.69899,0.74047,0.61855,0.65438,0.65804,0.43356,0.4477,0.50592,0.50796,0.51503,0.30352,0.18773,0.60521,0.62514,0.6629,0.55488,0.71429,0.68539,0.64488,0.71609,0.72853,0.70567,0.73378,0.65029,0.67312,0.63569,0.61478,0.64566,0.61984,0.78933,0.67681,0.6756,0.52236,0.43063,0.16688
0,0.0047561,-0.022557,0.010567,0.020529,0.046079,0.04618,-0.0083726,-0.001906,0.0073676,0.0044453,0.0076307,-0.0010517,-0.0042077,-0.029306,-0.0124,0.0076747,0.00083671,0.0051884,0.01213,0.0087306,-0.0079483,-0.01211,-0.013026,-0.017362,-0.020198,-0.021952,-0.01775,-0.012182,-0.0038943,0.028085,0.02351,0.02286,-0.014449,-0.0082284,0.0083431,0.0018595,0,0,0.0025348,-0.022409,0.018907,0.046609,0.015499,0.00083567,-0.0064796,0.0039776,0.007798,0.010537,0.010594,0.0080541,0.0020072,-0.0085801,0.012173,0.0010508,0.009886,0.023261,0.031119,0.0048153,-0.0022457,0.0073938,0.0064529,0.0069655,0.015422,0.0010073,0.0020365,-0.012488,-0.0087974,-0.0087194,-0.0033424,0.005647,0.0031263,0.0059235,0.0085887,0.0054488,0.00036112,0.0056471,0.022053,0.025467,0.012474,0.0042945,0.013864,0,0.0057205,0.0064004,-0.017545,0.00084505,0.045455,0.053941,0.039486,-0.015709,-0.0053457,-0.0090289,-0.01199,0.024133,-0.014479,-0.012555,-0.0079542,0.00801,-0.012817,0.0013313,-0.0072486,-0.0063303,0.044382,0.048593,0.036788,-0.019644,-0.015354,0.003805,0.0020109,0.00055336,0.0072781,-0.0029115,-0.0084813,0.014204,0.0014791,0.0045357,0.0032477,0.0045504,0.0022598,0.0063883,0.017317,0.014821,0.0032027,0.0088557,0.0028285,0.00054248,0.011382,0.0085882,0.002291,0.010585,0.014939,-0.0036024,0.0098837,-0.00043739,0.01371,0.0058912,0.0038057,0.0022765,-0.0060257,0,0,-0.013608,0.011387,-0.011161,0.024399,0.036504,0.023982,-0.0075546,-0.0017793,-0.011922,-0.0066952,-0.0030351,0.0036,0.0057347,0.014318,0.0056529,-0.0039751,-0.0080978,-0.00069382,-0.019295,0.020234,0.039707,0.02815,0.0032053,-0.012251,0.023394,-0.002358,0.0042104,0.017146,0.02713,0.015408,0.0037281,0.0088067,-0.0066049,-0.0056681,-0.0048834,-0.0037876,-0.004622,-0.0081597,-0.0036368,-0.0039209,-0.0028578,0.0088742,0.013798,0.007483,0.011571,0.0060355,0.0018138,0.0049979,0.0033794
0,0.037232,0.057908,0.048916,0.075167,0.15127,0.16142,0.046795,0.03326,0.039443,0.027193,0.036232,0.030664,0.035003,0.074916,0.037432,0.056259,0.032689,0.036068,0.042484,0.045224,0.041696,0.043522,0.047954,0.054368,0.060894,0.064968,0.066531,0.055892,0.042543,0.093301,0.06282,0.059317,0.070111,0.030378,0.024423,0.034245,0.020833,0,0.025158,0.071025,0.084676,0.15917,0.078972,0.058801,0.035088,0.028628,0.02746,0.03019,0.036811,0.046011,0.028169,0.04246,0.039628,0.038183,0.043199,0.064271,0.090192,0.047058,0.032421,0.037448,0.03367,0.037966,0.05299,0.025318,0.032754,0.038681,0.037618,0.044542,0.053396,0.03314,0.026063,0.03702,0.040463,0.040014,0.032238,0.036109,0.063951,0.072433,0.046914,0.042677,0.03125,0,0.03032,0.03755,0.047876,0.048572,0.16468,0.20913,0.17863,0.057191,0.041438,0.048273,0.040994,0.058348,0.03125,0.03125,0.03125,0.041553,0.042938,0.042223,0.034055,0.058455,0.17738,0.20122,0.16247,0.066293,0.042646,0.038379,0.042379,0.036725,0.034622,0.030716,0.032082,0.041175,0.025219,0.029347,0.028393,0.034376,0.038706,0.036893,0.049144,0.042068,0.041742,0.038487,0.035341,0.035723,0.042278,0.039983,0.036342,0.04002,0.040179,0.032053,0.037787,0.057383,0.04754,0.028952,0.036992,0.040759,0.039872,0,0.020833,0.042407,0.038702,0.043342,0.093624,0.12095,0.10036,0.048324,0.030197,0.044473,0.034443,0.03125,0.03125,0.028736,0.041667,0.030257,0.029162,0.041931,0.039734,0.051399,0.10144,0.1396,0.085951,0.052434,0.039581,0.048056,0.039228,0.036278,0.055477,0.071238,0.058606,0.037518,0.046774,0.050222,0.042472,0.040528,0.044399,0.046579,0.042307,0.040232,0.033305,0.037902,0.050064,0.045556,0.034775,0.044603,0.039747,0.035868,0.032613,0.044492
