17.788,28.03,34.152,137.27,179.33,204.55,210,207.15,194.52,168.42,88.667,67.848,62.455,57.758,60.545,50.061,26.758,12.909,37.515,68.03,143.52,174.33,177.91,156.15,96.091,18.303,4.4242,30.03,73.909,105.82,127.24,129.36,109.27,90.485,73.303,67.091,61.212,52.818,56.636,56.121,54.848,54.424,61.152,72.333,77.848,67.515,59,37.697,19.061,19.061,101.82,162.15,185.97,187,163.03,121.91,37.091,22.545,17.121,14.424,19.515,20.455,21.485,26.606,41.303,59.364,85.121,150.36,173.45,178.03,156.12,121.45,41.182,12.606,14.545,59.788,147.82,190.76,205.24,182.97,143.52,70.788,66.697,63.424,66.121,62.242,61.515,51.364,34.909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12121,0.15152,0.18182,0.81818,0.87879,0.93939,0.9697,0.9697,0.9697,0.9697,0.48485,0.36364,0.33333,0.30303,0.33333,0.30303,0.18182,0.090909,0.24242,0.42424,0.81818,0.84848,0.84848,0.84848,0.66667,0.12121,0.030303,0.21212,0.42424,0.54545,0.63636,0.69697,0.60606,0.51515,0.42424,0.39394,0.36364,0.30303,0.33333,0.33333,0.33333,0.33333,0.36364,0.39394,0.42424,0.36364,0.33333,0.24242,0.15152,0.12121,0.66667,0.84848,0.84848,0.84848,0.84848,0.81818,0.24242,0.15152,0.12121,0.090909,0.12121,0.12121,0.12121,0.15152,0.24242,0.33333,0.48485,0.84848,0.84848,0.81818,0.75758,0.69697,0.27273,0.090909,0.090909,0.39394,0.81818,0.87879,0.93939,0.93939,0.87879,0.36364,0.36364,0.33333,0.36364,0.33333,0.33333,0.30303,0.24242
0.75758,0.48485,0.27273,0.12121,0.030303,0,0,0,0,0,0.12121,0.27273,0.48485,0.48485,0.48485,0.48485,0.75758,0.75758,0.48485,0.27273,0.27273,0.12121,0.12121,0.12121,0.12121,20.485,23.758,5.9394,3.0303,1.9394,1.0909,0.75758,0.48485,0.27273,0.27273,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.27273,0.27273,0.27273,0.48485,0.75758,1.4848,1.9394,0.75758,0.48485,0.27273,0.27273,0.27273,0.27273,0.48485,0.75758,0.75758,0.48485,0.48485,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.48485,1.0909,1.9394,14.667,22.091,1.0909,0.48485,0.48485,0.27273,0.12121,0.12121,0.12121,0.75758,0.75758,1.0909,0.75758,0.75758,0.75758,0.75758,1.0909
17.455,17.455,17.455,0.48485,0.27273,0.12121,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.030303,0.12121,0.12121,0.12121,0.48485,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0.27273,0,4.3636,2.4545,1.4848,1.0909,0.75758,0.48485,0.48485,0.27273,0.27273,0.27273,0.27273,0.12121,0.12121,0.12121,0.27273,0.27273,0.48485,0.48485,0.75758,1.0909,1.4848,1.9394,17.455,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.27273,0.27273,0.48485,20.485,20.485,20.485,20.485,18.939,0.27273,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.12121,0.27273,17.455,1.0909,0.12121,0.030303,0,0,0,0,0,0,0,0.030303,0.030303,0.12121,0.12121
0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
8,7,7,16,16,16,17,17,17,17,17,18,19,18,19,18,15,22,18,15,17,17,17,17,17,29,29,18,18,18,17,17,17,16,18,18,17,18,19,19,19,16,16,14,15,15,15,16,16,8,18,18,18,18,18,18,18,20,12,6,6,6,6,6,15,17,16,18,18,18,19,20,27,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5079,0.64532,0.97299,0.73295,0.64972,0.72402,0.79793,0.73733,0.67702,1.0371,1.1159,1.0634,1.0354,0.79217,0.90841,0.75559,0.37772,0.51782,0.66504,0.83129,0.88576,0.77987,0.64277,0.56653,0.70283,0.65974,0,0.22936,0.85124,0.96102,0.87215,0.96446,0.84404,0.81466,0.97646,1.1243,1.1175,0.93902,0.96471,0.99515,1.0381,0.97273,0.86773,0.54539,0.96104,0.93876,0.8586,0.5745,0.19917,0.4504,0.83635,0.67611,0.66401,0.63518,0.56678,0.8239,0.70864,0.40224,0.53433,0.47367,0.99862,0.90955,0.86293,1.0413,1.0008,0.99627,1.1462,0.90411,0.78287,0.88449,0.77084,0.70703,0.787,0.24305,0.22878,0.99202,0.66167,0.73118,0.84787,0.76967,1.2894,0.97992,1.155,1.018,1.1171,0.97594,0.99718,0.7693,0.50965
0.031879,0.0044465,0.015481,-0.015457,0.041967,0.061721,0.062302,0.057328,0.030768,-0.013399,0.006317,0.01351,0.011436,-0.0053885,0.0070677,0.010941,-0.01885,0.0064265,0.011513,-0.0059637,-0.0030313,0.05715,0.062089,0.0051994,-0.025748,0.0060422,0,-0.0081714,0.018366,0.024468,0.028681,0.010482,0.0079536,-0.0034325,-0.0038732,-0.0082527,-0.010864,-0.013845,-0.013786,-0.014531,-0.014388,-0.0059141,-0.0092214,-0.0065863,0.017609,0.010145,-0.0011502,0.0017705,-0.020067,-0.020936,-0.027455,0.029891,0.074712,0.064653,0.020212,-0.027604,-0.0079253,-0.010263,0.000146,0.008125,0,-0.0034748,0.0040486,0.0067654,-0.0040098,-0.00025213,0.0029398,-0.0071679,0.041929,0.051612,0.044744,-0.0060819,-0.016574,-0.0045952,0.0072443,-0.029415,-0.0015872,0.060755,0.064345,-0.00076438,-0.021763,0.0077523,0.0059914,0.011433,0.010248,0.01403,0.011762,0.0074321,-0.014931
0.068079,0.055837,0.062971,0.10757,0.14156,0.18858,0.21001,0.19535,0.15241,0.05636,0.052438,0.070877,0.078004,0.061198,0.071299,0.064733,0.04624,0.045455,0.057727,0.046281,0.059211,0.2019,0.243,0.087953,0.079544,0.052216,0,0.055308,0.059747,0.076294,0.10508,0.056437,0.058626,0.049419,0.054232,0.053022,0.053373,0.048905,0.056895,0.06294,0.068017,0.048782,0.052101,0.062501,0.059858,0.054711,0.054401,0.060123,0.06642,0.062748,0.088257,0.15199,0.24539,0.25328,0.1477,0.076789,0.059096,0.039111,0.030627,0.045455,0.030637,0.040618,0.038524,0.050547,0.0521,0.051175,0.047811,0.051773,0.16247,0.14731,0.13796,0.086433,0.059221,0.045455,0.045455,0.074953,0.099547,0.20553,0.21099,0.077968,0.060566,0.051992,0.052306,0.055016,0.048453,0.052536,0.049661,0.055901,0.074681
43.3,23.333,19.19,6.2302,3.3954,2.3286,2.3295,2.5076,3.2973,4.928,8.4853,10.526,11.273,11.709,12.227,16.327,30.81,56.5,22.278,12.619,5.6852,3.4163,3.1256,4.8941,9.6403,41.6,109,28.357,10.771,6.4211,5.0043,5.7826,7.1143,8.817,10.962,12.099,13.333,14.673,14.182,14.439,15.076,15.288,13.359,10.198,9.5333,10.667,13,22.111,43.067,39.1,8.8933,4.4064,2.4704,2.3867,4.335,7.5714,22.667,35.4,45.5,48.167,37.6,34.5,31.1,26.467,18.806,12.818,9.3456,5.3645,3.4877,2.672,3.7631,6.7283,20.8,58.167,47.5,14.747,5.3095,2.5287,2.2823,3.7641,6.1126,9.2821,11.013,10.788,11.256,11.379,11.742,15.545,24.667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
