9.8551,17.768,26.942,49.116,125.46,137.07,130.91,130.71,113.99,57.536,24.058,20.304,20.275,20.391,17.13,15.841,17.319,20.71,25.362,30.42,35.406,46.29,62.812,55.087,46.058,28.145,7.4203,17.188,22.638,34.623,121.81,135.99,139.42,141.1,75.304,10.116,9.2899,1.6522,20.377,37.522,41.594,46.391,51.942,42.884,33.058,30.391,25.464,24.217,22.768,18.594,30.13,67.362,83.58,84.188,82.217,79.13,30.377,12.971,12.696,14.884,4.0435,7.2319,16.696,31.522,64.072,104.2,109.65,109.2,102.99,62.13,15.754,4.4783,9.7971,12.667,35.275,77.014,85.406,90.609,90.232,74.725,36.594,28.986,29.899,29.029,36.348,37.159,33.246,12.681
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072464,0.10145,0.14493,0.28986,0.69565,0.69565,0.68116,0.68116,0.66667,0.37681,0.15942,0.11594,0.11594,0.11594,0.10145,0.086957,0.086957,0.11594,0.14493,0.15942,0.18841,0.24638,0.31884,0.27536,0.23188,0.15942,0.057971,0.10145,0.13043,0.2029,0.68116,0.68116,0.69565,0.71014,0.50725,0.057971,0.057971,0.014493,0.13043,0.2029,0.21739,0.23188,0.27536,0.23188,0.18841,0.17391,0.14493,0.14493,0.13043,0.10145,0.17391,0.3913,0.4058,0.42029,0.4058,0.4058,0.18841,0.072464,0.072464,0.072464,0.028986,0.057971,0.10145,0.17391,0.37681,0.50725,0.53623,0.55072,0.53623,0.4058,0.086957,0.028986,0.057971,0.072464,0.2029,0.3913,0.42029,0.44928,0.44928,0.43478,0.21739,0.15942,0.15942,0.15942,0.2029,0.21739,0.18841,0.086957
7.6667,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,5.7971,5.7971,7.6667,7.6667,7.0145,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,6.3913,7.0145,7.0145,7.6667,8.3478,9.058,11.362,0.23188,0.13043,0.13043,0.13043,0.057971,0.057971,0.014493,0,0,30.667,30.667,33.391,10.565,9.058,9.058,8.3478,7.6667,7.6667,7.0145,3.7101,3.7101,5.7971,5.7971,5.7971,4.1884,4.1884,6.3913,6.3913,7.0145,7.0145,8.3478,29.348,28.058,26.797,29.348,7.0145,7.0145,0.36232,0.13043,0.057971,0.057971,0.057971,0.057971,0.13043,0.23188,32.014,7.6667,7.0145,7.0145,6.3913,5.7971,5.2319,5.2319,4.6957,5.2319,7.0145,7.0145,4.1884,4.6957,4.6957,6.3913,7.0145
0.014493,0.014493,0,0,0,0,0,0,0,0,0,0.014493,0.014493,0,0,5.7971,6.3913,6.3913,6.3913,7.0145,7.6667,7.6667,8.3478,9.7971,11.362,13.043,5.2319,5.2319,5.2319,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.2319,5.2319,0,7.6667,6.3913,5.7971,5.7971,5.2319,5.2319,5.2319,5.7971,5.7971,6.3913,7.0145,7.6667,7.6667,6.3913,5.7971,5.2319,5.2319,5.2319,5.2319,5.2319,5.7971,6.3913,7.0145,6.3913,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,5.7971,25.565,25.565,7.6667,6.3913,5.7971,5.2319,5.2319,4.6957,4.6957,4.6957,4.6957,4.6957,5.2319,5.2319,5.7971,24.362
0.2,0.2,0.2,0.3,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0,0.4,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.5,0.4,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.1
50,42,42,42,46,46,46,45,46,53,50,47,44,46,43,32,32,33,33,32,33,33,35,34,34,34,28,24,25,18,26,26,26,25,26,49,49,49,40,38,39,39,38,39,39,36,35,34,33,31,30,34,36,36,37,37,37,48,47,46,47,36,37,28,28,30,29,29,29,29,27,49,26,25,36,35,35,35,35,35,0,0,0,0,0,0,0,0
0.25865,0.32819,0.40628,0.4856,0.339,0.28815,0.36565,0.41973,0.47803,0.46954,0.43587,0.31898,0.47851,0.3489,0.38865,0.45373,0.23484,0.53737,0.60191,0.50658,0.50467,0.55867,0.27469,0.22631,0.34083,0.52472,0.065885,0.31893,0.56429,0.5216,0.33687,0.24034,0.33642,0.31661,0.3769,0.47885,0.56915,0,0.51708,0.42859,0.40608,0.29835,0.47049,0.40029,0.57302,0.59039,0.45555,0.54026,0.47942,0.4354,0.58185,0.51176,0.20084,0.2855,0.22213,0.32589,0.57505,0.668,0.34622,0.31379,0.13322,0.1074,0.29451,0.5067,0.46058,0.30981,0.30597,0.36223,0.35393,0.40363,0.14242,0.071735,0.68623,0.56516,0.36804,0.32551,0.30686,0.32247,0.32307,0.45728,0.50907,0.4284,0.45046,0.44318,0.54173,0.50788,0.49976,0.32965
0.0048062,0.0081171,0.011685,0.0017936,0.0028285,0.0093393,0.021084,0.019918,0.0057611,-0.0094761,-0.0089433,0.017631,0.0017977,-0.0063891,-0.00084584,0.016466,0.010134,0.0011465,0.003346,0.0096957,0.011427,0.013972,0.017085,0.014559,0.021078,0.00072432,-0.0053436,0.0091218,0.0046137,0.0030632,0.0036258,0.012125,0.018948,0.025396,-0.0054444,0.0041409,-0.0026801,0,-3.4983e-05,0.010593,0.013975,0.017079,0.017837,0.014945,0.0048009,0.0018531,0.0057352,-0.00042344,0.013049,0.019579,0.0015876,0.001566,0.0005701,0.017129,0.014867,0.013761,-0.0076032,0.0050917,-0.0060646,-0.0099402,0,-0.0098228,0.0099771,0.0076316,0.00060589,0.028887,0.012127,0.020353,0.017499,-0.0065633,0.0045387,0,0.0020414,0.0045682,-0.0012039,0.017829,0.025052,0.029295,0.013663,0.0024546,0.0023389,0.012818,0.0025802,0.012899,0.0048873,0.0076176,0.0030661,0.001853
0.018936,0.042104,0.045191,0.024265,0.033033,0.047263,0.073472,0.054635,0.023451,0.032768,0.03046,0.055025,0.031384,0.020921,0.031753,0.045484,0.040051,0.020586,0.022115,0.034804,0.044034,0.036953,0.064317,0.0541,0.072768,0.026153,0.028986,0.033271,0.025228,0.021903,0.042228,0.048626,0.057028,0.10096,0.030018,0.024133,0.021048,0,0.020934,0.03832,0.047826,0.064806,0.052398,0.042704,0.024878,0.027271,0.026832,0.021494,0.035991,0.055804,0.022733,0.023208,0.038221,0.056633,0.058035,0.054287,0.033917,0.017369,0.027562,0.038123,0.014493,0.028431,0.040854,0.036675,0.027785,0.11008,0.053562,0.06298,0.057947,0.029481,0.030906,0.014493,0.023303,0.020048,0.027586,0.076845,0.086127,0.11447,0.046298,0.024374,0.021906,0.042187,0.02445,0.045161,0.025396,0.024096,0.027329,0.025519
