9.6531,18.367,25.49,89.041,120.55,132.47,129,112.71,59.245,45.184,44.714,38.653,36.163,35.204,25.898,11.796,10.265,40.816,64.041,81.449,89.857,87.837,70.571,63.061,49.245,46.694,37.204,38.612,38.592,41.633,39.796,43.061,49.49,53.571,54.408,49.551,39.327,26.673,3.2041,5.5306,21.898,28.816,75.184,171.49,208.98,208.82,173.08,54.714,19.02,8.0408,13.857,36.531,51.143,145.61,201.61,219.57,207.24,160.98,33.306,18.02,16.122,8,25.653,48.347,67.633,82.531,89.163,82.633,63.388,49.51,47.918,44.041,43.163,40.469,40.571,46.082,46.571,49.878,57.592,60.653,59.939,55.367,46.143,28.224,5.5102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.061224,0.10204,0.14286,0.5102,0.57143,0.59184,0.61224,0.63265,0.32653,0.2449,0.2449,0.20408,0.20408,0.20408,0.16327,0.081633,0.081633,0.2449,0.32653,0.38776,0.44898,0.46939,0.36735,0.34694,0.26531,0.26531,0.20408,0.22449,0.22449,0.2449,0.22449,0.2449,0.28571,0.28571,0.28571,0.26531,0.22449,0.16327,0.020408,0.040816,0.14286,0.16327,0.44898,0.93878,0.95918,0.95918,0.95918,0.36735,0.12245,0.061224,0.10204,0.22449,0.28571,0.87755,0.95918,0.95918,0.97959,0.97959,0.20408,0.10204,0.10204,0.061224,0.18367,0.26531,0.32653,0.38776,0.44898,0.42857,0.32653,0.26531,0.26531,0.2449,0.2449,0.22449,0.22449,0.26531,0.26531,0.28571,0.30612,0.30612,0.30612,0.28571,0.26531,0.18367,0.040816
8.1633,7.3673,6.6122,6.6122,5.898,5.2245,5.2245,4.5918,6.6122,7.3673,7.3673,7.3673,7.3673,7.3673,7.3673,8.1633,18.367,14.878,12.755,11.755,9.8776,9,8.1633,8.1633,8.1633,7.3673,7.3673,7.3673,7.3673,7.3673,7.3673,7.3673,7.3673,8.1633,8.1633,9,9.8776,11.755,32.653,0.18367,0.081633,0.081633,0.020408,0.020408,0,0,0,18.367,36,39.51,0.32653,0.18367,0.081633,0.081633,0.020408,0.020408,0,0,29.469,39.51,39.51,41.327,17.163,14.878,13.796,11.755,10.796,9.8776,9,9,8.1633,8.1633,7.3673,7.3673,7.3673,7.3673,7.3673,8.1633,8.1633,8.1633,9,9.8776,9.8776,11.755,13.796
13.796,12.755,11.755,0.73469,0.32653,0.32653,0.18367,0.18367,0.081633,0.081633,0.081633,0.18367,0.18367,0.18367,0.32653,12.755,4,2.0408,1.3061,0.73469,0.5102,0.32653,0.32653,0.18367,0.18367,0.081633,0.081633,0.081633,0.020408,0.020408,0.081633,0.081633,0.081633,0.18367,0.18367,0.32653,0.5102,0.73469,0,39.51,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.081633,0.020408,0.020408,0.081633,0,0,0,0,0.020408,0.020408,0.020408,0.020408,0,0,0,0.020408,2.4694,1.6531,1,0.73469,0.32653,0.18367,0.18367,0.081633,0.081633,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.020408,0.081633,0.081633,0.081633,0.18367,0.32653,0.73469,9
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1
22,22,22,31,32,31,32,31,34,35,35,33,33,33,30,23,33,34,34,34,34,34,33,33,34,35,36,35,36,35,34,33,32,32,32,32,32,34,41,5,22,20,18,25,24,24,24,40,46,46,31,25,21,25,25,25,25,25,44,47,47,47,34,34,35,34,35,35,34,35,35,37,35,36,36,34,34,34,0,0,0,0,0,0,0
0.10067,0.55178,0.77764,0.5134,0.45942,0.39719,0.45502,0.73396,0.74925,0.62773,0.78069,0.73942,0.60225,0.54074,0.54005,0.30928,0.053673,0.35724,0.61169,0.58789,0.61976,0.79764,0.67939,0.69753,0.75673,0.80545,0.67687,0.75361,0.76352,0.7905,0.59849,0.59013,0.60541,0.59153,0.78657,0.6611,0.61182,0.38613,0,0.043292,0.40981,0.50404,0.60155,0.57477,0.43224,0.32231,0.34345,0.62364,0.53897,0.023565,0.2796,0.52897,0.62314,0.61693,0.41105,0.31288,0.42513,0.46727,0.66603,0.64964,0.53238,0.15043,0.21477,0.56815,0.69411,0.6346,0.67846,0.78043,0.60301,0.691,0.79354,0.79907,0.78058,0.7386,0.71755,0.72559,0.63967,0.65172,0.60873,0.69832,0.77202,0.6516,0.60829,0.39639,0.11545
0.013766,0.0061198,0.0058024,-0.014728,0.028884,0.034703,0.018457,-0.0064125,0.0068384,0.013492,0.0061649,0.010434,0.0090815,-0.00053659,-0.0092677,0.02218,0.0014574,0.017347,0.02104,0.031626,0.010997,0.0095762,0.011603,-0.0044745,0.0015926,-0.005883,-0.0036839,-0.0021725,-0.0056642,-0.010592,-0.0076588,0.0025784,0.0025252,0.015881,0.0079852,0.0043256,0.0078896,-0.0033534,0,0,-0.0038076,-0.0038131,-0.01466,-0.0065635,0.049275,0.053491,-0.026125,-0.024437,0.0016049,0.014431,-0.0098478,0.0018684,0.0045864,-0.014483,0.019598,0.054935,0.02718,-0.02526,-0.0070178,0.0077316,0.0063277,-0.011788,0.00095802,0.017635,0.021006,0.031104,0.012604,0.0070868,-0.0023407,-0.0016386,-0.0024939,-0.00014004,-0.0031943,-0.007521,-0.0081762,-0.0043906,-0.0015403,-5.1343e-05,0.007605,0.011848,0.0099621,0.013937,0.0039198,-0.0056644,0
0.030612,0.02551,0.035424,0.056166,0.10743,0.1234,0.106,0.036953,0.032787,0.041725,0.033081,0.040707,0.036497,0.036927,0.029582,0.04644,0.02234,0.049565,0.057092,0.098924,0.04523,0.034997,0.049552,0.042731,0.041584,0.033433,0.026725,0.034664,0.041813,0.045427,0.038658,0.046149,0.031975,0.058238,0.039367,0.037449,0.04173,0.029076,0,0.020408,0.036546,0.051003,0.053851,0.035596,0.19787,0.22254,0.090896,0.060695,0.027416,0.030612,0.028305,0.042009,0.036718,0.047508,0.10641,0.22701,0.15561,0.083099,0.034576,0.030896,0.028946,0.030612,0.033095,0.050781,0.056581,0.091215,0.054871,0.043133,0.03214,0.035947,0.033034,0.038834,0.03893,0.041059,0.038315,0.036237,0.035663,0.044284,0.063804,0.048227,0.046301,0.052078,0.040541,0.046983,0.020408
