11.719,21.469,35.938,47.406,115.38,141.72,146.56,141.41,115.81,43.594,21.938,16.969,7.125,10.375,43.469,73.063,84.531,90.469,80.563,60.031,52.063,36.875,25.781,24.938,21.563,24.25,23.906,21.094,21.375,21.375,25.344,29.719,37.906,43.813,57.875,82.469,102.28,102.06,90.656,61.563,38.781,9.7813,22.031,98.5,129.59,131.38,118.31,37.156,27.469,22,17.969,16.594,13.313,12.844,8.7188,11.188,15.594,26.219,48.563,116.75,135.41,136.31,110.63,31.094,12.031,3,6.125,3.5,6.125,32.594,62.125,126.28,144.41,142.75,122.03,66.531,29.563,30.313,35.625,36.5,31.688,24.938,29.219,27.594,15.594,3.0625,30.688,59.813,73.875,74.688,71.25,64.5,56.281,53.156,56.625,56.406,65.844,71.188,72.281,76.219,67.75,52.25,29.281,3.3125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09375,0.15625,0.25,0.3125,0.8125,0.84375,0.875,0.90625,0.84375,0.34375,0.15625,0.125,0.0625,0.09375,0.34375,0.53125,0.59375,0.625,0.59375,0.4375,0.375,0.28125,0.1875,0.1875,0.15625,0.1875,0.1875,0.15625,0.15625,0.15625,0.1875,0.21875,0.28125,0.3125,0.40625,0.59375,0.6875,0.65625,0.59375,0.4375,0.34375,0.09375,0.1875,0.78125,0.875,0.875,0.90625,0.25,0.1875,0.15625,0.125,0.125,0.09375,0.09375,0.0625,0.09375,0.125,0.21875,0.40625,0.875,0.875,0.90625,0.84375,0.25,0.09375,0.03125,0.0625,0.03125,0.0625,0.28125,0.46875,0.90625,0.90625,0.90625,0.875,0.53125,0.21875,0.21875,0.25,0.25,0.21875,0.15625,0.1875,0.1875,0.125,0.03125,0.25,0.4375,0.5,0.5,0.5,0.46875,0.40625,0.375,0.40625,0.40625,0.5,0.53125,0.53125,0.53125,0.46875,0.375,0.25,0.03125
19.531,0.28125,0.125,0.125,0.125,0.03125,0.03125,0,0,0,18,19.531,21.125,5.2813,3.125,1.5313,1.125,0.78125,0.5,0.28125,0.28125,0.125,0.125,0.125,0.125,0.03125,0.03125,0.03125,0.03125,0.03125,0.125,0.125,0.125,0.28125,0.28125,0.28125,0.5,0.78125,1.125,2,3.125,0.125,0.125,0.125,0.125,0.125,0.125,0.28125,19.531,19.531,21.125,21.125,21.125,21.125,21.125,19.531,0.28125,0.28125,0.28125,0.28125,0.28125,0.125,0.125,0.78125,21.125,22.781,12.5,12.5,0.78125,0.5,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,1.125,0.78125,0.5,0.5,0.5,0.28125,0.125,0.125,0.28125,22.781,2.5313,1.125,0.78125,0.5,0.28125,0.125,0.125,0.125,0.125,0.125,0.125,0.28125,0.5,1.125,1.5313,2,2,16.531
0.5,0.5,0.5,0.5,0.5,0.5,0.28125,0.28125,0.5,0.5,0.28125,0.28125,0.5,8,3.7813,2,1.5313,1.5313,0.78125,0.28125,0.125,0.125,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,0.5,0.78125,1.125,1.125,1.5313,3.125,3.7813,22.781,18,0.78125,0.125,0.125,0.03125,0.03125,0.03125,0.125,0.125,0.125,0.28125,0.28125,0.5,0.5,0.78125,0.78125,0.125,0.03125,0.03125,0.03125,0.125,0.125,0.28125,0,3.125,0,19.531,0.03125,0,0,0,0,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,18,18,18,19.531,0,0.28125,0.125,0.03125,0.03125,0.03125,0,0,0.03125,0.03125,0.03125,0.125,0.125,0.28125,0.28125,0.78125,1.125,1.5313,0
0.1,0.2,0.2,0.2,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1
27,18,16,16,16,15,16,15,14,15,27,28,28,15,16,16,16,16,16,17,18,18,16,16,18,16,16,13,13,13,16,17,17,17,16,15,16,16,16,16,16,4,6,15,17,17,17,25,29,28,29,29,28,28,28,27,16,17,20,18,18,17,17,20,28,28,22,21,7,15,17,18,18,18,18,17,20,20,18,18,17,6,6,6,6,28,21,18,17,15,16,16,17,17,0,0,0,0,0,0,0,0,0,0
0.46034,0.67336,0.95223,0.83165,0.76465,0.47254,0.62941,0.69599,0.71695,1.021,0.9928,0.6391,0.22097,0.16036,0.44335,0.46221,0.56406,0.56258,0.6145,0.78026,0.75175,0.73793,0.46383,0.47885,0.47599,0.72178,0.69646,0.44852,0.44271,0.69786,0.68105,0.69114,0.81202,0.81007,0.64115,0.91961,0.70802,0.72191,0.76886,0.57823,0.39697,0.28356,0.53792,0.6127,0.54289,0.48708,0.78852,1.1862,0.90932,0.8977,0.7196,0.99359,0.8632,0.84952,0.15468,0.48041,0.41722,0.50435,0.52688,0.57487,0.52764,0.72062,0.76046,0.80974,0.42543,0,0.088388,0,0.088388,0.35302,0.6161,0.75543,0.60759,0.65121,0.73826,0.71206,0.61249,0.72278,0.77776,0.88719,0.91562,0.84623,1.0504,0.88154,0.17562,0,0.63094,0.68492,0.85067,0.6347,0.86181,0.84349,0.60092,0.6494,0.78422,0.6357,0.65409,0.78172,0.88184,0.85475,0.82077,0.58453,0.46485,0
0.011207,0.011248,0.0069591,0.0083112,-0.021809,0.011216,0.042987,0.0069813,-0.020172,-0.024204,0.011732,0.0087266,0,0.01391,0.013407,0.033761,0.019943,0.017392,0.00042217,0.0011028,0.0019565,-0.0011372,0.0071359,-0.0098306,-0.012858,0.00049429,0.0072196,0.0073206,-0.0014768,0.045989,0.01544,0.0099267,-0.00064308,0.011021,0.0045776,0.0071123,0.0041589,0.032897,0.019597,0.01294,-0.0033422,-0.0082539,-0.0056057,-0.017279,0.030975,-0.0098592,-0.047114,0.010904,0.028945,0.018613,0.00032102,0.00056371,-0.01672,-0.013803,0,-0.021154,0.017174,0.0022845,-0.02467,0.0025427,0.019411,0.02172,-0.02163,-0.019869,0.017367,0,0,0,0,0.011648,0.012374,-0.0022748,0.00037966,0.0082882,-0.0015504,-0.0082373,-0.0044586,0.0041101,0.0082999,-0.0080327,-0.0061471,0.0078613,0.019271,0.018489,-0.011664,0,-0.0049348,0.0035263,0.011786,0.0046308,0.0041265,0.0073979,0.022284,0.0053579,-0.0032307,-0.0019294,0.0072548,-0.0055369,-0.010866,0.0026625,0.0098774,-0.011573,-0.013723,0
0.046875,0.050338,0.050303,0.05447,0.07273,0.15494,0.20912,0.10559,0.10676,0.061797,0.042567,0.043359,0.03125,0.046875,0.058696,0.12872,0.077284,0.06473,0.087192,0.057259,0.066473,0.045031,0.061355,0.06339,0.074549,0.044723,0.042834,0.052208,0.077628,0.10046,0.047012,0.067059,0.051344,0.058566,0.052434,0.049285,0.064612,0.12053,0.081518,0.071846,0.048072,0.046875,0.042953,0.082443,0.12299,0.1156,0.13363,0.047579,0.076086,0.065375,0.033601,0.044967,0.046875,0.046875,0.03125,0.046875,0.053618,0.057939,0.090126,0.066453,0.072249,0.087552,0.078141,0.050769,0.046875,0,0.03125,0,0.03125,0.043803,0.070392,0.056963,0.06438,0.073154,0.058751,0.053637,0.04742,0.04675,0.044936,0.057665,0.053638,0.050427,0.066726,0.05404,0.054519,0,0.051508,0.052211,0.069134,0.050518,0.053791,0.057931,0.079844,0.071794,0.056559,0.043876,0.057191,0.061713,0.053508,0.056029,0.051193,0.090113,0.074456,0
