1.9385,1.9077,12.231,21.985,29.092,31.862,45.785,102.12,129.48,148.95,154.55,141.75,121.48,53.631,36.431,32.815,29.862,26.431,34.492,47.769,59.123,74.338,84.354,87.092,79.308,51.631,38.354,24.554,25.077,24.969,22.077,19.431,19.015,19.108,19.431,19.662,20.246,25.385,27.862,34.923,46.092,61,60.292,52.569,40.754,22.831,1.9231,6.9077,19.892,30.692,74.523,88.123,93.354,87.769,72.569,28.262,21.846,17.815,17.292,16.662,10.862,10.846,9.4308,2.0769,11.477,26.169,67.877,83.6,91.815,89.631,75.092,36.815,13.262,8.5692,6.4923,7.1538,9.7538,10.308,13.062,20.908,30.169,38.892,77.462,91.231,93.185,86.292,71.785,56.938,22.015,16.769,13.846,9.7385,10.246,10.815,13.462,14.231,18.462,28.415,52.569,76.908,84.523,86.662,74.585,56.877,15.338,1.9077,25.123,42.708,54.246,65.846,65.554,52.246,46.062,38.785,29.138,29.877,36.585,39.785,44.662,46.015,44.785,59.6,68.692,66.769,60.692,45.954,37.708,22.831,20.215,31.938,39.338,38.462,37.154,43.138,54.923,55.046,50.938,44.569,31.538,15.185,1.9231,6.1385,13.585,22.431,39.815,86.446,109.49,112.26,105.18,79.569,12.677,6.8615,3.9846,13.815,25.262,64.046,128.35,151.52,155.48,134.82,101.35,12.169,9.4769,6.9538
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015385,0.015385,0.092308,0.13846,0.16923,0.18462,0.27692,0.61538,0.64615,0.66154,0.67692,0.69231,0.70769,0.32308,0.21538,0.2,0.18462,0.15385,0.21538,0.29231,0.32308,0.36923,0.41538,0.44615,0.46154,0.30769,0.24615,0.15385,0.15385,0.15385,0.13846,0.12308,0.12308,0.12308,0.12308,0.12308,0.12308,0.15385,0.16923,0.2,0.26154,0.33846,0.29231,0.26154,0.23077,0.15385,0.015385,0.046154,0.12308,0.18462,0.43077,0.43077,0.43077,0.43077,0.43077,0.16923,0.13846,0.10769,0.10769,0.10769,0.061538,0.061538,0.061538,0.015385,0.076923,0.16923,0.4,0.41538,0.43077,0.43077,0.43077,0.24615,0.092308,0.061538,0.046154,0.046154,0.061538,0.061538,0.076923,0.12308,0.16923,0.21538,0.44615,0.44615,0.43077,0.41538,0.4,0.38462,0.13846,0.10769,0.092308,0.061538,0.061538,0.061538,0.076923,0.076923,0.10769,0.16923,0.32308,0.41538,0.4,0.4,0.38462,0.35385,0.10769,0.015385,0.16923,0.24615,0.27692,0.33846,0.35385,0.27692,0.26154,0.23077,0.16923,0.18462,0.23077,0.24615,0.27692,0.27692,0.26154,0.35385,0.38462,0.36923,0.33846,0.24615,0.21538,0.15385,0.13846,0.18462,0.21538,0.2,0.18462,0.23077,0.30769,0.27692,0.24615,0.23077,0.18462,0.10769,0.015385,0.046154,0.092308,0.13846,0.24615,0.52308,0.55385,0.53846,0.53846,0.50769,0.076923,0.046154,0.030769,0.092308,0.15385,0.4,0.69231,0.70769,0.70769,0.70769,0.69231,0.076923,0.061538,0.046154
10.4,10.4,8.1385,7.4462,6.7846,6.7846,1.8615,1.2462,0.75385,0.55385,0.38462,0.24615,0.13846,0.061538,0.061538,0.061538,0.015385,0,0,0,0,0,0,0,0,0.061538,0.061538,7.4462,6.7846,6.7846,6.7846,6.7846,6.7846,6.7846,6.7846,7.4462,7.4462,7.4462,8.1385,8.1385,8.8615,9.6154,10.4,11.215,12.062,14.785,35.446,33.985,8.8615,8.1385,7.4462,7.4462,7.4462,7.4462,7.4462,8.8615,8.8615,8.8615,8.8615,7.4462,7.4462,7.4462,7.4462,35.446,10.4,9.6154,8.8615,8.1385,7.4462,7.4462,7.4462,8.8615,9.6154,9.6154,8.8615,8.8615,8.1385,8.1385,7.4462,7.4462,7.4462,7.4462,7.4462,8.1385,8.1385,8.8615,9.6154,9.6154,9.6154,9.6154,8.8615,8.1385,8.1385,8.1385,7.4462,7.4462,7.4462,7.4462,8.1385,8.1385,8.8615,8.8615,9.6154,10.4,27.138,19.938,17.785,14.785,12.938,11.215,10.4,10.4,9.6154,8.8615,8.8615,8.8615,3.9385,3.4615,2.2154,1.8615,1.5385,0.75385,0.38462,0.24615,0.24615,0.38462,0.38462,0.55385,28.446,27.138,25.862,25.862,27.138,27.138,27.138,28.446,29.785,29.785,31.154,35.446,41.6,36.938,12.062,10.4,1.2462,0.98462,0.98462,0.98462,0.98462,1.2462,35.446,36.938,1.2462,0.98462,0.75385,0.75385,0.75385,0.55385,0.55385,0.55385,0.55385,35.446,36.938,38.462
0,0,3.4615,3.4615,3.4615,3.4615,3.4615,3.9385,3.9385,3.9385,3.9385,3.9385,3.9385,3.9385,3.9385,3.9385,4.4462,24.615,11.215,9.6154,7.4462,6.1538,5.5538,4.9846,4.9846,4.4462,4.4462,3.9385,3.9385,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.9385,3.9385,3.9385,4.4462,4.9846,4.9846,6.1538,6.7846,7.4462,8.8615,0,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.0154,3.4615,3.4615,3.9385,23.4,23.4,23.4,0,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.9385,22.215,22.215,22.215,22.215,22.215,3.0154,2.6,2.6,2.6,2.6,3.0154,3.0154,3.0154,3.0154,3.0154,3.0154,3.0154,22.215,22.215,22.215,22.215,22.215,3.9385,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,3.4615,0,6.1538,4.9846,4.9846,3.9385,3.9385,3.4615,3.4615,3.0154,3.0154,2.6,2.6,2.2154,2.2154,2.2154,2.6,2.6,3.0154,3.0154,3.4615,4.4462,14.785,15.754,0.015385,0,0,0.015385,0.061538,0.061538,0.13846,0.24615,0.38462,0.55385,0.98462,1.5385,0,2.6,2.2154,2.2154,2.2154,2.2154,2.2154,2.2154,2.2154,2.2154,2.2154,2.6,44.862,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.2154,2.2154,2.2154
0.1,0.1,0.2,0.2,0.2,0.2,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
27,27,34,35,35,36,31,30,29,28,28,27,27,25,24,25,21,13,20,24,28,28,29,29,29,29,28,36,36,36,37,36,36,36,36,39,36,36,37,36,36,37,36,36,36,37,49,49,38,37,37,37,37,37,37,38,39,39,39,32,25,25,25,49,44,37,38,37,37,37,37,37,38,33,26,26,26,26,25,34,37,36,37,38,38,38,39,38,39,40,38,26,26,26,25,25,29,34,36,37,38,38,38,39,47,37,40,40,39,39,38,39,38,39,41,41,34,35,32,32,30,28,26,25,25,24,21,20,52,53,52,51,52,52,53,53,53,52,52,52,53,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.101,0.21007,0.38966,0.47538,0.54026,0.42014,0.35506,0.36005,0.35047,0.32138,0.39649,0.48021,0.35933,0.38433,0.47406,0.43204,0.48515,0.43273,0.5338,0.57356,0.52069,0.44182,0.45283,0.4461,0.41488,0.30831,0.3544,0.38745,0.35477,0.27304,0.27619,0.30457,0.31875,0.33884,0.30868,0.35239,0.40019,0.45254,0.49124,0.43916,0.36826,0.4841,0.39227,0.2778,0,0.24727,0.28699,0.39904,0.36445,0.32204,0.3157,0.24511,0.36595,0.40365,0.42958,0.24581,0.26586,0.43239,0.3353,0.30573,0.28155,0,0.36201,0.3711,0.38046,0.337,0.35926,0.28855,0.29471,0.31803,0.19742,0.12648,0.15714,0.18716,0.37126,0.4716,0.53309,0.47265,0.51483,0.55272,0.56238,0.41643,0.42334,0.38654,0.30082,0.35436,0.32987,0.27674,0.24442,0.38191,0.37104,0.37398,0.53405,0.50851,0.58831,0.56231,0.50798,0.3519,0.3454,0.40149,0.34208,0.34151,0.23782,0,0.21266,0.42219,0.39467,0.50243,0.52962,0.51419,0.54996,0.55639,0.51149,0.55717,0.51486,0.46572,0.46274,0.47624,0.43703,0.4577,0.43704,0.52193,0.61482,0.54238,0.41191,0.18148,0.2323,0.47969,0.58957,0.58368,0.55587,0.62524,0.55269,0.44833,0.42078,0.43428,0.32549,0.17062,0,0.20118,0.37803,0.41624,0.46828,0.42746,0.41219,0.41959,0.36159,0.3016,0.44315,0.24438,0.097907,0.38476,0.37438,0.46257,0.36697,0.30747,0.24997,0.18766,0.24151,0.35525,0.26795,0.14942
0,0,0.0037523,0.0010797,0.003112,0.004349,-0.0047423,-0.0086519,0.015804,0.030194,0.035159,0.0023559,-0.016931,-0.0033601,-0.0029013,0.0013803,-0.00031847,0.0044353,-0.0084908,-0.012825,0.0041944,0.009462,0.015586,0.014302,-0.0033834,-0.0019386,-0.0078885,-0.0012753,0.0022773,0.0039311,0.0053291,0.0014333,-0.00039107,-0.0014287,0.00043487,0.011039,0.0077876,-0.000233,0.0052139,0.0053257,0.0014521,0.0019806,0.020861,0.016477,0.01006,0.00091326,0,-0.0097062,0.00099834,0.003777,-0.0069175,0.027144,0.030147,0.017735,-0.011285,-0.0071782,-0.0024884,-0.0047795,0.007701,-0.011511,-0.0016817,0.0046899,0.013231,0,-0.0076669,-0.0053819,-0.0107,0.016738,0.026988,0.022855,-0.00057696,-0.0079245,0.0050158,-0.012842,0.0098324,0.010549,-0.00073953,0.0075987,-0.00033494,-0.01391,0.001559,0.00031991,-0.0087236,0.013729,0.028238,0.020745,-0.0025278,-0.013658,-0.0080548,-0.0035489,0.011171,0.010755,0.00060784,-0.0030928,0.0058844,0.0066806,-0.00075938,-0.007858,-0.011218,-0.0014009,0.025671,0.027123,0.014977,-0.0034814,-0.0035773,0,-0.0048143,0.0099279,0.013497,0.010909,-0.0012281,-0.00073257,-0.0053159,-0.0057151,-0.007776,-0.011573,-0.018225,-0.012313,-0.012255,-0.0059691,-0.0053919,-0.0045712,0.0045746,0.00652,-0.00054442,0.0034638,0.0072757,0.0070136,-0.00024528,0.0032523,0.0002791,0.001479,0.0013018,-0.00095307,-0.0061676,0.012323,0.022468,0.015295,0.012113,-0.0010963,0,-0.010238,-0.0081199,-0.00056728,-0.0047556,-0.0096167,0.016425,0.021624,0.020219,-0.023689,0.0037108,-0.01083,0,-0.0015565,-0.0032233,-0.0092494,-0.013833,0.024304,0.041926,0.012203,-0.017836,0.0011193,0.00030263,0.0063981
0,0,0.029209,0.02965,0.02519,0.024235,0.025501,0.041227,0.068893,0.099055,0.12904,0.070539,0.048202,0.026304,0.029675,0.022245,0.017495,0.02741,0.032357,0.056582,0.030713,0.033952,0.04444,0.045141,0.026137,0.032805,0.031346,0.027722,0.025456,0.023528,0.026383,0.021618,0.021493,0.021494,0.020321,0.031334,0.029743,0.025172,0.02703,0.032238,0.026357,0.031479,0.058463,0.047628,0.033917,0.024056,0,0.023077,0.02484,0.02348,0.041864,0.097518,0.10393,0.073912,0.038206,0.028278,0.029722,0.029064,0.028756,0.032926,0.022833,0.021513,0.032918,0,0.030991,0.028809,0.032534,0.073378,0.092487,0.082396,0.043325,0.028307,0.026875,0.032842,0.023077,0.023077,0.02232,0.031615,0.023327,0.036755,0.029189,0.027443,0.032519,0.062256,0.090508,0.071769,0.039482,0.039157,0.031336,0.022639,0.037079,0.028933,0.020076,0.019715,0.031825,0.032323,0.021484,0.027259,0.036696,0.044475,0.080781,0.080959,0.053428,0.037577,0.018059,0,0.031003,0.036126,0.036568,0.050247,0.025759,0.034729,0.028442,0.027098,0.027639,0.032054,0.053404,0.039681,0.040034,0.029964,0.030157,0.035301,0.033979,0.027989,0.025854,0.024639,0.029205,0.035175,0.024667,0.028605,0.028008,0.029381,0.02789,0.028725,0.032244,0.051922,0.060338,0.039945,0.049382,0.036715,0,0.023077,0.030328,0.03633,0.02412,0.030886,0.056131,0.067419,0.066023,0.086617,0.034831,0.023077,0.015385,0.018769,0.031501,0.032522,0.044671,0.11248,0.17708,0.072524,0.068336,0.022117,0.016054,0.023077
